# regime: cohort=E2 cohort: publication-aware loading series, series with >= 4 non-tracer points; holdout=leave-one-point-out (phi fitted on the rest, log K re-anchored per phi); averaging_unit=series; status_of_parameters=exploratory X1, never used elsewhere
loading_series_id,system_id,metal,n_non_tracer,mae_constant,mae_ideal,mae_phi_loo,phi_loo_n,phi_median,phi_min,phi_max,phi_insample,mae_phi_insample,loading_active,x1_beats_c1_by_margin
ls_sys_07ee9637c98c1e20_Ce_pub_917a4583d4_3_0.1,sys_07ee9637c98c1e20,Ce,7,0.44420479893182213,0.5358371734713429,0.535843010206673,7,0.9999345541082617,0.9999345541082617,0.9999422339847651,0.9999345541082617,0.5358436065983722,True,False
ls_sys_5cb78e5000d40860_Nd_pub_5a68dc5665_3_0.1,sys_5cb78e5000d40860,Nd,5,0.8593128190932777,0.7558111812476657,0.3530551908559346,5,0.18126207963436966,0.15487155873149655,0.19343658058463578,0.15490690063409393,0.2666929028141131,True,True
ls_sys_5cb78e5000d40860_Nd_pub_d3c970567f_3_0.3,sys_5cb78e5000d40860,Nd,7,0.018871662359769458,0.039216323303628155,0.03921759247595099,7,0.999936553560148,0.9999342810647116,0.9999368567883591,0.9999362592688271,0.03921758345358107,False,False
ls_sys_740f07a521006be1_Nd_pub_5a68dc5665_3_0.1,sys_740f07a521006be1,Nd,5,0.20078164594866968,0.11408409500435865,0.11410281363386321,5,0.9999345541082617,0.9999345541082617,0.9999345541082617,0.9999345541082617,0.11410281363386321,True,False
ls_sys_81bcc3c06cbf0b4c_Nd_pub_0e7f3e0563_1_0.2,sys_81bcc3c06cbf0b4c,Nd,17,0.6391954880334695,0.3707997373972077,0.37082503217920487,17,0.9999345541082617,0.9999345541082617,0.9999345541082617,0.9999345541082617,0.37082503217920487,True,False
ls_sys_81bcc3c06cbf0b4c_Nd_pub_0e7f3e0563_3_0.2,sys_81bcc3c06cbf0b4c,Nd,7,1.2839253776896693,0.11452747535926755,0.11456261316973813,7,0.9999345541082617,0.9999345541082617,0.9999345541082617,0.9999345541082617,0.11456261316973813,True,False
ls_sys_a7195d8a9d8696e0_Nd_pub_5a68dc5665_3_0.1,sys_a7195d8a9d8696e0,Nd,5,0.7848814724231075,0.6772030109539913,0.014337337375888978,5,0.04537770776514926,0.04537770776514926,0.04537770776514926,0.04537770776514926,0.014337337375888978,True,True
