# regime: cohort=E2 cohort: publication-aware loading series; holdout=as e2_series.csv; averaging_unit=series (macro, weight 1 each), paired series bootstrap (2000 resamples, seed 18)
subset,oa,n_series,e2_c0_macro,e2_c1_macro,wins_c1,wins_needed,bootstrap_mean_c0_minus_c1,bootstrap_lo,bootstrap_hi,condition_i_majority,condition_ii_ci_excludes_zero,c1_supported,spearman_negative_count
all,0.5,10,0.5137297750721121,0.3115287669407948,6,6,0.20220100813131733,0.017791766295634434,0.4533467266307276,True,True,True,7
loading_active,0.5,7,0.7294069830207485,0.43142288257509287,6,4,0.29798410044565554,0.04348423225140083,0.5915262079604762,True,True,True,6
all,1.0,10,0.5137297750721121,0.3047487508355431,6,6,0.208981024236569,0.029588183671837114,0.4739362365579832,True,True,True,7
loading_active,1.0,7,0.7294069830207485,0.42372714723977545,6,4,0.305679835780973,0.06769468752124146,0.6169571123603946,True,True,True,6
all,2.0,10,0.5137297750721121,0.3246166265548467,6,6,0.1891131485172654,0.035168619148987786,0.4174442283533372,True,True,True,7
loading_active,2.0,7,0.7294069830207485,0.45449852336102264,6,4,0.2749084596597258,0.06709365621884057,0.5572747312962574,True,True,True,6
publication_blind,1.0,11,0.4502031586968575,0.38224512521913306,7,6,0.06795803347772442,-0.0286417480118337,0.1794500504305387,True,False,False,9
