# regime: cohort=E2 cohort: publication-aware loading series; holdout=as e2_series.csv; averaging_unit=point
loading_series_id,system_id,metal,record_id,metal_initial_mM,log_d,log_d_c0,log_d_c1,abs_err_c0,abs_err_c1,loading_fraction_pred,stage_status,flags,oa
ls_sys_07ee9637c98c1e20_Ce_pub_917a4583d4_3_0.1,sys_07ee9637c98c1e20,Ce,Ce_SAFE:3647,0.053,1.4065401804339552,1.0,0.9993969931446325,0.40654018043395523,0.40714318728932275,0.0012434958546786088,converged,ACID_UPTAKE_UNMODELLED,0.5
ls_sys_07ee9637c98c1e20_Ce_pub_917a4583d4_3_0.1,sys_07ee9637c98c1e20,Ce,Ce_SAFE:3648,0.101,1.3847117429382825,1.0,0.9987074567066081,0.3847117429382825,0.3860042862316744,0.0023690526582056115,converged,ACID_UPTAKE_UNMODELLED,0.5
ls_sys_07ee9637c98c1e20_Ce_pub_917a4583d4_3_0.1,sys_07ee9637c98c1e20,Ce,Ce_SAFE:3649,0.502,1.649688806964743,1.0,0.9929309307668406,0.6496888069647431,0.6567578761979025,0.011748611718606757,converged,ACID_UPTAKE_UNMODELLED,0.5
ls_sys_07ee9637c98c1e20_Ce_pub_917a4583d4_3_0.1,sys_07ee9637c98c1e20,Ce,Ce_SAFE:3650,1.122,1.3497630439879496,1.0,0.9839437434051086,0.34976304398794955,0.36581930058284096,0.026166418495198896,converged,ACID_UPTAKE_UNMODELLED,0.5
ls_sys_07ee9637c98c1e20_Ce_pub_917a4583d4_3_0.1,sys_07ee9637c98c1e20,Ce,Ce_SAFE:3651,5.254,1.6501807773315609,1.0,0.9223993247268236,0.6501807773315609,0.7277814526047373,0.1194054443749363,converged,ACID_UPTAKE_UNMODELLED,0.5
ls_sys_07ee9637c98c1e20_Ce_pub_917a4583d4_3_0.1,sys_07ee9637c98c1e20,Ce,Ce_SAFE:3652,10.188,1.4262636691134327,1.0,0.8456936952434564,0.4262636691134327,0.5805699738699763,0.22321688420821564,converged,ACID_UPTAKE_UNMODELLED,0.5
ls_sys_07ee9637c98c1e20_Ce_pub_917a4583d4_3_0.1,sys_07ee9637c98c1e20,Ce,Ce_SAFE:3653,52.417,1.242285371752831,1.0,0.2590196282446424,0.24228537175283105,0.9832657435081886,0.7023918870802759,converged,ACID_UPTAKE_UNMODELLED|HIGH_LOADING|PHASE_BEHAVIOUR_UNKNOWN,0.5
ls_sys_5cb78e5000d40860_Nd_pub_5a68dc5665_3_0.1,sys_5cb78e5000d40860,Nd,Ca_SAFE:2221,6.0,1.146128035678238,1.3710678622717365,1.3056996960978062,0.22493982659349854,0.15957166041956827,0.26788460966021116,converged,ACID_UPTAKE_UNMODELLED,0.5
ls_sys_5cb78e5000d40860_Nd_pub_5a68dc5665_3_0.1,sys_5cb78e5000d40860,Nd,Ca_SAFE:2220,6.8,1.3357921019231938,1.3710678622717365,1.2572788396097163,0.03527576034854274,0.07851326231347744,0.3004127686306673,converged,ACID_UPTAKE_UNMODELLED|PHASE_BEHAVIOUR_UNKNOWN,0.5
ls_sys_5cb78e5000d40860_Nd_pub_5a68dc5665_3_0.1,sys_5cb78e5000d40860,Nd,Ca_SAFE:2219,8.3,0.3409015077016729,1.3710678622717365,1.1653155155800534,1.0301663545700637,0.8244140078783806,0.35826590441607825,converged,ACID_UPTAKE_UNMODELLED|PHASE_BEHAVIOUR_UNKNOWN,0.5
ls_sys_5cb78e5000d40860_Nd_pub_5a68dc5665_3_0.1,sys_5cb78e5000d40860,Nd,Ca_SAFE:2224,10.3,-0.042197679794455,1.3710678622717365,1.0430142671387364,1.4132655420661915,1.0852119469331913,0.42786068955028567,converged,ACID_UPTAKE_UNMODELLED|PHASE_BEHAVIOUR_UNKNOWN,0.5
ls_sys_5cb78e5000d40860_Nd_pub_5a68dc5665_3_0.1,sys_5cb78e5000d40860,Nd,Ca_SAFE:2217,12.0,-0.2218487496163564,1.3710678622717365,0.9425501487925061,1.5929166118880929,1.1643988984088625,0.4793452050451411,converged,ACID_UPTAKE_UNMODELLED|PHASE_BEHAVIOUR_UNKNOWN,0.5
ls_sys_5cb78e5000d40860_Nd_pub_d3c970567f_3_0.1,sys_5cb78e5000d40860,Nd,Ca_SAFE:2806,5.0,-0.0268721464003013,-0.032184683371401,-0.044707938477645225,0.0053125369710997,0.017835792077343926,0.07626140850356826,converged,ACID_UPTAKE_UNMODELLED,0.5
ls_sys_5cb78e5000d40860_Nd_pub_d3c970567f_3_0.1,sys_5cb78e5000d40860,Nd,Ca_SAFE:2809,5.9,-0.0226639846359439,-0.032184683371401,-0.058388323999267286,0.009520698735457099,0.035724339363323386,0.08804672076092389,converged,ACID_UPTAKE_UNMODELLED,0.5
ls_sys_5cb78e5000d40860_Nd_pub_d3c970567f_3_0.1,sys_5cb78e5000d40860,Nd,Ca_SAFE:2808,6.8,-0.0195955560633805,-0.032184683371401,-0.07165650355555407,0.0125891273080205,0.052060947492173576,0.099333276623103,converged,ACID_UPTAKE_UNMODELLED,0.5
ls_sys_5cb78e5000d40860_Nd_pub_d3c970567f_3_0.2,sys_5cb78e5000d40860,Nd,Ca_SAFE:2813,10.9,-0.0203931586418435,-0.0229839069206894,-0.032484862622450525,0.0025907482788459016,0.012091703980607025,0.08474571022893466,converged,ACID_UPTAKE_UNMODELLED,0.5
