ablation,n_rows,mae,rmse,r2,pearson,spearman,fold_mae_mean,fold_mae_sample_sd,fold_rmse_mean,fold_rmse_sample_sd,fold_r2_mean,fold_r2_sample_sd,fold_pearson_mean,fold_pearson_sample_sd,fold_spearman_mean,fold_spearman_sample_sd,macro_group_mae
A0,6699,0.6574165635685693,0.9586085633964003,-0.6810092419526443,-0.017076317005426292,-0.04955847895193377,0.6283638275465184,0.23987451673163537,0.9104516021064306,0.2658233691181214,-0.6697151491077745,0.26778178592707264,0.06913101685455571,0.34764881190874164,0.021803677306841417,0.30970611627889494,0.635955683807689
A1,6699,0.486225883527709,0.7288724967081971,0.02816929099512866,0.46462973913335953,0.28728193407899644,0.41777179334476033,0.14015365327390214,0.5956202717311354,0.20066060124493032,0.1842555574362501,0.5303660777165332,0.6325538758502633,0.23755229743262712,0.5202473324461918,0.27171670616207255,0.34666871448353676
A2,6699,0.4190203976825296,0.6132732168528972,0.31198882969621544,0.6016693912495099,0.5723498085307454,0.38011579795189304,0.1002637001275363,0.5465058911575126,0.14193828466666686,0.310430896225488,0.3987218513954659,0.6780748464443832,0.15147419263182657,0.6457593351374615,0.18925627281630467,0.31607811209953474
A3,6699,0.48751538333849476,0.747521338799311,-0.022197187528477436,0.41027028771415835,0.3032550109604752,0.4239653475054255,0.14022228365479975,0.6132963675193512,0.21156092180396202,0.13216670605746747,0.5664294692642388,0.5866003492151385,0.2886835095906897,0.5254961187833592,0.2923790324836557,0.36183235043677814
A4,6699,0.42232966893485874,0.6182139432162049,0.3008584960704578,0.5903771960169237,0.5721289142825811,0.3836282325916884,0.09928191025826136,0.546279285129489,0.147845093360165,0.31079790699615684,0.4022397236155964,0.6711717229386578,0.16439028715690893,0.6435195995431362,0.18879529383819582,0.3248626061286682
A5,6699,0.4212633243923366,0.6127659035630343,0.3131266352777968,0.5988332168670092,0.5724007335070465,0.3871959221793994,0.0932286977074311,0.5509757563726728,0.1379496640527809,0.31016156999537053,0.3604386907262834,0.6682008059979962,0.14507555844435707,0.6396732757944967,0.1923318294950714,0.3350085763025641
A6,6699,0.41590086314447644,0.6037778447406666,0.3331289902314932,0.6108174662092262,0.5820870418610189,0.3844378477202911,0.08898239074744002,0.547070666640575,0.13213906746406365,0.3228066113082104,0.34251322667821277,0.6748005449628505,0.13341080940550096,0.6429355755879049,0.18846009588937543,0.33333152336715355
A2+D1,6699,0.41555235612787195,0.6044152591937434,0.33172020188079643,0.6104827689474689,0.5839973097599791,0.38106224065258354,0.0962237609802246,0.5423354929166855,0.13898077844349147,0.3231254152805234,0.38681685185408227,0.680015635752403,0.14539090156022638,0.6490898941679998,0.19179740523469158,0.3247200036150191
A2+D2,6699,0.4244570584736914,0.62347789746757,0.28890173843685196,0.5831580929218241,0.5672616499421527,0.38457678621367963,0.10351095018784179,0.5501709528082986,0.15061229566482678,0.29849261432077395,0.41645005149922765,0.6663165515691835,0.17103633456834227,0.6412225921780614,0.19307740469118276,0.32225856744376014
A2+D3,6699,0.42282268413501484,0.6172708344158343,0.3029900027049929,0.5991911406198003,0.5533015006396711,0.3821142015684284,0.10070267451882597,0.5496190798811662,0.14416644353046365,0.3072104465169094,0.3867708154298237,0.6735541585841417,0.15021775588341735,0.6363007382326026,0.18879053103610233,0.31860866842763835
