comparison,arm_scored,support_design,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
B1_MEAN_CURVE|random|vs_zero_shot,B1_MEAN_CURVE,random,mae_all,zero_shot,conditional,0.16374594854480115,0.09803904673971547,0.20681290798099458,0.09997957675768687,0.20797734588393213,0.0,0.02771239460548808,0.07759470489536663,0.14624886641677196,89,81,5,5,0.14498235483637914,0.17890533301835385,True,0.02,True,True
B1_MEAN_CURVE|random|vs_rescale,B1_MEAN_CURVE,random,mae_all,rescale,conditional,0.1160867574533702,0.05256874710160649,0.1560573367628089,0.0571307142973528,0.15739744853515872,0.0006,0.02644686779034918,0.0740512298129777,0.09610119836002089,89,81,5,5,0.09580501653225294,0.1319369962758601,True,0.02,True,True
B1_MEAN_CURVE|random|vs_no_model_linear,B1_MEAN_CURVE,random,mae_all,no_model_linear,conditional,0.05895518617936403,0.012251921116653887,0.1302645876157652,0.012915804162822302,0.13134091550199492,0.01,0.03048230785654516,0.08535046199832645,0.07379900981744318,89,58,5,5,0.04109805937498836,0.07767071046315661,True,0.02,True,True
B1_MEAN_CURVE|widest|vs_zero_shot,B1_MEAN_CURVE,widest,mae_all,zero_shot,conditional,0.3063361671436537,0.22077578492692895,0.37175724512780156,0.2321241617532091,0.37972572483748485,0.0,0.038506234169475184,0.10781745567453051,0.29957621757962005,89,82,5,5,0.27489824049081,0.32424729648408435,True,0.02,True,True
B1_MEAN_CURVE|widest|vs_rescale,B1_MEAN_CURVE,widest,mae_all,rescale,conditional,0.16050614203815433,0.1018153562208612,0.20629755612235395,0.11053309008252848,0.2154501458362609,0.0,0.027153909403770406,0.07603094633055714,0.15615581522441566,89,77,5,5,0.13673650635305634,0.1714753004740357,True,0.02,True,True
B1_MEAN_CURVE|widest|vs_no_model_linear,B1_MEAN_CURVE,widest,mae_all,no_model_linear,conditional,0.0037248968381502065,-0.013992500306051295,0.018690364301214533,-0.014401373727939547,0.018494361049839734,0.6194,0.00813197909213808,0.02276954145798662,8.079437590367075e-05,89,45,5,5,-0.00027742226216000224,0.0069053683848605725,False,0.02,False,False
C_DIRECT_ROW|random|vs_zero_shot,C_DIRECT_ROW,random,mae_all,zero_shot,conditional,0.1109717377743899,0.054496780722102886,0.14831861731164672,0.06010899047330575,0.15101532115186297,0.0,0.023968879863298657,0.06711286361723623,0.09198313062840247,89,80,5,5,0.09219875910782104,0.12342493600727428,True,0.02,True,True
C_DIRECT_ROW|random|vs_rescale,C_DIRECT_ROW,random,mae_all,rescale,conditional,0.06803249635190094,0.02557032412171468,0.09888490414963128,0.016882676797984747,0.09492909193926982,0.005,0.018539996132732838,0.05191198917165194,0.0566123691117123,89,77,5,5,0.06199126320342174,0.08036355467631168,True,0.02,True,True
C_DIRECT_ROW|random|vs_no_model_linear,C_DIRECT_ROW,random,mae_all,no_model_linear,conditional,0.1154951185472053,0.07289650796561076,0.18356632654389252,0.07433110964221742,0.1876759612688621,0.0,0.02845852508890697,0.07968387024893951,0.13470555563898792,89,69,5,5,0.09795603448197641,0.13225005210639162,True,0.02,True,True
C_DIRECT_ROW|widest|vs_zero_shot,C_DIRECT_ROW,widest,mae_all,zero_shot,conditional,0.2142983869800519,0.14424450154998048,0.27158862293130265,0.1554166564723094,0.2829720812298387,0.0,0.032350050205438935,0.090580140575229,0.20745471836001633,89,85,5,5,0.18849984713563203,0.22699300834399366,True,0.02,True,True
