context,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_0:baseline,0.0,3.0,130363.0,0.35,2.0,0.13754198711542484,-0.034017276892389425,0.13044250004877558,True,
outer_0:baseline,1.0,3.0,130363.0,0.7,2.0,0.14650793469374793,-0.21220816490203775,0.14351762932335768,False,
outer_0:baseline,2.0,3.0,130363.0,1.0,4.0,0.14842665676672917,-0.2960802605602131,0.15084978798040424,False,
outer_0:2d_second_unshrunk,0.0,3.0,130363.0,0.35,2.0,0.13701662243094545,-0.02668034450992285,0.13023788255298482,True,
outer_0:2d_second_unshrunk,1.0,3.0,130363.0,0.7,2.0,0.14642104432520356,-0.2155103544671526,0.14390507264333904,False,
outer_0:2d_second_unshrunk,2.0,3.0,130363.0,1.0,4.0,0.1481940102611113,-0.30363784486537737,0.15083668312707832,False,
outer_0:delta3d_unshrunk,0.0,3.0,130363.0,0.35,2.0,0.1381945248760363,0.045492018796809086,0.12890017790629066,True,
outer_0:delta3d_unshrunk,1.0,3.0,130363.0,0.7,2.0,0.14378239279504118,-0.062448122664722217,0.13764922919896463,False,
outer_0:delta3d_unshrunk,2.0,3.0,130363.0,1.0,4.0,0.14764263648360848,-0.15491187976784548,0.1455416248493025,False,
outer_0:delta3d_extended_unshrunk,0.0,3.0,130363.0,0.35,2.0,0.13771010830225422,0.03747182425964757,0.12886520611912822,True,
outer_0:delta3d_extended_unshrunk,1.0,3.0,130363.0,0.7,2.0,0.14242117925462294,-0.04510834053426427,0.13666500415704852,False,
outer_0:delta3d_extended_unshrunk,2.0,3.0,130363.0,1.0,4.0,0.14419438755054673,-0.131686961096527,0.14284997489168855,False,
outer_0:2d_ensemble_weight,,,,,,0.13754198711542484,-0.034017276892389425,0.13044250004877558,False,0.0
outer_0:2d_ensemble_weight,,,,,,0.13738447247501615,-0.031303688253563555,0.13034279319204847,False,0.25
outer_0:2d_ensemble_weight,,,,,,0.13723328940672805,-0.029176336643543577,0.1302525401149987,False,0.5
outer_0:2d_ensemble_weight,,,,,,0.1371236460080032,-0.027635222062330156,0.13024252419606747,False,0.75
outer_0:2d_ensemble_weight,,,,,,0.13701662243094545,-0.02668034450992285,0.13023788255298482,True,1.0
outer_0:delta3d_weight,,,,,,0.13754198711542484,-0.034017276892389425,0.13044250004877558,False,0.0
outer_0:delta3d_weight,,,,,,0.13614614976848008,-0.0004374382035361446,0.12847815077729882,False,0.25
outer_0:delta3d_weight,,,,,,0.13585595754394286,0.024007390640948034,0.1277673347987869,True,0.5
outer_0:delta3d_weight,,,,,,0.1367725663708932,0.03931720964106322,0.12799660975720348,False,0.75
outer_0:delta3d_weight,,,,,,0.1381945248760363,0.045492018796809086,0.12890017790629066,False,1.0
outer_0:delta3d_extended_weight,,,,,,0.13754198711542484,-0.034017276892389425,0.13044250004877558,False,0.0
outer_0:delta3d_extended_weight,,,,,,0.13569597459048555,-4.250519582260637e-05,0.12825148467571099,False,0.25
outer_0:delta3d_extended_weight,,,,,,0.13527361784137296,0.02319726889503937,0.12735311539691574,True,0.5
outer_0:delta3d_extended_weight,,,,,,0.13625069655720817,0.035702045380195946,0.12769756315338768,False,0.75
outer_0:delta3d_extended_weight,,,,,,0.13771010830225422,0.03747182425964757,0.12886520611912822,False,1.0
outer_1:baseline,0.0,3.0,140370.0,0.35,2.0,0.13793736629421355,-0.005995303229727744,0.1241448835021283,True,
outer_1:baseline,1.0,3.0,140370.0,0.7,2.0,0.1449990449967089,-0.1222227111668619,0.1329516692745761,False,
outer_1:baseline,2.0,3.0,140370.0,1.0,4.0,0.14791407916090965,-0.20663975715680238,0.14029306277293394,False,
outer_1:2d_second_unshrunk,0.0,3.0,140370.0,0.35,2.0,0.13730186599759583,-0.011413870007062732,0.1246260151007618,True,
outer_1:2d_second_unshrunk,1.0,3.0,140370.0,0.7,2.0,0.14542037371486968,-0.11766074227268075,0.13185452780736345,False,
outer_1:2d_second_unshrunk,2.0,3.0,140370.0,1.0,4.0,0.14817305610746576,-0.2172640749627759,0.1408453363730271,False,
outer_1:delta3d_unshrunk,0.0,3.0,140370.0,0.35,2.0,0.1397526139310304,0.03645610607735783,0.11973596370403454,True,
outer_1:delta3d_unshrunk,1.0,3.0,140370.0,0.7,2.0,0.14615354594252547,-0.01665326524250954,0.12447210251693469,False,
outer_1:delta3d_unshrunk,2.0,3.0,140370.0,1.0,4.0,0.14902468625222773,-0.03415379697680332,0.12602167139869416,False,
outer_1:delta3d_extended_unshrunk,0.0,3.0,140370.0,0.35,2.0,0.1392143800066693,0.06606558137253316,0.11732371486803031,True,
outer_1:delta3d_extended_unshrunk,1.0,3.0,140370.0,0.7,2.0,0.14407845081009626,0.03021918959874581,0.12042047714174757,False,
outer_1:delta3d_extended_unshrunk,2.0,3.0,140370.0,1.0,4.0,0.145841238131412,0.01952059795403649,0.12161065928420553,False,
outer_1:2d_ensemble_weight,,,,,,0.13793736629421355,-0.005995303229727744,0.1241448835021283,False,0.0
outer_1:2d_ensemble_weight,,,,,,0.1377233945105479,-0.006932073310103926,0.12422739789993269,False,0.25
outer_1:2d_ensemble_weight,,,,,,0.13754912446837655,-0.008147424466451891,0.12433978109049443,False,0.5
outer_1:2d_ensemble_weight,,,,,,0.13742443975292776,-0.009641356698771641,0.12447924146120781,False,0.75
outer_1:2d_ensemble_weight,,,,,,0.13730186599759583,-0.011413870007062732,0.1246260151007618,True,1.0
outer_1:delta3d_weight,,,,,,0.13793736629421355,-0.005995303229727744,0.1241448835021283,False,0.0
outer_1:delta3d_weight,,,,,,0.13752100706245154,0.018072402342238836,0.12198040357122443,True,0.25
outer_1:delta3d_weight,,,,,,0.13780137605355114,0.03317020575074192,0.12052558149369515,False,0.5
outer_1:delta3d_weight,,,,,,0.13835796056534125,0.039298106995781734,0.11972377498112796,False,0.75
outer_1:delta3d_weight,,,,,,0.1397526139310304,0.03645610607735783,0.11973596370403454,False,1.0
outer_1:delta3d_extended_weight,,,,,,0.13793736629421355,-0.005995303229727744,0.1241448835021283,False,0.0
outer_1:delta3d_extended_weight,,,,,,0.13692733372880084,0.02796430602162092,0.12145021987684035,False,0.25
outer_1:delta3d_extended_weight,,,,,,0.13670718133523743,0.051294323205780534,0.11935802550361219,True,0.5
outer_1:delta3d_extended_weight,,,,,,0.13740693261453862,0.06399474832275132,0.11796216583582196,False,0.75
outer_1:delta3d_extended_weight,,,,,,0.1392143800066693,0.06606558137253316,0.11732371486803031,False,1.0
outer_2:baseline,0.0,3.0,150377.0,0.35,2.0,0.1304247224205379,0.0657658305245864,0.12141289545318762,True,
outer_2:baseline,1.0,3.0,150377.0,0.7,2.0,0.13760633068338482,0.03254814413753038,0.1221484550972011,False,
outer_2:baseline,2.0,3.0,150377.0,1.0,4.0,0.13943753239389958,0.04620264797631979,0.12296170162983648,False,
outer_2:2d_second_unshrunk,0.0,3.0,150377.0,0.35,2.0,0.1303305995135619,0.0811193378233489,0.12074237825148577,True,
outer_2:2d_second_unshrunk,1.0,3.0,150377.0,0.7,2.0,0.1363963495833109,0.03583381994248758,0.12185789474537276,False,
outer_2:2d_second_unshrunk,2.0,3.0,150377.0,1.0,4.0,0.14109822922907184,0.03563535247833438,0.12362053502671572,False,
outer_2:delta3d_unshrunk,0.0,3.0,150377.0,0.35,2.0,0.1403914585415138,0.0858055460556082,0.12314748398500285,True,
outer_2:delta3d_unshrunk,1.0,3.0,150377.0,0.7,2.0,0.1471548565217092,0.04216943754953517,0.12404414609585243,False,
outer_2:delta3d_unshrunk,2.0,3.0,150377.0,1.0,4.0,0.14554332100200085,0.038904881219761434,0.12649816398427585,False,
outer_2:delta3d_extended_unshrunk,0.0,3.0,150377.0,0.35,2.0,0.13387127153631784,0.13390705920249457,0.11826232810588415,True,
outer_2:delta3d_extended_unshrunk,1.0,3.0,150377.0,0.7,2.0,0.13800869816540662,0.11117254271249044,0.12006802410477453,False,
outer_2:delta3d_extended_unshrunk,2.0,3.0,150377.0,1.0,4.0,0.13934466045350005,0.10061651721168619,0.12298181744629195,False,
outer_2:2d_ensemble_weight,,,,,,0.1304247224205379,0.0657658305245864,0.12141289545318762,False,0.0
outer_2:2d_ensemble_weight,,,,,,0.130365554326517,0.07080912803172035,0.12110625990521925,False,0.25
outer_2:2d_ensemble_weight,,,,,,0.1303338910394751,0.07504914508389193,0.12088320812114481,False,0.5
outer_2:2d_ensemble_weight,,,,,,0.13032735159360487,0.07848588168110149,0.12075560210402485,True,0.75
outer_2:2d_ensemble_weight,,,,,,0.1303305995135619,0.0811193378233489,0.12074237825148577,False,1.0
outer_2:delta3d_weight,,,,,,0.1304247224205379,0.0657658305245864,0.12141289545318762,True,0.0
outer_2:delta3d_weight,,,,,,0.13096852522126146,0.0812081983279972,0.12066599633879582,False,0.25
outer_2:delta3d_weight,,,,,,0.1334021982197136,0.08969560685097111,0.12087099536361283,False,0.5
outer_2:delta3d_weight,,,,,,0.13661644348226581,0.09122805609350804,0.12165986223976713,False,0.75
outer_2:delta3d_weight,,,,,,0.1403914585415138,0.0858055460556082,0.12314748398500286,False,1.0
outer_2:delta3d_extended_weight,,,,,,0.1304247224205379,0.0657658305245864,0.12141289545318762,False,0.0
outer_2:delta3d_extended_weight,,,,,,0.12918728524417628,0.09583422780923012,0.11930869203989689,True,0.25
outer_2:delta3d_extended_weight,,,,,,0.13015693581633825,0.1172138983504295,0.11821426680684405,False,0.5
outer_2:delta3d_extended_weight,,,,,,0.1317454890753911,0.12990484214818432,0.11791160912710612,False,0.75
outer_2:delta3d_extended_weight,,,,,,0.13387127153631784,0.13390705920249457,0.11826232810588415,False,1.0
outer_3:baseline,0.0,3.0,160384.0,0.35,2.0,0.15701327386220393,-0.05057827465239284,0.13746140815788996,True,
outer_3:baseline,1.0,3.0,160384.0,0.7,2.0,0.1673339054180367,-0.1791680770270998,0.15058926898505084,False,
outer_3:baseline,2.0,3.0,160384.0,1.0,4.0,0.18005401289411313,-0.16313693758870973,0.14923716219864155,False,
outer_3:2d_second_unshrunk,0.0,3.0,160384.0,0.35,2.0,0.15812987329383058,-0.053760659483619744,0.13836272363519114,True,
outer_3:2d_second_unshrunk,1.0,3.0,160384.0,0.7,2.0,0.1678226130835283,-0.20828698710575355,0.1526494710473243,False,
outer_3:2d_second_unshrunk,2.0,3.0,160384.0,1.0,4.0,0.18187909469966498,-0.15507396108211524,0.1481631366052998,False,
