grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,delta3d_extended_unshrunk_mae,delta3d_extended_unshrunk_rmse,delta3d_extended_unshrunk_sign_accuracy,delta3d_extended_unshrunk_r2,delta3d_extended_mae,delta3d_extended_rmse,delta3d_extended_sign_accuracy,delta3d_extended_r2,mae_reduction_delta3d_vs_2d_ensemble,mae_reduction_extended_vs_delta3d
pair_type,Sm-Eu,106,0.16033144623797088,0.21210223444382345,0.6981132075471698,-0.07830310429164,0.16640791284584383,0.21766988275479318,0.7075471698113207,-0.13565666670530563,0.1672249011132123,0.21806702795649516,0.6981132075471698,-0.1398045262118488,0.16927468036003776,0.2132535625992803,0.7452830188679245,-0.09004131360363044,0.16403693311130457,0.2125238073514688,0.7075471698113207,-0.08259381947010125,0.15668425973761752,0.20477400013457575,0.7358490566037735,-0.00507853054453955,0.15791063916180503,0.2074923692447073,0.7169811320754716,-0.0319404290117391,0.003187968001907737,0.006126293949499539
pair_type,Gd-Tb,98,0.12224988388389862,0.17064485590887624,0.8877551020408163,-0.06671095831188656,0.1216268587328268,0.16978740088771938,0.8979591836734694,-0.056017888398827376,0.12178931378457118,0.16974927439399573,0.8877551020408163,-0.05554367489827827,0.1338965141913796,0.17547105246201908,0.9387755102040817,-0.12790186957209926,0.13002828928243565,0.176814190594979,0.8877551020408163,-0.1452349393452017,0.13107809909838417,0.17299446419897765,0.9387755102040817,-0.0962882682002777,0.12834264567379672,0.17384151729052044,0.8877551020408163,-0.10705032134282377,-0.008238975497864467,0.0016856436086389315
pair_type,Dy-Ho,96,0.10817986180362242,0.17932443011818178,0.71875,-0.2580305967771921,0.10606485598025833,0.1758184638967955,0.7083333333333334,-0.2093200345863364,0.10641228229316702,0.17628460181077957,0.7083333333333334,-0.21574094365865149,0.10587260258987889,0.16865027837112634,0.78125,-0.11272132130033574,0.1061833014907529,0.17430067382482917,0.7604166666666666,-0.18853073570379486,0.10817565693648407,0.16959819523158848,0.78125,-0.12526481103160148,0.10610013117526844,0.17241020766238108,0.8020833333333334,-0.16288892642880715,0.000228980802414111,8.317031548446541e-05
pair_type,Ho-Er,96,0.10729154310874878,0.15169828483660586,0.6770833333333334,-0.3820045483464496,0.1088234240955086,0.1525502926534794,0.6770833333333334,-0.3975720982654549,0.10899318879273379,0.15266219270277553,0.6770833333333334,-0.3996231693144927,0.08516360372367406,0.1361824980967889,0.6875,-0.11375771229075182,0.09472762334919597,0.1426635477082338,0.6770833333333334,-0.2222897526389329,0.08956816633819965,0.13728769440186367,0.6875,-0.13190858670837535,0.09788875487209026,0.14327354527318975,0.6666666666666666,-0.23276457653422566,0.014265565443537812,-0.003161131522894281
pair_type,La-Ce,95,0.20381650469777043,0.2626830826283268,0.8210526315789474,-0.27506225000983653,0.21271114534368718,0.2722051038325205,0.8210526315789474,-0.3691773548043915,0.21193365670711092,0.2718884671547823,0.8210526315789474,-0.3659938757692822,0.19473826233372088,0.257921256594134,0.8315789473684211,-0.22925349502585202,0.19825446286789764,0.25808083589702824,0.8315789473684211,-0.23077507647952133,0.1950028906586707,0.25323551738770805,0.8315789473684211,-0.18499471753549557,0.1985453940980148,0.2558587204238,0.8315789473684211,-0.2096719963256921,0.013679193839213288,-0.0002909312301171696
pair_type,Er-Tm,89,0.07213198295321427,0.0965716678678197,0.5842696629213483,-0.025996677781617628,0.07400668619371478,0.0966337780323578,0.5730337078651685,-0.027316843752063003,0.07416019250892655,0.09679320360040351,0.5730337078651685,-0.030709356734544002,0.06866344868219788,0.09697827393769992,0.5168539325842697,-0.03465459428168849,0.07146392895929518,0.09633851738998327,0.5056179775280899,-0.021048583588925363,0.0690668899863661,0.0945547425463458,0.5168539325842697,0.01641222262148867,0.07134532499420239,0.09576631716194907,0.5168539325842697,-0.00895561815617385,0.0026962635496313725,0.00011860396509279225
pair_type,Tb-Dy,88,0.15166074023728005,0.18850175631388824,0.7840909090909091,-0.5535396895971694,0.15119949191747278,0.18687139153563934,0.7954545454545454,-0.5267825590330641,0.15158373754552634,0.1873684361023844,0.7840909090909091,-0.5349152989958359,0.13534354284749125,0.16981746597397615,0.7727272727272727,-0.2608292141271955,0.14147366443823234,0.1780100390742703,0.7840909090909091,-0.3854170946822495,0.1307050464358689,0.16474394204981233,0.7727272727272727,-0.18661670643967798,0.13798663505970363,0.17361800069342653,0.7840909090909091,-0.31789573528407633,0.010110073107294004,0.003487029378528711
pair_type,Tm-Yb,86,0.05255948389372827,0.07333309925770275,0.5465116279069767,-0.1332083628039571,0.052517919613065595,0.07394097478165147,0.5348837209302325,-0.15207309519871015,0.05271966087396191,0.07404645828313706,0.5348837209302325,-0.15536251320840821,0.06657204135796485,0.08218155770684557,0.5348837209302325,-0.42317540176293145,0.05757105004933769,0.07675624247122936,0.5116279069767442,-0.24147249846740237,0.06589954335715205,0.08318079919761165,0.5232558139534884,-0.45799444260075983,0.05948112160161035,0.07951321367161569,0.5116279069767442,-0.33225790052880755,-0.004851389175375781,-0.0019100715522726575
pair_type,Eu-Gd,83,0.09742931733373493,0.15093567174020361,0.7469879518072289,0.07259037388817502,0.09879734779352611,0.15245951789044845,0.7469879518072289,0.05376959344305532,0.09871673040663205,0.15300825590110392,0.7469879518072289,0.04694591960735517,0.10131765040584642,0.14847051339827255,0.7469879518072289,0.1026368402209632,0.09640144692639754,0.1473106183479001,0.7469879518072289,0.11660299906064686,0.09614120195922463,0.14668365954543472,0.7590361445783133,0.12410653034253405,0.09512274928872043,0.1469228186172174,0.7469879518072289,0.12124801644261562,0.0023152834802345063,0.0012786976376771148
pair_type,Yb-Lu,82,0.09021144914651318,0.12496905058048081,0.573170731707317,0.019575528225399874,0.08451695481046889,0.12074062806947877,0.5975609756097561,0.08479989060908089,0.08499569030343364,0.12096335600589322,0.573170731707317,0.0814202719090924,0.08856658013987435,0.13152976917020537,0.5365853658536586,-0.08606875066757413,0.08748614052410225,0.12494450001058993,0.5487804878048781,0.019960705436765314,0.08397602413456998,0.12760770969949195,0.5609756097560976,-0.0222639133107998,0.08620485069235556,0.12401079345531625,0.5487804878048781,0.03455358421835519,-0.0024904502206686135,0.0012812898317466903
