arm,macro_mae,macro_with_best_fit_14el_offset,delta_full,macro_with_smooth_part_only,delta_smooth,macro_with_nonsmooth_part_only,delta_nonsmooth,rms_offset_full,rms_offset_smooth,rms_offset_nonsmooth
X_ENS_DIRECT+LOWRANK_K2,0.48098083670010805,0.5198235590927018,0.03884272239259379,0.5222044280020073,0.04122359130189923,0.47983638811409757,-0.0011444485860104825,0.20858523629786485,0.2061497393151079,0.03178184673283284
