setting,variant,extractant_macro_mae,pooled_mae,delta_vs_smooth_only,n_extractants,n_cells
oracle_smooth_per_cell,smooth_only,0.1406973704601918,0.140415585834032,0.0,77,268
oracle_smooth_per_cell,plus_mean_resid_insample,0.1383760794330315,0.13441138378749587,-0.002321291027160277,77,268
oracle_smooth_per_cell,plus_mean_resid_LOEO_extractant,0.1395372223137387,0.1378903180278528,-0.0011601481464530994,77,268
oracle_smooth_per_cell,plus_mean_resid_LOCO_chemotype,0.14304039282505493,0.14251193936906634,0.00234302236486314,77,268
oracle_smooth_per_cell,plus_own_residual_oracle,6.09609351449319e-19,3.8173220709441958e-19,-0.1406973704601918,77,268
