field,value,n_cells,resid__La,resid__Ce,resid__Pr,resid__Nd,resid__Sm,resid__Eu,resid__Gd,resid__Tb,resid__Dy,resid__Ho,resid__Er,resid__Tm,resid__Yb,resid__Lu
recipe__DENTATE,3,209,0.018812375077611364,0.03176972311112909,0.015552018747989565,-0.08426911586310976,0.004081614768118817,0.008108861531646217,-0.04966576864322878,0.04631183477333693,0.029410546788880238,0.05619197328975311,0.021115900534517663,0.009177861194746924,-0.02572796016240779,-0.05311415126085247
recipe__DENTATE,4,46,-0.00415054257733694,0.044490367413964144,-0.03863000317440163,0.006714888434584793,0.010638925622833783,0.02241957002769997,-0.15605894068851742,0.012587114100970881,0.05319531202871035,0.06931789929636108,0.07858015683640511,-0.008770835224539347,-0.019802526817253432,-0.06323936556843174
recipe__coreCN,8,182,0.015180104882705197,0.03613526880327377,-0.002884207671136597,-0.06138114331960046,0.005243181080615738,0.006381189781805374,-0.06890899359354746,0.032229905234927664,0.02449796520659074,0.04946775016257522,0.034456481638899895,0.01468664078354008,-0.02123040991060277,-0.05442062040102048
recipe__coreCN,9,86,0.006793940513376615,0.02819991652056217,0.008749380863907492,-0.06451509936385515,0.021635239640946807,-0.0025514584017701813,-0.0815149342242527,0.08600333358747872,0.07213432150376758,0.1666828273899381,0.0032307061717367254,-0.017210541232016086,-0.08105954855114493,-0.07521565996797774
