rms_of_observed_mean_resid_curve,reproducible_rms_amplitude,reproducible_rms_lo,reproducible_rms_hi,median_split_half_r,pooled_residual_variance,common_curve_variance,share_of_residual_variance_that_is_a_common_curve
0.039080422774905,0.034868653326676075,0.023166692710795838,0.03814856593732156,0.7194395884723188,0.016952892749325998,0.0012158230312193955,0.07171773273134954
