arm,extractant_family,n_extractants,macro_mae,fraction_extractants_improved_vs_A2
A2_current_champion,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1,0.18138921949599798,0.0
A2_current_champion,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,1,0.13674957708124005,0.0
A2_current_champion,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,1,0.14868356354477708,0.0
A2_current_champion,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1,0.42417725017944574,0.0
A2_current_champion,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,1,0.3256718098493035,0.0
A2_current_champion,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,1,0.2373877627208564,0.0
A2_current_champion,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,1,0.18249797582373356,0.0
A2_current_champion,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,1,0.5774022782727143,0.0
A2_current_champion,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1,0.2160888185589953,0.0
A2_current_champion,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1,0.8047492777914712,0.0
A2_current_champion,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,1,0.1804091355355138,0.0
A2_current_champion,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,1,0.623540526100157,0.0
A2_current_champion,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,1,0.5101257945992445,0.0
A2_current_champion,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1,0.08489252108955461,0.0
A2_current_champion,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,1,0.11701332709137145,0.0
A2_current_champion,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,1,0.09855024723335089,0.0
A2_current_champion,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,1,0.16213809099849882,0.0
A2_current_champion,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,1,0.22830270738290567,0.0
A2_current_champion,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,1,0.09419322903009315,0.0
A2_current_champion,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,1,0.32186377242925446,0.0
A2_current_champion,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,1,0.28824410976204556,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,1,0.6288463425575342,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,1,0.39937747110512734,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1,0.5047496195248569,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,1,0.4992633192682542,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,1,0.48716794864996327,0.0
A2_current_champion,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,1,0.08169930928757732,0.0
A2_current_champion,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,1,0.42507295970292613,0.0
A2_current_champion,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,1,0.18838178778817685,0.0
A2_current_champion,CCN(CC)C(=O)COCC(=O)N(CC)CC,1,0.22571035929784702,0.0
A2_current_champion,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,1,0.2640925037440084,0.0
A2_current_champion,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1,0.336300584979774,0.0
A2_current_champion,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,1,0.42338260702316977,0.0
A2_current_champion,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,1,0.3246085897926335,0.0
H1_CATBOOST_NONE_RMSE,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1,0.05597976341148124,1.0
H1_CATBOOST_NONE_RMSE,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,1,0.23875331657764717,0.0
H1_CATBOOST_NONE_RMSE,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,1,0.14757108878729863,1.0
H1_CATBOOST_NONE_RMSE,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1,0.505539450813974,0.0
H1_CATBOOST_NONE_RMSE,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,1,0.319328420966888,1.0
H1_CATBOOST_NONE_RMSE,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,1,0.21194492645155508,1.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,1,0.10524563333621598,1.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,1,0.6061115833193674,0.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1,0.2064228580355179,1.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1,0.8806268032581294,0.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,1,0.22812362295694152,0.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,1,0.6084997769529917,1.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,1,0.4489622969999284,1.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1,0.13394319996853174,0.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,1,0.17051645494367085,0.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,1,0.09705734570270476,1.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,1,0.20922865758147968,0.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,1,0.1542268666690082,1.0
H1_CATBOOST_NONE_RMSE,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,1,0.18704614564855312,0.0
