selection_source_arm,outer_fold,split_seed,feature,selection_frequency,mean_signed_importance_or_coefficient,fold_consistency,selected
H2_E3_RAW_REAL,0,155921,elec__odd__delta_q_metal,1.0,-0.0492005498544554,1.0,True
H2_E3_RAW_REAL,0,155921,elec__even__absdelta_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__even__compliance_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__odd__delta_q_donor_mean,1.0,-0.05277291191774223,1.0,True
H2_E3_RAW_REAL,0,155921,elec__even__absdelta_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__even__compliance_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__odd__delta_q_donor_std,1.0,0.09817543859422366,1.0,True
H2_E3_RAW_REAL,0,155921,elec__even__absdelta_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__even__compliance_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__odd__delta_q_donor_min,1.0,-0.009897435591664842,0.3333333333333333,True
H2_E3_RAW_REAL,0,155921,elec__even__absdelta_q_donor_min,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__even__compliance_q_donor_min,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__odd__delta_q_donor_max,0.3333333333333333,-0.03570244652120584,0.3333333333333333,False
H2_E3_RAW_REAL,0,155921,elec__even__absdelta_q_donor_max,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__even__compliance_q_donor_max,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__odd__delta_dipole_magnitude,1.0,0.04800077166808922,1.0,True
H2_E3_RAW_REAL,0,155921,elec__even__absdelta_dipole_magnitude,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__even__compliance_dipole_magnitude,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__odd__delta_metal_minus_donor_charge,0.3333333333333333,0.0022785804203789913,0.3333333333333333,False
H2_E3_RAW_REAL,0,155921,elec__even__absdelta_metal_minus_donor_charge,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,155921,elec__even__compliance_metal_minus_donor_charge,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,155921,elec__odd__delta_q_metal,1.0,-0.00742271293610768,1.0,True
H2_E3_RAW_SHUFFLED,0,155921,elec__even__absdelta_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,155921,elec__even__compliance_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,155921,elec__odd__delta_q_donor_mean,0.3333333333333333,-0.00010762304352574953,0.3333333333333333,False
H2_E3_RAW_SHUFFLED,0,155921,elec__even__absdelta_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,155921,elec__even__compliance_q_donor_mean,0.0,0.0,0.0,False
