comparison,dropped_chemotype,delta,n_units
P1_M_SELECTED_vs_C_DIRECT_ROW,(none),0.0112217857752769,90
P1_M_SELECTED_vs_C_DIRECT_ROW,sc000,0.013406408170399174,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc001,0.011566612947884256,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc007,0.012030045751387067,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc008,0.010933435821134123,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc009,0.025636685671754353,67
P1_M_SELECTED_vs_C_DIRECT_ROW,sc010,0.012341049693019539,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc012,0.011739921541670932,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc015,0.014121937825413919,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc016,0.009798373346394607,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc017,0.011952443611465262,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc018,0.01212698271818715,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc019,0.010493904704722331,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc020,0.014651328356845775,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc021,0.014287006485066799,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc027,0.0021351611778421343,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc028,0.012988779945011365,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc029,0.008294325889983334,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc030,0.00047608776857518167,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc031,0.00667201381224118,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc032,0.011674489123198174,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc033,0.012292367172332888,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc036,0.005505313006049641,86
P1_M_SELECTED_vs_C_DIRECT_ROW,sc055,0.011162610256412131,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc057,0.01360446595120304,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc058,0.010327127155294146,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc059,0.010392328720324744,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc060,0.009584521677239487,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc061,0.005271807409004079,88
