comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_all,C_DIRECT_ROW,M_SELECTED,0.0112217857752769,-0.02849322883177937,0.05992314823148719,-0.028713174637137934,0.059662690137463746,0.6,0.022798242371160096,0.06383507863924827,-0.01966544651024638,90,43,5,5,0.00047608776857518167,0.025636685671754353,True,0.02,False,False
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_all,B1_MEAN_CURVE,M_SELECTED,0.08033918877501926,0.026438252633172066,0.1275568477385101,0.027270360435080895,0.12805558707735956,0.0048,0.025347855817163607,0.07097399628805809,0.04900695712036832,90,62,5,5,0.07003533111938548,0.09023850668117496,True,0.02,True,True
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_far,C_DIRECT_ROW,M_SELECTED,0.025099698643110346,-0.04134699481853043,0.10458874900873556,-0.041362299792663135,0.10436678223292235,0.4876,0.03751970230491743,0.10505516645376879,-0.029748881266259786,88,40,5,5,0.0076985836125674076,0.048174256802202914,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_far,B1_MEAN_CURVE,M_SELECTED,0.13295536936381627,0.0461512978615371,0.2087691607475329,0.044109950177692425,0.20704541106633004,0.0064,0.04081060808925109,0.11426970264990305,0.08248496662526614,88,60,5,5,0.11956224853770242,0.14935519631177144,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_adjacent,C_DIRECT_ROW,M_SELECTED,-0.0038701216677723763,-0.013767515587677267,0.005132555688046478,-0.013136232807124995,0.005399699800895903,0.3848,0.00478113004262541,0.013387164119351147,-0.011570927997157207,83,36,1,5,-0.006211873760439494,-0.002179848852629738,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_adjacent,B1_MEAN_CURVE,M_SELECTED,0.014738180758273036,0.0020903335389244105,0.022976361670953026,0.002922578275867034,0.02353352863375449,0.0232,0.005381563052070173,0.015068376545796482,0.008925618827559727,83,58,5,5,0.01116677649230761,0.016455136282581145,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,sign_acc_strong,C_DIRECT_ROW,M_SELECTED,0.03056060679796033,-0.029327344549457766,0.11793625609561359,-0.03201479570997864,0.11297994981573736,0.376,0.03780392156396676,0.10585098037910692,0.008618081954471127,86,33,4,5,0.012674960342579677,0.060648014555500486,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,sign_acc_strong,B1_MEAN_CURVE,M_SELECTED,0.13433964655765304,0.02271795848767133,0.21578239309078118,0.030947123694808662,0.21951855991366734,0.0216,0.0485437069006501,0.13592237932182027,0.07587263896975045,86,61,5,5,0.11111479122304349,0.15727249827073644,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,pair_spearman,C_DIRECT_ROW,M_SELECTED,0.029937629083382208,-0.0382490815494053,0.13036233615813136,-0.043726109959431894,0.12111459961663713,0.4344,0.04338560216287267,0.12147968605604346,0.019727406132049524,84,37,4,5,0.011625082879457696,0.06361594144443745,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,pair_spearman,B1_MEAN_CURVE,M_SELECTED,0.1853461492806759,0.0691756811582062,0.2795349549221781,0.08037062729120314,0.2861590756719736,0.0012,0.051837232505207706,0.14514425101458156,0.15001313969827043,84,62,5,5,0.15266802347632313,0.21025807901276394,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,curve_spearman,C_DIRECT_ROW,M_SELECTED,0.061685453536372226,-0.056688140690440605,0.24612553080869698,-0.07430856533461706,0.21758617457305324,0.3584,0.0789005375041906,0.22092150501173366,0.05817544369773763,84,38,4,5,0.025144855614024818,0.13582578202010467,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,curve_spearman,B1_MEAN_CURVE,M_SELECTED,0.2812054810988789,0.11855202270281726,0.41279800450662,0.11683783978765999,0.4120834897123356,0.0012,0.07381369476137217,0.20667834533184207,0.2222716457030337,84,62,5,5,0.2547791252288572,0.31366334349224534,True,0.02,True,
