extractant,tanimoto_cluster,level_raw,level_adjusted,adjusted_coverage,n_rows,log_d_max,log_d_min,level
CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,tan030,-2.8797253758587003,-1.427108836487304,1.0,6,-0.7212463990471701,-3.853871964321762,-2.8797253758587003
CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,tan029,2.095081775815345,3.609770897793651,1.0,6,2.70586371228391,0.7481880270062,2.095081775815345
CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,tan028,-1.9999999999999913,-0.9762766996306981,1.0,6,-1.9999999999999913,-1.9999999999999913,-1.9999999999999913
CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,tan027,-2.721848749616356,-1.7977466993248823,1.0,6,-0.649751981665837,-4.0,-2.721848749616356
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,tan055,1.2607879924953083,1.0001557673125852,1.0,61,2.780487804878048,-2.983114446529083,1.2607879924953083
CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,tan016,-0.460409377,-0.8852291299867014,1.0,14,0.698970004,-4.0,-0.460409377
CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,tan081,-1.0,-0.8786871720808476,1.0,3,-0.09691001299999998,-1.1549019600000006,-1.0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,tan081,0.27875360099999996,-0.895349550034712,1.0,14,0.462397998,0.146128036,0.27875360099999996
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,tan080,0.11265464100000006,-0.8320776908166809,1.0,14,0.568201724,-0.22184875,0.11265464100000006
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,tan080,0.07918124600000014,-0.9403905102582447,1.0,14,0.255272505,-0.22184875,0.07918124600000014
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,tan081,-0.409078206,-1.6112218934950349,1.0,14,0.0,-0.698970004,-0.409078206
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,tan081,0.15903166750000003,0.18783600519408278,1.0,14,0.954242509,-0.09691001299999998,0.15903166750000003
CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,tan081,0.326606257,0.03164139685278208,1.0,14,0.740362689,-0.09691001299999998,0.326606257
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,tan083,0.09656229900000007,-0.0049776844442104146,1.0,14,0.681241237,-0.5228787449999999,0.09656229900000007
CCN(CC)C(=O)COCC(=O)N(CC)CC,tan061,0.2892960462873657,,0.0,84,2.288331726133074,-2.1263259402121535,0.2892960462873657
CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,tan078,0.3979400086720376,0.6165585188985662,0.8571428571428571,7,0.5496088998411641,-1.0,0.3979400086720376
CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,tan015,0.698970004,0.4290147726165883,1.0,3,0.77815125,0.301029996,0.698970004
CCOP(=S)(COCP(=S)(OCC)OCC)OCC,tan031,-1.9999999999999913,-0.9762766996306981,1.0,6,-1.9999999999999913,-1.9999999999999913,-1.9999999999999913
CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,tan081,0.887258483,-0.2805333066294435,1.0,14,2.698970004,-0.09691001299999998,0.887258483
CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,tan073,-2.008864383500001,-2.7284639646614215,1.0,14,-1.187086643,-2.6989700040000053,-2.008864383500001
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,tan074,-0.031046882712925716,-0.128071908310949,1.0,78,3.05981941309255,-2.529980657640231,-0.031046882712925716
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,tan084,0.24286071318913693,-0.692850023105068,1.0,140,1.556302501,-4.0,0.24286071318913693
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,tan070,-0.6949999999999998,-1.7765049316763073,1.0,14,-0.6200000000000001,-0.7399999999999999,-0.6949999999999998
Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,tan018,-1.6197887582883903,-0.9216362823337412,1.0,16,-0.673664139071248,-2.5228787452803374,-1.6197887582883903
Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,tan011,-3.0,-2.4395953357051803,1.0,6,-3.0,-3.0,-3.0
Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,tan012,-3.0,-2.4395953357051803,1.0,6,-3.0,-3.0,-3.0
Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,tan009,-3.0,-2.6206880950605687,1.0,7,-3.0,-3.0,-3.0
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,tan072,-0.7200000000000001,-1.817244178988135,1.0,14,-0.6600000000000001,-0.7700000000000001,-0.7200000000000001
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,tan006,1.194168205,0.6034880102293543,1.0,8,1.72932681,0.523746467,1.194168205
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,tan005,1.0133809975,0.4551801400976661,1.0,8,1.645520515,0.330413773,1.0133809975
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,tan025,-1.378480976,-2.22742127117139,1.0,28,-0.9208187539999999,-2.0457574910000025,-1.378480976
O=C(c1ccccc1)c1ccc2ccccc2n1,tan088,-3.0,-1.5351185113455708,1.0,6,-3.0,-3.0,-3.0
O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,tan014,2.301029996,2.800819855393977,1.0,3,2.602059991,1.698970004,2.301029996
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,tan098,0.505149978,0.9621304350141229,1.0,3,0.785329835,0.3222192949999999,0.505149978
S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,tan096,-3.020479303839453,-1.330545428661287,0.3333333333333333,6,-2.721246399047171,-3.5228787452803374,-3.020479303839453
c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,tan001,-1.3979400090000005,-0.5628844952250301,1.0,5,-1.0222763950000002,-1.823908741000001,-1.3979400090000005
c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,tan002,-0.721246399,-0.2028756990472521,1.0,5,-0.49485002199999994,-1.1549019600000006,-0.721246399
