guard,design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
drop_pub,BR,FE_PHYS4_vs_G14,mae_all,G14,FE_PHYS4,-0.00019958220478911236,-0.0017702868715299142,0.00225517178819616,-0.001955322195781303,0.0020028407304332387,0.868,0.0010405532216338261,0.002913549020574713,0.0012337705953605128,90,36,2,5,-0.0005817598982483847,0.0005705274769453722,False,0.02,False,False
drop_pub,BR,FE_C64_vs_G14,mae_all,G14,FE_C64,0.00031564883503916067,-0.002324641374904245,0.002112735803331875,-0.001678414786308426,0.0027557449378725033,0.8878,0.0011794293631267696,0.0033024022167549546,-0.0008035492715619453,90,24,1,5,-0.0010032006361074754,0.0006943196732201041,False,0.02,False,False
drop_pub,BR,META_PHYS4_vs_G14,mae_all,G14,META_PHYS4,-0.00018391042110428316,-0.00037057396868964967,4.26313541255577e-05,-0.0003832723042949895,3.153579933830914e-05,0.1016,0.00010349187841720928,0.00028977725956818597,-0.00019710000677955914,90,31,0,5,-0.00023666936287120675,-0.00013295819170522501,True,0.02,False,False
drop_pub,BR,RI_PHYS4_vs_G14,mae_all,G14,RI_PHYS4,-0.008461160969663144,-0.014707047716935304,0.0009921340536408344,-0.01624176948905946,-0.0010392183285502263,0.0814,0.004112678146950471,0.011515498811461317,-0.004757541910064348,90,27,1,5,-0.009722784391405427,-0.004318111109675703,True,0.02,False,False
drop_pub,BR,O_WITHIN_vs_G14,mae_all,G14,O_WITHIN,0.027767509573519207,-0.008163660548096271,0.0513069137526564,-0.00046189121502016587,0.05628829492653754,0.1312,0.01559077020224297,0.043654156566280314,0.014564372440750898,90,48,5,5,0.012560453087047377,0.03246271688167593,True,0.02,False,False
drop_pub,BR,O_PUBMAG_vs_G14,mae_all,G14,O_PUBMAG,0.05560630242407804,-0.026602979734976658,0.11575474585257003,-0.008269663290609984,0.1367812417670392,0.2464,0.038384691827407044,0.10747713711673972,0.028127136377454582,90,51,5,5,0.011144526196068589,0.06870793823041998,True,0.02,False,False
drop_pub,BR,FE_PHYS4_vs_FLAT,mae_all,FLAT,FE_PHYS4,0.080756916554058,-0.015615734482811922,0.1509577480155821,0.005967756062344735,0.17373077902501852,0.1204,0.04445132581761816,0.12446371228933084,0.05273622195169862,90,57,5,5,0.029680767116870677,0.09177475387083918,True,0.02,False,False
drop_pub,BR,G14_vs_FLAT,mae_all,FLAT,G14,0.08095649875884711,-0.015442417326030184,0.15169440933298675,0.006073228502353907,0.1754349875107665,0.1204,0.04475510437941623,0.12531429226236543,0.051502451356338116,90,56,5,5,0.02911023963992531,0.09190264713483318,True,0.02,False,False
drop_pub,BQ,FE_ACID_vs_G14,mae_all,G14,FE_ACID,-0.0002188744004870917,-0.0013008452399636842,0.0012955053071691995,-0.0016744167653621426,0.0009682523858425038,0.869,0.0006963460671462433,0.0019497689880094812,0.0003318569417495769,90,40,1,5,-0.0005469857415727033,0.0005868344331778901,False,0.02,False,False
drop_pub,BQ,FE_PHYS4_vs_G14,mae_all,G14,FE_PHYS4,-2.809139993394691e-05,-0.00018997237511260483,9.917524422645613e-05,-0.0002426616929657023,7.61431690307333e-05,0.7078,7.210526397811369e-05,0.00020189473913871832,1.5928040194071355e-05,90,8,0,5,-5.741508757064586e-05,2.476699988001577e-05,False,0.02,False,False
drop_pub,BQ,FE_C64_vs_G14,mae_all,G14,FE_C64,-9.785110337413953e-05,-0.0007471035644128263,0.0009960260140956085,-0.0008526911987367589,0.0007907907021858518,0.8586,0.0004528985159704899,0.0012681158447173716,0.00022680899381761504,90,15,0,5,-0.00036682715285767613,0.000348376590640867,False,0.02,False,False
drop_pub,BQ,META_PHYS4_vs_G14,mae_all,G14,META_PHYS4,7.387967036314971e-06,-8.191022825226445e-05,0.00015836409568385892,-9.588164646681018e-05,0.00012766990314321686,0.861,6.22065503330552e-05,0.00017417834093255455,7.921931980015508e-05,90,17,1,5,-2.2748226850470083e-05,6.712961858987578e-05,False,0.02,False,False
drop_pub,BQ,RI_PHYS4_vs_G14,mae_all,G14,RI_PHYS4,-0.01757703491477875,-0.033471592456082326,0.0015350076655496077,-0.04041708976033614,-0.0020904066483489283,0.0962,0.009829766881098018,0.027523347267074446,-0.008217563257865424,90,33,0,5,-0.019560349652486257,-0.005003113832477641,True,0.02,False,False
drop_pub,BQ,O_WITHIN_vs_G14,mae_all,G14,O_WITHIN,0.0335160341430321,-0.0027767454670830716,0.05530135376902634,0.0041861486972222875,0.059221888938837085,0.069,0.015081731133507501,0.042228847173821,0.014992916438176159,90,48,5,5,0.0201478807064981,0.03833515823310412,True,0.02,False,False
drop_pub,BQ,O_PUBMAG_vs_G14,mae_all,G14,O_PUBMAG,0.053878323111547534,-0.029658857243336362,0.11675518253977729,-0.012179368356268306,0.13838839272417727,0.288,0.03964946659185436,0.11101850645719219,0.02980361530169986,90,51,5,5,0.007626101825176523,0.06723444121124962,True,0.02,False,False
drop_pub,BQ,FE_PHYS4_vs_FLAT,mae_all,FLAT,FE_PHYS4,0.09842823798109851,0.009509488625725954,0.1602246166070021,0.030334110628700894,0.17987527712996698,0.0264,0.03993429403650286,0.111816023302208,0.06690584002431021,90,58,5,5,0.053197676779120164,0.10821267103345615,True,0.02,True,True
drop_pub,BQ,G14_vs_FLAT,mae_all,FLAT,G14,0.09845632938103245,0.009498182097766325,0.1602400317321516,0.030327323007906668,0.17986789298702843,0.0264,0.03992324281627698,0.11178507988557554,0.06688991198411613,90,58,5,5,0.05323541149544933,0.10818790403357612,True,0.02,True,True
drop_pub,A,FE_ACID_vs_G14,mae_all,G14,FE_ACID,-0.0006815111198776691,-0.001508409701444377,-5.9193199063891145e-05,-0.001643908237555114,-0.00012079411298732911,0.0334,0.0003705704633440042,0.0010375972973632117,-0.0004861925799657072,90,33,1,5,-0.0008337130854352644,-0.0004598419464713288,True,0.02,False,False
drop_pub,A,FE_PHYS4_vs_G14,mae_all,G14,FE_PHYS4,0.00019821010176134616,-0.000759187324085989,0.0008782395021713395,-0.0005378476690569788,0.0011061643352540946,0.771,0.00043853462865566434,0.00122789696023586,-0.0002041106213482702,90,19,1,5,-0.0003086845353498919,0.0003458547031240971,False,0.02,False,False
drop_pub,A,FE_C64_vs_G14,mae_all,G14,FE_C64,0.0004943848084612972,-0.0007528984260666853,0.0016255420398447829,-0.0005937681022060249,0.002134521193048133,0.7364,0.00070330120269012,0.001969243367532336,-0.0003051603364336717,90,14,1,5,-0.0004443128878275099,0.0006291751311670855,False,0.02,False,False
drop_pub,A,META_PHYS4_vs_G14,mae_all,G14,META_PHYS4,-1.1297850634353315e-05,-2.997483999676629e-05,3.231890494853448e-06,-3.267378364159435e-05,1.8547542554456257e-06,0.137,8.39971612750183e-06,2.3519205157005123e-05,-1.0947158677760063e-05,90,8,0,5,-1.4715110387631707e-05,-6.870398728463218e-06,True,0.02,False,False
drop_pub,A,RI_PHYS4_vs_G14,mae_all,G14,RI_PHYS4,-0.012871819104801787,-0.021639951073749494,-0.0004843855078246538,-0.024340768266321835,-0.0032937880054346256,0.0412,0.005604678029917348,0.015693098483768573,-0.006623288195288519,90,30,0,5,-0.014102063451042484,-0.006701118301473743,True,0.02,False,False
drop_pub,A,O_WITHIN_vs_G14,mae_all,G14,O_WITHIN,0.04034603475266442,0.004357718803983688,0.06379402951916854,0.00997225955174511,0.06712374540218422,0.0298,0.015079082019976611,0.042221429655934506,0.02873170713720146,90,49,5,5,0.029961224242352324,0.04531859053912882,True,0.02,True,True
drop_pub,A,O_PUBMAG_vs_G14,mae_all,G14,O_PUBMAG,0.05357821132587649,-0.02691234973076812,0.11309700215472511,-0.009692204611503849,0.13364869343643748,0.2596,0.037808852602434925,0.10586478728681778,0.03183829244552801,90,50,5,5,0.010141022770158286,0.06679935605768444,True,0.02,False,False
drop_pub,A,FE_PHYS4_vs_FLAT,mae_all,FLAT,FE_PHYS4,0.096627470621136,0.0029256628812675657,0.16345227025046283,0.024411463980404068,0.18505269541554864,0.041,0.04281666684144842,0.11988666715605557,0.06453258989076445,90,62,5,5,0.04746103862406739,0.10691330668083272,True,0.02,True,True
drop_pub,A,G14_vs_FLAT,mae_all,FLAT,G14,0.09642926051937466,0.003039354466517579,0.16268368383618304,0.02474920495888093,0.18400208518981187,0.041,0.04252726563199468,0.11907634376958509,0.06473670051211272,90,62,5,5,0.04776972315941728,0.10656745197770862,True,0.02,True,True
drop_pub,BP,FE_ACID_vs_G14,mae_all,G14,FE_ACID,0.000496985315904299,-0.0003390919411811341,0.0016613624171002675,-0.0002119200588622836,0.0020144266540584902,0.3064,0.0005129438250727665,0.001436242710203746,0.00036480501100135337,90,28,4,5,6.630442453284754e-05,0.0006937470281030273,True,0.02,False,False
drop_pub,BP,FE_PHYS4_vs_G14,mae_all,G14,FE_PHYS4,0.005515334838129325,-0.0008061386691165489,0.011278911983761538,0.00015913317341683566,0.014102720931860581,0.174,0.0035417626680765337,0.009916935470614294,0.001526345400580256,90,38,2,5,0.000806469457268439,0.005909287326567132,True,0.02,False,False
drop_pub,BP,FE_C64_vs_G14,mae_all,G14,FE_C64,0.002561414336836977,-0.00648646781786023,0.008963018439714036,-0.004866582067077861,0.010144214901280039,0.5668,0.003987451991250163,0.011164865575500456,0.0008547710805142026,90,31,3,5,-0.0007518268339974965,0.0040495018103671974,False,0.02,False,False
drop_pub,BP,META_PHYS4_vs_G14,mae_all,G14,META_PHYS4,-3.431714121685571e-05,-0.00010987990214638687,5.8741275617578706e-05,-0.00014197308373949734,4.089936365406297e-05,0.725,4.793889466702645e-05,0.00013422890506767406,2.257927137642175e-05,90,19,0,5,-4.3876563489352385e-05,2.8732137148879536e-05,False,0.02,False,False
drop_pub,BP,RI_PHYS4_vs_G14,mae_all,G14,RI_PHYS4,-0.00450159323707154,-0.009543183904322886,0.0031757501336163226,-0.010176918910151773,0.0020927030681410653,0.227,0.0032562760435288123,0.009117572921880673,-0.0019437210785838322,90,32,2,5,-0.00575060435558666,-0.0019237893843517188,True,0.02,False,False
drop_pub,BP,O_WITHIN_vs_G14,mae_all,G14,O_WITHIN,0.041963314649353343,0.006467111270160725,0.06526956655918847,0.012499441014014892,0.0689500343540402,0.0238,0.015000619517975319,0.04200173465033089,0.03149376770142602,90,47,5,5,0.03128456175389282,0.046986762726796534,True,0.02,True,True
drop_pub,BP,O_PUBMAG_vs_G14,mae_all,G14,O_PUBMAG,0.052735455790284796,-0.03831875079096553,0.12269159906073507,-0.020337409473343854,0.14913446002619438,0.3894,0.04433003642444017,0.12412410198843246,0.01683333992702157,90,48,5,5,-0.0008813663199158525,0.06624616679451165,False,0.02,False,False
drop_pub,BP,FE_PHYS4_vs_FLAT,mae_all,FLAT,FE_PHYS4,0.09494008011951909,0.003125684796951502,0.15791964223019903,0.025180354258681904,0.17856361483039876,0.0414,0.041037416726863354,0.11490476683521739,0.06360632700762331,90,58,5,5,0.04888147487015145,0.10538633483526386,True,0.02,True,True
drop_pub,BP,G14_vs_FLAT,mae_all,FLAT,G14,0.08942474528138976,0.0025969203282060725,0.14800676288968098,0.022983017246180737,0.16455209922479175,0.042,0.03815026275178033,0.10682073570498492,0.06207998160704305,90,59,5,5,0.048075005412883016,0.09963143127268101,True,0.02,True,True
drop_chem,B,FE_ACID_vs_G14,mae_all,G14,FE_ACID,0.000754948712641263,7.66920347125185e-05,0.0016824783312924612,0.00017695387776750632,0.0019550423946130646,0.0268,0.00041398065519452487,0.0011591458345446696,0.0008000070812162165,67,20,4,5,0.000489568535608637,0.0008292059630649938,True,0.02,True,False
drop_chem,B,FE_PHYS4_vs_G14,mae_all,G14,FE_PHYS4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67,0,0,5,0.0,0.0,False,0.02,False,False
drop_chem,B,FE_C64_vs_G14,mae_all,G14,FE_C64,-5.8539027281140105e-05,-0.0007360552032667752,0.0006443308788751001,-0.0007795095563572016,0.0005959837546082261,0.8846,0.0003507824853359737,0.0009821909589407263,4.235910673588349e-05,67,11,2,5,-0.00021954392098604215,0.00014720516824705948,False,0.02,False,False
drop_chem,B,META_PHYS4_vs_G14,mae_all,G14,META_PHYS4,-0.00044212985059589584,-0.0010084068100695827,0.00015700694736385794,-0.0011759397856458713,3.607656886513146e-05,0.1666,0.0003007555384672939,0.0008421155077084229,-0.0001329588714185886,67,21,3,5,-0.0005545490759540523,-0.00019537224422178225,True,0.02,False,False
drop_chem,B,RI_PHYS4_vs_G14,mae_all,G14,RI_PHYS4,-0.0023404389833287403,-0.010581517145329405,0.005351980237559374,-0.010687922648851817,0.00525872938173167,0.5564,0.004105962197051279,0.011496694151743581,-0.003930424789705859,67,32,0,5,-0.0037193443556498384,-0.0007039234146104451,True,0.02,False,False
drop_chem,B,O_WITHIN_vs_G14,mae_all,G14,O_WITHIN,0.022010372749866784,-0.011510481572296102,0.05168078001758768,-0.009427212816083027,0.053136828767413956,0.1846,0.01597235460776302,0.044722592901736455,0.0170475936975214,67,31,5,5,0.01463530250605999,0.028187707106257648,True,0.02,False,False
drop_chem,B,O_PUBMAG_vs_G14,mae_all,G14,O_PUBMAG,0.026206670600561904,-0.021987445230610036,0.07907686114291097,-0.025359606586683483,0.07465643353757412,0.2818,0.025691567836994188,0.07193638994358371,0.05438230637239046,67,32,5,5,0.016510603012845793,0.04264871464065681,True,0.02,False,False
drop_chem,B,FE_PHYS4_vs_FLAT,mae_all,FLAT,FE_PHYS4,0.048953634935708396,-0.00967912442264084,0.10322703690512479,-0.012399591021405225,0.10085800939758939,0.0978,0.02880814611681441,0.08066280912708033,0.05772162852883695,67,38,5,5,0.03961727261162976,0.06047646765985937,True,0.02,False,False
drop_chem,B,G14_vs_FLAT,mae_all,FLAT,G14,0.048953634935708396,-0.00967912442264084,0.10322703690512479,-0.012399591021405225,0.10085800939758939,0.0978,0.02880814611681441,0.08066280912708033,0.05772162852883695,67,38,5,5,0.03961727261162976,0.06047646765985937,True,0.02,False,False
drop_chem,BR,FE_ACID_vs_G14,mae_all,G14,FE_ACID,-0.0021386214783612667,-0.004238395941267075,1.2940843976415117e-05,-0.004869874221515783,-0.00042279804274910786,0.0516,0.001089257642944686,0.0030499214002451206,-0.0009487296652327195,67,21,2,5,-0.0024433142507901263,-0.001216696721158567,True,0.02,False,False
drop_chem,BR,FE_PHYS4_vs_G14,mae_all,G14,FE_PHYS4,-0.00281668321446806,-0.005194380162042189,-0.0009045203834483933,-0.006334074046765483,-0.0012947347552646356,0.0022,0.0010955511970281073,0.0030675433516787003,-0.002705263656963136,67,14,0,5,-0.00304710549536716,-0.0019296349630447869,True,0.02,False,False
drop_chem,BR,FE_C64_vs_G14,mae_all,G14,FE_C64,-0.002609802088847705,-0.004242512857695432,-0.0009778848826744535,-0.004471115612556848,-0.0011430027080240612,0.0008,0.0008304854728490578,0.002325359323977362,-0.0022712713016571143,67,15,0,5,-0.0029130726189612434,-0.0021959285747963652,True,0.02,False,False
drop_chem,BR,META_PHYS4_vs_G14,mae_all,G14,META_PHYS4,-0.0011225922945810112,-0.0023378666716865316,0.0001772579030318042,-0.0026473554724030365,-7.079750926997915e-05,0.0978,0.0006440770232406596,0.0018034156650738467,-0.0004079555941488742,67,25,2,5,-0.0012947440695734848,-0.0006178138932472128,True,0.02,False,False
drop_chem,BR,RI_PHYS4_vs_G14,mae_all,G14,RI_PHYS4,-0.0035848303660854174,-0.010813003703593347,0.0028167379099260062,-0.010416754708415944,0.0031995547943837297,0.2846,0.0034977102929365568,0.009793588820222358,-0.005624948455174584,67,32,0,5,-0.005428511500600061,-0.0025307628180269506,True,0.02,False,False
drop_chem,BR,O_WITHIN_vs_G14,mae_all,G14,O_WITHIN,0.0204171223929412,-0.012881147838390292,0.049979902231987935,-0.010989599704577411,0.051577970467631254,0.2172,0.015927233939680874,0.044596255031106445,0.01454602061919076,67,32,5,5,0.0128682569959911,0.026525941311896607,True,0.02,False,False
drop_chem,BR,O_PUBMAG_vs_G14,mae_all,G14,O_PUBMAG,0.02257133092057941,-0.024631620246631254,0.07377415716668115,-0.028589563614473432,0.07009559022862974,0.34,0.025042850382315785,0.0701199810704842,0.04746911522785258,67,32,5,5,0.01288420321306112,0.03881848553295017,True,0.02,False,False
drop_chem,BR,FE_PHYS4_vs_FLAT,mae_all,FLAT,FE_PHYS4,0.04607922581613858,-0.010664011418097336,0.09901777744227647,-0.013726533294300592,0.09601960150618258,0.1052,0.027959923901485783,0.07828778692416019,0.055689492508856325,67,41,5,5,0.03743118426276992,0.05750316304051165,True,0.02,False,False
drop_chem,BR,G14_vs_FLAT,mae_all,FLAT,G14,0.04889590903060664,-0.007783357839534443,0.10168183855015503,-0.01021553395115989,0.09924210124907319,0.0864,0.02790143228621941,0.07812401040141434,0.058394756165819454,67,41,5,5,0.04006294022142612,0.0604518782806579,True,0.02,False,False
drop_chem,BQ,FE_ACID_vs_G14,mae_all,G14,FE_ACID,0.0011369886552179556,-0.000553465475461483,0.003108782660844671,-0.0004241001891039442,0.0032824740314789896,0.2054,0.0009321471952817243,0.0026100121467888277,0.0010530217620658801,67,40,5,5,0.0006058004278617082,0.0014536133112039453,True,0.02,False,False
drop_chem,BQ,FE_PHYS4_vs_G14,mae_all,G14,FE_PHYS4,-0.0003221225659200274,-0.0009607566072934971,0.00013649868864177187,-0.0011436547400390132,7.020995247438306e-05,0.1986,0.00028343108300124043,0.0007936070324034731,-0.0005662656867026734,67,9,0,5,-0.0003909431386130188,-0.00016244996305484768,True,0.02,False,False
drop_chem,BQ,FE_C64_vs_G14,mae_all,G14,FE_C64,8.43718127429726e-05,-0.00020822648069736063,0.0004185978552086551,-0.0001740698312360036,0.000469486373184148,0.5956,0.00015744967314678708,0.0004408590848110038,3.884580794247293e-05,67,7,1,5,-1.426923472676858e-05,0.00014244330735884177,False,0.02,False,False
drop_chem,BQ,META_PHYS4_vs_G14,mae_all,G14,META_PHYS4,6.180813444303844e-05,-6.500744233576206e-05,0.0002312525756167746,-4.7761842236645375e-05,0.0002723537912010403,0.3984,7.572813838630286e-05,0.00021203878748164798,8.356493108331994e-05,67,26,2,5,4.852205330423025e-06,8.731799091656498e-05,True,0.02,False,False
drop_chem,BQ,RI_PHYS4_vs_G14,mae_all,G14,RI_PHYS4,-0.0028225318114902956,-0.012815228036695088,0.0065017357282570985,-0.012859064853384226,0.006463589655234173,0.5594,0.004965941985931998,0.013904637560609594,-0.004731429400343714,67,34,0,5,-0.004356755425534045,-0.0009924945022025005,True,0.02,False,False
drop_chem,BQ,O_WITHIN_vs_G14,mae_all,G14,O_WITHIN,0.021885538946913065,-0.011623429355274412,0.05178386746964801,-0.009669261343780941,0.05321436080559753,0.189,0.016077635991384828,0.04501738077587752,0.016714516112384885,67,32,5,5,0.014613572079992324,0.028069686513566436,True,0.02,False,False
drop_chem,BQ,O_PUBMAG_vs_G14,mae_all,G14,O_PUBMAG,0.026095057467293445,-0.022249975659215118,0.07878161892379343,-0.02591742975200093,0.07435048469707066,0.2828,0.025712496176411512,0.07199498929395223,0.05393337647981083,67,33,5,5,0.016374211790207406,0.04249203466896374,True,0.02,False,False
drop_chem,BQ,FE_PHYS4_vs_FLAT,mae_all,FLAT,FE_PHYS4,0.044587387005089414,-0.013145999508210018,0.09981845579956729,-0.016055671943582678,0.09735834827873825,0.126,0.02876895976314981,0.08055308733681947,0.05470580819737982,67,38,5,5,0.03483918412864755,0.05596743687471907,True,0.02,False,False
drop_chem,BQ,G14_vs_FLAT,mae_all,FLAT,G14,0.04490950957100944,-0.013018237939269131,0.1002542664410333,-0.01575233167956113,0.09786148552502992,0.1246,0.028850593845313535,0.0807816627668779,0.0552720738840825,67,38,5,5,0.03517121815813434,0.0563046589359166,True,0.02,False,False
drop_chem,A,FE_ACID_vs_G14,mae_all,G14,FE_ACID,-0.00044007877547461513,-0.0013842916101167112,0.0003566284881782796,-0.0013656671861307637,0.0003718833798270248,0.2902,0.00044560906400327276,0.0012477053792091636,-0.0007512859469333965,67,28,1,5,-0.0006663830550978039,-0.0002573216028511919,True,0.02,False,False
drop_chem,A,FE_PHYS4_vs_G14,mae_all,G14,FE_PHYS4,0.00016258310318586878,-4.726923322632128e-05,0.0004243776987146217,-9.354187011148597e-06,0.0005212647857252414,0.1466,0.00012133209059927466,0.000339729853677969,0.00016869249203798196,67,10,1,5,6.727773712887126e-05,0.00019402014878194774,True,0.02,False,False
drop_chem,A,FE_C64_vs_G14,mae_all,G14,FE_C64,-0.0010220706382860353,-0.002429260635743163,0.00027843559513741244,-0.0030107143201218677,-1.7945578401422713e-05,0.1404,0.0007030865822553669,0.001968642430315027,-0.00043292754880411234,67,6,0,5,-0.0012508075466875473,-0.00035831947005647954,True,0.02,False,False
drop_chem,A,META_PHYS4_vs_G14,mae_all,G14,META_PHYS4,-0.0011825577901976646,-0.0019077181766929362,-0.0004902076272386233,-0.0019398790621139817,-0.0005057154457575074,0.0008,0.00036214133389120463,0.0010139957348953728,-0.001138891027733599,67,17,0,5,-0.001296155647420864,-0.001050080910216235,True,0.02,False,False
drop_chem,A,RI_PHYS4_vs_G14,mae_all,G14,RI_PHYS4,-0.005571885099068578,-0.014131815397567981,0.002015422940176674,-0.014349568794618926,0.0018704710867767165,0.1612,0.00416020847543291,0.011648583731212149,-0.007369736921504863,67,30,0,5,-0.006868547433579678,-0.004054527077968558,True,0.02,False,False
drop_chem,A,O_WITHIN_vs_G14,mae_all,G14,O_WITHIN,0.01978077346719325,-0.012966564835898132,0.048547114581318204,-0.011348143624840521,0.050025427393625005,0.2232,0.0156613656893806,0.04385182393026568,0.013904725380364287,67,31,5,5,0.012375737115756465,0.025921027850884053,True,0.02,False,False
drop_chem,A,O_PUBMAG_vs_G14,mae_all,G14,O_PUBMAG,0.022329807159524293,-0.025762423140761548,0.07527833363520431,-0.029394788945351157,0.07090906265673697,0.3546,0.02576296738141717,0.07213630866796807,0.049710531418847674,67,30,5,5,0.012641401031218497,0.039050878155666685,True,0.02,False,False
drop_chem,A,FE_PHYS4_vs_FLAT,mae_all,FLAT,FE_PHYS4,0.049387573073743016,-0.01026148615944807,0.10498101609105352,-0.013291623812236199,0.10256019868594725,0.0984,0.029292674254446004,0.0820194879124488,0.05758439191543138,67,40,5,5,0.04017678927923727,0.060576294215575796,True,0.02,False,False
drop_chem,A,G14_vs_FLAT,mae_all,FLAT,G14,0.049224989970557145,-0.010350329726720422,0.10480708029447136,-0.013523814924643225,0.10235593061481467,0.0996,0.029274920776035815,0.08196977817290027,0.0574156994233934,67,40,5,5,0.0400092036190303,0.06040870855536883,True,0.02,False,False
drop_chem,BP,FE_ACID_vs_G14,mae_all,G14,FE_ACID,0.001146129170009562,-0.0005438845238622628,0.0032764739761542297,-0.0006322926446250476,0.0031914568527061627,0.198,0.000984138166430365,0.002755586866005022,0.0019329279541693972,67,36,4,5,0.0007466714980824888,0.001690185501911704,True,0.02,False,False
drop_chem,BP,FE_PHYS4_vs_G14,mae_all,G14,FE_PHYS4,-0.0011308128104782372,-0.004176812463411078,0.002632478036669722,-0.0038202606747421357,0.0033807765893916456,0.5024,0.001738949289376123,0.004869058010253144,-0.0001708424189005386,67,26,2,5,-0.002308214638691695,-0.000659962525658841,True,0.02,False,False
drop_chem,BP,FE_C64_vs_G14,mae_all,G14,FE_C64,-0.002252863432928236,-0.00595034673809811,0.0005951776919177268,-0.006857440162655435,0.0002007451606503075,0.14,0.0016711950171234473,0.004679346047945652,-0.0024502788163216233,67,20,2,5,-0.0027782294155257008,-0.0010535571521294424,True,0.02,False,False
drop_chem,BP,META_PHYS4_vs_G14,mae_all,G14,META_PHYS4,-0.0006443284343399154,-0.0013566254228207409,-1.8277056422030887e-05,-0.0017271064828419036,-0.00016037271519354126,0.0418,0.00034914311549694046,0.0009776007233914333,-0.00030303050192511495,67,20,2,5,-0.0007347029810799649,-0.0002933142273606662,True,0.02,False,False
drop_chem,BP,RI_PHYS4_vs_G14,mae_all,G14,RI_PHYS4,-0.0030903775711744632,-0.01163386444138641,0.0049883702805984835,-0.011609927495548344,0.004998189696962387,0.4558,0.004256070033080421,0.011916996092625178,-0.0049352653016408185,67,33,1,5,-0.004463433173121468,-0.00152616571725403,True,0.02,False,False
