variant,design,mode,mae,mae_far,sign_acc,spearman
widest_empirical,BP,OBOTH@k3,0.16470339939609766,0.16580812678036846,0.9649724885136214,0.7676974678313766
widest_empirical,BP,OBOTH@k0,0.17048705424358343,0.16233380937754724,0.9616196961546771,0.7216849089241386
widest_empirical,BP,OBOTH@k2,0.17546357104361063,0.17579130894468467,0.956568151913617,0.7386163671372387
widest_empirical,BP,OBOTH@k1,0.1821375887519765,0.1844720519114071,0.9566356348349867,0.7072131556671464
widest_empirical,BP,G14@k3,0.20578141536015152,0.23229023843918944,0.929446796605555,0.6392174056420241
widest_empirical,BP,FLAT@k3,0.20798559269440392,0.2331493887071177,0.9438209635520034,0.6512214866255168
widest_empirical,BP,G14@k2,0.22352472292439055,0.25463219968266176,0.9125043126887282,0.5795363865843174
widest_empirical,BP,FLAT@k2,0.22434484380286723,0.2528578076247046,0.9260708127797234,0.5863953150445328
widest_empirical,BP,G14@k1,0.23139351354230478,0.2661645194262544,0.910447224400268,0.5604202865447953
widest_empirical,BP,FLAT@k1,0.23354392529152693,0.26787410922818444,0.9249979968001101,0.5342329981241308
widest_empirical,BP,NAIVE_LINE@k3,0.23591052925601486,0.2687705244286373,0.9293889332757901,0.5579298875059612
widest_empirical,BP,NAIVE_LINE@k2,0.23730565601253456,0.27256820394895387,0.9241238156020442,0.5579544432720837
widest_empirical,BP,LINE_PLUS_CURV@k3,0.23918325567918614,0.2733418040946841,0.8918891976698126,0.5375783556606513
widest_empirical,BP,NAIVE_LINE@k1,0.23947267182699217,0.2773739178410658,0.9287274229254286,0.5514003137057641
widest_empirical,BP,LINE_PLUS_CURV@k1,0.24253800528856848,0.2807706520830315,0.8945608003335639,0.5351134338403949
widest_empirical,BP,LINE_PLUS_CURV@k2,0.24279476240200074,0.2803961601931852,0.8901555531826251,0.533268469952365
widest_empirical,BP,G14@k0,0.43873914499250316,0.627892673135636,0.8143538360561544,0.4735002312910618
widest_empirical,BP,FLAT@k0,0.5207733560481023,0.7782534530167848,0.0,
widest_smooth,BP,OBOTH@k0,0.17048705424358343,0.16233380937754724,0.9616196961546771,0.7216849089241386
widest_smooth,BP,OBOTH@k3,0.17228223909779267,0.17397965973254775,0.9541145627870972,0.7526414147937966
widest_smooth,BP,OBOTH@k2,0.17855176542254356,0.1784096669503015,0.9541762344377656,0.7282399641477548
widest_smooth,BP,OBOTH@k1,0.18309176587171086,0.18511603006049138,0.9562086240546513,0.7059550718987884
widest_smooth,BP,G14@k3,0.20509020203825198,0.23033303057350785,0.9282166676787647,0.6422326031689514
widest_smooth,BP,FLAT@k3,0.21030325924221938,0.23743292261878107,0.9449548841229133,0.6871973877134266
widest_smooth,BP,G14@k2,0.22119740895349574,0.252415295095921,0.9194158615345073,0.5832177472304659
widest_smooth,BP,FLAT@k2,0.226819755935237,0.2582634769363164,0.929449671542242,0.6132061760841545
widest_smooth,BP,G14@k1,0.23063769686197824,0.2681622090513331,0.9141353381564323,0.5563308913074819
widest_smooth,BP,NAIVE_LINE@k3,0.23591052925601486,0.2687705244286373,0.9293889332757901,0.5579298875059612
widest_smooth,BP,FLAT@k1,0.23629767210214148,0.2743969093749028,0.9287274229254286,0.554883821031718
widest_smooth,BP,NAIVE_LINE@k2,0.23730565601253456,0.27256820394895387,0.9241238156020442,0.5579544432720837
widest_smooth,BP,LINE_PLUS_CURV@k3,0.23918325567918614,0.2733418040946841,0.8918891976698126,0.5375783556606513
widest_smooth,BP,NAIVE_LINE@k1,0.23947267182699217,0.2773739178410658,0.9287274229254286,0.5514003137057641
widest_smooth,BP,LINE_PLUS_CURV@k1,0.24253800528856848,0.2807706520830315,0.8945608003335639,0.5351134338403949
widest_smooth,BP,LINE_PLUS_CURV@k2,0.24279476240200074,0.2803961601931852,0.8901555531826251,0.533268469952365
widest_smooth,BP,G14@k0,0.43873914499250316,0.627892673135636,0.8143538360561544,0.4735002312910618
widest_smooth,BP,FLAT@k0,0.5207733560481023,0.7782534530167848,0.0,
widest_blend,BP,OBOTH@k3,0.16721699284421637,0.16788173299815395,0.9584272733057922,0.7599088348077194
widest_blend,BP,OBOTH@k0,0.17048705424358343,0.16233380937754724,0.9616196961546771,0.7216849089241386
widest_blend,BP,OBOTH@k2,0.176274700188896,0.17619920998732502,0.9551779918748722,0.7364494356073465
widest_blend,BP,OBOTH@k1,0.18212394970425638,0.18418255128306915,0.9566810629139513,0.7063428996592662
widest_blend,BP,G14@k3,0.20428623572555432,0.23011056424093007,0.9277024089996493,0.6393509376148345
widest_blend,BP,FLAT@k3,0.2063835164784032,0.231826339425458,0.9453969159360825,0.6699721476479887
widest_blend,BP,G14@k2,0.22078547894644268,0.25194665401986505,0.9141514330683448,0.5852879817341199
widest_blend,BP,FLAT@k2,0.22129163152596215,0.2502444084620331,0.927659172978549,0.6022145168709062
widest_blend,BP,G14@k1,0.2295586084606939,0.2658415112921475,0.9129269562604392,0.5655492356587304
widest_blend,BP,FLAT@k1,0.23176318856168324,0.2680156097316969,0.9277277843667342,0.5444948408266181
widest_blend,BP,NAIVE_LINE@k3,0.23591052925601486,0.2687705244286373,0.9293889332757901,0.5579298875059612
widest_blend,BP,NAIVE_LINE@k2,0.23730565601253456,0.27256820394895387,0.9241238156020442,0.5579544432720837
widest_blend,BP,LINE_PLUS_CURV@k3,0.23918325567918614,0.2733418040946841,0.8918891976698126,0.5375783556606513
widest_blend,BP,NAIVE_LINE@k1,0.23947267182699217,0.2773739178410658,0.9287274229254286,0.5514003137057641
widest_blend,BP,LINE_PLUS_CURV@k1,0.24253800528856848,0.2807706520830315,0.8945608003335639,0.5351134338403949
widest_blend,BP,LINE_PLUS_CURV@k2,0.24279476240200074,0.2803961601931852,0.8901555531826251,0.533268469952365
widest_blend,BP,G14@k0,0.43873914499250316,0.627892673135636,0.8143538360561544,0.4735002312910618
widest_blend,BP,FLAT@k0,0.5207733560481023,0.7782534530167848,0.0,
widest_cellnoise,BP,OBOTH@k3,0.16786774942763397,0.16673553228879784,0.957439032033881,0.755282896055253
widest_cellnoise,BP,OBOTH@k0,0.17048705424358343,0.16233380937754724,0.9616196961546771,0.7216849089241386
widest_cellnoise,BP,OBOTH@k2,0.17577747547701134,0.17527494195593435,0.9558858504351104,0.7367838626240782
widest_cellnoise,BP,OBOTH@k1,0.18074783254439378,0.1819541531952571,0.9569325985098711,0.7080149454230934
widest_cellnoise,BP,G14@k3,0.21167376483195804,0.2389061273112098,0.9222515241341469,0.6265203792461296
widest_cellnoise,BP,FLAT@k3,0.21393696649077412,0.2408206753287426,0.9380180109397276,0.6422065991630026
widest_cellnoise,BP,G14@k2,0.22628201974040113,0.2592486684901436,0.9118380785728075,0.5750629072897468
widest_cellnoise,BP,FLAT@k2,0.2279910257888645,0.2599430915924212,0.926027698016014,0.5805833134674107
widest_cellnoise,BP,NAIVE_LINE@k3,0.23591052925601486,0.2687705244286373,0.9293889332757901,0.5579298875059612
widest_cellnoise,BP,G14@k1,0.23614101880508329,0.2757006168254153,0.9092402044288346,0.5624497547103275
widest_cellnoise,BP,NAIVE_LINE@k2,0.23730565601253456,0.27256820394895387,0.9241238156020442,0.5579544432720837
widest_cellnoise,BP,LINE_PLUS_CURV@k3,0.23918325567918614,0.2733418040946841,0.8918891976698126,0.5375783556606513
widest_cellnoise,BP,NAIVE_LINE@k1,0.23947267182699217,0.2773739178410658,0.9287274229254286,0.5514003137057641
widest_cellnoise,BP,FLAT@k1,0.2410512454998719,0.28368214719274343,0.9249979968001101,0.5342329981241308
widest_cellnoise,BP,LINE_PLUS_CURV@k1,0.24253800528856848,0.2807706520830315,0.8945608003335639,0.5351134338403949
widest_cellnoise,BP,LINE_PLUS_CURV@k2,0.24279476240200074,0.2803961601931852,0.8901555531826251,0.533268469952365
widest_cellnoise,BP,G14@k0,0.43873914499250316,0.627892673135636,0.8143538360561544,0.4735002312910618
widest_cellnoise,BP,FLAT@k0,0.5207733560481023,0.7782534530167848,0.0,
widest_noise04,BP,OBOTH@k3,0.1596314919863287,0.16362758300024655,0.9658284565436448,0.7763435966239121
widest_noise04,BP,OBOTH@k0,0.17048705424358343,0.16233380937754724,0.9616196961546771,0.7216849089241386
widest_noise04,BP,OBOTH@k2,0.1747541683310768,0.17609316737648828,0.9536160046560468,0.7389123208259122
widest_noise04,BP,OBOTH@k1,0.1830278185730374,0.18618459855932668,0.9565737510785361,0.7070298081455142
widest_noise04,BP,G14@k3,0.19880045170141067,0.22613740207844044,0.9325517077120711,0.6512708319653714
widest_noise04,BP,FLAT@k3,0.2012955931126784,0.22705510132671636,0.943486999253411,0.6644733195581043
widest_noise04,BP,G14@k2,0.22171598444323481,0.2518159506996754,0.9138179869245814,0.5898313382992966
widest_noise04,BP,FLAT@k2,0.22204548185465592,0.24882016036740487,0.9236173889293073,0.5895328370381494
widest_noise04,BP,G14@k1,0.2296552315949242,0.261581725916581,0.9108399556316005,0.5595338114569552
widest_noise04,BP,FLAT@k1,0.23031882858415537,0.2602701664005612,0.9249979968001101,0.5342329981241308
widest_noise04,BP,NAIVE_LINE@k3,0.23591052925601486,0.2687705244286373,0.9293889332757901,0.5579298875059612
widest_noise04,BP,NAIVE_LINE@k2,0.23730565601253456,0.27256820394895387,0.9241238156020442,0.5579544432720837
widest_noise04,BP,LINE_PLUS_CURV@k3,0.23918325567918614,0.2733418040946841,0.8918891976698126,0.5375783556606513
widest_noise04,BP,NAIVE_LINE@k1,0.23947267182699217,0.2773739178410658,0.9287274229254286,0.5514003137057641
widest_noise04,BP,LINE_PLUS_CURV@k1,0.24253800528856848,0.2807706520830315,0.8945608003335639,0.5351134338403949
widest_noise04,BP,LINE_PLUS_CURV@k2,0.24279476240200074,0.2803961601931852,0.8901555531826251,0.533268469952365
widest_noise04,BP,G14@k0,0.43873914499250316,0.627892673135636,0.8143538360561544,0.4735002312910618
widest_noise04,BP,FLAT@k0,0.5207733560481023,0.7782534530167848,0.0,
widest_noise20,BP,OBOTH@k3,0.16888311937177164,0.1676544660263573,0.9572077519579771,0.7538601606151814
widest_noise20,BP,OBOTH@k0,0.17048705424358343,0.16233380937754724,0.9616196961546771,0.7216849089241386
widest_noise20,BP,OBOTH@k2,0.1758968687315141,0.1749576463189589,0.9559593507878553,0.736434665794449
widest_noise20,BP,OBOTH@k1,0.1804754830197579,0.18126095171010834,0.9570966102572849,0.7082609504775071
widest_noise20,BP,G14@k3,0.21329598432611951,0.2415890150103408,0.920499310248295,0.6248960984922233
widest_noise20,BP,FLAT@k3,0.2158303553580744,0.24376665971105854,0.937743869427333,0.6414129870242944
widest_noise20,BP,G14@k2,0.22743538825341858,0.26163942146918606,0.9115093912247879,0.5734543200918478
widest_noise20,BP,FLAT@k2,0.22974799466745152,0.26322123634913897,0.9260924214517814,0.5784242308481773
widest_noise20,BP,NAIVE_LINE@k3,0.23591052925601486,0.2687705244286373,0.9293889332757901,0.5579298875059612
widest_noise20,BP,NAIVE_LINE@k2,0.23730565601253456,0.27256820394895387,0.9241238156020442,0.5579544432720837
widest_noise20,BP,G14@k1,0.23795705285411337,0.2798979375676707,0.9097502472116155,0.562310079726419
widest_noise20,BP,LINE_PLUS_CURV@k3,0.23918325567918614,0.2733418040946841,0.8918891976698126,0.5375783556606513
widest_noise20,BP,NAIVE_LINE@k1,0.23947267182699217,0.2773739178410658,0.9287274229254286,0.5514003137057641
widest_noise20,BP,LINE_PLUS_CURV@k1,0.24253800528856848,0.2807706520830315,0.8945608003335639,0.5351134338403949
widest_noise20,BP,LINE_PLUS_CURV@k2,0.24279476240200074,0.2803961601931852,0.8901555531826251,0.533268469952365
widest_noise20,BP,FLAT@k1,0.24374206202303977,0.2890973012585093,0.9249979968001101,0.5342329981241308
widest_noise20,BP,G14@k0,0.43873914499250316,0.627892673135636,0.8143538360561544,0.4735002312910618
widest_noise20,BP,FLAT@k0,0.5207733560481023,0.7782534530167848,0.0,
dopt_empirical,BP,OBOTH@k3,0.14393828703817485,0.14690584693767916,0.9706646960386909,0.8052608004691606
dopt_empirical,BP,OBOTH@k2,0.15672577015424718,0.15627235583118435,0.9669366467542162,0.7667305633751702
dopt_empirical,BP,OBOTH@k0,0.1630712826252868,0.15940472914673628,0.962753812671697,0.7414684049170619
dopt_empirical,BP,G14@k3,0.1668304296055502,0.18399907916419736,0.9571151341194579,0.7478858504862188
dopt_empirical,BP,OBOTH@k1,0.17212614514470723,0.17355464567779305,0.9581621637447653,0.7330844657088582
