design,arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds
BP,OBOTH@doptk3,0.14714356092115988,0.005170852277455961,0.1485982989312271,0.13050766425520968,0.1542576240280748,0.9693486448897717,0.7788525152327048,0.1466372897308948,0.11281811834723256,0.15423697802724373,0.9816614420062696,84,83,79,80,5
BP,OBOTH@randomk3,0.15799589944974674,0.00892455618767361,0.1617383012746269,0.13468101819426798,0.16596337763005561,0.9649016134140315,0.778631945188894,0.15442149492506113,0.11617225969518205,0.16867052699227586,0.9813479623824451,84,83,79,80,5
BP,OBOTH@doptk2,0.16010366117109442,0.00272133463730372,0.16689030020533346,0.1410949249973962,0.16362277902239333,0.9650879444679706,0.7454730726411443,0.15631932516317631,0.1209911499022864,0.16363430880030153,0.9784012539184953,84,83,79,80,5
BP,OBOTH@widestk3,0.16271256404177645,0.005247653525429434,0.17089385517872288,0.1311082252735843,0.16648431382641865,0.962687222064505,0.7500053043424773,0.16239664765057105,0.11195914566402645,0.17620213628492784,0.979435736677116,84,83,79,80,5
BP,OBOTH@doptk0,0.16621959298560762,0.008277567664522908,0.17206858537020028,0.14628998037157642,0.1593327824515392,0.9580416801015981,0.7190088253597249,0.16027046691938923,0.12599009048307885,0.16213535868006954,0.9789655172413793,84,83,79,80,5
BP,OBOTH@widestk0,0.16621959298560762,0.008277567664522908,0.17206858537020028,0.14628998037157642,0.1593327824515392,0.9580416801015981,0.7190088253597249,0.16027046691938923,0.12599009048307885,0.16213535868006954,0.9789655172413793,84,83,79,80,5
BP,OBOTH@randomk0,0.16621959298560762,0.008277567664522908,0.17206858537020028,0.14628998037157642,0.1593327824515392,0.9580416801015981,0.7190088253597249,0.16027046691938923,0.12599009048307885,0.16213535868006954,0.9789655172413793,84,83,79,80,5
BP,OBOTH@randomk2,0.1672319508422498,0.00770047910443632,0.1737745513000189,0.14041271847278203,0.1728225868952893,0.9533270897499084,0.7553705989994569,0.161587910027814,0.12017940583020274,0.1759595330857389,0.9770532915360501,84,83,79,80,5
BP,G14@doptk3,0.1700393901160943,0.00518331830832933,0.17069672801933955,0.13917795460183452,0.19238540251930625,0.9543229980236261,0.7218454682386566,0.1747804200572961,0.12332447007602881,0.20499731418952602,0.9665830721003135,84,83,79,80,5
BP,OBOTH@widestk2,0.171746974758892,0.009149866263832844,0.18084351322905773,0.13916786483437313,0.17687738196069658,0.953646276338153,0.7331065138240553,0.171327163292574,0.12080459197279156,0.18772916281154928,0.9756112852664577,84,83,79,80,5
BP,OBOTH@randomk1,0.17202356981206657,0.007488084122512357,0.17965078468459403,0.14475772195591557,0.1761650787300018,0.9510711219020624,0.732475841426082,0.16491428862547833,0.12352693045665243,0.17681887652395603,0.9769905956112853,84,83,79,80,5
BP,FLAT@doptk3,0.1756650958816781,0.004588906649271935,0.17379419678419636,0.14469952674798328,0.19899673450582,0.9565263351345632,0.7237448335281255,0.17501097831151977,0.12607657351655932,0.20456219811869658,0.9715987460815046,84,83,79,80,5
BP,OBOTH@doptk1,0.1768907527005785,0.006161451376094309,0.18816033931538523,0.14603320534505446,0.18144611230314503,0.9534434820370613,0.7118531612727765,0.16901740963403217,0.12436106684905578,0.18239355700827556,0.9746394984326019,84,83,79,80,5
BP,OBOTH@widestk1,0.1783246695323598,0.008576490105907107,0.18717295380675658,0.1446883249469665,0.1855091198193636,0.9533809618476472,0.7050806775579962,0.1769485228593889,0.12552533523807055,0.1965048065121765,0.9751724137931035,84,83,79,80,5
BP,G14@widestk3,0.20259151103914969,0.0034738221171233042,0.21007244536836853,0.13794767112178083,0.23226005272265415,0.9266696896294946,0.6261740808331693,0.2174187062774789,0.11819555495866792,0.2708191522805488,0.9383699059561128,84,83,79,80,5
BP,FLAT@widestk3,0.20516558223355236,0.0043154423716129315,0.20705757155736276,0.1434547174220845,0.23368097453223524,0.9407551348506317,0.6352195658792178,0.21123464167863445,0.12088709023448477,0.2604652009418922,0.9529780564263323,84,83,79,80,5
BP,G14@doptk2,0.20522045828005914,0.0035201139250254556,0.21093660206636256,0.1502767861935345,0.23681511547611053,0.9236188443850978,0.6094613680011733,0.209915993182665,0.13270604773858904,0.25619261671217863,0.9486833855799373,84,83,79,80,5
BP,FLAT@doptk2,0.20789272367651596,0.002788922196602313,0.20895179951152124,0.15557029346011925,0.2389229924369185,0.94234568424807,0.6374173708283768,0.20753171184429267,0.13691373308560648,0.25176006029912135,0.9599373040752351,84,83,79,80,5
BP,G14@widestk2,0.21842892599689598,0.007071271710452287,0.22605785060374636,0.14881563569163578,0.2556527129510823,0.9079336630639601,0.5813788004997698,0.2351940729652044,0.1291049922455018,0.298228050262688,0.9372413793103448,84,83,79,80,5
BP,FLAT@widestk2,0.21971774791231505,0.008903040686670562,0.22301841074734557,0.15192683573599194,0.25430805223252245,0.9212813232529916,0.60010893926489,0.2292543100838716,0.13193014835137687,0.2884012261223281,0.947460815047022,84,83,79,80,5
BP,G14@randomk3,0.22303369867989825,0.009084907976662166,0.22639896967514367,0.14865364444822923,0.2807472781369185,0.9276399821875312,0.6702733866118843,0.24258032156918222,0.1299598319839749,0.32823508299156795,0.9530094043887147,84,83,79,80,5
BP,G14@widestk1,0.2260538009036687,0.006114664961332602,0.23562662931351436,0.15383188202820075,0.2671139595368444,0.9067239420539293,0.5680716760510379,0.24464558729115896,0.13362206124211143,0.3138076220782778,0.9353605015673981,84,83,79,80,5
BP,FLAT@widestk1,0.22815308748806168,0.00713209800622958,0.23192864282104247,0.15646109945582518,0.2685168465743342,0.9219928653021838,0.5488635846490793,0.2419913399701371,0.13674766461879817,0.3105792497949603,0.9463009404388715,84,83,79,80,5
BP,G14@doptk1,0.23134509529141498,0.0020141128735727976,0.23734801713157622,0.1564259996200724,0.2750855698055836,0.9033883312301512,0.561443081489629,0.24520393858832473,0.1354007917166227,0.3131847522204819,0.9332288401253919,84,83,79,80,5
BP,NAIVE_LINE@widestk3,0.23359677645804236,0.008739854927458187,0.24074399162773194,0.15680625107466167,0.2710886727003313,0.9253218956667302,0.5673413102070274,0.2334215751796244,0.13182222376639838,0.290062893404648,0.9478369905956113,84,83,79,80,5
BP,NAIVE_LINE@widestk2,0.23374995719858851,0.008620858681256794,0.2382422496943128,0.15442874963404124,0.2761080634808938,0.9191768348809533,0.5663688803584134,0.2356136332545735,0.13182268474779707,0.29370691617980543,0.9455485893416928,84,83,79,80,5
BP,FLAT@doptk1,0.2338118600516032,0.004400936360180783,0.2324235375101195,0.15988389329432617,0.27646758764091817,0.9199843695107395,0.5461918599035529,0.24294594320678317,0.1396469420140186,0.30968071858097795,0.944012539184953,84,83,79,80,5
BP,NAIVE_LINE@doptk3,0.2346556468806456,0.00811998326646409,0.24301407838061478,0.15883987026028532,0.27201768282998023,0.9209050251790941,0.5668204366339932,0.22716788689088954,0.1320179400385946,0.2746283528523468,0.9452351097178684,84,83,79,80,5
BP,NAIVE_LINE@widestk1,0.2356374436201724,0.008558522727232567,0.24083269518493539,0.15439947184191066,0.2810960766748253,0.9246315470340993,0.5618020854480189,0.23871357166621035,0.13181349603097794,0.3001335687752176,0.9474294670846395,84,83,79,80,5
BP,NAIVE_LINE@doptk2,0.23663822737121554,0.01093445922810944,0.24739641570074755,0.16048854536534785,0.2753443802974241,0.9275243912406543,0.564939656981905,0.22822015120807365,0.13275185228705294,0.2767352614783511,0.950282131661442,84,83,79,80,5
BP,NAIVE_LINE@doptk1,0.24211453308066178,0.011931305191002158,0.2503492321124646,0.15888640962962566,0.2855927181200138,0.924768024303652,0.5613435668013694,0.23676045393338993,0.1331534171491059,0.29093912979522585,0.947460815047022,84,83,79,80,5
BP,FLAT@randomk3,0.24444300171965017,0.017119578399604273,0.23457767337898655,0.15694178335886105,0.31300309179325214,0.9230754157486697,0.6762072323925966,0.2704468026014352,0.13850572365635502,0.37718733389489617,0.9511598746081504,84,83,79,80,5
BP,NAIVE_LINE@randomk3,0.25456846094173324,0.012944444305691201,0.26358256290446225,0.15984994692076307,0.31134496054537475,0.8985539459353333,0.5542457959084829,0.2552672025397547,0.13474322603230682,0.3308281608483257,0.9379937304075235,84,83,79,80,5
BP,G14@randomk2,0.26901617634396213,0.010514371621899153,0.2714443460383268,0.16000528329948627,0.3532551811127903,0.8977702817931033,0.6066433381949699,0.2940111748090869,0.13805903392105498,0.4169614082766568,0.9336677115987461,84,83,79,80,5
BP,NAIVE_LINE@randomk2,0.28874885486435886,0.018068555183041297,0.292958287846603,0.16520126496967052,0.3781782143024478,0.8596120558713721,0.5200246108466086,0.28550713500036984,0.13833723620780825,0.3874414625181574,0.9231974921630094,84,83,79,80,5
BP,FLAT@randomk2,0.30085768901001353,0.019459178703604436,0.2850530746289842,0.16932982205663363,0.40576218127027514,0.8653618820534433,0.5817119564556543,0.33661687008489183,0.1487861662153174,0.49227069577137306,0.9126645768025078,84,83,79,80,5
BP,G14@randomk1,0.328605515407249,0.013124860599300863,0.32422248846444257,0.16944257104328203,0.4528654784886865,0.8641692221207407,0.5505981179150672,0.365486388546631,0.1480923829522197,0.5418541706050802,0.9219122257053292,84,83,79,80,5
BP,FLAT@randomk1,0.37579684151246834,0.010820814572625412,0.35009162606227456,0.18075832705319989,0.5361720596553404,0.7732059628085325,0.4277320723995678,0.43636055333264356,0.1624501047391097,0.6672284430713474,0.8290595611285266,84,83,79,80,5
BP,NAIVE_LINE@randomk1,0.3877509196415393,0.023088733206179032,0.37097297409825347,0.18453017835346627,0.5513873260879311,0.8064775418950006,0.464906057814347,0.38595287614980295,0.15326098673569719,0.567307887880788,0.864858934169279,84,83,79,80,5
BP,G14@widestk0,0.42424202517259424,0.012085054962048933,0.4237032687778758,0.18373875183063534,0.619004260892339,0.8077681828383534,0.47430253735613215,0.48845161167405343,0.16312203308163117,0.7625704637233917,0.9061128526645768,84,83,79,80,5
BP,G14@doptk0,0.42424202517259424,0.012085054962048933,0.4237032687778758,0.18373875183063534,0.619004260892339,0.8077681828383534,0.47430253735613215,0.48845161167405343,0.16312203308163117,0.7625704637233917,0.9061128526645768,84,83,79,80,5
BP,G14@randomk0,0.42424202517259424,0.012085054962048933,0.4237032687778758,0.18373875183063534,0.619004260892339,0.8077681828383534,0.47430253735613215,0.48845161167405343,0.16312203308163117,0.7625704637233917,0.9061128526645768,84,83,79,80,5
BP,FLAT@widestk0,0.502549547222294,0.004248648483633761,0.47756899133531067,0.19913513087268758,0.7624356972715638,0.0,,0.6140136193550308,0.18596957659642532,0.9819410227475607,0.0,84,83,79,80,5
BP,FLAT@doptk0,0.502549547222294,0.004248648483633761,0.47756899133531067,0.19913513087268758,0.7624356972715638,0.0,,0.6140136193550308,0.18596957659642532,0.9819410227475607,0.0,84,83,79,80,5
BP,FLAT@randomk0,0.502549547222294,0.004248648483633761,0.47756899133531067,0.19913513087268758,0.7624356972715638,0.0,,0.6140136193550308,0.18596957659642532,0.9819410227475607,0.0,84,83,79,80,5
