design,K,cell,chemotype,nats,post_max,collapsed
BP,4,60,sc009,1.26309346865917,0.4468296834911852,False
BP,6,60,sc009,1.370279861660569,0.36496096145838647,False
BP,2,61,sc009,0.42260464816307913,0.7047136920328887,False
BP,4,61,sc009,1.0581022837890945,0.5737079096232274,False
BP,6,61,sc009,2.223959899730443,0.400521827617573,False
BP,2,62,sc009,2.3428620696378015,0.9743021191050584,True
BP,4,62,sc009,2.9162105399607645,0.695439284208094,False
BP,6,62,sc009,2.995732599765773,0.3905853477451141,False
BP,2,63,sc009,0.2554194612508386,0.7382768019697977,False
BP,4,63,sc009,0.5929227245435913,0.5801491622302651,False
BP,6,63,sc009,1.6339934289967555,0.39941023336628445,False
BP,2,64,sc009,2.204946683717735,0.9706136300607914,True
BP,4,64,sc009,2.748257801703765,0.675781907014429,False
BP,6,64,sc009,2.831717240522047,0.37040235279884537,False
BP,2,65,sc009,0.09340322121695593,0.7683553162690153,False
BP,4,65,sc009,0.2886738907987468,0.5781222253290627,False
BP,6,65,sc009,1.2101254080861072,0.38582041983639104,False
BP,2,66,sc009,1.9885657922220707,0.9637717966989817,True
BP,4,66,sc009,2.4876865510228843,0.6428649488088359,False
BP,6,66,sc009,2.576786796283339,0.3379233578970845,False
BP,2,67,sc009,0.6697531485124653,0.8767712763142742,False
BP,4,67,sc009,1.772775912874331,0.5027256384953004,False
BP,6,67,sc009,1.8684411540261228,0.3061848652978935,False
BP,2,68,sc009,2.8402185394158206,0.9842132152847052,True
BP,4,68,sc009,3.787938310206561,0.7582014684323751,False
BP,6,68,sc009,3.891573076860161,0.4581301349786421,False
BP,2,69,sc009,5.889068057019432,0.99924006611094,True
BP,4,69,sc009,8.273882638642295,0.808980458734356,False
BP,6,69,sc009,8.405155656874507,0.4971077111384289,False
BP,2,70,sc009,2.2203185586800447,0.9710489215847796,True
BP,4,70,sc009,2.7669055462447654,0.6780234041816939,False
BP,6,70,sc009,2.849939299699401,0.3726752904119128,False
BP,2,76,sc009,2.1641592719404077,0.9694276579600727,True
BP,4,76,sc009,2.593300272771857,0.6123786653405019,False
BP,6,76,sc009,2.636929293534499,0.32090387685812005,False
BP,2,77,sc009,2.7769663022459747,0.9831997269120928,True
BP,4,77,sc009,3.280930655357178,0.6362212354332726,False
BP,6,77,sc009,3.33029624600636,0.32860184495676115,False
BP,2,78,sc009,3.704532780763076,0.9932870661256841,True
BP,4,78,sc009,4.775643316910038,0.6905914896611264,False
BP,6,78,sc009,4.989875150135952,0.41941620816497477,False
BP,2,79,sc009,1.4184024183672335,0.9376640401699282,True
BP,4,79,sc009,1.7482252313176911,0.5793159204895122,False
BP,6,79,sc009,1.8032334652710587,0.3103080685248029,False
BP,2,80,sc009,1.7461388117081746,0.9542873448416959,True
BP,4,80,sc009,2.1207896248854503,0.5946195353850049,False
BP,6,80,sc009,2.1655645079854224,0.3152091232845752,False
BP,2,81,sc009,2.118413199874762,0.9680423434749038,True
BP,4,81,sc009,2.5417322379617033,0.6105096631827596,False
BP,6,81,sc009,2.585279654625148,0.3203027114167098,False
BP,2,82,sc009,1.8356335099670456,0.9580364462120989,True
BP,4,82,sc009,2.222197742166317,0.5985640652132711,False
BP,6,82,sc009,2.266364358026266,0.3164713934023734,False
BP,2,83,sc009,1.8860288227696154,0.9600163486372422,True
BP,4,83,sc009,2.2792413525377255,0.6007476790500809,False
BP,6,83,sc009,2.323153809792675,0.3171705742413654,False
BP,2,84,sc009,3.611136048093604,0.9926347288484901,True
BP,4,84,sc009,4.208167194821434,0.6667139620346667,False
BP,6,84,sc009,4.278222850126035,0.33812494969284185,False
BP,2,85,sc009,2.669463551803952,0.9813285993055348,True
BP,4,85,sc009,3.1607160516864585,0.6321662887535158,False
BP,6,85,sc009,3.208467998591173,0.32729273753257704,False
BP,2,86,sc009,2.138573040189319,0.9686601651682925,True
BP,4,86,sc009,2.564461944731959,0.6113352522019819,False
BP,6,86,sc009,2.60803918668183,0.32056819817805393,False
BP,2,87,sc009,1.3054683782831222,0.9307275437558314,True
BP,4,87,sc009,1.6193937527797126,0.5736708352722039,False
BP,6,87,sc009,1.6815264166789579,0.3084922242675755,False
BP,2,88,sc009,1.531247897014157,0.9439431048238746,True
BP,4,88,sc009,1.8767223243182514,0.5847533871418248,False
BP,6,88,sc009,1.9249872248154654,0.3120517533555722,False
BP,2,89,sc009,1.8059492144316536,0.9568267004737212,True
BP,4,89,sc009,2.1885771554501336,0.5972654462707019,False
BP,6,89,sc009,2.2329231735694606,0.31605574431422384,False
BP,2,90,sc009,2.1385730401894616,0.9686601651682968,True
BP,4,90,sc009,2.564461944732119,0.6113352522019878,False
BP,6,90,sc009,2.608039186681991,0.32056819817805576,False
BP,2,91,sc009,2.530094830330955,0.9785960962700845,True
BP,4,91,sc009,3.004610054821333,0.626841068119086,False
BP,6,91,sc009,3.0506474327359063,0.32557117076379977,False
BP,2,92,sc009,2.0472868291041197,0.9657671703527356,True
BP,4,92,sc009,2.4614860509619927,0.6075713728057386,False
BP,6,92,sc009,2.5050059763551067,0.31935864809262515,False
BP,2,93,sc009,2.0878161643025703,0.9670821060549749,True
BP,4,93,sc009,2.5072222065664604,0.6092506402438557,False
BP,6,93,sc009,2.55074290950847,0.31989803835967834,False
BP,2,94,sc009,2.2499209850393376,0.971869628016917,True
BP,4,94,sc009,2.6898856503540207,0.6158419280547571,False
BP,6,94,sc009,2.733801042672363,0.32201921144985746,False
BP,2,95,sc009,2.254698311293788,0.9719999415876149,True
BP,4,95,sc009,2.695262441715124,0.6160333707229959,False
BP,6,95,sc009,2.7391988646068244,0.32208091606940503,False
BP,2,96,sc009,2.716669943556783,0.9821741814533704,True
BP,4,96,sc009,3.5213757891559885,0.6185991260378549,False
BP,6,96,sc009,3.5906575291094343,0.3503297372366404,False
BP,2,116,sc009,0.42628302569707,0.7039476740170125,False
BP,4,116,sc009,1.4684388750413118,0.30806870958561516,False
BP,6,116,sc009,1.9176455402498427,0.2424346022694471,False
BP,2,119,sc009,1.7879393138282353,0.6213985222950734,False
BP,4,119,sc009,2.1226604329982117,0.45952132287041664,False
BP,6,119,sc009,3.137412732113969,0.44096529442432825,False
BP,2,123,sc009,1.6040268227077459,0.5772698947435867,False
BP,4,123,sc009,2.2281335982179895,0.3878659310367586,False
BP,6,123,sc009,3.0038834385793285,0.33456617032812414,False
BP,2,124,sc009,1.8095432680085228,0.6264676285365929,False
BP,4,124,sc009,2.4567753751938404,0.5245123730890828,False
BP,6,124,sc009,2.210820167862165,0.48441275504785164,False
BP,2,126,sc009,3.120931736549291,0.8615806593003394,False
BP,4,126,sc009,3.77718764092971,0.6047865106828487,False
BP,6,126,sc009,5.468075580723569,0.5594507592002408,False
BP,2,127,sc009,2.9640403652100686,0.841787631515597,False
BP,4,127,sc009,3.183555981100526,0.6461310253255091,False
BP,6,127,sc009,4.267959270373049,0.6055321783620169,False
BP,2,128,sc009,1.7493691647704201,0.6122828637722388,False
BP,4,128,sc009,2.3882349294057392,0.41348924187853425,False
BP,6,128,sc009,3.1707747652186473,0.35925729102588183,False
BP,2,129,sc009,2.373888485427973,0.746765948580974,False
BP,4,129,sc009,3.061054721306638,0.5114184936027253,False
BP,6,129,sc009,4.371953720129457,0.4593633413240471,False
BP,2,131,sc009,3.120931736549289,0.8615806593003392,False
BP,4,131,sc009,3.777187640929707,0.6047865106828485,False
BP,6,131,sc009,5.468075580723564,0.5594507592002405,False
BP,2,133,sc009,3.6029376314748007,0.909741834779025,True
BP,4,133,sc009,4.273142702553068,0.6792676682476441,False
BP,6,133,sc009,5.816098539757073,0.6411617702110571,False
BP,2,134,sc009,2.8248459734731686,0.8223564810668604,False
BP,4,134,sc009,3.2084850233675226,0.6760983225608954,False
BP,6,134,sc009,4.941594044481753,0.6733799222104468,False
BP,2,135,sc009,3.5254782181148694,0.9031764231229831,True
BP,4,135,sc009,4.200292688005941,0.6712014423664742,False
BP,6,135,sc009,5.706931929445359,0.6318506633257769,False
BP,2,138,sc009,4.266997602984967,0.9514108977545355,True
BP,4,138,sc009,4.876048878045795,0.7380048576345618,False
BP,6,138,sc009,6.746940772525294,0.7105024347640971,False
BP,2,139,sc009,1.1062028402455357,0.9167245820158754,True
BP,4,139,sc009,1.1830996523441129,0.5939929280952304,False
BP,6,139,sc009,1.1361400489797648,0.34143817170777513,False
BP,2,143,sc009,1.1062028402455357,0.9167245820158754,True
BP,4,143,sc009,1.1830996523441129,0.5939929280952304,False
BP,6,143,sc009,1.1361400489797648,0.34143817170777513,False
BP,2,145,sc009,0.17011505252127967,0.8119248071890894,False
BP,4,145,sc009,0.44511098045880915,0.427091336560111,False
BP,6,145,sc009,0.9647582959266454,0.2777484993354673,False
BP,2,152,sc009,1.1062028402455357,0.9167245820158754,True
BP,4,152,sc009,1.1830996523441129,0.5939929280952304,False
BP,6,152,sc009,1.1361400489797648,0.34143817170777513,False
BP,2,153,sc009,1.1669491951868463,0.5313342931927721,False
BP,4,153,sc009,2.2676087466623036,0.36631919414046815,False
BP,6,153,sc009,2.066933066243944,0.2930824628576409,False
BP,2,154,sc009,0.1599195703668772,0.8103629738974122,False
BP,4,154,sc009,0.40178120418291885,0.43439146576165094,False
BP,6,154,sc009,0.9317357484343942,0.2855954858657655,False
BP,2,155,sc009,1.1062028402455357,0.9167245820158754,True
BP,4,155,sc009,1.1830996523441129,0.5939929280952304,False
BP,6,155,sc009,1.1361400489797648,0.34143817170777513,False
BP,2,156,sc009,1.482023483907555,0.5472517362362208,False
BP,4,156,sc009,2.6653893138543774,0.39843073896557385,False
BP,6,156,sc009,2.375714729732934,0.3144696024796163,False
BP,2,159,sc009,3.7954956522962124,0.9243549973961264,True
BP,4,159,sc009,4.451966553230478,0.6981733954011292,False
BP,6,159,sc009,6.0869477249878985,0.6631834391366671,False
BP,2,161,sc009,3.6498129758387052,0.9135176333341564,True
BP,4,161,sc009,4.251700660854392,0.656117655985533,False
BP,6,161,sc009,6.237757751183604,0.6180998415255057,False
BP,2,162,sc009,0.7153909802383005,0.640390599130981,False
BP,4,162,sc009,2.032157396354554,0.5501360033747753,False
BP,6,162,sc009,3.2457151837607543,0.36488972142310816,False
BP,2,163,sc009,3.2986544574992314,0.8814468812360449,False
BP,4,163,sc009,3.6574931020834716,0.7494059243764891,False
BP,6,163,sc009,5.777886877190289,0.7517637215019903,False
BP,2,164,sc009,4.284555461796849,0.9522161629228277,True
BP,4,164,sc009,4.891460537879359,0.7393230376514651,False
BP,6,164,sc009,6.771429023285768,0.7120901771698103,False
BP,2,168,sc009,3.3533817354131816,0.8870474742356008,False
BP,4,168,sc009,3.727330530690357,0.7284117649290437,False
BP,6,168,sc009,4.866089070057522,0.7103071597623009,False
BP,2,169,sc009,4.284555461796849,0.9522161629228277,True
BP,4,169,sc009,4.891460537879359,0.7393230376514651,False
BP,6,169,sc009,6.771429023285768,0.7120901771698103,False
BP,2,170,sc009,3.0783258310441317,0.8564207937892889,False
BP,4,170,sc009,3.769544322862307,0.6192332125976312,False
BP,6,170,sc009,5.07436365659155,0.5730561147524675,False
BP,2,171,sc009,3.053068424377218,0.9872011596809289,True
BP,4,171,sc009,3.9413840457982032,0.6447536223915009,False
BP,6,171,sc009,3.9973903353107447,0.37582500018069714,False
BP,2,172,sc009,0.8489369815739182,0.6090959928465812,False
BP,4,172,sc009,1.7705973710376153,0.5051147163305184,False
BP,6,172,sc009,2.7335286546006023,0.3391672594083134,False
BP,2,173,sc009,0.9263892734670429,0.5905069715819362,False
BP,4,173,sc009,1.9737037938037854,0.48930765448941516,False
BP,6,173,sc009,2.9950555042202542,0.33448905698856235,False
BP,2,183,sc009,1.050141113300294,0.5602827655540736,False
BP,4,183,sc009,2.3112789721774356,0.4610110296438627,False
BP,6,183,sc009,3.4342915586533707,0.351820517017234,False
BP,2,184,sc009,4.520241044158392,0.9970195375138439,True
BP,4,184,sc009,6.041797353444503,0.7404242682322346,False
BP,6,184,sc009,6.255799515366278,0.4614933706363312,False
BP,2,185,sc009,0.5545584842497521,0.676534799934676,False
BP,4,185,sc009,0.8459032003678846,0.48191076832762947,False
BP,6,185,sc009,1.0708468358611989,0.2963872407034988,False
BP,2,186,sc009,1.7666528350963582,0.9551739347997605,True
BP,4,186,sc009,2.3730613935494844,0.5337380704258899,False
BP,6,186,sc009,2.4771181729095644,0.2910266348700681,False
BP,2,190,sc009,2.83193846350903,0.8233902288861757,False
BP,4,190,sc009,3.5248101473312228,0.5865742273337238,False
BP,6,190,sc009,4.724087872634953,0.5371442303215954,False
BP,2,191,sc009,2.9692147450257105,0.986097212483897,True
BP,4,191,sc009,3.8360396512714283,0.6384040799919302,False
BP,6,191,sc009,3.895401727829411,0.3696435020809985,False
BP,2,192,sc009,2.743655480378509,0.9826405492643827,True
BP,4,192,sc009,3.5548119278938093,0.6207657287767073,False
BP,6,192,sc009,3.623047142108536,0.3524410663240921,False
BP,2,193,sc009,2.2369427329129774,0.7200061058850757,False
BP,4,193,sc009,2.9124007000858265,0.4965023987615456,False
BP,6,193,sc009,3.873224399182372,0.4420640382985806,False
BP,2,194,sc033,2.0636692485278303,0.683784401719168,False
BP,4,194,sc033,2.7284116689946063,0.46771715784103146,False
BP,6,194,sc033,3.6241219060986243,0.4128482145688798,False
BP,2,195,sc009,3.006802118265708,0.8473998140709569,False
BP,4,195,sc009,3.6990387340556135,0.6100477938440175,False
BP,6,195,sc009,4.97280766729012,0.5628760511777634,False
BP,2,196,sc009,1.6327129044203654,0.5842541809028436,False
BP,4,196,sc009,1.9715589764676098,0.4538947431823293,False
BP,6,196,sc009,2.3654145566978966,0.437119979620853,False
BP,2,197,sc009,4.394254227456409,0.956967071895486,True
BP,4,197,sc009,4.98712862661923,0.7473085281691167,False
BP,6,197,sc009,6.924282911173635,0.7217391378678721,False
BP,2,205,sc009,1.9350291759032554,0.6553360649109539,False
BP,4,205,sc009,2.615462162578351,0.4459723124232538,False
BP,6,205,sc009,3.7231699165523797,0.3933612141431757,False
BP,2,206,sc009,3.729529474679092,0.9196113869533108,True
BP,4,206,sc009,4.391071513346947,0.6918778574162544,False
BP,6,206,sc009,5.994246043186494,0.6558193273654993,False
BP,2,207,sc009,0.41192309673967287,0.706931569850238,False
BP,4,207,sc009,1.45949601808028,0.30734754385624996,False
BP,6,207,sc009,1.9048006416021892,0.2432649706965047,False
BP,2,208,sc009,7.187972444709073,0.9997925521864284,True
BP,4,208,sc009,10.513233329345372,0.8599549920764292,False
BP,6,208,sc009,10.472989817980878,0.48765400383467666,False
BP,2,209,sc009,6.3879816015633395,0.999538437971554,True
BP,4,209,sc009,9.120243838338562,0.8300272614674241,False
BP,6,209,sc009,9.196205356895826,0.4985820545481075,False
BP,2,210,sc009,3.4413677600889754,0.9912838094111671,True
BP,4,210,sc009,4.434791217740846,0.6727860468301545,False
BP,6,210,sc009,4.583880791554835,0.4027979258372558,False
BP,2,211,sc009,4.541935395609707,0.9970833138296911,True
BP,4,211,sc009,6.076130484239883,0.7416489814273252,False
BP,6,211,sc009,6.289621268306419,0.4624075375405909,False
BP,2,212,sc009,0.5252408131525154,0.6829170570274689,False
BP,4,212,sc009,1.5300052820669654,0.3127671680243275,False
BP,6,212,sc009,2.0064221930189716,0.23656757496591732,False
BP,2,213,sc009,1.2505038359406893,0.5104852128066213,False
BP,4,213,sc009,1.977951953451651,0.3311037917587789,False
BP,6,213,sc009,2.670984541557863,0.275999719374613,False
BP,2,214,sc009,1.3206869077789456,0.50705854879802,False
BP,4,214,sc009,2.020991347951699,0.3377509218986682,False
BP,6,214,sc009,2.736602804191993,0.2873844885062776,False
BP,2,215,sc009,0.6384745285156405,0.6579059543898285,False
BP,4,215,sc009,1.600322467912167,0.31753771041321344,False
BP,6,215,sc009,2.10856264331254,0.22956472397264213,False
BP,2,220,sc009,1.098843134680541,0.9161610115999742,True
BP,4,220,sc009,1.4542286236685023,0.48162249951135194,False
BP,6,220,sc009,1.5595833320286074,0.36364249153111405,False
BP,2,221,sc009,0.211090663187868,0.7467512972446784,False
BP,4,221,sc009,0.8814559518406903,0.601456244881712,False
BP,6,221,sc009,1.9253451927893854,0.39984685679594245,False
BP,2,223,sc009,0.15978475401781211,0.8103422551517564,False
BP,4,223,sc009,0.4012349233309362,0.4344845094260658,False
BP,6,223,sc009,0.9312866493935334,0.28568782131501086,False
BP,2,231,sc009,0.38745230152623,0.7119756190349424,False
BP,4,231,sc009,0.9589960494661782,0.5758208435863668,False
BP,6,231,sc009,2.078588800998603,0.4014738217970182,False
BP,2,235,sc009,1.0110241636170954,0.9091644283843611,True
BP,4,235,sc009,1.355557556868825,0.4638162070328008,False
BP,6,235,sc009,1.4619070692457503,0.36469263220389175,False
BP,2,237,sc009,0.06826997221593867,0.7727984669137411,False
BP,4,237,sc009,0.4320199136970525,0.5826382719400087,False
BP,6,237,sc009,1.238748580290849,0.368380562396733,False
BP,2,247,sc009,0.7807142381766432,0.888267476203131,False
BP,4,247,sc009,1.09965402602917,0.416201039061504,False
BP,6,247,sc009,1.2080885260429397,0.363672965719709,False
BP,2,248,sc009,0.16088247536187195,0.8105109039331345,False
BP,4,248,sc009,0.4056981474444038,0.4337248809636442,False
BP,6,248,sc009,0.9349362745489986,0.2849294276897701,False
BP,2,250,sc009,0.11617940154677175,0.7642767357351788,False
BP,4,250,sc009,0.2890672497494724,0.5414140242094994,False
BP,6,250,sc009,0.6802544845020938,0.3373744807235741,False
BP,2,258,sc009,0.3639955381523888,0.8397603942056128,False
BP,4,258,sc009,1.0349161424614497,0.3403333113699262,False
BP,6,258,sc009,1.6165765291843224,0.35070638155177175,False
BP,2,262,sc009,0.09174814677225968,0.7686497645503496,False
BP,4,262,sc009,0.48417076217051025,0.5864719905294171,False
BP,6,262,sc009,1.3424312014505524,0.3743719851350578,False
BP,2,272,sc009,0.05613094817965103,0.774922788059426,False
BP,4,272,sc009,0.10798083730293162,0.5320499047628251,False
BP,6,272,sc009,0.658308588900635,0.27524224302349426,False
BP,2,274,sc009,0.2537463765087068,0.8243638124833508,False
BP,4,274,sc009,0.9571777049913953,0.3354371621170183,False
BP,6,274,sc009,1.422269126248008,0.3346215267840147,False
BP,2,276,sc009,0.14194924602713138,0.7596025226155921,False
BP,4,276,sc009,0.6258252089280676,0.593719083595922,False
BP,6,276,sc009,1.567729035952523,0.38616743520151725,False
BP,2,287,sc009,0.4833706123679711,0.6919134710664474,False
BP,4,287,sc009,1.887758985674582,0.29188165207357564,False
BP,6,287,sc009,2.7812418854521113,0.2706700560771394,False
BP,2,301,sc009,1.6349569091110117,0.5847991491449862,False
BP,4,301,sc009,3.3478731680670535,0.45253583796454566,False
BP,6,301,sc009,4.287219150957669,0.3770968495297937,False
BP,2,302,sc009,0.012404816865604018,0.7866510473615885,False
BP,4,302,sc009,0.25758521780287386,0.5674774692439847,False
BP,6,302,sc009,0.8904612002193375,0.34585013232630973,False
BP,2,303,sc009,0.11829457488013595,0.7638954577572765,False
BP,4,303,sc009,0.5439060206915348,0.5904692663652864,False
BP,6,303,sc009,1.460952290916195,0.38079024194468386,False
BP,2,304,sc009,0.1702501804344666,0.7543966874007725,False
BP,4,304,sc009,0.7298928407739002,0.5972087820203441,False
BP,6,304,sc009,1.7032044912531052,0.39214804555050664,False
BP,2,305,sc009,0.14771608938645775,0.7585478833952839,False
BP,4,305,sc009,0.6469678551002745,0.5944657615562349,False
BP,6,305,sc009,1.5939286665938823,0.3874270558459925,False
BP,2,311,sc009,4.365950191419376,0.9965240346802454,True
BP,4,311,sc009,6.630850980016788,0.8860957296301579,False
BP,6,311,sc009,6.869299680896766,0.5863881935526375,False
BP,2,312,sc009,1.9860107915669896,0.963682481225367,True
BP,4,312,sc009,2.254844982204843,0.7633440698368337,False
BP,6,312,sc009,2.0130467733080857,0.44061639353273396,False
BP,2,313,sc009,4.810179944046951,0.9977680179072713,True
BP,4,313,sc009,6.503447444597076,0.7563975176644179,False
BP,6,313,sc009,6.70846981517791,0.4728012569503591,False
BP,2,314,sc009,0.3576757387710465,0.8389081567316872,False
BP,4,314,sc009,1.079170496069819,0.37395803804314154,False
BP,6,314,sc009,1.3047396887383629,0.278454070004583,False
BP,2,315,sc009,3.260184173875868,0.8773674428075318,False
BP,4,315,sc009,3.946823851143279,0.6414974644298571,False
BP,6,315,sc009,5.332119072925633,0.5979937055512234,False
BP,2,316,sc009,2.945253948757646,0.8392695392247568,False
BP,4,316,sc009,3.6380138940731004,0.6019496906301528,False
BP,6,316,sc009,4.885333640868083,0.5539530176638815,False
BP,2,318,sc009,0.4112665977817855,0.707067564381668,False
BP,4,318,sc009,1.0260567328511143,0.5744339809972336,False
BP,6,318,sc009,2.1769121571658503,0.4009001152599468,False
BP,2,319,sc009,1.5324006560656553,0.9440040713084656,True
BP,4,319,sc009,1.9501675406852161,0.5651081224408527,False
BP,6,319,sc009,2.049001596088564,0.34773028774257453,False
BP,2,321,sc009,0.7031950665436906,0.6431943666059065,False
BP,4,321,sc009,2.0814248754423,0.31360829480454344,False
BP,6,321,sc009,2.7966684861444184,0.2545523097211136,False
BP,2,322,sc009,0.5963519372708938,0.667322281194827,False
BP,4,322,sc009,1.5594858427172742,0.5573634689915942,False
BP,6,322,sc009,2.965564910860418,0.38601812918212347,False
BP,2,323,sc009,1.0928894657858708,0.5497254269833789,False
BP,4,323,sc009,2.5821122137146584,0.3766340776706911,False
BP,6,323,sc009,3.3658244578978653,0.30800307573201413,False
BP,2,324,sc009,0.27846979303766306,0.7337985228047782,False
BP,4,324,sc009,0.6561644806303917,0.5797973686819833,False
BP,6,324,sc009,1.695983482812704,0.4003901096295719,False
BP,2,325,sc009,2.355433850383953,0.9746150151982634,True
BP,4,325,sc009,2.9315927100013264,0.6971808123733649,False
BP,6,325,sc009,3.010742638331698,0.39239979854236495,False
BP,2,326,sc009,0.3956605189113248,0.7102894656209534,False
BP,4,326,sc009,0.9820727811311645,0.5753639641545086,False
BP,6,326,sc009,2.1124034937264033,0.40130971652959846,False
BP,2,327,sc009,0.1320045811456731,0.7614137923540074,False
BP,4,327,sc009,1.3897157487768237,0.3082613345229579,False
BP,6,327,sc009,1.969751076577966,0.30903447339253665,False
BP,2,328,sc009,0.46263777127652805,0.6963154020487168,False
BP,4,328,sc009,1.171875883871409,0.5708053716534848,False
BP,6,328,sc009,2.391330202593995,0.398637234439882,False
BP,2,329,sc009,1.2741101212717585,0.9286782466439263,True
BP,4,329,sc009,1.6529528032493825,0.5163488164418546,False
BP,6,329,sc009,1.7559933241307466,0.3592707705936742,False
BP,2,341,sc009,0.6739685448352051,0.6498732909146894,False
BP,4,341,sc009,1.7904297114662093,0.547074878942,False
BP,6,341,sc009,3.3107960157516505,0.3741716167181371,False
BP,2,342,sc009,0.7471239953839427,0.633050704415265,False
BP,4,342,sc009,2.134504155232583,0.32094125394714257,False
BP,6,342,sc009,2.860624270734033,0.26063370354360665,False
BP,2,343,sc009,0.20162853104271466,0.7485365355031741,False
BP,4,343,sc009,0.4463708103946406,0.5803296339919652,False
BP,6,343,sc009,1.4910217889277115,0.3961603929766399,False
BP,2,344,sc009,1.058730054763208,0.558165659354249,False
BP,4,344,sc009,2.5329249662338853,0.37133527153392615,False
BP,6,344,sc009,3.315771188926367,0.30339463032397723,False
BP,2,345,sc009,0.9530069333277,0.9042580108931043,True
BP,4,345,sc009,1.4698263263661135,0.4462245039233386,False
BP,6,345,sc009,1.690127955508983,0.2916052397243908,False
BP,2,346,sc009,0.2507287041397481,0.739182156025802,False
BP,4,346,sc009,1.3589562137730196,0.2986076210377761,False
BP,6,346,sc009,1.761265853323667,0.2521938642260311,False
BP,2,347,sc009,1.5391567924268794,0.5613655589523235,False
BP,4,347,sc009,2.156108623257064,0.37638199054348215,False
BP,6,347,sc009,2.9423540977376983,0.323626699172054,False
BP,2,348,sc009,0.8160661294701638,0.6168938133996851,False
BP,4,348,sc009,1.7103229610262387,0.32364245374787753,False
BP,6,348,sc009,2.2699562412534213,0.21804253407151564,False
BP,2,349,sc009,3.022389430132926,0.849404565507278,False
BP,4,349,sc009,3.7144417448974516,0.612070242174692,False
BP,6,349,sc009,4.994948735959125,0.5651121079039543,False
BP,2,350,sc009,1.4101162156093148,0.5293824521864519,False
BP,4,350,sc009,1.672200749102848,0.395683317821789,False
BP,6,350,sc009,1.9939925099052636,0.37524207000653637,False
BP,2,351,sc009,2.888083811212252,0.8314071478047976,False
BP,4,351,sc009,3.5597212774738725,0.5783223640451949,False
BP,6,351,sc009,5.127543134098885,0.5302894995574603,False
BP,2,352,sc009,1.5100155082019322,0.554177630859935,False
BP,4,352,sc009,2.1368228476270854,0.3712198795807767,False
BP,6,352,sc009,2.9147785983231946,0.31873442498803617,False
BP,2,354,sc009,2.925734556319084,0.8366189790114913,False
BP,4,354,sc009,3.6351645318855543,0.7418647419632002,False
BP,6,354,sc009,4.555712971515394,0.7416797387151303,False
BP,2,355,sc009,3.660205914146672,0.9143351874429866,True
BP,4,355,sc009,4.326665810478672,0.6850594139006319,False
BP,6,355,sc009,5.896730368167404,0.6478784841630374,False
BP,2,356,sc009,3.566991861897961,0.9067464744866461,True
BP,4,356,sc009,4.2394011510706715,0.6755579252710678,False
BP,6,356,sc009,5.765453941412008,0.636873239529635,False
BP,2,357,sc009,1.4040517611404084,0.5278713095486265,False
BP,4,357,sc009,2.072043270667533,0.35246107160289764,False
BP,6,357,sc009,2.814847802228835,0.3010852551652314,False
BP,2,358,sc009,2.7035535833017508,0.8039398174541134,False
BP,4,358,sc009,3.3952213531220456,0.5684339125856844,False
BP,6,358,sc009,4.541088499131181,0.5175343231124974,False
BP,2,359,sc009,0.21545369101485645,0.745925300541038,False
BP,4,359,sc009,1.336917001383211,0.30080662248158546,False
BP,6,359,sc009,1.7300150253664157,0.2540471209394377,False
BP,2,360,sc009,0.6974322863461033,0.8797307719730693,False
BP,4,360,sc009,1.2991586251258833,0.4159210474362729,False
BP,6,360,sc009,1.4865029064565192,0.28748851909423245,False
BP,2,361,sc009,0.4401932321020491,0.849750313273568,False
BP,4,361,sc009,1.1318730710476674,0.38429762834859743,False
BP,6,361,sc009,1.2856568179283228,0.28102761352151523,False
BP,2,362,sc009,0.44019323210205685,0.8497503132735689,False
BP,4,362,sc009,1.1318730710476723,0.3842976283485983,False
BP,6,362,sc009,1.2856568179283285,0.28102761352151545,False
BP,2,363,sc009,0.7091373783733773,0.8809637295533845,False
BP,4,363,sc009,1.3068780234832924,0.41733493312803943,False
BP,6,363,sc009,1.4957401122024117,0.2877266061543824,False
BP,2,364,sc009,0.10688475282031362,0.8020784354880072,False
BP,4,364,sc009,1.1349034179346396,0.34212027505959264,False
BP,6,364,sc009,1.4861712489004333,0.2691493336349496,False
BP,2,365,sc009,1.4581334612924572,0.5413261632412241,False
BP,4,365,sc009,2.1051210659928965,0.3620305915123241,False
BP,6,365,sc009,2.865783927013437,0.3100635741061494,False
BP,2,366,sc009,1.504203615324104,0.5527412685687629,False
BP,4,366,sc009,2.1332730676095615,0.37019031741862896,False
BP,6,366,sc009,2.909283803570152,0.3177605283083921,False
BP,2,368,sc009,2.6698537047517634,0.981335746649662,True
BP,4,368,sc009,3.4634750784219595,0.6148109393915464,False
BP,6,368,sc009,3.5345647549549786,0.34664123976881117,False
BP,2,369,sc009,2.6698537047517634,0.981335746649662,True
BP,4,369,sc009,3.4634750784219595,0.6148109393915464,False
BP,6,369,sc009,3.5345647549549786,0.34664123976881117,False
BP,2,374,sc009,0.0661392605782255,0.7955304560352248,False
BP,4,374,sc009,0.37907785061476285,0.43257267004324984,False
BP,6,374,sc009,0.8393056705065967,0.2561422277191395,False
BP,2,375,sc009,0.2086146860346937,0.7472192525495356,False
BP,4,375,sc009,0.4653246991639651,0.5803559413376135,False
BP,6,375,sc009,1.5094597180694058,0.39665677995474635,False
