comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_all,C_DIRECT_ROW,M_SELECTED,-0.022370062449776986,-0.049265877303414085,0.021292331797739233,-0.05408673010005959,0.013153101954498958,0.2972,0.018176622804009158,0.05089454385122564,-0.005524098513152995,90,33,0,5,-0.02786346390241101,-0.0059046549399091805,True,0.02,False,False
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_all,B1_MEAN_CURVE,M_SELECTED,0.10993911197145775,0.0421214838274277,0.15704560954732155,0.03636680971083658,0.1543021137110322,0.0012,0.029896981573136503,0.0837115484047822,0.1165878460012163,90,60,5,5,0.09156450530841943,0.13159486673451828,True,0.02,True,True
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_far,C_DIRECT_ROW,M_SELECTED,-0.037078037973245104,-0.07718474269888886,0.024534506201321343,-0.08621307838477611,0.011603990492136474,0.2392,0.02630284095527172,0.07364795467476082,-0.02061824977410237,88,34,0,5,-0.04506319705499549,-0.012157758932439566,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_far,B1_MEAN_CURVE,M_SELECTED,0.17416032259867176,0.0589898240011746,0.2533804312536812,0.05504227689596591,0.25201361025494057,0.002,0.04972433578765129,0.13922814020542362,0.16743877310164923,88,57,5,5,0.1427220056715038,0.20821609155758158,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_adjacent,C_DIRECT_ROW,M_SELECTED,-0.01348780541472922,-0.022174120673463017,-0.004062434340433969,-0.022477583203428297,-0.004273352591762207,0.0048,0.0045884577965728994,0.012847681830404118,-0.016835200439369816,83,28,0,5,-0.014967421906187973,-0.011697999338279225,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_adjacent,B1_MEAN_CURVE,M_SELECTED,0.02064000115061226,0.008049160401698589,0.03308446596045113,0.007346954824281244,0.03217554184180551,0.002,0.006254361085939788,0.017512211040631404,0.026318333073175798,83,51,5,5,0.018415920245447037,0.02420188382918937,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,sign_acc_strong,C_DIRECT_ROW,M_SELECTED,-0.031134003476389317,-0.05284586931613295,-0.0017506240178944048,-0.05587525941708059,-0.00501699795262406,0.0388,0.012932797173192985,0.03621183208494036,-0.01596366178116421,86,25,0,5,-0.034265287826058734,-0.024441462340817423,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,sign_acc_strong,B1_MEAN_CURVE,M_SELECTED,0.10452167053482415,-0.004885912277322622,0.25867648182367803,-0.01584556312597639,0.24355210023159046,0.0592,0.06634756295292664,0.1857731762681946,0.14567675476229638,86,48,5,5,0.07750017421259843,0.14510882827263338,True,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,pair_spearman,C_DIRECT_ROW,M_SELECTED,-0.05884481013074043,-0.09428300853627879,-0.006441090367166003,-0.09200084393364782,0.0002823203879740774,0.0368,0.02213574989734128,0.06198009971255558,-0.03460791795703295,84,27,0,5,-0.07015619338532766,-0.0503556861197866,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,pair_spearman,B1_MEAN_CURVE,M_SELECTED,0.1754896662269491,0.031967275754911484,0.3791813874149441,0.01273248067311213,0.3529621752882478,0.014,0.0888475898000893,0.24877325144025003,0.25582293779762993,84,54,5,5,0.1437093458702921,0.23647118534380232,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,curve_spearman,C_DIRECT_ROW,M_SELECTED,-0.042237416245280046,-0.08033751665349058,0.021267592163391566,-0.0861292621468271,0.01186464496922231,0.1812,0.026375307524337536,0.07385086106814509,-0.00031115721873835523,84,30,0,5,-0.0494428852558189,-0.023455447530193064,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,curve_spearman,B1_MEAN_CURVE,M_SELECTED,0.24008622204494418,0.052600360051624925,0.5173641828014326,0.027695296431601395,0.48295404755401483,0.0116,0.1194150574891084,0.3343621609695035,0.34206630247585135,84,51,5,5,0.18929912528219262,0.32045901747392985,True,0.02,True,
