comparison,dropped_chemotype,delta,n_units
P1_M_SELECTED_vs_C_DIRECT_ROW,(none),-0.022370062449776986,90
P1_M_SELECTED_vs_C_DIRECT_ROW,sc000,-0.021714434298177404,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc001,-0.021177489486507876,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc007,-0.023215723968507854,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc008,-0.024867171271032964,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc009,-0.0059046549399091805,67
P1_M_SELECTED_vs_C_DIRECT_ROW,sc010,-0.021463917193368195,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc012,-0.022138794051768596,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc015,-0.02175284900586633,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc016,-0.02786346390241101,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc017,-0.02105086663447613,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc018,-0.022092142087628042,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc019,-0.02248841413523958,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc020,-0.020215661776274107,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc021,-0.019225586059491893,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc027,-0.018610046642893868,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc028,-0.02345846884661668,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc029,-0.02578946403424954,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc030,-0.025785079749525958,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc031,-0.021798867594480024,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc032,-0.023166176736233744,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc033,-0.02208964152366087,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc036,-0.02328063248978889,86
P1_M_SELECTED_vs_C_DIRECT_ROW,sc055,-0.02344058328160282,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc057,-0.019806421826894408,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc058,-0.02210682420489939,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc059,-0.022198590530074856,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc060,-0.023018385433574453,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc061,-0.021549817765353575,88
