comparison,reference,candidate,statistic,point_delta,ci95_low,ci95_high,p_worse_one_sided,units_improved,units_total,bootstrap_blocks,bootstrap_replicates,block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,cluster_robust_low,cluster_robust_high,cluster_robust_p_two_sided,bca_low,bca_high,bca_z0,bca_acceleration
ENS_mean_vs_LP_everything,LP_everything,ENS_mean,mae,0.021270913900680633,-0.01396120186232839,0.07214213393976453,0.13257348530293941,60,131,79,5000,0.05087929834691691,38,0.21374045801526717,0.02132519634736282,-0.02118429073930041,0.06372611854066168,0.3216282898110215,-0.017774550211027963,0.06678809998289598,-0.004511946203065805,-0.044249474611595105
ENS_mean_vs_LP_everything,LP_everything,ENS_mean,offset_mae,0.019058616435420873,-0.021811741839457725,0.07423024654928406,0.19736052789442113,64,131,79,5000,0.04488689277647273,44,0.21374045801526717,0.023546520277829934,-0.027818904440411893,0.06593613731125364,0.4207458203848019,-0.024259478784719065,0.07064370607765236,0.0010026514778481883,-0.027110560415987025
ENS_mean_vs_LP_everything,LP_everything,ENS_mean,shape_mae,-0.006566977184464923,-0.019999722490263064,0.003840565837779028,0.8934213157368527,63,131,79,5000,-0.012828732652796484,38,0.21374045801526717,0.0056483052571851345,-0.017811889149485612,0.004677934780555765,0.24851817358810377,-0.02037596660360715,0.003632194960295421,-0.01704589771498915,-0.00023693859258475664
ENS_inverse_mae_vs_LP_everything,LP_everything,ENS_inverse_mae,mae,0.021319171955699844,-0.013874071902204398,0.07221968521392927,0.1321735652869426,60,131,79,5000,0.05094818402362399,38,0.21374045801526717,0.021339034677817725,-0.0211635826839046,0.06380192659530429,0.3208505292726927,-0.017732618086197856,0.06730956977543574,-0.0035092867873360934,-0.0436385797089327
ENS_inverse_mae_vs_LP_everything,LP_everything,ENS_inverse_mae,offset_mae,0.019106818715250887,-0.021893866949757288,0.0744083900456142,0.19736052789442113,64,131,79,5000,0.044960733590879785,44,0.21374045801526717,0.023592444978563096,-0.02786213121642255,0.06607576864692433,0.420478634511361,-0.02430585610341273,0.0707958798432307,0.00150397753176512,-0.02683454211180019
ENS_inverse_mae_vs_LP_everything,LP_everything,ENS_inverse_mae,shape_mae,-0.006602064693063457,-0.02008512462262443,0.0038254855108161203,0.8936212757448511,63,131,79,5000,-0.012892872007817748,38,0.21374045801526717,0.005667975663208745,-0.017886137428258585,0.004682008042131673,0.24764955941270145,-0.020462679279894133,0.0036390604719432978,-0.01704589771498915,-0.00015419110851486726
ENS_nnls_vs_LP_everything,LP_everything,ENS_nnls,mae,0.024352805774939937,-0.01306810690813494,0.0747426689551434,0.10337932413517296,60,131,79,5000,0.05202129973139651,36,0.21374045801526717,0.02139544665042815,-0.018242256474981858,0.06694786802486173,0.25851110833483293,-0.013064883807065556,0.07489524961043426,0.019051527317045326,-0.009353687208207567
ENS_nnls_vs_LP_everything,LP_everything,ENS_nnls,offset_mae,0.02164887236397899,-0.023628437754317614,0.07927326523708085,0.1821635672865427,64,131,79,5000,0.04629575528087271,44,0.21374045801526717,0.024729846362215837,-0.027584469778401868,0.07088221450635984,0.38403608750409485,-0.024166823217780246,0.07822633139549008,0.007018616792533281,-0.011983830514597957
ENS_nnls_vs_LP_everything,LP_everything,ENS_nnls,shape_mae,-0.008867379074156271,-0.024576308051362187,0.00316140822873692,0.9222155568886222,61,131,79,5000,-0.016202474264375342,34,0.21374045801526717,0.006596401687796838,-0.021999806039011097,0.004265047890698552,0.1827561355583499,-0.024517918336132618,0.003189858987364028,-0.0040106159912038294,0.0025710154164887257
