arm,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,split_seed,nn_lt_0_4__macro_mae,nn_lt_0_6__macro_mae
LP_everything,1.0346948627351171,0.9104814461100306,0.4910568508108329,0.203549214236334,1.0598309130649421,1.2120414027522395,0.1844096281327573,0.5180040494997565,0.949977147266867,2.085999701579574,0.5021620516876609,0.6397764539755414,0.2608612804878049,0.4727515243902439,0.4880215237318345,5248,152,131,79,6.256051615740402,131,104729,0.9875518081081536,1.119903540082374
MET_physical,1.0077904488007527,0.8689930662360649,0.498858484427985,0.1820657130423281,1.024315296796521,1.1769264328772222,0.22738010200633285,0.47747261079384484,0.907061007922608,2.010787763858658,0.49608636124537686,0.6312296601484934,0.27458079268292684,0.4809451219512195,0.48125405794039683,5248,152,131,79,6.256051615740402,131,104729,0.8885868855410424,1.0966040539057844
MET_all,1.0201783807535416,0.8785217791045042,0.5040742644071031,0.17998477118359635,1.0368176927505974,1.1989662982305898,0.19009794668660362,0.5002578825867766,0.8777472060311142,2.076940277217354,0.47505673425746486,0.6344913637082095,0.2741996951219512,0.4801829268292683,0.46847699293819256,5248,152,131,79,6.256051615740402,131,104729,0.8861192149184025,1.1248605549751087
MET_continuous_physical,1.023994487251824,0.8846876362538689,0.501367205957602,0.17354582629560988,1.041731780421575,1.1935615596845763,0.2036665548109885,0.4877519003556079,0.9028080756764283,2.070841822513988,0.4714330009205402,0.6284410920217014,0.2684832317073171,0.4817073170731707,0.48574191089224256,5248,152,131,79,6.256051615740402,131,104729,0.8966410080564818,1.1300849720665964
LP_ecfp_ligphys,1.0163857287102982,0.8874205739496808,0.4989043882800474,0.1737931713919746,1.0353951438491436,1.179983388523698,0.2192040137001372,0.477714772065307,0.9430024145937763,2.038285816718588,0.46817242440912926,0.625692300767589,0.2774390243902439,0.4838033536585366,0.470641187274598,5248,152,131,79,6.256051615740402,131,104729,0.8989249798523848,1.1199885935087004
MET_continuous,1.0200125616804903,0.8847024896605877,0.5024538765344,0.1653523274622244,1.0373861117231578,1.194440504525882,0.1984492881548926,0.4860407138823073,0.9157310864198176,2.0471113927711846,0.476383109179813,0.6222003100502549,0.2783917682926829,0.4803734756097561,0.47064116430566605,5248,152,131,79,6.256051615740402,131,104729,0.8807111769993646,1.1253223360822922
ENS_mean,1.0134239488344365,0.8804109342432747,0.496953954455289,0.18720730801760033,1.031524507348576,1.1862540413582563,0.21254752178701308,0.4905377952913371,0.9213540288256008,2.0420742537887633,0.4980551970007895,0.634224439957334,0.2738185975609756,0.48227896341463417,0.46920566582591755,5248,152,131,79,6.256051615740402,131,104729,0.9006072699860601,1.1121597396668328
ENS_inverse_mae,1.0133756907794171,0.8804057228810889,0.496969945642596,0.1873423600337708,1.0314921339720284,1.1864485431477882,0.21232783727791538,0.4907645136908708,0.9212585587275555,2.0417677836851134,0.49852826286007595,0.6342547959917474,0.2734375,0.48227896341463417,0.46907664168129415,5248,152,131,79,6.256051615740402,131,104729,0.9005017869172199,1.112056713703526
ENS_nnls,1.010342056960177,0.8825723435371957,0.49765814279290543,0.19889410110972716,1.0301256557129645,1.2127518433934164,0.1820631948519026,0.5165776630120223,0.9540249999222367,2.0210235434840738,0.49861108195098547,0.6380341222762002,0.2681021341463415,0.4657012195121951,0.4653257451220687,5248,152,131,79,6.256051615740402,131,104729,0.897320461235648,1.0963730651096801
LP_everything,0.9727179464739089,0.8008442147787619,0.5082801280640263,0.21299966550562566,0.9948958277207991,1.102657555891573,0.3115742468087688,0.4357463939823025,0.9027665036826609,1.9044802339415536,0.47689721876092284,0.639589083970025,0.28277439024390244,0.5255335365853658,0.5030372680881383,5248,152,131,79,6.256051615740402,131,130363,0.8055517559613904,1.0237210192569308
MET_physical,1.0092393298161528,0.83770637703412,0.512543005725104,0.14205273192807855,1.0203861702642139,1.12520672048026,0.26884551323576544,0.420827435658992,0.9025984188603791,2.0064413698948207,0.41452288872231013,0.6143396672769277,0.2884908536585366,0.5112423780487805,0.5378372146608088,5248,152,131,79,6.256051615740402,131,130363,0.831584737734285,1.093402047207915
MET_all,1.0069311074147558,0.8347342579409572,0.512734537441839,0.14487006759173182,1.0187034521061562,1.112564692412405,0.28643434168291093,0.4085000632599557,0.9134981005933283,2.002940706938334,0.40440675537690457,0.6167477382137463,0.2932545731707317,0.5135289634146342,0.5459426470528463,5248,152,131,79,6.256051615740402,131,130363,0.7937801380702156,1.08573173250334
MET_continuous_physical,1.0090708539952176,0.8392347789895565,0.5143837816820893,0.14124429143920791,1.0198875506855887,1.116905921651608,0.27925633187847,0.4119079127622855,0.9063886894034827,2.0144151151639553,0.4143601961807137,0.6163075757147538,0.28715701219512196,0.514672256097561,0.5446425572704444,5248,152,131,79,6.256051615740402,131,130363,0.8029099100003758,1.094356569535332
