arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds,macro_curve_spearman
M_SELECTED,0.4785488762506082,0.009922434952286377,0.5255932578718765,0.18431364492685828,0.6205533487977782,0.7653577018933373,0.504146038804178,0.46438166753816595,0.16228587946922998,0.6865117457635466,0.8594240514151527,90,83,88,86,5,0.5288943091399775
C_DIRECT_ROW,0.48766124353650087,0.013816165931462981,0.5304112319582638,0.18441145302412673,0.6374369352279989,0.7333351404737777,0.4762383855922322,0.48473546838843284,0.16146123082020655,0.7297833737231706,0.8528982820417748,90,83,88,86,5,0.45575031043162734
