record,arm,job,fold_id,fold_hash,digest,steps,parquet_sha256
B6/V5__strict_exact/s104729/Am(III)__1bf1228273.json,B6,fit:B6:V5__strict_exact:s104729,Am(III)__1bf1228273,68fe143910671684e3804c487cafe59437b786e30a4aa9f4acd96b7cd3837301,d3082911c7a63da787db7c5ebb504682b79e440b2effcc8ad5c3f82747c2de6c,"intervals,point",0d48ac8bbede3cd99014a25777270250124e33cbfe7c2edcfa47b74820fc842e
B6/V5__strict_exact/s104729/Am(III)__8e1bd18b78.json,B6,fit:B6:V5__strict_exact:s104729,Am(III)__8e1bd18b78,838fbd3126e0ecd04e2b102cb99453713500939035ad1193e997472c00d979ec,a3e7e4ba833ac87a148b08007d2eb0cb7a017c9a64b665945be6b4caff8a7e28,"intervals,point",8b923199ef43b5955fa2c474419f19a333ebaed16db0fb964eddca15c7a2afeb
B6/V5__strict_exact/s104729/Am(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Am(III)__a9ed8f70c7,147c1b78aebafdce7d82c752782ae83890b33f761e43c6f65946c9b03f031f2a,cf413f3f937a6634fe340bcb2868d7628e00cb1126f28a146fa21083a9fa3d6f,"intervals,point",42973e0f926c4ea0a20aa8d45b17023d4ce492f03d9636f63d79c01fc7a6dc95
B6/V5__strict_exact/s104729/Am(III)__f2281f47eb.json,B6,fit:B6:V5__strict_exact:s104729,Am(III)__f2281f47eb,cdf92ce923a199c923b1d88e566cbc986a81fe44543889e0dd9330313b2c4b66,267b573ba7f6f74dc86c8481af8c8428bc926a33c7a1cf24d3e60e4035d16ddb,"intervals,point",d40fca64390642aea382827e90ff7ee5960d304e1fc4f9aa08db7d20092f900f
B6/V5__strict_exact/s104729/Ce(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,Ce(III)__a13e6546cf,cfd515d2d28fc5506d3647c5cc897242179a1bb5481f3db13ab6a8c3266042a1,f90c3e023f9438411d472d5f77f6363e093d54aac9a4657da1016dcc30d6d203,"intervals,point",2d4bc8bfad0d01645ed9c963db7384e51173985c98e07d8c0d73862062ccc5bc
B6/V5__strict_exact/s104729/Ce(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Ce(III)__a9ed8f70c7,58eed0cc647302302a653740efec531ce69517c17128ba1c78117436e871053e,15b1c6ed62a004928c4ba47b5e3b3db56b8ed14ab804ef13cd372865792ac942,"intervals,point",91bc7d7d28f91dc6735fbb05d698056eaa4a12038931be07d741a7bc17604453
B6/V5__strict_exact/s104729/Cm(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Cm(III)__a9ed8f70c7,6f9f903ce4a2186cb26c1065482a6c6beec8b7cfe1633e400eb3ff4b353ad653,c753c3dbb97a0971aba0232e78cc15569491a92b2654fe2c5cd0d7de2d675c1c,"intervals,point",b24dc41c73ffe027ee701bd6c3fedb0d300e0f39d66482d54fa063522bce3aea
B6/V5__strict_exact/s104729/Dy(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,Dy(III)__a13e6546cf,2c16be260491d04ddfa3666f2e81b528e2903ff4947d280b3700ebdd8b34eda4,29b7e93ea3bd06333e2d351a0dc99aeb7a22135b53258c936c65397c842f60d8,"intervals,point",dd24b4ae62849caf1dd5422e7a3763801e70f46b1e9e3a834f00b7e4cc604ec7
B6/V5__strict_exact/s104729/Dy(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Dy(III)__a9ed8f70c7,0d2ab1daa389e2001490633612b64875140deb2098936a5c3125f39afbb46c97,a67039a1fcd96aabff06ec745650be7625e757a39f4fc5f52d601c5c510111b2,"intervals,point",099ba8f88abd26bd02ad61d440d67670306cefbb6a5b8e563a1264fe91bc9277
B6/V5__strict_exact/s104729/Er(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,Er(III)__a13e6546cf,23303a8feb7f50940720d66b21b2c7e43c697ec1474046125597b663c93aad13,babe8e2aeb1c8036eb124879e96b493cf1a76b3a257f51289ee5c8cb710bc2ee,"intervals,point",2ca800af9884b50adbc2a5c652f93a15d859116ccf155a3e2c9d55b445cc9b12
B6/V5__strict_exact/s104729/Er(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Er(III)__a9ed8f70c7,6090cfa2dcf57a69ded34b261689880351a174b5dcf4e69ab625031fabd3fa7b,9e9e0774e2be018d3ae12882670f677ad4c973a4eab5af2059a2b7279c1aae50,"intervals,point",df879a6b4a023168f1a144ccee73cb8cb716ae661198efc39f9fb146c18484ae
B6/V5__strict_exact/s104729/Eu(III)__5a76327cbd.json,B6,fit:B6:V5__strict_exact:s104729,Eu(III)__5a76327cbd,07293ee103bda690e65317a827847690d10f2786552c794f9ed463f7367fabb3,61e03344561606deea15baf27ff09c50fcecf43a8d140c3910673aca1cc8c916,"intervals,point",dd49af98fdc8a021e0fd44bf07906044590e022d7c6f19d6ef74231a60dbe352
B6/V5__strict_exact/s104729/Eu(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,Eu(III)__a13e6546cf,17c74befc3f6e2b8af65325489eac3d106a5138f764c5783cb998580aa6f0a64,e056cc3544d506c1cbb06c18752be8551cd4108db663eb3193e3d0db389e66f7,"intervals,point",719e38682f8516a3a52be806ffb76e66942e6aa514f9b09570b321b126115e99
B6/V5__strict_exact/s104729/Eu(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Eu(III)__a9ed8f70c7,51355fe4d66e9c7ed1f4da7783c4cd186ebbd9000d580ffb822ba98d28222a9f,233a7c02fa3d3c77f51da8d4bba1bc58a496e0384dc670e0609b1484cd996d52,"intervals,point",abb60bdef159f40012446e577ca77cd15aa38ac0d31770fdedb368f0401cb273
B6/V5__strict_exact/s104729/Eu(III)__fab2c8c09b.json,B6,fit:B6:V5__strict_exact:s104729,Eu(III)__fab2c8c09b,f1efbca40480d9ed3de029654d70dc736c4ed1a7f16d040b306a46fac9a2a041,e0cd40d14be81f8ea3161c1bf3a231118760b2853f902b3928ca2fbff1e5eeee,"intervals,point",aee654b8cf3bd8977c8700082817b18962b9ac28895fa340b2aac8f2f5e078cf
B6/V5__strict_exact/s104729/Gd(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,Gd(III)__a13e6546cf,d1ab3852abf37bc5cb3f1fbef31150a4672648140458c920842c1c45a079544c,419402b6c80923f12abfaaa03e9480afe8b1fbb4f61d443f4b3e0a79dbe8bb9e,"intervals,point",74efc2bc57e045b0f7c7353bb2e034b915cdefffd4e9c5e248af2354b00d71bf
B6/V5__strict_exact/s104729/Gd(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Gd(III)__a9ed8f70c7,cde599e7d91e7d78c1337cd42b5afb36072c2c012084dbb00c81691311cbd7c3,9c8ec93694b3512adc951d9348e6d595ea078ac0b33888e417c44d29d3649922,"intervals,point",32dba72b3418b389b6d3d263fe449070a1faf3b34f1183f2e0c99a8d8dcd20bd
B6/V5__strict_exact/s104729/Ho(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,Ho(III)__a13e6546cf,cf88e618986d7e8b15b39b349ac20b2ef9e58ca5a68acb79c05571962e55032b,38ba5c8957045a9347a9528c88c969f208ef72edd5e33b99c9e0096264ce6159,"intervals,point",720f8a3358f48cf2b8545fa6dcf5cf68074b2a9b87388434a0a8ebabc19fecb0
B6/V5__strict_exact/s104729/Ho(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Ho(III)__a9ed8f70c7,dba579de560afc7874d4b9e3ec1cbef31198e6ad91f6a003a39264758566bac2,103e99e3a9237be0f1030816d2e47ce3515969425076192204d98782806b3efb,"intervals,point",8ef643c27fb9d2c0bb41fb8228a239d0e3be02a0303c71f5a032921f53d1f70f
B6/V5__strict_exact/s104729/La(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,La(III)__a13e6546cf,8c5141a0e713ca77fcdd8937d0505d7d1bbf22ebd36b2b2285c19b61dcaed1ad,44d3f99aa4c5cc56d77a89be39165fb88c7ab16834fe92f4ede45c46d1c2bf47,"intervals,point",0bbf11ef4b76492bed5ec4db79e4d7693fe1740d0dfd4c40303348354635fbee
B6/V5__strict_exact/s104729/La(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,La(III)__a9ed8f70c7,d2227971a88246ffe3d6800c35adbbb4c5d80ab98f04aec409eabe304f9907d0,1d518333e37fabd439edd17c756a6cde372678e469fad83d198126bd980af479,"intervals,point",df718804ec3857cc6ed343db62d7cce910da28b53857f5d84e8d506d4be2afc2
B6/V5__strict_exact/s104729/Lu(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,Lu(III)__a13e6546cf,f7e782e434a560969324a3b6f95af615bc68ddb73caa1952d291f5f9e190ea81,a9d9e05fd7b2a7db7067e51c0c1de71ff0b4ff0c04b1c8589ef91313e4a4a589,"intervals,point",8f7bd5b5e8e6d3f8f142cd33ca241d0cb3039d7aeabf55efe8fbd33b01934fc1
B6/V5__strict_exact/s104729/Lu(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Lu(III)__a9ed8f70c7,7549a2084d8783c0657e9f2cd8172c0573e766f88a379e632170beb8f6711ba1,cb9c9688e3bdba46630f054759f700d07be43c9c7d9f590df0ac0ad868bb7f59,"intervals,point",7b63e49774d79326c0271889960be924a00eee70f3b6345d0427b90cf3282155
B6/V5__strict_exact/s104729/Np(IV)__f2281f47eb.json,B6,fit:B6:V5__strict_exact:s104729,Np(IV)__f2281f47eb,89d807c413e57c2a9f52b311c6e2ba94e2ae1b4e4cf4e659346938fd00b4fb15,bed2fae7980232d06f78af93b414cfcc15593bd650c86075f8e354d01b57e6aa,"intervals,point",8adda63b03e56f7906a1943dd9efb82f886eb1fe920df57bdb4b1c34b430855e
B6/V5__strict_exact/s104729/Pu(III)__f2281f47eb.json,B6,fit:B6:V5__strict_exact:s104729,Pu(III)__f2281f47eb,71a44ff5a0e7929cb6014b1ad7a65b5cfec0917cc634b64c69d11f646af37b79,198e693bc9946de4f3d0feb0b2339248318e0651c42516bb87698c245ab0163a,"intervals,point",d5d2988d4db0ac544bb3d3cc2ea0551fd705ed2732fee6c51f1daf5a5a4c5c2e
B6/V5__strict_exact/s104729/Pu(IV)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Pu(IV)__a9ed8f70c7,5a839da54ddcf394d3765a2bd590f277af0e4dad47e01167b7fefa43f06a31c1,e917a0eec2f6f5df34fa21783b1843c8f1f279e81ddf09cf7b23233c55769f16,"intervals,point",a1316a91fd7107aee9a0e0ef6e66b6b30b2cd1dfc3fd06e6162426864fa6e5b9
B6/V5__strict_exact/s104729/Pu(IV)__f2281f47eb.json,B6,fit:B6:V5__strict_exact:s104729,Pu(IV)__f2281f47eb,867341b5effdc5c00e3578b6e71e927bd74f43e86b9aa54ef2ad00ea2d4012a9,7f6634e8e29c5afdfc45b973140ca971b74455bb3dea2d04c8ebc30213561b1b,"intervals,point",963185796e996697d99e6bc14b4f1d01b6b6a9258065bb83593d996ca04fd113
B6/V5__strict_exact/s104729/Sm(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,Sm(III)__a13e6546cf,d7093bed76b637ec0b7743420e8b103279cc502566d8b6636e996464bb130cd5,b80ad84dec5fd916d3e3919960d6a204691238eae38574d0c5e1c3f61645a6bd,"intervals,point",dae0947db1ceff2a2221e66b6a276663495a917e8d4ca9cb7a2c70dd1f496162
B6/V5__strict_exact/s104729/Sm(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Sm(III)__a9ed8f70c7,05bb3fe1be9ae4794a0c1fa461df82559ede28ae6204933fcb044aceaee6c9ca,f299a651ef2fd2860e7adddc94a022bcdebd88e4d3c6bff4364900668e80e89d,"intervals,point",cbd9c5fc75062751455214d8ba6f7a66594e199669e1cd968fda0eada58142e4
B6/V5__strict_exact/s104729/Tb(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,Tb(III)__a13e6546cf,4ce11bba21a06f20f01e122036a0c4027f5b58ed8e359173116fa9371e7280c8,f981760fc7b601a0b37a45bf8ed9a60b3797deb173e3abd495779bc25712ffc9,"intervals,point",eb81f7c380171c03f776cedd04006e978bdf99b74afabcd1ca3ab4b1dcba85f5
B6/V5__strict_exact/s104729/Tb(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Tb(III)__a9ed8f70c7,0fc12e138e61c8fa1533be9405e682805c60f8160a566fba7820f09b2e1b1063,23fbc0a26c96f3a2511772b7ce36cee412fbbc528b4d6d9200a81b67cead0e5d,"intervals,point",71e47fa9e56433f42815df83a06762d3137c6ceccb02ced351cdb9f24c8a8da4
B6/V5__strict_exact/s104729/Th(IV)__1bf1228273.json,B6,fit:B6:V5__strict_exact:s104729,Th(IV)__1bf1228273,e1ce89ce4ca5541c64a5656a0f93e36e2427ae3b9a435fc3691207b4e97b9c5d,b6617dd2c82c7cc89f59ac163bdb10d2dc03bf7d8f8df8af2bab92d182085244,"intervals,point",81e174bbe3a5f199f95a9d7ba8274f14416cc8adba8bbc95b4f89ebb0a59ba58
B6/V5__strict_exact/s104729/Th(IV)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Th(IV)__a9ed8f70c7,ffaa1ccfdfaf0bc55582a0794286f75afa522a3e74760cfb08c9b5a5a11d50bd,8eaf2bc1b9a46ddc7d84f3caf0675a3acc9168ac828fff6761e7fbf0bb35eb36,"intervals,point",d1aa9efddcd348252c3f53364d70889817257e478b0e9c808a9b81aa427c21de
B6/V5__strict_exact/s104729/Th(IV)__f2281f47eb.json,B6,fit:B6:V5__strict_exact:s104729,Th(IV)__f2281f47eb,4de78d1aec52ec170313176ae8d0612ac2a63440d94bdfd8c02a7c15e1cd094f,9d32f1b25243274b0dd0860b498dd3c1b6e7c36c14fa718409cfd86d9b625d07,"intervals,point",b4060d242598922d8240bb67a8eed3e4e114f486da6bf8e87ba2a02054cc2cfc
B6/V5__strict_exact/s104729/Tm(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Tm(III)__a9ed8f70c7,25a048483900e3834ab6145f4c1c6d1588fb3ffe731ccfceaf0ce9dadce690a2,b7b304e9bcd811416f52bc059100ac231ecc19e7675c67bf63978519c00d6450,"intervals,point",eac5c1a52a55301e12946eccf766fb6776ddd61cffce18f5b8c2bcd43359aaa5
B6/V5__strict_exact/s104729/U(VI)__1bf1228273.json,B6,fit:B6:V5__strict_exact:s104729,U(VI)__1bf1228273,18be0ac9a431f75db06572e2ee3f24a71e29fb785224c5f7581f77fceb4afe6c,9e624fd4c7fde9bcd09d06c8efa557eebaccca5de3d26f0411bae015760e0db0,"intervals,point",66e76cf62e947ba4a4e6d564387fea2b6276c4db9fef9c2104d3acdd7adecda0
B6/V5__strict_exact/s104729/U(VI)__a7d465c461.json,B6,fit:B6:V5__strict_exact:s104729,U(VI)__a7d465c461,94f843a9c9ea33f7503ce8a86799696fa7b86ac8c3c8436ce300a909a4fc58a2,255715bac9b791336c09c5dbb16a6648b88f323b278ec6238a0dd75151406bc2,"intervals,point",f558fd14219f83d48a134d50cc2468cf03e3720da6c7c991eb92f61d1745a0e2
B6/V5__strict_exact/s104729/U(VI)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,U(VI)__a9ed8f70c7,5efe51f75f3738e4d1ababee8952395196b60395181cbcb10a13e1f6f9c443c3,2a9e6e0bcc8e80a171fc470f153e44ec97dee3090dd4865b223d4cc12370ec6e,"intervals,point",84a078e47c4e0025b9d94d6159b0869be0bd7e7c9375955b4f98ac25aa1df756
B6/V5__strict_exact/s104729/U(VI)__f2281f47eb.json,B6,fit:B6:V5__strict_exact:s104729,U(VI)__f2281f47eb,7c885c4dfba554adb1bca219afca6da0a007e2484c770b5d05a24be71e0c60bd,d3649d11bc24e15b9ed9cc59920529ebe2683d558afe86d6c1a1f668e8913a89,"intervals,point",6ffea8ffd103a0c1b14773a54069ec143f12df399371512e1e94196ffddaaac7
B6/V5__strict_exact/s104729/Yb(III)__a13e6546cf.json,B6,fit:B6:V5__strict_exact:s104729,Yb(III)__a13e6546cf,30b7aaa44899ad9d522b5d1ea1e940409750b3b7c743838fbdddfbd9888dcad8,b1eea2f9d432a43c27d9e775afab48f9b584410207f87479f7ae50cc5315f07f,"intervals,point",7d9c6a47d747ef8a551774bbd5cafb9f56f6d63eeb09e2ac1b0bedfbbb408c72
B6/V5__strict_exact/s104729/Yb(III)__a9ed8f70c7.json,B6,fit:B6:V5__strict_exact:s104729,Yb(III)__a9ed8f70c7,0cf39ad36e5b3c3a552207467ef5c334579a4d69236d414f0d5e0d748c1846f6,4d6206863abfee3410a0d49ffeae6bf7b634f93e9a82b0d70a967929e2c9a420,"intervals,point",29e35bff667859dca2da3ce6c4fd562c7245886461ccb2b69db1293156fbe15f
B6r0/V1__copy_exact/s104729/pub_0884e38fbe.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_0884e38fbe,75e1283a66e4aae41df145956c62cf72e4cf8c5be633c193d77f23a853b500bf,f058361509e2fc894c4cf72a9eb61b70096534d9b746941283032621d53abc83,"intervals,point",3feabd544929d453b03ea73acfd7f5bce11b44c9c9dc1731a875c3bf30026930
B6r0/V1__copy_exact/s104729/pub_0a8da089ad.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_0a8da089ad,394c1ef3b4c8bf04f83306c6ee7f806982e44a3dbc2a2e86c1694844cd23a8e7,d9feb67794225963f5f46bf6441b899848af5e0fad5fd44cf6eb83fff7137ac6,"intervals,point",cd9221a1ec2c7c64564f82ed1b9b28c44de633baadf36052e2bf2fcd08f1baf0
B6r0/V1__copy_exact/s104729/pub_0af6736cb1.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_0af6736cb1,c4838c4537aa7a380a6c0b8eef1ca110d37bb26d592c8a740556a061215a9b64,19a0c9b62459c610e6111ee3a74e409ece4703bb956d234523faf51caaa23af5,"intervals,point",85be6c6175946369d035ccfffac586a1073e2fe3cb978aac9fbf01f627a30b8c
B6r0/V1__copy_exact/s104729/pub_0d412f4721.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_0d412f4721,a73b14367dfaf713201be28bef04b85bb258ea067beba7901ce4064d5877c6f9,28189b20780616a476ec00655cbb6c0356a67ad00de37e673fcc15a51ea07fef,"intervals,point",525a883b3d421ad4e131816dccc22f8dfa5a4b3258ed2a87e1d88981dcf08d01
B6r0/V1__copy_exact/s104729/pub_0ddbd861aa.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_0ddbd861aa,1400b0748addd69d4e2095c187207c38c1712e9aedaf522dab9365d8fd71c32d,84c338edb98bbae5e5c44d1c4eac555071b27cb39d2bc08f44cf381c66e92263,"intervals,point",b7f6f1fa5515b5da800372a3fdd9d728cff9ac733f5c0f14644b557cf319d0c9
B6r0/V1__copy_exact/s104729/pub_19783c039b.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_19783c039b,97de83a96df591b36c6ac4cb306b66adcd26b9c64948a3264bc2c99ec0cb6280,dad87a9cee7bc65a9f401c2191b310baf5fb80df4baf5149d8f0a95c41eded12,"intervals,point",2907d51fcfd8cff26c88d27427464774a6791f2c4d87a8dde7173566d0901084
B6r0/V1__copy_exact/s104729/pub_1bd76c48d9.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_1bd76c48d9,36d593d7aa25ecfe9834ca19eaeb11749e95dc7575e0c9b2d8a81b361496cb95,35fedfa433d8d327eef53fb4c3680608157ba108a8746d6c24a13e4ce4cc80ee,"intervals,point",e4af85d561a71d861ded365b141e25092af3777edde1653acffbd591f46d4892
B6r0/V1__copy_exact/s104729/pub_22a136e9b9.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_22a136e9b9,b1c8742688cc675c1b3281a792a564ca33747d2fc2a32b8aa80fded09c03743d,56d4137d6c570e491a9c674e496e4093c22a71af5e5460eb30b2f75554f62f5e,"intervals,point",735fa298febea7ef810d73d644fa4beffaffa5c6397d5948304c28808413478e
B6r0/V1__copy_exact/s104729/pub_2319535dff.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_2319535dff,0236050033b1f0a77054b1d5a8dec968a0922bb6f3c791d0706c527a81890127,370ac90ce5ca51c9c609aadeec94a354f237c54ecb7c2fd773e7e12657645e8f,"intervals,point",80a8cbd4aa6fbba616b343dff1ad62b0df00b805dfc6d951977c653d42d29aaa
B6r0/V1__copy_exact/s104729/pub_2c76a46f18.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_2c76a46f18,ac5c23a6f4aada351f3cbfcd7c4047023239f71b275fa2d92ec142363d250ba5,6450b18c6de0dc7b0a4b323fb6e23fdc9ca48e151cbd614010eff82bf4772080,"intervals,point",0bfa567bd7edb5e0980a68aafb3e7cbf8bc8099b271cd7f8ae0d114d9b7fe24f
B6r0/V1__copy_exact/s104729/pub_2e9f2dbea9.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_2e9f2dbea9,4763f4bbaf185797dbf09422accfb7325e8a00cbafd2815364d0e2da866fc2fb,75b52adfe4e6e70704a4ccf721517a3c3cf7dbf66ede6e1a1507bc392b200104,"intervals,point",ba2e1ef4f7fd471233fd9c972d761e5f1889df99c94de4918e0f1df17738aaac
B6r0/V1__copy_exact/s104729/pub_37086f6378.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_37086f6378,36167e3102531293e50ca9d7e1785c77f719574178e385daa3f54571e6b8615c,52c21d6b507bd6a0539738f7c025d14ded0d118c1aadea512bf86a96660e6259,"intervals,point",ae43c0fc33aac9ffe68707df185ff4103cc0c58ba3024c58bbddac17a7da5afe
B6r0/V1__copy_exact/s104729/pub_3f3b6220e0.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_3f3b6220e0,e4fb4f20fc7c829a594e78d0c87b4d74f9daca04eb1ca3c162415c672b4740b6,5c64aaadab39689c1f15ab02e7e027ef5f56069adcd95bbb685dc17fcf3f3e95,"intervals,point",f5154c5c4ef826d034fc520108445a585139cfc20a32fc6c9ebd53042329b2e1
B6r0/V1__copy_exact/s104729/pub_44555064e1.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_44555064e1,cd40e311a7f3ea978ce5774cb729e888edee1eecb91a8fe993e6ad1617be2a52,cc72fa8b15f04dba310dcb719f3b56857a6c7b5eba3e3c5046e186124d7497cd,"intervals,point",44ebce2cc927b07f5cddde49ada54faf81b271fcaac512214cf02ed1bc4fc768
B6r0/V1__copy_exact/s104729/pub_45b8fb22e7.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_45b8fb22e7,028b11e06565d2c3cf4305dd8d506d8dfe506e4e026fb4d9c7271e719e251050,ca7e9d14b6f3d42b7555252403a9ac6b92dab377fa452652d6a6161d66055a60,"intervals,point",992d92fcd3d5692e1baa8f88f5892a0605ad290b101d53ffaf30b9db8c456cce
B6r0/V1__copy_exact/s104729/pub_4a1871d85d.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_4a1871d85d,0287b789e3480f08cc9cac7de39dd443c714fb8a165b1e2d5467398f41df7cb6,4476f3ea76c0a6738bdcb72d19969687017bfe16dee6ea3b5f56b63356cebb5c,"intervals,point",82bdc1781fceb934800e731d6f2ce74866c0859781e647870ddc9b922b482252
B6r0/V1__copy_exact/s104729/pub_4cba27f5f3.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_4cba27f5f3,0949ec6a3619db0dffda1d681d25d31a0d46471c6f0edde284610df921dcce89,eaebc8aa7ee8c5c45d9cf62522c8105c5bc07f0a1628dc63325891b944b5c105,"intervals,point",0f5a63c4bc504986f47b2c719e293577db6ad9c087b56ee09c83b72bf57c51d3
B6r0/V1__copy_exact/s104729/pub_5472c4b438.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_5472c4b438,a5bfbc10490a0d7c7acc88d4dc61499b8e2492b4130b478fb1bdf3a9e20dfd48,6fb3bfd310ed415ac4aeebb8eda414c2bf7b74afd6de55fe713045c7b2ecf9a0,"intervals,point",de0200c39d1c5ab0cc9a8d1c7b9dc87efaa00b8c17d6ad5b8b45fa65010f0712
B6r0/V1__copy_exact/s104729/pub_6b0ea2ccc9.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_6b0ea2ccc9,8491042a5f85ee449d3f4b65c38721f749bf562ba3048e8919fc4ed69ad26f2f,ab203c29a2f0a2f26ae012f050928199198b22f799b32de7ec302c31d7476e86,"intervals,point",68c0616b8387cad2c731d72c44964528eeeb980777e166c87609764c62ebdbff
B6r0/V1__copy_exact/s104729/pub_74428aeab2.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_74428aeab2,cc918fda0e6fab1efd36ccb3d75fb0431ce55d769060fecf45c461c598f85189,989b7801a9a2bd1f9fa9cd7905de6441804fedf7ab894462562dcce66ef87e71,"intervals,point",9edc8428c6b33bd830b3aba57b46c3802ad5c990abccd8ee39d3c6b87a67ccb2
B6r0/V1__copy_exact/s104729/pub_8415538291.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_8415538291,30d1e679123c73d83c4a9efddd3d419aa866470d71ada8df398bf4e72ca4b0bd,d4e663429deb5188e3bd93bace54e41f2e033f50047a2944508023a6d7e021a3,"intervals,point",31dba1b9cfd88e98c44ef568c6883c6a5ab08f1d77db3bdf2123c9a92d9c373b
B6r0/V1__copy_exact/s104729/pub_8a081dc888.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_8a081dc888,b48f73dcae7289fa4b761d60959e62b181fc764667bd0a42087b69f78a096a4c,26784fcd39ead7d0c16212e5d15e5d0d8ea14c6d59158be8c711433f7d8405f9,"intervals,point",c96dd375c9eaaa540c3149033528eabac21b42e3dcc49f686cf65e5df1e18766
B6r0/V1__copy_exact/s104729/pub_8dafaf94bc.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_8dafaf94bc,93871b06eb3344c22e5bc25d9e392ee4721e933dad7631840c001c7587bb4311,ea6f81f7fb65cebc89d5120046310ebbeba829101f3c52fcfdab35892176c01d,"intervals,point",ccb82faee3f3b55a3f6f408d0dbfe858ebf56fdf62df66baad97a926c805170b
B6r0/V1__copy_exact/s104729/pub_917a4583d4.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_917a4583d4,34a43e2e9d00b007d4914e929bb1236ff47f720ae48518f3d1f82dd0d6f19d90,5ef10d42ba627ceebdf7d89c475b15bb1162dc5cbf94df5da18329ade851979b,"intervals,point",1807c38ef2096310d15095d8863ace53135569120d7c30c00ccba49128e4c8c1
B6r0/V1__copy_exact/s104729/pub_92fd5bea1e.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_92fd5bea1e,1db75e4894031a5ae093f54c545735d20d73f83a6215d81ee4dc585540e72b1d,4380588f0a85466e6b5ccacf71a2f2659d816b6a7be31762fc153387d0234cff,"intervals,point",451502971d6cfc9a08314752d2cdf8a474dd55d68f47da312ae253bf519484fd
B6r0/V1__copy_exact/s104729/pub_97510df3a0.json,B6r0,fit:B6:V1__copy_exact:s104729,pub_97510df3a0,1be79d8598b00bfe9b4a07e4eae8b437d0e335c256626a81d9390c9ca74ffa6f,faaf14ab89ea4b45664cd29f243cad0cc56b8f89f27fbcf3c1fe2ab75bb8ac33,"intervals,point",998d2e3dab8c85f99424e5ecb8b5c589090a2e09b8d5567a61ba2e683556466b
