split_seed,policy,budget,budget_rows,draw,feature_set,n_folds,train_rows_total,train_rows_mean,train_extractants_mean,train_ecfp_clusters_mean,train_superclusters_mean,train_largest_extractant_share_mean,budget_met_all_folds,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_macro_units,n_eff_pooled_rows,hard_own_train_nn0.4__macro_mae,hard_own_train_nn0.4__offset_mae,hard_own_train_nn0.4__shape_mae,hard_own_train_nn0.4__macro_mae_ligand,hard_own_train_nn0.4__n_rows,hard_own_train_nn0.4__n_ligands,hard_own_train_nn0.4__n_ecfp_clusters,hard_own_train_nn0.4__n_superclusters,hard_own_train_nn0.6__macro_mae,hard_own_train_nn0.6__offset_mae,hard_own_train_nn0.6__shape_mae,hard_own_train_nn0.6__macro_mae_ligand,hard_own_train_nn0.6__n_rows,hard_own_train_nn0.6__n_ligands,hard_own_train_nn0.6__n_ecfp_clusters,hard_own_train_nn0.6__n_superclusters,hard_vs_BASEtrain_nn0.4__macro_mae,hard_vs_BASEtrain_nn0.4__offset_mae,hard_vs_BASEtrain_nn0.4__shape_mae,hard_vs_BASEtrain_nn0.4__macro_mae_ligand,hard_vs_BASEtrain_nn0.4__n_rows,hard_vs_BASEtrain_nn0.4__n_ligands,hard_vs_BASEtrain_nn0.4__n_ecfp_clusters,hard_vs_BASEtrain_nn0.4__n_superclusters,hard_vs_BASEtrain_nn0.6__macro_mae,hard_vs_BASEtrain_nn0.6__offset_mae,hard_vs_BASEtrain_nn0.6__shape_mae,hard_vs_BASEtrain_nn0.6__macro_mae_ligand,hard_vs_BASEtrain_nn0.6__n_rows,hard_vs_BASEtrain_nn0.6__n_ligands,hard_vs_BASEtrain_nn0.6__n_ecfp_clusters,hard_vs_BASEtrain_nn0.6__n_superclusters
104729,depth,250,250.0,0,MC_lig2d_ext_massaction,5,1250,250.0,1.2,1.2,1.2,0.984,True,2.0271989407286655,1.9639589928633925,0.6448403795216777,0.1197394246631509,2.049567323221822,2.1064290244377695,-1.1733118949650119,0.8000848399186825,1.9284569258360382,3.6785553867693785,0.24942394148267746,0.6388851379995792,0.11089939024390244,0.22484756097560976,0.6909066333339462,5248,152,131,79,131,6.256051615740402,2.021235517414423,1.9676612251194363,0.6308111563333999,2.0426874964512414,4868,135,116,66,2.0399707295766065,1.9821647860098355,0.6372615428127427,2.0611314496654782,5190,148,127,75,2.176910768276141,2.1026377751888985,0.5733667473770857,2.176910768276141,494,33,33,32,2.11653986335327,2.03689502437627,0.6600152550055545,2.1279052469496214,1942,94,88,57
104729,depth,250,250.0,1,MC_lig2d_ext_massaction,5,1250,250.0,1.2,1.2,1.2,0.984,True,2.0012860419991747,1.9687588255354445,0.6400608923632447,0.0764560279831682,2.038262831278344,2.1984257669314364,-1.3667814125054671,0.8074001419020121,1.9172950216909057,3.6292494543411316,0.21346812862379924,0.6224237932691251,0.11013719512195122,0.21589176829268292,0.7595804466294477,5248,152,131,79,131,6.256051615740402,2.0022362511050353,1.980970561661725,0.624881208105909,2.0374574205314535,4868,135,116,66,2.0134578446386895,1.9846335621346227,0.633660758344046,2.0497069264968233,5190,148,127,75,2.0463869480341406,1.976127528805723,0.6129432247096408,2.04638694803414,494,33,33,32,2.0980816968370504,2.0588502565188698,0.6534839308625873,2.1326774516886404,1942,94,88,57
104729,depth,250,250.0,2,MC_lig2d_ext_massaction,5,1250,250.0,1.2,1.2,1.2,0.984,True,2.0334217938726877,1.990293703797541,0.6460612008853918,0.07735408750628325,2.0690825852865204,2.210342438520301,-1.3743409975221437,0.8082000430884441,1.9072532087283784,3.685596244106412,0.2254778679551922,0.6290304177932419,0.10270579268292683,0.20636432926829268,0.7646299555286971,5248,152,131,79,131,6.256051615740402,2.033371280342084,1.999673036451753,0.6235860464163991,2.0656032527815253,4868,135,116,66,2.0492733419076985,2.006467738923224,0.6381190061545489,2.083648732354776,5190,148,127,75,2.12597239974881,2.067755422920399,0.5708130922710356,2.1259723997488105,494,33,33,32,2.119987920509312,2.06464715272658,0.6441634714209428,2.1534538708375552,1942,94,88,57
104729,depth,500,500.0,0,MC_lig2d_ext_massaction,5,2500,500.0,1.6,1.6,1.6,0.892,True,1.7136202546085448,1.5076538973180664,0.6287715521386957,0.07263642386762847,1.6447818783315369,1.3905488052440387,-0.10509435875576933,0.5858027539938592,1.2838288046870696,3.2928819959834676,0.22844753760074404,0.6041306188758009,0.22084603658536586,0.4378810975609756,0.4823426206759517,5248,152,131,79,131,6.256051615740402,1.840029230111932,1.6670061302281076,0.5950641136806852,1.7823923882649517,1584,98,90,64,1.7381000363682646,1.5284440044206373,0.6242297741394487,1.6652765623598458,4848,143,123,75,2.1918510071291584,2.1146511718450633,0.5505276586619047,2.191851007129159,494,33,33,32,1.7628068317629546,1.6097965846452065,0.6341646551202911,1.7254225581492186,1942,94,88,57
104729,depth,500,500.0,1,MC_lig2d_ext_massaction,5,2500,500.0,1.6,1.6,1.6,0.892,True,1.692454011202304,1.4839268502612861,0.6265453840262828,0.09876021378656374,1.6275463714956386,1.3520085580581547,-0.02993478851068998,0.5680960630126101,1.2554402108983056,3.2224631495173184,0.23731955574254598,0.5978830329656066,0.2223704268292683,0.4338795731707317,0.4892832362302037,5248,152,131,79,131,6.256051615740402,1.8004774846472158,1.6285236086012875,0.595945429376789,1.7462948892606853,1584,98,90,64,1.7126207912174718,1.5028909466284261,0.6201909140368144,1.6444485463568599,4848,143,123,75,2.1540669341697334,2.0849231257879737,0.577558426704045,2.1540669341697334,494,33,33,32,1.745408208791677,1.5890303257303755,0.6395545176119563,1.7097882400707147,1942,94,88,57
104729,depth,500,500.0,2,MC_lig2d_ext_massaction,5,2500,500.0,1.6,1.6,1.6,0.892,True,1.682204838333711,1.4547376931330203,0.6480766244517241,0.05863662236341216,1.6178609360881884,1.336532569163505,-0.015540770853171404,0.5424732722476645,1.2794140493163044,3.2043510842835996,0.21638721606650846,0.5937263497706026,0.23304115853658536,0.4418826219512195,0.5146245182603825,5248,152,131,79,131,6.256051615740402,1.781893623501441,1.5883557784959852,0.6260813986334939,1.731036008576366,1584,98,90,64,1.702495226328534,1.4713123072881051,0.6468533952633118,1.6349385162182792,4848,143,123,75,2.122325834670104,2.0438574768955124,0.600209038841619,2.1223258346701046,494,33,33,32,1.7456236955223294,1.566942768478741,0.6602543073041115,1.7070326741957786,1942,94,88,57
104729,depth,1000,1000.0,0,MC_lig2d_ext_massaction,5,5000,1000.0,5.4,5.4,4.8,0.8460000000000001,True,1.7015408511053638,1.5266970512648494,0.6626876328097918,0.10887133066145016,1.6777401344031346,1.4684634660991944,-0.1906003718054614,0.6305710404128887,1.3527986422015392,3.270845272296411,0.19334497023355776,0.6255368569361969,0.21760670731707318,0.4060594512195122,0.4851117559246894,5248,152,131,79,131,6.256051615740402,1.9666964120644959,1.8660109618012568,0.6319536612576501,1.9753364996599534,1205,72,71,55,1.7866061038745902,1.6350434923673776,0.6648135583509767,1.7731289369655092,2454,122,113,72,2.230744539812457,2.1603667369538475,0.6221443787461922,2.230744539812457,494,33,33,32,1.7578295818152687,1.5792965571379907,0.6703243085547442,1.7164492896446568,1942,94,88,57
104729,depth,1000,1000.0,1,MC_lig2d_ext_massaction,5,5000,1000.0,5.4,5.4,5.2,0.8460000000000001,True,1.691730706398694,1.5390838181615252,0.6417168006800374,0.1391946771139808,1.667952738696269,1.4148125648529102,-0.11022965884916514,0.6173086432815528,1.360049542422104,3.2513973246679715,0.21387919365025282,0.6418631696515023,0.22560975609756098,0.40758384146341464,0.475230642969757,5248,152,131,79,131,6.256051615740402,1.9527371629454104,1.8635151978510756,0.5874033982153873,1.9643598090505099,1138,69,68,54,1.7764603660819607,1.6490897820143116,0.6375791574394255,1.7666873231037137,2440,121,112,72,2.2063269130201255,2.1302144868133035,0.5840431678293279,2.206326913020125,494,33,33,32,1.739424274887735,1.5753326968913899,0.6468699046750549,1.7019695474819962,1942,94,88,57
104729,depth,1000,1000.0,2,MC_lig2d_ext_massaction,5,5000,1000.0,5.4,5.4,4.6,0.8460000000000001,True,1.7082249554902706,1.5349244204534742,0.6698096003046556,0.09227023355491071,1.6850315385320884,1.5260754890759538,-0.2627073266882931,0.6451781046522297,1.38317810677524,3.2562450655891086,0.1817273194031861,0.6186392331856355,0.19588414634146342,0.3881478658536585,0.5187596893767158,5248,152,131,79,131,6.256051615740402,1.9685742046660346,1.8588129625846546,0.6414095423472368,1.9767612474051717,1205,72,71,55,1.7571757809173554,1.6095377968656532,0.6598598014731814,1.7501443658677664,2496,125,116,74,2.2380247536228386,2.1465430177142695,0.6284173873224759,2.238024753622838,494,33,33,32,1.746577381525477,1.5641711362446644,0.6749421764726251,1.7117550615357073,1942,94,88,57
104729,depth,2000,2000.0,0,MC_lig2d_ext_massaction,5,9495,1899.0,18.8,18.2,13.4,0.6259692307692306,False,1.7661087352247686,1.6049315591202524,0.6098803818117824,0.12481329739129199,1.7157387548214287,1.4928727704126503,-0.25743739236016716,0.6564650917908471,1.3664479578658848,3.4310930597822726,0.2603760328113487,0.6278261206348807,0.21798780487804878,0.3990091463414634,0.5152394299949755,5248,152,131,79,131,6.256051615740402,2.126323360604957,2.0681561321080135,0.5787691025273117,2.1375957085735937,1059,64,63,49,2.0003883442312387,1.9492555313036757,0.6160597363329531,2.0254868858122803,1715,105,100,67,2.1075860916521987,2.0370291188713416,0.5591206307261735,2.107586091652199,494,33,33,32,1.7969561651367543,1.6645254499996969,0.6181566324205477,1.7690805702669623,1942,94,88,57
