split_seed,policy,budget,budget_rows,draw,feature_set,n_folds,train_rows_total,train_rows_mean,train_extractants_mean,train_ecfp_clusters_mean,train_superclusters_mean,train_largest_extractant_share_mean,budget_met_all_folds,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_macro_units,n_eff_pooled_rows,hard_own_train_nn0.4__macro_mae,hard_own_train_nn0.4__offset_mae,hard_own_train_nn0.4__shape_mae,hard_own_train_nn0.4__macro_mae_ligand,hard_own_train_nn0.4__n_rows,hard_own_train_nn0.4__n_ligands,hard_own_train_nn0.4__n_ecfp_clusters,hard_own_train_nn0.4__n_superclusters,hard_own_train_nn0.6__macro_mae,hard_own_train_nn0.6__offset_mae,hard_own_train_nn0.6__shape_mae,hard_own_train_nn0.6__macro_mae_ligand,hard_own_train_nn0.6__n_rows,hard_own_train_nn0.6__n_ligands,hard_own_train_nn0.6__n_ecfp_clusters,hard_own_train_nn0.6__n_superclusters,hard_vs_BASEtrain_nn0.4__macro_mae,hard_vs_BASEtrain_nn0.4__offset_mae,hard_vs_BASEtrain_nn0.4__shape_mae,hard_vs_BASEtrain_nn0.4__macro_mae_ligand,hard_vs_BASEtrain_nn0.4__n_rows,hard_vs_BASEtrain_nn0.4__n_ligands,hard_vs_BASEtrain_nn0.4__n_ecfp_clusters,hard_vs_BASEtrain_nn0.4__n_superclusters,hard_vs_BASEtrain_nn0.6__macro_mae,hard_vs_BASEtrain_nn0.6__offset_mae,hard_vs_BASEtrain_nn0.6__shape_mae,hard_vs_BASEtrain_nn0.6__macro_mae_ligand,hard_vs_BASEtrain_nn0.6__n_rows,hard_vs_BASEtrain_nn0.6__n_ligands,hard_vs_BASEtrain_nn0.6__n_ecfp_clusters,hard_vs_BASEtrain_nn0.6__n_superclusters
104729,depth,2000,2000.0,1,MC_lig2d_ext_massaction,5,9495,1899.0,18.8,18.2,13.4,0.6259692307692306,False,1.747929498386014,1.586873114804132,0.6080294769477755,0.12275410859144897,1.700441508944678,1.4858069617732261,-0.2473835952762069,0.652881428915608,1.361954738563862,3.400545713285239,0.2591488771951147,0.6275482059060282,0.21760670731707318,0.4009146341463415,0.5068315006377023,5248,152,131,79,131,6.256051615740402,2.0886324414880115,2.0231556154905106,0.5796797788215304,2.1004597877825484,1059,64,63,49,1.9752214427849828,1.9222419828521164,0.6149101455019933,2.0015200366012453,1715,105,100,67,2.094144069855099,2.0181571742667663,0.5596733660821723,2.094144069855099,494,33,33,32,1.7827012883625237,1.6473045658895902,0.6192948294511705,1.7557355792442784,1942,94,88,57
104729,depth,2000,2000.0,2,MC_lig2d_ext_massaction,5,9495,1899.0,18.8,18.2,13.4,0.6259692307692306,False,1.763111843396958,1.6041118130104928,0.6114124522281477,0.12417662850333833,1.7140621123664674,1.4941250329614484,-0.2589446241471247,0.6566267672428543,1.361954738563862,3.4247931878387994,0.2676598639689797,0.6277162108551085,0.21722560975609756,0.3980564024390244,0.5162051654174713,5248,152,131,79,131,6.256051615740402,2.119725243655733,2.0601549790214095,0.5874770446322819,2.131969386618462,1059,64,63,49,1.9972742177146028,1.9472556258498488,0.6203923486748341,2.023190686223156,1715,105,100,67,2.1116162621564754,2.036320947197926,0.5636252921485143,2.1116162621564754,494,33,33,32,1.7984812026510397,1.6659122300338545,0.6217778698652998,1.7705082649611863,1942,94,88,57
104729,depth,3000,3000.0,0,MC_lig2d_ext_massaction,5,13495,2699.0,23.2,21.0,15.2,0.42756923076923076,False,1.417142320352746,1.263890842375502,0.567930552702031,0.13483283540463764,1.399664482737687,1.350627947864575,-0.04910450304639369,0.5929593229714445,1.1866960047513044,2.7785869560224357,0.3044503445478219,0.6268835134283582,0.24828506097560976,0.44721798780487804,0.45585412845686196,5248,152,131,79,131,6.256051615740402,1.5816904107141263,1.4561409595309285,0.4925228098797294,1.568212105669499,736,54,53,43,1.5553676276949047,1.4762457123861839,0.5531653854704695,1.580295560501769,1686,103,98,66,1.7402568587018774,1.649889808290428,0.4661968635932804,1.7402568587018779,494,33,33,32,1.5417876076857995,1.4162682768919923,0.580217539266518,1.5301993675469194,1942,94,88,57
104729,depth,3000,3000.0,1,MC_lig2d_ext_massaction,5,13495,2699.0,23.2,21.0,15.2,0.42756923076923076,False,1.4239317749931324,1.2707428113684003,0.5661085155198026,0.1334260133727515,1.4049311970733456,1.3523123947182654,-0.05731075617504766,0.5954618050700844,1.2013393985000724,2.799330122980086,0.303824562162983,0.6270305831812915,0.2503810975609756,0.4506478658536585,0.44830219354483597,5248,152,131,79,131,6.256051615740402,1.6090941257887483,1.4871826640163623,0.48663775075631316,1.5957757149507974,736,54,53,43,1.5670218258217337,1.488081777977177,0.5509412665786639,1.5912631566630953,1686,103,98,66,1.778963724675402,1.6883052507232985,0.4601230616390498,1.7789637246754018,494,33,33,32,1.553713129789201,1.4281401543598664,0.5766395531986171,1.5413636861118063,1942,94,88,57
104729,depth,3000,3000.0,2,MC_lig2d_ext_massaction,5,13495,2699.0,23.2,21.0,15.2,0.42756923076923076,False,1.4108580849711876,1.2569337762213324,0.5667959245137345,0.13295289838715774,1.3925614691772294,1.3426267936701746,-0.036813773081862955,0.5872391788761988,1.1784362180384607,2.760450262987882,0.3246107441734542,0.6270970524290584,0.25095274390243905,0.4506478658536585,0.4497935567301738,5248,152,131,79,131,6.256051615740402,1.5905289883624996,1.4693576119826486,0.4926373124345998,1.5771187769713853,736,54,53,43,1.5515392202446001,1.4713501431666984,0.553461439808882,1.5754220587591365,1686,103,98,66,1.735415647693394,1.6499380841166182,0.4633494626769221,1.7354156476933942,494,33,33,32,1.539426306198446,1.4152806474044721,0.5804672307592084,1.527988787431099,1942,94,88,57
104729,depth,all,,0,MC_lig2d_ext_massaction,5,20992,4198.4,121.6,104.8,63.2,0.27505956285793676,True,1.0679925244552133,0.9369964668945605,0.5020443051476922,0.16109505504418142,1.0830395724222412,1.2033347821929021,0.17384672672999324,0.498802771066823,0.9590295876905403,2.173249660387264,0.4823180154823573,0.6261424074847514,0.2785823170731707,0.48208841463414637,0.4744546281783871,5248,152,131,79,131,6.256051615740402,1.0380960522214153,0.9544909102459447,0.3662734320580174,1.0380960522214153,396,17,17,17,1.1949368322396252,1.0866962814782526,0.521404452916619,1.2185517837771904,1282,73,70,45,1.0608109575207327,0.9822119991303383,0.35732185473362565,1.0608109575207327,494,33,33,32,1.1824635112728883,1.060691664071812,0.5142979707629871,1.1938108517561088,1942,94,88,57
104729,depth,all,,1,MC_lig2d_ext_massaction,5,20992,4198.4,121.6,104.8,63.2,0.27505956285793676,True,1.0679925244552133,0.9369964668945605,0.5020443051476922,0.16109505504418142,1.0830395724222412,1.2033347821929021,0.17384672672999324,0.498802771066823,0.9590295876905403,2.173249660387264,0.4823180154823573,0.6261424074847514,0.2785823170731707,0.48208841463414637,0.4744546281783871,5248,152,131,79,131,6.256051615740402,1.0380960522214153,0.9544909102459447,0.3662734320580174,1.0380960522214153,396,17,17,17,1.1949368322396252,1.0866962814782526,0.521404452916619,1.2185517837771904,1282,73,70,45,1.0608109575207327,0.9822119991303383,0.35732185473362565,1.0608109575207327,494,33,33,32,1.1824635112728883,1.060691664071812,0.5142979707629871,1.1938108517561088,1942,94,88,57
104729,depth,all,,2,MC_lig2d_ext_massaction,5,20992,4198.4,121.6,104.8,63.2,0.27505956285793676,True,1.0679925244552133,0.9369964668945605,0.5020443051476922,0.16109505504418142,1.0830395724222412,1.2033347821929021,0.17384672672999324,0.498802771066823,0.9590295876905403,2.173249660387264,0.4823180154823573,0.6261424074847514,0.2785823170731707,0.48208841463414637,0.4744546281783871,5248,152,131,79,131,6.256051615740402,1.0380960522214153,0.9544909102459447,0.3662734320580174,1.0380960522214153,396,17,17,17,1.1949368322396252,1.0866962814782526,0.521404452916619,1.2185517837771904,1282,73,70,45,1.0608109575207327,0.9822119991303383,0.35732185473362565,1.0608109575207327,494,33,33,32,1.1824635112728883,1.060691664071812,0.5142979707629871,1.1938108517561088,1942,94,88,57
104729,diversity,250,250.0,0,MC_lig2d_ext_massaction,5,1250,250.0,13.4,13.4,13.4,0.5304,True,1.3498647924927376,1.146726614179577,0.5961136250708178,0.10070747021238369,1.3397554040091744,1.3848955565809342,-0.04507727566790298,0.5752737373963749,1.1252493494301705,2.4994856230199423,0.18947357637514087,0.6079622831506214,0.2269435975609756,0.4140625,0.4062737041851992,5248,152,131,79,131,6.256051615740402,1.3733118726715865,1.2345054171363545,0.4773229041329611,1.3685583672015875,1126,68,67,53,1.3769884224169435,1.1866566700555907,0.5733155095296147,1.3630811905909737,2818,132,119,76,1.6842531890883405,1.6176915856743024,0.39640679933513767,1.6842531890883405,494,33,33,32,1.47864132337902,1.3238176383310383,0.5649023046362933,1.4636675569067106,1942,94,88,57
104729,diversity,250,250.0,1,MC_lig2d_ext_massaction,5,1250,250.0,13.0,13.0,13.0,0.4176,True,1.4283972244748524,1.2549173033031742,0.6020988741001896,-0.02112007954736428,1.4274740172767564,1.3123698515875863,-0.006504469561857462,0.499253821919175,1.214529885947607,2.8552872084798193,0.25657187966975553,0.5620220887254548,0.2654344512195122,0.4658917682926829,0.47539968834847685,5248,152,131,79,131,6.256051615740402,1.500694079987613,1.3792027705252432,0.4854979775047423,1.5248682862230882,979,53,52,44,1.454494088188037,1.3074437685764988,0.5847040253308141,1.4527668459662675,2903,121,112,68,1.736466714240424,1.6508770147853016,0.4326549837788041,1.7364667142404242,494,33,33,32,1.515505342147062,1.367040538418995,0.5982256605081757,1.502084343457396,1942,94,88,57
104729,diversity,250,250.0,2,MC_lig2d_ext_massaction,5,1250,250.0,15.2,15.2,15.2,0.36,True,1.357352858464316,1.209334092959302,0.569752674503392,0.02261103786872909,1.3570922151879679,1.3575238928920812,-0.015794443786039336,0.525082544983295,1.2741366268261167,2.456255577564293,0.21230894570482642,0.6042871094670004,0.22865853658536586,0.42835365853658536,0.5972798326177798,5248,152,131,79,131,6.256051615740402,1.304003864618322,1.2034225323042798,0.44017906921022126,1.3040038646183219,1075,63,63,48,1.3692265856162547,1.2261265729526611,0.5721566393241838,1.3710101156315544,2639,122,114,69,1.4879006448676368,1.4289875596005264,0.39461782909476495,1.4879006448676366,494,33,33,32,1.4155928964139515,1.2928255235367923,0.564891104119578,1.4167954064450854,1942,94,88,57
104729,diversity,500,500.0,0,MC_lig2d_ext_massaction,5,2500,500.0,24.6,24.6,24.6,0.3892,True,1.268629627354094,1.1186850229917997,0.5590315532479955,0.11590216527573538,1.2842493354323488,1.347246974445813,0.005953193681367264,0.5610146497534375,1.1073087854410102,2.460119529766974,0.28658649728686814,0.6106158192622646,0.22446646341463414,0.4293064024390244,0.5143617023146712,5248,152,131,79,131,6.256051615740402,1.200158644294183,1.072895627379202,0.4232442113193787,1.1960394964148866,899,53,52,42,1.2933168033652342,1.1509586869170516,0.5436796459919296,1.3026630573803677,2365,119,111,70,1.3958546063364814,1.2860081526555072,0.3903425559688318,1.3958546063364814,494,33,33,32,1.3723645345923905,1.2497296740662103,0.5414281958984071,1.384059908582708,1942,94,88,57
104729,diversity,500,500.0,1,MC_lig2d_ext_massaction,5,2500,500.0,18.2,18.2,18.2,0.4936,True,1.4005152429737773,1.2485396927616441,0.5841376945549278,0.017462811018454483,1.4067889183088786,1.2978840434915202,0.024313911566836044,0.5029553319873459,1.152384042789512,2.838106201646989,0.30382420055238757,0.5834429814231537,0.24847560975609756,0.46970274390243905,0.5088427180682894,5248,152,131,79,131,6.256051615740402,1.4487653107427205,1.3326515186120131,0.4903239194420142,1.4692704746708316,859,48,47,39,1.4449727086182549,1.328987876647953,0.5711343393877729,1.4520073786962115,2797,118,109,67,1.6653527214246606,1.5588612662794603,0.4803214910379198,1.6653527214246606,494,33,33,32,1.492153011947962,1.3701641648642384,0.5861526111926757,1.4942263913492726,1942,94,88,57
104729,diversity,500,500.0,2,MC_lig2d_ext_massaction,5,2500,500.0,31.2,31.2,31.2,0.20360000000000006,True,1.2603104137567125,1.1515851479819694,0.5372670929084121,0.16648241740957725,1.3020642578695818,1.3937417785407926,-0.07166937877019919,0.61610674774375,1.1519315449574967,2.53112047534081,0.3026880646080219,0.6301787133019096,0.22313262195121952,0.4222560975609756,0.4354927959281528,5248,152,131,79,131,6.256051615740402,1.323513903980075,1.2585675894883188,0.3628551104941959,1.323513903980075,604,33,33,31,1.2992156255267444,1.181499526379306,0.5260684032897758,1.3132436955225042,2171,102,97,62,1.3612869931929434,1.2940284101654207,0.38035672686432204,1.3612869931929432,494,33,33,32,1.3659991790295503,1.2570124875745698,0.5341464331818025,1.376281826600214,1942,94,88,57
104729,diversity,1000,1000.0,0,MC_lig2d_ext_massaction,5,5000,1000.0,42.6,42.6,42.6,0.3312,True,1.1163792999975637,0.9642229470907128,0.5343527430034684,0.14130057738591661,1.1249651434022547,1.1975713478078929,0.18076657684020403,0.4826433411837358,0.9925150101265586,2.2354479180230764,0.3291980435655144,0.6267615659108015,0.2759146341463415,0.4883765243902439,0.496878279770413,5248,152,131,79,131,6.256051615740402,1.1423181853401803,1.0479923148425374,0.38724877217522863,1.1375441470846863,607,35,34,28,1.1946502075472523,1.0736329956674984,0.5210428249821885,1.2019249294781131,1644,98,93,61,1.2021226922967347,1.1092970911877076,0.3672939931971934,1.202122692296735,494,33,33,32,1.2202344165368166,1.0905700248649397,0.5347686639812592,1.223271676452901,1942,94,88,57
104729,diversity,1000,1000.0,1,MC_lig2d_ext_massaction,5,5000,1000.0,26.4,26.4,26.4,0.5922,True,1.3682644866855984,1.2153864099037477,0.5768596091953925,0.11372229234716558,1.3680282592549746,1.2759304281925938,0.043673946264541685,0.5425744986448412,1.1463827418432113,2.8143027652675765,0.28519038821442033,0.6187528066247334,0.2700076219512195,0.47446646341463417,0.46681116424307934,5248,152,131,79,131,6.256051615740402,1.5636530960394188,1.4410906924121247,0.5218752643384357,1.5907613873415094,808,44,43,36,1.407745710114247,1.2928732438007837,0.5618171160143068,1.416569285535609,2570,108,101,64,1.6463155982866895,1.5420692070279882,0.4548158335574861,1.6463155982866897,494,33,33,32,1.4583038347800075,1.3112631685079779,0.5833996421002954,1.4478011084754785,1942,94,88,57
104729,diversity,1000,1000.0,2,MC_lig2d_ext_massaction,5,5000,1000.0,40.0,40.0,40.0,0.35940000000000005,True,1.2093326403770215,1.0840705485368896,0.5408825987217962,0.14496069610900497,1.2418378200369753,1.3508190603658288,-0.016240760320488823,0.5847152309628586,1.0457848260681804,2.46881463617778,0.3307630857363955,0.6188789411815196,0.23951981707317074,0.4342606707317073,0.44702706259281133,5248,152,131,79,131,6.256051615740402,1.346155918766438,1.2926177944615742,0.3426041101927695,1.346155918766438,460,25,25,24,1.2672791366830003,1.124165271426092,0.5357137887821424,1.2655072574926494,2014,95,90,57,1.2652405872343142,1.1938111989547344,0.3631918196697196,1.2652405872343142,494,33,33,32,1.2967233474209705,1.1438591910880163,0.537655487662161,1.2872908015576938,1942,94,88,57
104729,diversity,2000,2000.0,0,MC_lig2d_ext_massaction,5,9495,1899.0,58.2,57.6,54.4,0.46106923076923073,False,1.1228583830669696,0.9930369584525335,0.5266413681289368,0.14626844448654708,1.1428503415413622,1.2326007075876826,0.1319316029673855,0.5145730060597489,0.9924773560002931,2.2823002378549497,0.37124292525975827,0.624549239057958,0.26733993902439024,0.4799923780487805,0.4535015344144144,5248,152,131,79,131,6.256051615740402,1.0555123467054408,0.9575897034730477,0.38809357163371594,1.0555123467054408,478,23,23,22,1.1720090042740277,1.0648456466760428,0.5222057564139093,1.1881391034121225,1502,87,83,54,1.0522240577932362,0.9557178809359936,0.3650384725407876,1.0522240577932362,494,33,33,32,1.1981997304587002,1.0786551035624805,0.5319935770010382,1.208542631419422,1942,94,88,57
104729,diversity,2000,2000.0,1,MC_lig2d_ext_massaction,5,9495,1899.0,45.4,44.8,41.6,0.5634692307692306,False,1.1787305098307606,1.0405505319410224,0.530293640127478,0.13447282708995367,1.191326727591246,1.2353649255956292,0.12211429300293009,0.5133695693234582,0.9816929261466569,2.4601008047600637,0.38530144147759476,0.6246225122444728,0.26695884146341464,0.47465701219512196,0.4980224734511958,5248,152,131,79,131,6.256051615740402,1.2507809389448374,1.1429699119765286,0.4232747374334728,1.2507809389448377,579,33,33,27,1.216142614407386,1.105761213774062,0.5076894361673989,1.2229776375714336,1587,92,87,57,1.2522924004917366,1.1619382201681299,0.35113474449105614,1.2522924004917366,494,33,33,32,1.273093444784349,1.1520120355478167,0.5305415823201003,1.2786558958944976,1942,94,88,57
104729,diversity,2000,2000.0,2,MC_lig2d_ext_massaction,5,9495,1899.0,51.6,51.0,47.8,0.5364692307692308,False,1.1749856466317543,1.0416153054179396,0.5232739736608888,0.13989020312669875,1.1880035372863167,1.2507718649151485,0.10404040838202766,0.5261705980249622,0.9959785112965225,2.38887096599685,0.38177723011031883,0.6233397081005602,0.2660060975609756,0.46703506097560976,0.4759658638228577,5248,152,131,79,131,6.256051615740402,1.3869284718689465,1.3251355155439462,0.3622389443968741,1.3869284718689465,429,22,22,21,1.2343383820010472,1.1284847299942617,0.5182649577169569,1.2469350664209422,1499,86,82,52,1.215041289127335,1.1178861620837062,0.36390465518639153,1.215041289127335,494,33,33,32,1.2817574706922246,1.1619297266289361,0.5323147179266325,1.2867668988720833,1942,94,88,57
