split_seed,fold,policy,budget,draw,pool_rows,budget_met,selection_sha256,n_rows,n_extractants,n_ecfp_clusters,n_superclusters,largest_extractant_share,target_sd
104729,0,depth,250,0,4866,True,e7d39316333e6ad3d539da4c04d0c8b7415e45f1b6c909d609372e2915039d5d,250,1,1,1,1.0,1.3367346425171953
104729,0,depth,250,1,4866,True,2f1ddc9f37a8e3ea4a9d935e0d8aa3918fe74cf5ae7448211b6c053eb259a8eb,250,1,1,1,1.0,1.3773646075135726
104729,0,depth,250,2,4866,True,0489d5fd8b9fbe25faf61990217888ef838a88eab428b7dc3e56dc262c10b92e,250,1,1,1,1.0,1.4396358264952187
104729,0,depth,500,0,4866,True,dd498226ed4d5e34af2cffca825c263eb2b7aac93ced9402009bf43a90dfc4f3,500,1,1,1,1.0,1.3625141591884997
104729,0,depth,500,1,4866,True,7890a615a35ed06ae9e2b8d965a07de7bdd3c6c43a04a6e04b7285e9faacbfb2,500,1,1,1,1.0,1.3580649261673312
104729,0,depth,500,2,4866,True,f8157900ab22321ca1e9bf26f4aceed965df2dbca380e2db54866f6af970bdd9,500,1,1,1,1.0,1.4005124916584872
104729,0,depth,1000,0,4866,True,5c51ea3570b824a0885987784f5049f9c2077a04aa47d4e3d9bd25479d98b3d6,1000,1,1,1,1.0,1.3738146808305483
104729,0,depth,1000,1,4866,True,c0f0b51f0d3b396b646ba9f5cebba00ac10c627a71a3b9e9bc218613b814b0ce,1000,1,1,1,1.0,1.3687235395863173
104729,0,depth,1000,2,4866,True,ba413b1e5bb598e31b21e5805aae995ab2903590be2e11936845f19f008ece3a,1000,1,1,1,1.0,1.3917954948417952
104729,0,depth,2000,0,4866,True,573f92655708ece28287517d011a41064b545b6fef115e80d1a922c8eb302f4b,2000,3,3,1,0.744,1.3973537017767492
104729,0,depth,2000,1,4866,True,ced2788b9fc454cfa7b5e40ada9f73113badaae35e68c7b6e0527e86afc8f16d,2000,3,3,1,0.744,1.4005806071211802
104729,0,depth,2000,2,4866,True,f5e9ace7113c3e033bc7785e9c4d5100e654121f13a4943072e6af0a3ddefe19,2000,3,3,1,0.744,1.3992114230176427
104729,0,depth,3000,0,4866,True,be0d62b9f870079a4f05d2d346a830a6d41630d115f7c28ff5a31781353a8c61,3000,8,6,3,0.496,1.6753691928668173
104729,0,depth,3000,1,4866,True,2f9b1a45b677bb555e5881594c7c9ecf7ce542665ee3938470d18c25e15730b8,3000,8,6,3,0.496,1.6765581406855044
104729,0,depth,3000,2,4866,True,d4244a20cac184c8be8d344d59fc700059fa28f14fe188763e226585943b95d5,3000,8,6,3,0.496,1.676475734441896
104729,0,depth,all,0,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,depth,all,1,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,depth,all,2,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,diversity,250,0,4866,True,6b75ed4ed409adeba3911d732ac042f2ac0b21bff538e9a9b95d717d3cf89c63,250,7,7,7,0.812,1.53803673997787
104729,0,diversity,250,1,4866,True,91ecc829ba3f5eb87b3448561fd8c41a20d0468466a0e849063aa3b048e02409,250,1,1,1,1.0,1.3978869129331009
104729,0,diversity,250,2,4866,True,070cfca5a94c108e1b738cd6bb63de880ed4a6a0b034b7d368bb714b916173ab,250,16,16,16,0.312,1.673443123418121
104729,0,diversity,500,0,4866,True,7b40ecd2aefe3d17c3e033c6e426a41914cc337df1c1f832ef07817efbf7b7b9,500,7,7,7,0.906,1.4339314362099973
104729,0,diversity,500,1,4866,True,713a24cddfbbd362a8d4c0453ebebda4539cb599115a3305a72c9a22ea33f027,500,1,1,1,1.0,1.351281238204405
104729,0,diversity,500,2,4866,True,c1f76f4061a38e4d698c445d5bd9483543286c6753e946b4466cfbce2d9a3c1b,500,32,32,32,0.168,1.6753022877637647
104729,0,diversity,1000,0,4866,True,e48cfc46a016388a1f308c109bd8ed64ffab4991f268ee9c71bd0f815f6a8953,1000,7,7,7,0.953,1.4288932354294395
104729,0,diversity,1000,1,4866,True,86c7468ef73aad386182493bbea086515ec4ad60401250846318888cb08d2c6f,1000,1,1,1,1.0,1.3695168234463932
104729,0,diversity,1000,2,4866,True,5733d054bdf1d4e5d6df462f9faeee41616df80886a79d70e17323a9eb9cd936,1000,36,36,36,0.435,1.5776602430484559
104729,0,diversity,2000,0,4866,True,c8198d320b0480312d02bbcaeb5ad8f1d6afc6afcfbbe6bba2d00a2cb5b929b1,2000,40,40,40,0.744,1.5091973855426286
104729,0,diversity,2000,1,4866,True,4e4f3421c9fdf6e26038e2d6d6e75e20fc5aa88cce861fee446468cf42c8204f,2000,16,16,16,0.744,1.7644514013412633
104729,0,diversity,2000,2,4866,True,dbb010ae4e9b92a33f57901bfa2e95b445752d41fa0a6a84e620943a37b36978,2000,36,36,36,0.7175,1.5018135291577168
104729,0,diversity,3000,0,4866,True,3c511c5f99d9f99cc574ca0066f883e8059421fe87f7eb071c85286c11cdaba6,3000,64,64,63,0.496,1.7851887134860485
104729,0,diversity,3000,1,4866,True,6244c0c6bda7f752e6f5de6757a489785f2c2c8a65f645654a44b48a95dce9d2,3000,64,64,63,0.496,1.78007175349245
104729,0,diversity,3000,2,4866,True,534d5c654b473c536c7eab3a5798fffd9b984fc61b6c67289312299764e675cb,3000,70,67,63,0.496,1.7642273756142397
104729,0,diversity,all,0,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,diversity,all,1,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,diversity,all,2,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,random,250,0,4866,True,e91ec7ef35eca346de666c52db4a14ea991d154871120f17ad4b7a05616fd005,250,17,17,11,0.172,1.2817930291371729
104729,0,random,250,1,4866,True,e948b04b488c1a82c71430dc6b3d1b4c29c63a86fcbf8e04025ee74975d4f708,250,13,13,9,0.496,1.1885330825581455
104729,0,random,250,2,4866,True,507adb3da0f6c0999f9adccd2703339423a481f23b6914970e37bcfc94e1b8a9,250,4,4,4,0.896,1.0676525753451764
104729,0,random,500,0,4866,True,805f8bf8f527857d7c88921be94c4a92c049eb05635efec43d4a6d6a5af05fe4,500,24,24,14,0.346,1.432537454863874
104729,0,random,500,1,4866,True,e7e4930099ad253cfa58e0ccdfc9d6ad0a7ce2e7d61feac234a8ce94ea1eb352,500,19,19,13,0.48,1.1602182090825193
104729,0,random,500,2,4866,True,e94c39b751a226c35c60e1d407c3748958bb294f29c1417ff47699734e5a4f03,500,27,27,21,0.48,1.2316516842146856
104729,0,random,1000,0,4866,True,182169494f6d06d51ca3c59aedfe967cd5f659523dfa3875917adc3d7310cc9e,1000,52,51,32,0.184,1.4931819657844017
104729,0,random,1000,1,4866,True,417a699074df1dc7163475dfc67dddef91152a41b643654780ba4861198ffd88,1000,39,39,26,0.24,1.8144519521773026
104729,0,random,1000,2,4866,True,5a024dc8800ba68e72c66dbbfb0e61da810acefc47a7412e1e432df69843d944,1000,31,31,21,0.451,1.3515460813140439
104729,0,random,2000,0,4866,True,055a13c32e5624f1340ed4b61a99a7b49c4f9acd9624d5f888d9333adcb7b894,2000,93,86,50,0.115,1.7270195473319336
104729,0,random,2000,1,4866,True,45e792957d51b4818bc4c442ce65f80c3a8d7d46013be771050fef9198ab5d18,2000,59,52,32,0.219,1.7364409611244214
104729,0,random,2000,2,4866,True,bb2c08140baacb6cbe7a1cc1a2aaa3d85ec750bbac0baebf984fbcd737c4a03e,2000,31,31,21,0.7255,1.3668999425817716
104729,0,random,3000,0,4866,True,fe8f0c2eb9cfb7895bb1ade36a90dbde0a96f1f67976a5999c122896670839d9,3000,97,89,52,0.31133333333333335,1.6776013202796545
104729,0,random,3000,1,4866,True,689717d145f357af144e72dec6ae84d44d91d9638d64a6dd8fbbf0b1f4f6aef9,3000,59,52,32,0.47933333333333333,1.6632048248535718
104729,0,random,3000,2,4866,True,e8ad3fd751ad6585ae67385d01d3a44ecd452b247ee7d8a340a9e7b1f4b254ac,3000,55,52,34,0.496,1.4477347494355293
104729,0,random,all,0,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,random,all,1,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,random,all,2,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,maxmin,250,0,4866,True,dca0bf95156ad27fc9cfa6c226b8dbdce1009e6ac9f56e8b1dd348ce4455f4bd,250,28,28,28,0.112,1.682460242611986
104729,0,maxmin,250,1,4866,True,113464b70919875b90978c3cbfb2f7d4188737a59eaa6d332e39575f146e3c56,250,30,30,30,0.112,1.6225495851659657
104729,0,maxmin,250,2,4866,True,a50429db9c430633ad2759face7535ecde7bb449a5d8242d6211fc7bc7c7e1d6,250,28,28,28,0.112,1.5795804329533047
104729,0,maxmin,500,0,4866,True,058f059e5d3a9eee5791559b0a334b244093de565d43de559478bde47593261b,500,38,38,38,0.188,1.7808501156739542
104729,0,maxmin,500,1,4866,True,e1d6db85466500d4a7fe1ea2c1d50bb968a944fea52c8c9d1478e505199fd0ed,500,37,37,37,0.264,1.7398462284438243
104729,0,maxmin,500,2,4866,True,29adcb972fb3f29338592dc0214034fdbbb4c375658d0814072caf729ae13ceb,500,30,30,30,0.328,1.8015307065930737
104729,0,maxmin,1000,0,4866,True,49ee424f5d8759fcca0572fafc80db61aed9e3192369953b5fec64b280b5235f,1000,59,59,53,0.23,1.817195635628772
104729,0,maxmin,1000,1,4866,True,ab19b5bc1637e3b9074a587b908556bb0435628c2435386024370e458ca156fc,1000,61,61,54,0.23,1.8566031036048514
104729,0,maxmin,1000,2,4866,True,7014ea868fda7e66636de7f0e73bf90ae320fec9b2eff517ec99ecf470ccd980,1000,59,59,52,0.23,1.8656525886531177
104729,0,maxmin,2000,0,4866,True,d8940a0f33a80f74bbd0b4f4aa0099615457ca0496ccbaa5c38ddacbe5237753,2000,100,100,63,0.115,1.7420283303811468
104729,0,maxmin,2000,1,4866,True,a105854b049663088abc305e9ed2be2d2fb9ea584fa0c8b15a221f36fd976a65,2000,100,100,63,0.115,1.7477740204023482
104729,0,maxmin,2000,2,4866,True,3a843d5401fd0d084871baed39cabbdc4a96c4a4fbe37c16d6fbbc58aaea76bd,2000,100,100,63,0.115,1.740362098536411
104729,0,maxmin,3000,0,4866,True,e758122641f89063a97c7ede5f82c8cf20ac7bf6a9d36cbaf7f7fc67152672c1,3000,115,110,63,0.089,1.7459649915849758
104729,0,maxmin,3000,1,4866,True,20e4f312c082b0cbd0faeab339c03c414db23a9431f9f5be2576d541b01bbfd0,3000,115,110,63,0.089,1.7390916248883272
104729,0,maxmin,3000,2,4866,True,04b6f076b07f61239aad41eaf281b1cf47c080dd9c6264e34ce67e9ba65d15fb,3000,115,110,63,0.089,1.7403625413657144
104729,0,maxmin,all,0,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,maxmin,all,1,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,0,maxmin,all,2,4866,True,bc4f709178d7320b6afcdfa543bf80547a1d7028243b053182c3b0e7cc21b8f7,4866,130,110,63,0.30579531442663377,1.6447199591582153
104729,1,depth,250,0,1495,True,2db72342d675b5d0e78d1094b79afcb725f76a7039f61be796d7c299f537cda3,250,2,2,2,0.92,1.3978369127761796
104729,1,depth,250,1,1495,True,dda07c346c279c326d9ccc3066141bdc7377d1ca5c6e54e6d486d73e1d6c23f4,250,2,2,2,0.92,1.2988676788580087
104729,1,depth,250,2,1495,True,cedeadf88f6c25ecf4b279627b143ae8461e946f662ec6b3b7d18b4a4da202f6,250,2,2,2,0.92,1.3641864172053855
104729,1,depth,500,0,1495,True,e45e1a10b8a88469aac0a21155983efe838aa1d2b059734db2291a17a9ef2cf5,500,4,4,4,0.46,2.0659130602971802
104729,1,depth,500,1,1495,True,11843b83cf008497bb90699d5842ad10a6b404991bf1e4ee1cf150807112c7fe,500,4,4,4,0.46,2.0729903976872004
104729,1,depth,500,2,1495,True,12c8d676d71aa153510c5f6a054f519927b6b2609b6d71c3f06bb87de8cf2995,500,4,4,4,0.46,2.076118962333757
104729,1,depth,1000,0,1495,True,e5fba02eab6364ebe4b909ced96166a44243a1d79262411b7906ad78e509888a,1000,23,23,20,0.23,1.8167768440478975
104729,1,depth,1000,1,1495,True,3b5c42fb58089a6f9940b9cbc21db841f24bb28e3c684a37a2cf78cb6f1f36cf,1000,23,23,22,0.23,1.8347245374923804
104729,1,depth,1000,2,1495,True,2442086b4b9b25a3a377a598076fb82872a6e095afb81e7e01eb9802232c2292,1000,23,23,19,0.23,1.8077371015989243
104729,1,depth,2000,0,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,depth,2000,1,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,depth,2000,2,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,depth,3000,0,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,depth,3000,1,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,depth,3000,2,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,depth,all,0,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,depth,all,1,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,depth,all,2,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,diversity,250,0,1495,True,e92a523001f5654fc5aca1db4081b2730ddcf6c60f4c686c7438a8a31dd3f651,250,17,17,17,0.336,1.5147280780787078
104729,1,diversity,250,1,1495,True,25dc6f845791165d67328306d46ea39d1fbac743c3fae4714471bad491cfaa99,250,21,21,21,0.112,1.7548429075463858
104729,1,diversity,250,2,1495,True,376004a79fd84b38d0dee0cd52fb53987b4f4daae005dc6556cab4f5c6de3271,250,13,13,13,0.336,1.648998048494629
104729,1,diversity,500,0,1495,True,d56345c59592216aa060c77ed2ec01e8da501466ee54be32188e93d77392b377,500,33,33,33,0.168,1.602714209239598
