endpoint,comparison,reference,candidate,statistic,point_delta,ci95_low,ci95_high,p_worse_one_sided,units_improved,units_total,bootstrap_blocks,bootstrap_replicates,block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,cluster_robust_low,cluster_robust_high,cluster_robust_p_two_sided,bca_low,bca_high,bca_z0,bca_acceleration
overall,diversity_vs_random@500,random@500,diversity@500,offset_mae,0.029501239960203776,-0.015468111302431161,0.07838212571727789,0.09878024395120975,69,131,79,5000,0.03819520929939561,41,0.21374045801526717,0.022658193745082943,-0.01560775864176199,0.07461023856216954,0.19674418945434846,-0.016110152138074162,0.0774977760247216,-0.015040336678635672,0.0017238863599218083
overall,diversity_vs_random@500,random@500,diversity@500,shape_mae,0.007986829342727904,-0.004232108267894051,0.017448213693192886,0.10737852429514097,77,131,79,5000,0.006077473225312058,47,0.21374045801526717,0.005637539448317423,-0.003236649543265113,0.01921030822872092,0.16054570356792827,-0.0024386268399802266,0.019206800718595093,0.05015358346473367,0.06435773598829714
overall,maxmin_vs_depth@500,depth@500,maxmin@500,mae,0.5785489160306695,0.3583498231246152,0.8862043341759264,0.0001999600079984003,92,131,79,5000,0.8028876136847736,59,0.21374045801526717,0.13662818518617798,0.3065430940357062,0.8505547380256329,6.207468175766833e-05,0.3107382473351304,0.8294461482894739,-0.05115752203633166,-0.09348220146737495
overall,maxmin_vs_depth@500,depth@500,maxmin@500,offset_mae,0.627118457263389,0.40423605087402875,0.9496807345472618,0.0001999600079984003,103,131,79,5000,0.8668763107533289,65,0.21374045801526717,0.14046416137515266,0.347475793316574,0.906761121210204,2.669991320621902e-05,0.354234189952253,0.8942109456909874,-0.04664018984972238,-0.08990138245636674
overall,maxmin_vs_depth@500,depth@500,maxmin@500,shape_mae,0.07933533764999685,0.020930178153125065,0.1529026285473083,0.002599480103979204,78,131,79,5000,0.09386256339128626,49,0.21374045801526717,0.033612774215099256,0.012417444629237315,0.1462532306707564,0.020760836233600855,0.015164596819624471,0.14462601963865765,-0.01855011304703817,-0.052034750109922055
overall,diversity_vs_depth@1000,depth@1000,diversity@1000,mae,0.4455911505580389,0.2272803094938286,0.7395571208300429,0.0001999600079984003,84,131,79,5000,0.6321604333178804,59,0.21374045801526717,0.1379426983963062,0.17096833379177756,0.7202139673243002,0.001811535714437644,0.16439881665567682,0.6703942574349547,-0.09589999317755758,-0.11366560555512699
overall,diversity_vs_depth@1000,depth@1000,diversity@1000,offset_mae,0.46729395171718907,0.23668092994252019,0.7798915705698715,0.0001999600079984003,87,131,79,5000,0.6650203244195646,59,0.21374045801526717,0.1444853689290903,0.1796456784985339,0.7549422249358442,0.0017897101324538518,0.17129884635044598,0.7085656685259788,-0.0873415853136571,-0.11285294224912817
overall,diversity_vs_depth@1000,depth@1000,diversity@1000,shape_mae,0.1051321143737022,0.05673208004394979,0.16754720227443898,0.0001999600079984003,88,131,79,5000,0.13097972027541646,55,0.21374045801526717,0.028973882343737763,0.04744954563757708,0.16281468310982733,0.000507125769539685,0.048341557584303856,0.1582473693305408,-0.03560164077923748,-0.07260560599934565
overall,diversity_vs_random@1000,random@1000,diversity@1000,mae,-0.009487087805356243,-0.05130876922639977,0.02460559355627796,0.6886622675464907,64,131,79,5000,-0.017990319944076075,39,0.21374045801526717,0.018562875059320232,-0.04644293320592157,0.02746875759520908,0.6107396736005315,-0.05282126673552709,0.023184674155991028,-0.032591936696663076,-0.0024155172189354586
overall,diversity_vs_random@1000,random@1000,diversity@1000,offset_mae,-0.027137748720340468,-0.07570633319561143,0.010857969264397223,0.9112177564487103,65,131,79,5000,-0.041621123689798534,38,0.21374045801526717,0.021123328334367898,-0.06919106501836374,0.014915567577682799,0.20268933391918262,-0.07609900212107755,0.010287965692977097,-0.028579452399323923,0.005624789947520597
overall,diversity_vs_random@1000,random@1000,diversity@1000,shape_mae,-0.0014069613643659853,-0.0122529782831147,0.00715831098145149,0.6150769846030794,69,131,79,5000,-0.001479406296833459,41,0.21374045801526717,0.004735638652815155,-0.01083489369527438,0.00802097096654241,0.7671794339970194,-0.011624731061078045,0.007757173824988349,0.009023984261129213,0.03369283428357424
overall,maxmin_vs_depth@1000,depth@1000,maxmin@1000,mae,0.5527736262144064,0.2719656819956144,0.9184855508170057,0.0001999600079984003,85,131,79,5000,0.8221186468207996,58,0.21374045801526717,0.1736573719192516,0.2070483563514227,0.8984988960773901,0.0020932477800429212,0.18876159245482613,0.838977970378119,-0.08331635009329552,-0.1211329085755169
overall,maxmin_vs_depth@1000,depth@1000,maxmin@1000,offset_mae,0.5746950756279623,0.2825577534973942,0.9612537367897096,0.0001999600079984003,85,131,79,5000,0.8629221017628116,60,0.21374045801526717,0.1828229980148619,0.21072244591870892,0.9386677053372157,0.0023616111805449184,0.19369549938824182,0.8776590061696616,-0.0828132919318812,-0.12211784837498808
overall,maxmin_vs_depth@1000,depth@1000,maxmin@1000,shape_mae,0.12100716441243958,0.06458488959291935,0.19362214027395708,0.0001999600079984003,89,131,79,5000,0.15100468214993662,54,0.21374045801526717,0.03374819822457074,0.05381966289937702,0.18819466592550216,0.0005842374792996966,0.05390473361137571,0.1826984460389182,-0.04112028899854673,-0.07181861391801024
overall,diversity_vs_depth@2000,depth@2000,diversity@2000,mae,0.5854928908190912,0.34618576405942886,0.9050135037548411,0.0001999600079984003,78,131,79,5000,0.780197041329589,61,0.21374045801526717,0.15020972228657256,0.28644830549785005,0.8845374761403323,0.00020399696571068575,0.27941402491184386,0.8316329199270067,-0.09892225328197578,-0.11369590162801342
overall,diversity_vs_depth@2000,depth@2000,diversity@2000,offset_mae,0.6299019247210347,0.37361156821663405,0.9763751561057391,0.0001999600079984003,80,131,79,5000,0.8472324938621965,62,0.21374045801526717,0.16157598651026264,0.308228845586721,0.9515750038553483,0.00020353905077892786,0.30653131790766663,0.8967317580317642,-0.09388564134428469,-0.11423719103001778
overall,diversity_vs_depth@2000,depth@2000,diversity@2000,shape_mae,0.08667408635902928,0.043541610002647724,0.14430002974568465,0.0001999600079984003,72,131,79,5000,0.10221265059545241,53,0.21374045801526717,0.026731831499414122,0.03345509797445265,0.1398930747436059,0.0017452142935710417,0.03537305275083535,0.13574277495489326,-0.031588768951337824,-0.06586017035328197
overall,diversity_vs_random@2000,random@2000,diversity@2000,mae,0.001054615587597938,-0.03036684456154131,0.031747417936006606,0.45810837832433515,53,131,79,5000,0.01272429106299312,39,0.21374045801526717,0.014571870152692226,-0.027955749392993945,0.03006498056818982,0.942490025635616,-0.032437518807877215,0.029638776720364964,-0.04162204387018867,-0.008646779920765155
overall,diversity_vs_random@2000,random@2000,diversity@2000,offset_mae,-0.0029273477838187025,-0.03862258779706603,0.03164891127622061,0.5562887422515497,54,131,79,5000,0.010397909009377036,40,0.21374045801526717,0.016502505859065743,-0.03578131320138749,0.02992661763375009,0.8596634142380986,-0.04105440689567578,0.028841547514420834,-0.03710661205920429,-0.011001783848933659
overall,diversity_vs_random@2000,random@2000,diversity@2000,shape_mae,-0.0052539369199652115,-0.014315023551401736,0.001766688207945092,0.9290141971605679,50,131,79,5000,-0.00520552602855905,39,0.21374045801526717,0.0037914714269375867,-0.012802176696767184,0.002294302856836762,0.16978030911958372,-0.014757129084285291,0.0015837115308556349,-0.007519955698540524,-0.011559515485290803
overall,maxmin_vs_depth@2000,depth@2000,maxmin@2000,mae,0.6901669370245114,0.41544850396817123,1.0416383429423268,0.0001999600079984003,81,131,79,5000,0.9239023209291773,62,0.21374045801526717,0.1705914535566566,0.3505454417469159,1.029788432302107,0.00012177590528586543,0.3343504678332121,0.9646387672047717,-0.09942605041158502,-0.12292488474344747
overall,maxmin_vs_depth@2000,depth@2000,maxmin@2000,offset_mae,0.7410916073809526,0.44659381077903687,1.1214534175213904,0.0001999600079984003,84,131,79,5000,0.9921041919558735,64,0.21374045801526717,0.1824111443104371,0.3779389154119326,1.1042442993499726,0.00011467499793344934,0.3650307859866454,1.033379052649099,-0.09589999317755758,-0.12436169654692
overall,maxmin_vs_depth@2000,depth@2000,maxmin@2000,shape_mae,0.11028498957773107,0.06030918542636785,0.17535089968676365,0.0001999600079984003,75,131,79,5000,0.1342667557306135,56,0.21374045801526717,0.030852195579723785,0.04886298644143297,0.17170699271402917,0.0006056509772937441,0.04805741186966337,0.16316983116928344,-0.05919097242249313,-0.08905338517187597
overall,diversity_vs_depth@3000,depth@3000,diversity@3000,mae,0.3400808345047068,0.18761866736169708,0.5635716312313434,0.0001999600079984003,77,131,79,5000,0.4879285396336384,59,0.21374045801526717,0.09537688160892487,0.15020004932117906,0.5299616196882345,0.0006237216798001192,0.15467258786980445,0.5143215899962998,-0.06974075868817967,-0.0914094990904078
overall,diversity_vs_depth@3000,depth@3000,diversity@3000,offset_mae,0.3528164176967078,0.18911869809540266,0.5925787102344794,0.0001999600079984003,71,131,79,5000,0.5118363804348527,56,0.21374045801526717,0.10226572199843048,0.14922100481622122,0.5564118305771943,0.0009075071962136823,0.15701585716050293,0.5444040135182457,-0.06421378651467992,-0.08593307140388451
overall,diversity_vs_depth@3000,depth@3000,diversity@3000,shape_mae,0.06781102372516616,0.03617877345266161,0.10928971053300383,0.0001999600079984003,74,131,79,5000,0.08960424697476886,55,0.21374045801526717,0.019538581071983502,0.02891269686926822,0.1067093505810641,0.0008492741872882087,0.02996997785678607,0.10324988879804131,-0.02757640573939172,-0.0833438128727991
overall,diversity_vs_random@3000,random@3000,diversity@3000,mae,0.05909695390362612,0.024230649880690847,0.11077888182781541,0.0001999600079984003,63,131,79,5000,0.09263024190460444,48,0.21374045801526717,0.021388092698395617,0.01651653224755248,0.10167737555969976,0.007139610669017393,0.02189307649791093,0.10677962924030333,-0.0035092867873360934,-0.04488307495176045
overall,diversity_vs_random@3000,random@3000,diversity@3000,offset_mae,0.058252907620719045,0.020910973218171976,0.1126043574841363,0.0005998800239952009,57,131,79,5000,0.09534131143340223,44,0.21374045801526717,0.022685023855711726,0.013090494371652078,0.10341532086978601,0.012142183325253604,0.01902241864486391,0.10862380023642715,-0.015040336678635672,-0.03481945677634769
overall,diversity_vs_random@3000,random@3000,diversity@3000,shape_mae,0.0064154832212022115,-0.0009640222315676448,0.01519521227080522,0.04039192161567687,59,131,79,5000,0.009462002416841229,45,0.21374045801526717,0.0038363314967421883,-0.0012220660940769406,0.014053032536481363,0.09847285931860077,-0.0009560091719333574,0.015211622987556498,0.027074892876565382,-0.013571058025264761
overall,maxmin_vs_depth@3000,depth@3000,maxmin@3000,mae,0.3558743922533449,0.20422236806190702,0.5746485497434235,0.0001999600079984003,80,131,79,5000,0.5045891308388989,60,0.21374045801526717,0.09635881566456977,0.16403872653337012,0.5477100579733196,0.0004089028913193751,0.16708923094422526,0.5263867418831798,-0.07778384164691524,-0.09946537784358725
overall,maxmin_vs_depth@3000,depth@3000,maxmin@3000,offset_mae,0.3726409676698827,0.20984506310365683,0.6068739666939034,0.0001999600079984003,77,131,79,5000,0.5281492573943888,59,0.21374045801526717,0.10291754119265249,0.16774788245718403,0.5775340528825814,0.0005202767337192831,0.16894114164733723,0.558085726249173,-0.06572094093465736,-0.09628590155795617
overall,maxmin_vs_depth@3000,depth@3000,maxmin@3000,shape_mae,0.07692452773828902,0.04226519547069658,0.12322624562308677,0.0001999600079984003,76,131,79,5000,0.10103761315538179,57,0.21374045801526717,0.021441106142048923,0.03423856442331058,0.11961049105326746,0.0005801739613071888,0.03396194683493157,0.1144895199603677,-0.05316555488880454,-0.09082046682991689
overall,diversity_vs_depth@all,depth@all,diversity@all,mae,0.0,0.0,0.0,1.0,0,131,79,5000,0.0,0,0.21374045801526717,,,,,0.0,0.0,-4.753424308822899,0.0
overall,diversity_vs_depth@all,depth@all,diversity@all,offset_mae,0.0,0.0,0.0,1.0,0,131,79,5000,0.0,0,0.21374045801526717,,,,,0.0,0.0,-4.753424308822899,0.0
overall,diversity_vs_depth@all,depth@all,diversity@all,shape_mae,0.0,0.0,0.0,1.0,0,131,79,5000,0.0,0,0.21374045801526717,,,,,0.0,0.0,-4.753424308822899,0.0
overall,diversity_vs_random@all,random@all,diversity@all,mae,0.0,0.0,0.0,1.0,0,131,79,5000,0.0,0,0.21374045801526717,,,,,0.0,0.0,-4.753424308822899,0.0
overall,diversity_vs_random@all,random@all,diversity@all,offset_mae,0.0,0.0,0.0,1.0,0,131,79,5000,0.0,0,0.21374045801526717,,,,,0.0,0.0,-4.753424308822899,0.0
overall,diversity_vs_random@all,random@all,diversity@all,shape_mae,0.0,0.0,0.0,1.0,0,131,79,5000,0.0,0,0.21374045801526717,,,,,0.0,0.0,-4.753424308822899,0.0
overall,maxmin_vs_depth@all,depth@all,maxmin@all,mae,0.0,0.0,0.0,1.0,0,131,79,5000,0.0,0,0.21374045801526717,,,,,0.0,0.0,-4.753424308822899,0.0
overall,maxmin_vs_depth@all,depth@all,maxmin@all,offset_mae,0.0,0.0,0.0,1.0,0,131,79,5000,0.0,0,0.21374045801526717,,,,,0.0,0.0,-4.753424308822899,0.0
overall,maxmin_vs_depth@all,depth@all,maxmin@all,shape_mae,0.0,0.0,0.0,1.0,0,131,79,5000,0.0,0,0.21374045801526717,,,,,0.0,0.0,-4.753424308822899,0.0
overall,depth_slope_3000_to_all,depth@3000,depth@all,mae,0.35081678354581275,0.1995505270637236,0.5666508675034276,0.0001999600079984003,82,131,79,5000,0.4989437005330147,63,0.21374045801526717,0.09541690490982843,0.16085631809099699,0.5407772490006285,0.000432138868101651,0.1654681173011787,0.5211927747997178,-0.07426440435498625,-0.0983402224880069
overall,depth_slope_3000_to_all,depth@3000,depth@all,offset_mae,0.3690376414134677,0.20562694734725295,0.6005176727044929,0.0001999600079984003,74,131,79,5000,0.5226526513642724,57,0.21374045801526717,0.10245409264469665,0.16506721138401192,0.5730080714429234,0.0005535619470346127,0.167174309713637,0.5541793105452312,-0.06471615494550698,-0.09503535220555889
overall,depth_slope_3000_to_all,depth@3000,depth@all,shape_mae,0.0768760890933148,0.04282303623240963,0.12261340601417511,0.0001999600079984003,74,131,79,5000,0.10248805714230856,57,0.21374045801526717,0.021349083273932548,0.034373329235589486,0.1193788489510401,0.0005555209545436309,0.03322390739776301,0.11439276645859553,-0.05718227193180179,-0.09176767046642206
overall,diversity_slope_3000_to_all,diversity@3000,diversity@all,mae,0.010735949041105867,-0.02025741162889497,0.04148160648331611,0.22375524895020996,54,131,79,5000,0.011015160899376378,41,0.21374045801526717,0.014566471674620959,-0.01826366839524179,0.03973556647745352,0.4633144049299839,-0.021907473808564767,0.039951113909805804,0.003509286787335954,-0.024871675511784846
overall,diversity_slope_3000_to_all,diversity@3000,diversity@all,offset_mae,0.016221223716759887,-0.019140000812034555,0.0535686311536586,0.16476704659068186,60,131,79,5000,0.010816270929419735,45,0.21374045801526717,0.017217921395827746,-0.018057024625153878,0.05049947205867365,0.3490437337579971,-0.01838284971893971,0.05392641167722528,0.039113371766186844,-0.015142815449031241
overall,diversity_slope_3000_to_all,diversity@3000,diversity@all,shape_mae,0.00906506536814864,0.002333125885066375,0.018546897554161768,0.003199360127974405,59,131,79,5000,0.012883810167539709,47,0.21374045801526717,0.003931784448127843,0.0012374838243939326,0.01689264691190335,0.023791826158355383,0.002062933530500389,0.017907301055641582,-0.016043109130585712,-0.020144662487920597
overall,depth_slope_2000_to_3000,depth@2000,depth@3000,mae,0.3463003752660637,0.1953791042055517,0.542388172054182,0.0001999600079984003,84,131,79,5000,0.4351502071631831,63,0.21374045801526717,0.09382262765122452,0.1595138720184127,0.5330868785137147,0.00041193536339648537,0.16329594216441046,0.505574201830187,-0.05718227193180179,-0.09904099367751443
overall,depth_slope_2000_to_3000,depth@2000,depth@3000,offset_mae,0.38208233143889003,0.21712501306927218,0.6054023114550774,0.0001999600079984003,81,131,79,5000,0.4827518266703679,63,0.21374045801526717,0.10395366656218512,0.1751264790713359,0.5890381838064441,0.00043382442620837466,0.18157473378263644,0.5598486990579495,-0.061702184885339184,-0.09814654448937239
overall,depth_slope_2000_to_3000,depth@2000,depth@3000,shape_mae,0.03698153308238855,0.01484578446034585,0.06407617037142949,0.0001999600079984003,75,131,79,5000,0.036586771772778685,55,0.21374045801526717,0.012855671873513472,0.011387856415399356,0.06257520974937775,0.005180856214254205,0.013004450645493765,0.062048302756197486,-0.009023984261129074,-0.04135454788451092
overall,diversity_slope_2000_to_3000,diversity@2000,diversity@3000,mae,0.10088831895167936,0.0580349886802585,0.16472810534625537,0.0001999600079984003,83,131,79,5000,0.14288170546723225,66,0.21374045801526717,0.02756849222691571,0.046003667010166345,0.1557729708931924,0.00045750056225074136,0.046286841178724475,0.15140953327719336,-0.06672579327973212,-0.0945401513417626
overall,diversity_slope_2000_to_3000,diversity@2000,diversity@3000,offset_mae,0.10499682441456315,0.05911146203261237,0.17171963315180178,0.0001999600079984003,79,131,79,5000,0.14735571324302396,58,0.21374045801526717,0.029159585788227763,0.04694454852030687,0.16304910030881942,0.0005557825465260325,0.04733107477758243,0.15943154089083733,-0.057684425107984175,-0.09123137633359762
overall,diversity_slope_2000_to_3000,diversity@2000,diversity@3000,shape_mae,0.018118470448525423,0.008763993923570681,0.031844689683597445,0.0001999600079984003,73,131,79,5000,0.023978368152095125,56,0.21374045801526717,0.005773994128619554,0.0066233311622272695,0.029613609734823576,0.0024012979387952296,0.007439124994215123,0.029966215249744903,-0.02206011794114996,-0.06105570033933658
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@250,depth@250,diversity@250,mae,0.7094904745360227,0.36634307777191893,1.081354235590805,0.0001999600079984003,29,42,37,5000,0.7359287885866436,27,0.09523809523809523,0.17979198668097948,0.34485542492397114,1.0741255241480743,0.00035266259222490053,0.35505582895579146,1.0695677756674098,-0.029582527813948944,-0.0010455253745140598
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@250,depth@250,diversity@250,offset_mae,0.6627871319811957,0.28684404814685494,1.0671842175343826,0.0003999200159968006,29,42,37,5000,0.7076205980587726,26,0.09523809523809523,0.19862646576813936,0.25995398832088346,1.0656202756415079,0.00197697187669828,0.26825751490564154,1.0484878606467818,-0.03861166738810877,-0.008096290780563646
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@250,depth@250,diversity@250,shape_mae,0.16933806670493348,0.10060031179475376,0.23524888247045128,0.0001999600079984003,32,42,37,5000,0.1642766576968415,28,0.09523809523809523,0.03396968620183957,0.10044434990379428,0.2382317835060727,1.572966121477414e-05,0.09871249424162072,0.23437980295054567,-0.01704589771498915,0.001538919266946189
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@250,random@250,diversity@250,mae,0.03709635662395945,-0.048984798822610164,0.1425268072299625,0.20975804839032194,20,42,37,5000,0.05154340435985328,18,0.09523809523809523,0.04799521765964224,-0.060242456387311946,0.13443516963523083,0.44461646128689986,-0.046174404213411,0.1458758173801177,-0.005013277548926657,0.020149568150487025
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@250,random@250,diversity@250,offset_mae,0.0031377424396005376,-0.09772449990116129,0.1181965181218447,0.47070585882823435,20,42,37,5000,0.014315442610065792,18,0.09523809523809523,0.055002554806682334,-0.10841260900243034,0.11468809388163141,0.9548230506151254,-0.09776722022872597,0.11818775478190952,-0.015040336678635672,0.007470035321155697
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@250,random@250,diversity@250,shape_mae,0.02148939528825396,0.0085530061243888,0.03564224266872923,0.0009998000399920016,24,42,37,5000,0.022501390653029956,22,0.09523809523809523,0.006831196374651306,0.007635086901304246,0.035343703675203675,0.003316315117364833,0.009098409739611795,0.03611782909271637,0.010528033237178323,0.011998261759880365
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@250,depth@250,maxmin@250,mae,0.9967884854810615,0.6127516135070759,1.4320813224694382,0.0001999600079984003,33,42,37,5000,1.0547514119976111,30,0.09523809523809523,0.2098124774835448,0.5712690585658384,1.4223079123962845,3.208868132856486e-05,0.6039036717495113,1.423817651405323,-0.02256156839022472,-0.0020462048939948753
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@250,depth@250,maxmin@250,offset_mae,0.9647830594330357,0.5444225265874464,1.4335547892494656,0.0001999600079984003,33,42,37,5000,1.0408894929138564,31,0.09523809523809523,0.22918713735975807,0.4999700010518279,1.4295961178142433,0.00016281127254388442,0.523814996437932,1.4138081825867101,-0.021057233557829822,-0.011600928564619532
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@250,depth@250,maxmin@250,shape_mae,0.18385010298419632,0.10529746358788694,0.2586388391474903,0.0001999600079984003,31,42,37,5000,0.17950743255704626,27,0.09523809523809523,0.03838948824441411,0.10599261217499055,0.2617075937934021,2.857267501517836e-05,0.10437894297888231,0.2583503361837634,-0.007519955698540524,-0.00022397800458792287
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@500,depth@500,diversity@500,mae,0.794116181423467,0.4539166433281289,1.1628124178781527,0.0001999600079984003,32,42,37,5000,0.8109753145112631,27,0.09523809523809523,0.1796496758777921,0.4297697514976345,1.1584626113492993,8.69275050248622e-05,0.43924703191269554,1.1486816641418032,-0.03058563299422953,-0.002821991102493289
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@500,depth@500,diversity@500,offset_mae,0.7794508580309967,0.4135023062530649,1.1757646563795745,0.0003999200159968006,29,42,37,5000,0.8164082569880253,27,0.09523809523809523,0.19366488952458388,0.3866802573856465,1.1722214586763469,0.00028046404839851915,0.39476589127990375,1.162841442863304,-0.03008407662018911,-0.009719113348947045
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@500,depth@500,diversity@500,shape_mae,0.1855294931200429,0.10410041501865377,0.26309719995014086,0.0001999600079984003,31,42,37,5000,0.1724649893740341,27,0.09523809523809523,0.04099239298344196,0.10239306682449116,0.26866591941559465,6.331845096405121e-05,0.10860783110686514,0.2666212687043246,0.014538956187067702,0.02370039004084278
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@500,random@500,diversity@500,mae,0.13074801811186607,0.03728456838797064,0.2306441749435024,0.0023995200959808036,28,42,37,5000,0.14408069668092988,25,0.09523809523809523,0.04874244963539766,0.03189374841322434,0.2296022878105078,0.01096694015226084,0.03195230499317572,0.22555739278509837,-0.03810997272868065,-0.00938670338317144
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@500,random@500,diversity@500,offset_mae,0.12058482401871624,0.017820276572694863,0.2300810107135874,0.008798240351929614,28,42,37,5000,0.13467633858343914,25,0.09523809523809523,0.05327886692529232,0.012530273628495153,0.22863937440893733,0.029745638230193494,0.010803236475533398,0.22241418115332745,-0.05115752203633166,-0.011899507798929143
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@500,random@500,diversity@500,shape_mae,0.014554569739505715,-0.001063570567796722,0.02860249654507788,0.03459308138372325,32,42,37,5000,0.01217586210063056,27,0.09523809523809523,0.007589993757425949,-0.000838651067408918,0.02994779054642035,0.06312267416938099,-0.00021166710787786074,0.029715749654443357,0.02105723355782968,0.016499149533923833
