band,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
far,P1_M_SELECTED_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_SELECTED,0.03392522323290199,-0.03762031903780663,0.09864337475290084,-0.03500798976585255,0.10230504611309102,0.346,0.03534776046028529,0.0989737292887988,0.021631091068881423,19,12,3,5,0.007890590414976077,0.04970840629657344,True,0.02,False,False
far,S1_M_SELECTED_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,M_SELECTED,0.14469723675078863,0.06819868474524961,0.2205178602811449,0.06453368949342005,0.2185215084076202,0.002,0.03915799259480357,0.10964237926545,0.14378933249424278,19,16,5,5,0.1264280961385286,0.16720869403897745,True,0.02,True,True
mid,P1_M_SELECTED_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_SELECTED,-0.02427659327654463,-0.07732216306906606,0.022153090121070102,-0.06994634793003797,0.03448541358034528,0.228,0.02439818109909194,0.06831490707745742,-0.04497875929590256,41,16,1,5,-0.03954634259673321,-0.016047248812889377,True,0.02,False,False
mid,S1_M_SELECTED_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,M_SELECTED,0.08192778180861358,0.011068503758500874,0.1230731892075457,0.010152140857334666,0.12242323129594543,0.033,0.026645104571732827,0.07460629280085192,0.04826120805337208,41,25,5,5,0.06977124530043244,0.0933236855848478,True,0.02,True,True
near,P1_M_SELECTED_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_SELECTED,-0.018973538229458117,-0.06621404867427516,0.029837538710519345,-0.08024249969533057,0.020486724170320547,0.452,0.024091604967878058,0.06745649391005856,-0.013973647913058138,55,23,0,5,-0.02786853313716804,0.00031189369511457776,False,0.02,False,False
near,S1_M_SELECTED_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,M_SELECTED,0.08897454313062923,0.017578230006652904,0.17536208562811148,-0.008002513830858742,0.1543435323796409,0.022,0.03893825274867431,0.10902710769628807,0.12443950868323858,55,32,5,5,0.0779170118667422,0.12030418287096552,True,0.02,False,False
