comparison,dropped_chemotype,delta,n_units
P1_M_SELECTED_vs_C_DIRECT_ROW,(none),-0.00927950899248859,90
P1_M_SELECTED_vs_C_DIRECT_ROW,sc000,-0.00687877518847508,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc001,-0.010463813974820374,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc007,-0.00927840598877934,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc008,-0.010179350811649862,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc009,-0.00821848749631193,67
P1_M_SELECTED_vs_C_DIRECT_ROW,sc010,-0.009138996187552881,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc012,-0.007740654247431255,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc015,-0.010016888165365171,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc016,-0.01101418698736898,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc017,-0.00616354820651135,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc018,-0.00859558778579534,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc019,-0.010190448044576545,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc020,-0.007921210210848715,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc021,-0.006499237140808154,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc027,0.0026627569566290226,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc028,-0.008577234156309095,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc029,-0.005797647820043503,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc030,-0.01543191383518972,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc031,-0.014348953914104857,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc032,-0.008884831392313861,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc033,-0.008689614096836601,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc036,-0.013652001987367077,86
P1_M_SELECTED_vs_C_DIRECT_ROW,sc055,-0.010490991741153265,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc057,-0.0085833143179638,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc058,-0.008666792741205107,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc059,-0.008337876863849158,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc060,-0.010935947301585876,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc061,-0.015290852428346791,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc062,-0.0085307388440171,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc063,-0.009308544737579446,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc068,-0.010269216644444005,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc069,-0.008068497742732189,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc070,-0.009187753881266036,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc071,-0.010142424570536494,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc075,-0.011741221820564614,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc076,-0.009538240315850726,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc077,-0.009074094371598528,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc078,-0.0075534691224878135,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc083,-0.0089086371890309,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc084,-0.010197545102470415,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc085,-0.009777848356144123,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc086,-0.009359516813515916,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc092,-0.008897715735491633,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc096,-0.009705311547421354,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc097,-0.009492210453100192,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,(none),0.09773837542719646,90
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc000,0.09808944838838912,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc001,0.09465581799502291,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc007,0.09682404133540828,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc008,0.09879629808390328,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc009,0.09724622432647889,67
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc010,0.09848357625626361,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc012,0.10184065818629306,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc015,0.09565069123391522,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc016,0.09683974578220857,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc017,0.1010568609850892,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc018,0.09753709980969856,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc019,0.09811238658080963,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc020,0.09709768934570494,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc021,0.09965335727670625,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc027,0.11663998663024266,84
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc028,0.09890047095769984,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc029,0.0991305772702347,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc030,0.09587804563113271,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc031,0.09169210787980994,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc032,0.09930249776438027,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc033,0.09186668489321857,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc036,0.09324076820844951,86
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc055,0.09688241782670977,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc057,0.09245243223492589,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc058,0.09997707452616107,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc059,0.09544955284744,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc060,0.09547892520792241,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc061,0.09629971320125516,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc062,0.09683888101453823,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc063,0.10053934268711341,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc068,0.0898678499980031,84
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc069,0.10173224189657247,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc070,0.09907076280299139,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc071,0.09882648777455953,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc075,0.09701020837608847,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc076,0.09867820330044716,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc077,0.09852589927146846,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc078,0.10032023681186418,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc083,0.1017636267739808,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc084,0.09811816403370228,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc085,0.09848548281674692,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc086,0.09586965014687689,89
