extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0.876758,-0.666218,0.203658,0.0577465,1.32288,-1.20631,2.45368,3.51242,0.1476,-2.25624,0.13932,-1.17807,-2.22836,1.22393,-2.32811,-1.23908,5,s104729_S_b020,20
C1COCCOCCOCCOCCOCCO1,0.116514,-1.25707,0.3127,-0.113732,1.52595,-0.300357,2.48741,3.54138,-0.0247663,-2.44116,0.257661,-1.97635,-1.4671,1.209,-2.52364,-1.95891,5,s104729_S_b020,20
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,1.79743,2.92663,0.784065,-0.544175,-0.259669,2.74904,-0.819693,0.214143,0.16512,-1.18936,0.47563,-1.18905,-0.263435,-0.438684,1.24875,0.734303,7,s104729_S_b020,20
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,2.46036,0.598316,-0.0609738,0.228933,-1.31029,0.761604,0.437684,0.223171,0.232588,-1.52831,0.345333,1.76364,-2.86187,0.501206,-0.250945,-0.338402,46,s104729_S_b020,20
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,1.1266,0.0201845,-2.86216,0.609841,1.47875,4.83404,2.12723,4.3698,1.87874,-1.50139,2.49043,-0.707525,-0.246967,-1.03122,1.74309,-2.68955,6,s104729_S_b020,20
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-1.46758,0.329312,-0.287275,-0.924811,0.17228,1.40031,-0.435713,1.48892,0.562989,-0.482427,-0.687762,0.762767,-0.6202,-0.0500552,-0.451458,0.483738,2,s104729_S_b020,20
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,2.60867,-1.57935,-2.04931,1.13098,-1.30693,6.84715,3.97017,6.43377,4.94165,0.3051,1.58009,-2.31119,-1.08146,-2.93186,1.72332,-5.45073,2,s104729_S_b020,20
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.6193,-0.130873,0.377537,0.112505,0.169933,-1.24284,0.203928,-0.388939,-0.572923,0.401223,0.457958,-0.278728,0.872013,0.471927,0.331004,-0.108095,14,s104729_S_b020,20
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,1.681,-0.139678,1.97836,-0.0180265,-0.827422,3.49228,0.473442,2.72745,-0.437913,1.56862,1.17338,-1.52372,-0.30419,1.63895,0.647214,-1.31878,6,s104729_S_b020,20
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.258257,-0.496895,0.824205,-0.0227294,0.214619,-0.993591,-0.0929457,-0.148804,-0.137749,0.602472,0.227995,-0.0626424,0.237129,0.529712,0.59796,-0.34842,52,s104729_S_b020,20
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.202732,0.0564261,0.233698,0.815782,-1.32954,-0.38059,0.00208649,-0.0729205,-0.763035,0.601362,0.716446,-0.185957,0.560264,0.753995,1.20962,-0.656463,2,s104729_S_b020,20
CC(C)CN(CC(C)C)C(=O)C(C)C,-1.0601,-0.178824,0.0122237,-2.25466,1.28957,1.67697,0.0652179,1.34401,0.36807,-0.496814,-0.955251,1.22546,-0.953726,-0.73169,-1.28689,2.49594,7,s104729_S_b020,20
