g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Am(III),0.802554,0.0486026,-0.308779,-0.0232463,0.6554,0.574487,0.00527113,0.0449593,-0.244749,0.235082,0.299641,-0.554739,0.696268,0.259616,0.234338,-0.9379,1733,s104729_S_b023,23
Am(VI),-1.56822,-0.40359,-0.997548,-0.125244,-0.563948,1.23759,-0.789427,1.62744,1.46981,0.727735,-0.500763,0.0688096,-0.467456,-0.875037,1.18648,-0.368166,27,s104729_S_b023,23
Ba(II),-2.81338,-2.75018,0.0576992,-1.37046,3.33308,1.36211,-1.53967,3.7122,1.22259,0.211821,2.26925,-0.4665,4.97218,1.52986,0.716845,-3.10767,25,s104729_S_b023,23
Bi(III),1.82971,-4.23467,2.40648,-1.50669,-2.22977,2.0521,-2.9567,2.49474,2.7684,-3.57805,1.5955,0.11857,-2.34526,-1.39417,1.99782,1.30415,17,s104729_S_b023,23
Ca(II),-2.21198,-1.35494,1.08547,-0.598848,0.607505,-1.13373,-0.176472,1.65771,1.27576,-1.06605,0.777394,0.134777,2.84502,-0.117915,1.92734,-1.8777,22,s104729_S_b023,23
Cd(II),-0.853681,0.249831,-3.03157,0.302348,2.34632,3.17055,2.3159,2.38686,0.01432,0.558048,3.06167,-2.39075,-0.509407,1.29664,-2.51574,-2.43478,4,s104729_S_b023,23
Ce(III),0.197323,-0.99719,0.492106,-0.759925,1.22071,-0.343406,-0.541904,1.44979,-0.779762,0.725862,0.87921,-0.352642,-0.655886,-1.10222,-1.89584,-0.267581,293,s104729_S_b023,23
Cf(III),0.705417,-1.46728,-0.650192,-0.0751977,0.540503,0.2476,-0.161072,0.09727,-0.674937,-0.520113,-1.04017,0.106177,1.03745,-0.341013,0.956061,-0.272692,9,s104729_S_b023,23
Cm(III),1.281,-0.325879,-0.625787,0.331234,0.910888,0.915851,-0.389537,0.165272,-0.367129,0.433484,-0.601637,0.125978,0.529425,-0.363127,0.78714,-1.12739,135,s104729_S_b023,23
Dy(III),0.843909,-0.15161,0.327407,0.265424,0.591332,-0.714888,-0.162866,-0.385715,-0.16527,-0.338476,-0.150151,0.619781,-0.209816,-0.474412,-0.253156,0.447142,282,s104729_S_b023,23
Er(III),0.975434,-0.357038,0.429504,0.27167,0.377272,-0.422479,0.0255723,-0.796255,-0.437644,-0.641415,-0.258518,0.747504,-0.255637,-0.220578,-0.26931,0.491012,300,s104729_S_b023,23
Eu(III),0.342003,-1.27658,1.05505,0.607366,0.327276,-0.229235,-0.0769561,-0.428936,-0.547442,-0.201933,0.655706,-0.257368,0.087784,-1.04717,-0.320081,0.0255395,1535,s104729_S_b023,23
Gd(III),0.705861,-0.77808,0.420798,0.275623,0.42449,-0.708,-0.126653,-0.290556,-0.581852,0.33636,0.252643,0.0526789,-0.154111,-0.186911,-0.677381,0.556754,375,s104729_S_b023,23
Hf(IV),-0.0305115,0.0540814,1.20967,0.750531,1.28632,-0.700507,-1.48293,0.791857,-0.378454,-0.945106,-1.70173,0.485703,-0.120283,-0.284525,3.15061,0.461368,5,s104729_S_b023,23
Ho(III),0.968417,-0.383897,0.454295,0.203017,0.409543,-0.430025,-0.00895798,-0.757254,-0.384745,-0.380511,-0.195638,0.71406,-0.106069,-0.164814,-0.148153,0.614729,264,s104729_S_b023,23
In(III),0.31903,-1.85921,-0.112157,-1.13043,0.430493,0.338377,-1.50431,1.02059,4.91312,-1.47362,5.88716,-0.709588,-1.67362,0.138637,4.63654,-3.73463,5,s104729_S_b023,23
La(III),0.102368,-0.998844,0.476992,-0.566669,1.74279,-0.261886,-0.471682,1.66484,-0.646308,1.21809,0.853346,-0.390923,-0.918332,-0.823604,-2.04864,-0.431809,344,s104729_S_b023,23
Lu(III),1.1242,-0.173985,0.213146,0.0119623,0.551232,-0.495086,-0.0640889,-0.900819,-0.363935,-0.733534,-0.378427,1.20627,-0.632411,-0.0949854,-0.416545,0.936043,225,s104729_S_b023,23
Nd(III),0.357455,-0.534834,0.154212,-0.314054,0.850369,-0.67924,-0.179935,0.729736,-1.00602,1.18993,0.409137,-0.546586,-1.2844,-0.489327,-1.51211,0.225509,433,s104729_S_b023,23
Np(IV),0.320757,0.995895,0.319484,1.16428,-0.738141,-0.0652439,0.216368,0.0805264,1.2532,0.489602,0.125921,-0.791637,0.533063,-0.273303,0.649046,-0.241984,216,s104729_S_b023,23
Np(V),-0.576956,-0.227294,-0.91521,2.87779,-0.321608,0.917647,-1.89046,1.82777,1.66505,1.28353,0.153663,-1.52513,-0.29695,-0.176659,-0.235999,-1.2664,187,s104729_S_b023,23
Np(VI),-1.48424,0.585389,-0.773285,2.28888,-0.937328,0.370344,-1.07176,1.7282,0.699333,0.0826638,-0.253035,-0.549795,-1.0331,-1.08198,0.631005,0.0029846,67,s104729_S_b023,23
Pa(V),-1.03013,0.341276,-1.0927,0.880768,-1.01744,-0.0887668,-0.629806,-0.28103,0.858117,-0.408298,0.78942,-1.59598,-2.09478,0.902556,0.598037,-0.215341,43,s104729_S_b023,23
Pb(II),1.39938,-4.78394,1.77206,-1.99145,-1.12699,4.56159,-4.04581,4.33804,3.24371,-0.796117,2.87289,-1.46856,-1.29328,0.307178,2.43287,-0.199328,10,s104729_S_b023,23
Pd(II),-0.417334,0.0737599,-3.38601,1.51514,4.70172,1.26832,0.175064,0.587818,-4.52642,0.228741,-2.3411,-2.5323,1.82579,-0.695538,1.93968,2.13727,18,s104729_S_b023,23
Pd(IV),-0.635077,-1.44662,-0.37868,0.460076,2.40218,-0.889846,-4.08372,0.274003,-0.752786,-1.69433,0.658522,-2.00678,-0.359482,-0.428733,7.45781,0.0380929,5,s104729_S_b023,23
Pm(III),0.320021,-1.11943,0.895691,0.191053,0.398117,-0.307653,-0.0553468,-0.262398,-0.677225,-0.0819678,0.448428,0.0096834,0.422999,-0.934846,-0.6322,0.166896,1,s104729_S_b023,23
Pr(III),0.308876,-0.738917,0.412053,-0.383085,0.912782,-0.491003,-0.309312,1.12279,-0.818936,0.959095,0.531638,-0.511676,-0.687292,-0.970966,-1.77048,-0.0301472,348,s104729_S_b023,23
Pu(III),0.458205,-1.42306,-1.36949,0.0517703,0.0335755,-0.894281,0.127193,0.398211,0.286402,0.137624,-1.5235,-1.00796,0.909035,-0.249499,0.943421,-0.905309,118,s104729_S_b023,23
Pu(IV),0.408632,0.458143,-0.212929,0.326609,-0.886526,-1.3988,0.742062,-0.330859,1.19584,-0.0476055,-0.820072,-0.680308,0.263718,0.306697,0.459642,-0.184339,580,s104729_S_b023,23
Pu(VI),-1.38914,0.0433357,-1.33136,1.45712,-1.05679,-0.927371,-0.577291,1.35255,0.559445,-0.437627,-1.1801,-0.46818,-1.28113,-0.491405,0.354367,0.00667453,107,s104729_S_b023,23
Sm(III),0.527044,-0.378816,0.278494,-0.0416715,0.8689,-0.735345,-0.220064,0.202035,-0.428518,0.194328,0.307266,0.0652463,-0.304585,-0.893701,-1.03003,0.291339,323,s104729_S_b023,23
Sr(II),-2.53555,-2.25108,0.598957,-1.28662,1.53821,-0.186271,-0.43803,2.45479,1.3283,-1.21916,1.29835,0.131239,3.78062,0.41482,0.590174,-2.0657,94,s104729_S_b023,23
Sr(III),-3.92498,-2.28477,0.351038,-0.836387,0.926118,0.196042,-1.39815,1.77743,2.08229,-2.87591,0.842733,1.43338,1.22676,2.10203,1.89523,-1.84754,38,s104729_S_b023,23
Tb(III),0.66983,-0.797457,0.699833,0.491686,0.359258,-0.299341,-0.0965008,-0.830989,-0.402005,-0.444496,0.115228,0.126345,0.0813457,-0.447711,-0.545001,0.173833,269,s104729_S_b023,23
Tc(VII),-1.32964,-0.788073,0.612715,1.50666,0.232945,-2.5404,-2.75939,1.81297,-3.45462,-1.21395,-2.19135,-1.4745,0.689872,-1.64333,3.24411,1.66633,21,s104729_S_b023,23
Th(IV),0.372488,-0.753122,-0.934968,-1.76436,-0.563363,0.0360663,0.679103,-0.119267,0.890179,0.139217,0.144029,-1.42257,0.225027,-0.753399,0.00827377,-0.486576,753,s104729_S_b023,23
