g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Am(III),-1.02783,0.611594,-0.223952,0.196029,-0.306364,0.0192717,0.383257,0.0184005,-0.0469052,-0.797461,-0.265587,-0.10691,-0.637612,0.258567,-0.760175,-0.774823,1733,s104729_S_b013,13
Am(VI),-0.965385,0.915518,1.32652,-1.41004,-0.907755,-0.0513011,-0.877666,0.310488,0.248521,-1.37757,-0.680668,0.128891,0.311162,-0.158512,-0.117317,1.44686,27,s104729_S_b013,13
Ba(II),0.904429,3.23852,0.63586,1.76796,-2.97083,-0.762396,0.491705,-1.43607,0.485066,1.53088,0.241226,-3.01886,-2.57802,-1.3979,-2.41736,1.26017,25,s104729_S_b013,13
Bi(III),-5.14401,3.05238,5.56829,5.16231,-0.537925,0.332552,-3.76855,4.53917,-2.34438,-2.20229,-1.19674,-1.55758,-3.36631,3.43589,3.25599,-3.42176,17,s104729_S_b013,13
Ca(II),-2.15809,1.86369,0.0926797,-0.389721,-0.962615,0.511201,-0.753025,-0.922484,0.499606,2.45552,0.533592,-1.97403,-2.71077,-0.610341,0.296318,-0.255629,22,s104729_S_b013,13
Cd(II),-0.0438935,4.35054,8.929,1.60752,-1.5189,0.849332,0.580026,-2.90621,2.07296,-1.64243,-4.85383,1.82146,-1.76569,3.00744,-2.38734,1.63459,4,s104729_S_b013,13
Ce(III),2.39405,0.837804,0.0513012,1.75072,-0.596611,-0.273443,0.198356,0.540245,0.135012,0.380012,0.00612661,-1.27567,0.597403,0.391156,-0.858897,0.65588,293,s104729_S_b013,13
Cf(III),-0.787588,1.08766,-0.621169,-0.138778,0.00967276,-0.613732,-0.0121503,0.242742,-0.1784,-1.16846,0.418511,0.553093,-0.723573,0.707661,-0.952496,-0.664784,9,s104729_S_b013,13
Cm(III),-0.0742626,0.889205,-0.368554,-0.0389649,-0.238878,-0.718755,0.372999,0.308196,-0.302959,-1.03634,0.302325,0.230783,-0.523809,0.927168,-1.08465,-0.203225,135,s104729_S_b013,13
Dy(III),-0.183685,0.19743,-0.734794,0.167847,0.473451,0.250816,-0.174376,0.409685,-0.235652,0.531755,0.300411,0.146495,-0.150552,0.704477,0.0529056,-0.705578,377,s104729_S_b013,13
Er(III),-0.14339,0.193679,-0.710427,0.0196824,0.667867,0.446822,-0.337618,0.348417,-0.361552,0.463959,0.47518,0.4436,-0.339241,0.574517,0.0676977,-0.793032,300,s104729_S_b013,13
