g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Eu(III),0.276554,-0.165789,0.199151,0.191182,0.569655,-0.099271,-0.1647,0.129839,-0.487912,0.85311,0.708822,-0.742315,0.199554,-0.455141,-0.622363,-0.360294,1692,s104729_S_b013,13
Gd(III),0.629573,-0.199757,-0.677811,0.326788,0.31511,0.0830922,0.178881,0.582279,-0.126182,0.658236,0.199329,-0.259675,-0.00158931,0.617809,-0.0898252,-0.0625591,375,s104729_S_b013,13
Hf(IV),0.544194,-1.78734,-1.52764,0.49202,0.0304061,0.961038,0.47383,-0.807137,-1.28973,-1.16159,-0.686144,1.40342,-3.81346,0.0912868,2.66217,-2.94298,5,s104729_S_b013,13
Ho(III),-0.188145,0.139623,-0.715088,0.0545762,0.603755,0.243879,-0.265561,0.422535,-0.348101,0.527031,0.485238,0.352122,-0.306416,0.676701,0.100423,-0.796467,264,s104729_S_b013,13
In(III),-1.96737,-0.155477,5.30425,3.05617,-1.27887,-2.84501,0.700177,-1.23017,-1.41298,-0.0653189,-2.41394,-1.7632,0.290672,1.9613,-0.39231,-1.53606,5,s104729_S_b013,13
La(III),2.86567,0.51271,0.0350122,2.12026,-0.869528,-0.473893,0.56027,0.377123,0.141974,0.161012,-0.166674,-1.46242,0.250806,0.247713,-0.866399,0.739724,344,s104729_S_b013,13
Lu(III),0.227829,0.0830635,-0.782802,0.0239741,0.816967,0.656073,-0.380828,0.386344,-0.537853,0.187205,0.696594,0.73188,-0.764685,0.648216,0.194702,-0.781946,247,s104729_S_b013,13
Nd(III),1.88936,0.272107,-0.268766,0.941372,-0.365506,0.495986,0.381717,0.552043,0.107016,-0.0778862,-0.168331,-0.968588,0.425566,0.785803,-0.418111,0.487345,433,s104729_S_b013,13
Np(IV),-1.26722,-0.827725,0.12368,-1.07011,-0.166705,0.151175,0.739409,-0.724963,0.424913,-0.584512,-0.489511,0.2018,0.624434,-0.00683992,0.712608,-0.653437,178,s104729_S_b013,13
Np(V),-1.91657,0.0534661,0.82102,-1.32404,-1.35818,-0.196362,1.33448,-1.06276,-1.73073,-1.47039,-1.39782,-0.738777,0.479555,0.253057,-0.358221,0.855146,177,s104729_S_b013,13
Np(VI),-0.536859,-0.38527,1.05515,-1.87314,-0.766833,0.946228,-0.0503976,-0.994052,-0.763033,-1.32895,-0.756613,-0.413905,1.16963,-0.42191,0.541693,1.33156,67,s104729_S_b013,13
Pa(V),-3.03481,-0.552224,0.606337,-0.756007,-0.697076,0.0657871,0.249517,-1.95173,-0.00752543,-1.45673,-1.88707,-0.713226,-0.921793,-0.590051,1.13754,1.69194,43,s104729_S_b013,13
Pb(II),-3.096,4.56763,5.68114,5.78454,-1.57,-1.57429,-3.00208,4.03641,-2.17147,-0.658124,-1.27975,-2.54352,-3.01067,2.81833,1.59832,-2.01037,10,s104729_S_b013,13
Pd(II),3.38278,3.45788,4.14973,-2.65892,-0.647381,4.58329,0.404743,-0.714434,1.08349,-4.24459,-0.778839,3.96182,-6.33194,2.75443,-1.46818,1.05736,18,s104729_S_b013,13
Pd(IV),1.96727,-1.04047,0.556084,0.253808,-1.3647,0.0747566,0.646848,-0.592802,-2.39798,-3.24572,0.732152,-0.514244,-4.94462,0.688527,0.744822,-0.438423,5,s104729_S_b013,13
Pm(III),0.999704,-0.227977,-0.0622828,0.458375,0.542521,-0.129887,-0.285149,0.47892,-0.140412,0.820219,0.80456,-0.73074,0.379082,-0.0419235,-0.407885,-0.379502,1,s104729_S_b013,13
Pr(III),2.01804,0.512487,-0.254209,1.31305,-0.375901,-0.144164,0.362057,0.576692,0.162192,0.262509,-0.0479498,-1.14347,0.395352,0.258818,-0.696535,0.65976,348,s104729_S_b013,13
Pu(III),-1.32352,1.21934,-0.124509,-0.721691,-0.0781237,-0.692482,0.0856178,0.132423,0.611472,-1.61921,0.0203098,0.182729,0.703124,-0.0889817,-0.913109,-0.154529,118,s104729_S_b013,13
Pu(IV),-1.32668,-0.261084,-0.12923,-0.717516,0.285497,0.0541997,0.342083,-0.322705,0.807735,-0.258502,-0.537902,0.539981,0.925783,-0.194678,0.755389,-1.06728,527,s104729_S_b013,13
Pu(VI),-0.534936,0.236287,0.77698,-1.46101,-0.353489,0.835148,-0.466537,-0.550369,-0.442293,-1.01994,-0.802349,-0.12902,1.41156,-0.570808,0.493575,0.932254,107,s104729_S_b013,13
Sm(III),0.990654,0.286087,-0.286907,0.588859,0.135486,0.463253,0.106966,0.621232,0.0414349,0.360016,0.20349,-0.501005,0.202593,0.54056,-0.247169,0.105278,323,s104729_S_b013,13
Sr(II),-0.456524,2.13113,0.304916,0.449712,-1.78985,0.753001,-0.397407,-1.09411,0.622273,2.11741,0.444779,-2.41622,-2.36809,-1.08321,-0.690606,0.399508,94,s104729_S_b013,13
Sr(III),-2.30948,1.77176,1.79307,-0.212452,-1.74323,1.25172,-1.1164,-2.86194,-0.52502,0.970439,-0.438818,-0.693718,-4.09488,-2.11977,1.12546,1.69955,38,s104729_S_b013,13
Tb(III),-0.260223,-0.133188,-0.227767,0.181271,0.789933,-0.0483028,-0.218383,0.407049,-0.446053,0.533402,0.540142,-0.237812,-0.0431799,0.234936,-0.234031,-0.648613,269,s104729_S_b013,13
Tc(VII),2.44698,-2.64827,-0.786359,-0.78701,-0.435673,1.82126,-1.38062,-1.12599,-0.099434,-3.29809,0.513843,0.148041,-3.71947,-0.545103,3.22009,-0.172661,21,s104729_S_b013,13
Th(IV),-1.31781,0.721621,-0.927364,-0.421393,0.0299933,-0.75927,-0.321353,0.498334,0.851517,-0.325345,-0.215802,-0.641094,0.0899564,0.176861,-0.318347,0.233984,773,s104729_S_b013,13
Tm(III),-0.0408387,0.167052,-0.645864,0.112203,0.745209,0.414765,-0.349598,0.322479,-0.450893,0.406944,0.628311,0.566494,-0.505367,0.541963,0.0439698,-0.874318,201,s104729_S_b013,13
U(IV),-2.10847,0.158132,-0.215138,-0.8011,-0.563345,-0.29871,0.234466,-0.629997,-0.220329,-0.889892,-1.46124,-0.917894,-0.530515,-0.167929,-0.335016,0.418358,15,s104729_S_b013,13
U(VI),-1.24174,-1.06663,1.36146,-1.36474,-0.933814,1.37417,0.407199,-1.49358,-0.493697,-0.899051,-1.99247,-0.631727,0.539086,-0.825617,1.40498,0.997544,770,s104729_S_b013,13
Y(III),-0.530218,1.57704,0.830581,-0.11871,-2.03117,-1.73367,0.216122,-0.897136,1.30151,1.82771,-2.22569,1.47128,-0.596112,0.13538,0.321961,-1.5238,28,s104729_S_b013,13
Yb(III),-0.161403,0.00903831,-0.364316,0.113611,1.08103,0.506868,-0.624304,0.466071,-0.799335,0.315376,0.865933,0.411981,-0.413384,0.278922,-0.102783,-0.967805,231,s104729_S_b013,13
Zr(IV),-1.10407,-2.1191,-1.9973,-0.432022,0.645135,0.883673,-0.799035,0.206564,-0.404794,-1.65416,-0.735543,0.143094,-3.70611,-0.0629608,3.20363,-2.28718,13,s104729_S_b013,13
