extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1.79949,-0.929263,3.33959,0.0200093,5,s104729_S_b025,25
C1COCCOCCOCCOCCOCCO1,1.73659,-0.937996,3.24811,-0.353534,5,s104729_S_b025,25
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.616453,-1.8465,1.47039,-0.950705,7,s104729_S_b025,25
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,1.73311,0.011865,1.13819,1.33955,46,s104729_S_b025,25
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-1.57209,-0.149969,1.5406,0.753706,6,s104729_S_b025,25
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-0.941112,-0.855151,1.21612,0.825259,2,s104729_S_b025,25
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-1.57983,0.0496508,2.08542,0.373169,2,s104729_S_b025,25
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.371493,0.360039,-0.490332,-0.787705,14,s104729_S_b025,25
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,1.66174,-1.70908,0.198755,-0.633062,6,s104729_S_b025,25
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.471006,0.370067,-0.665769,-0.604228,52,s104729_S_b025,25
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-0.246586,1.60915,-0.372977,-0.689332,2,s104729_S_b025,25
CC(C)CN(CC(C)C)C(=O)C(C)C,-1.35943,-2.86541,1.25593,1.92062,7,s104729_S_b025,25
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.438093,0.173697,-1.01856,-0.487255,60,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,3.20435,2.04543,0.703721,1.01775,12,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,1.11812,0.595043,1.68362,1.68845,22,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-0.0284111,-3.08968,3.60928,1.17907,12,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,0.361298,1.14158,1.37238,0.931178,24,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,0.117125,-0.802148,1.11839,1.12748,4,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-0.356026,-2.60348,3.69744,1.66253,12,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,1.78416,-0.297419,2.14552,0.553132,24,s104729_S_b025,25
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,0.395855,0.188149,1.72435,1.44208,10,s104729_S_b025,25
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0.0808136,1.58668,2.53055,0.810079,22,s104729_S_b025,25
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,2.66055,0.784716,1.83661,1.63318,28,s104729_S_b025,25
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,2.30001,-0.313754,1.62486,1.5818,30,s104729_S_b025,25
CCCC(=O)N(CC(C)C)CC(C)C,-0.323284,-2.36234,1.04934,1.86096,9,s104729_S_b025,25
CCCCC(CC)C(=O)N(CCCC)CCCC,-1.06479,-2.4682,1.39089,1.23446,61,s104729_S_b025,25
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.593191,0.102141,-0.906746,-0.892408,14,s104729_S_b025,25
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.330953,-2.20343,2.83416,-0.698104,63,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-1.15652,-2.67662,0.642424,0.921384,90,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-1.09037,-2.69617,1.44583,0.158905,451,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-0.762806,-2.09469,1.30829,1.05772,25,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-1.14066,-2.36564,0.93001,0.823732,29,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-0.677306,-2.4863,1.00345,1.03095,447,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.56678,-0.268345,0.979499,1.3806,4,s104729_S_b025,25
