extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-1.02119,-0.274013,0.262152,-1.89497,-1.02262,0.951512,1.49802,0.761641,-5.40989,-1.99862,2.75245,0.208826,-0.331043,-0.745947,-3.51065,-1.32478,5,s104729_S_b013,13
C1COCCOCCOCCOCCOCCO1,-0.918018,-0.130501,-0.0175854,-1.61319,-1.19676,0.937041,1.43535,1.11548,-5.73384,-2.12799,3.19857,0.7511,-0.0789034,-1.4148,-2.93769,-1.22498,5,s104729_S_b013,13
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-0.271472,0.730333,-0.397037,1.16787,-0.709419,0.301822,2.26088,0.739404,-1.11299,-0.710072,-1.34096,0.835618,-1.18913,0.894693,-1.38789,0.113814,7,s104729_S_b013,13
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.519326,-0.947254,-0.717593,1.65719,-1.46756,1.35888,1.53627,-0.584818,-1.73731,-0.553625,-1.54968,-1.04447,1.39253,0.566418,-0.931412,-0.750269,46,s104729_S_b013,13
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-1.71474,0.955195,-0.130525,-1.21281,-1.21008,1.56996,-0.558263,-2.45835,-1.46805,-3.0961,-0.705459,0.147733,-1.54387,1.96054,0.862988,1.72464,6,s104729_S_b013,13
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-0.0542057,0.852236,-0.0359566,1.1477,-1.34612,0.994015,-0.283835,-0.574932,-0.951123,-1.62878,-0.133677,-1.4467,-0.734081,0.135958,-0.364108,-0.437255,2,s104729_S_b013,13
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-1.75495,1.35455,0.43143,1.09058,-0.807024,1.36916,-2.17786,-3.29894,-2.39827,-2.42549,-1.09335,0.346304,-2.68411,1.23885,-0.0218566,2.48301,2,s104729_S_b013,13
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.411548,-0.437255,-0.558127,-0.299014,0.21102,-0.458088,0.329274,0.209817,0.502023,-0.00973366,0.158855,0.62709,0.311432,-0.40273,1.05872,-0.0861812,14,s104729_S_b013,13
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.0241202,0.431316,0.984425,1.80909,-2.01297,-1.46939,1.067,0.873884,0.912466,-0.84909,0.521096,2.0805,-0.30714,-1.71554,-0.856084,0.755618,6,s104729_S_b013,13
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.709458,-0.413065,-0.713625,-0.0959043,0.6055,0.336111,-0.461834,0.385252,0.447639,-0.003327,-0.0157009,0.620911,-0.0466433,-0.297312,0.719968,-0.245572,52,s104729_S_b013,13
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.923877,-0.33994,-0.718926,0.665999,-0.161387,-0.505702,0.334508,1.13556,-0.272934,0.046791,0.114696,0.476585,0.960179,-0.309185,1.66618,0.323442,2,s104729_S_b013,13
CC(C)CN(CC(C)C)C(=O)C(C)C,-0.79764,0.938252,1.07699,0.51419,-0.899201,1.54316,0.00931814,0.649949,-0.439452,-1.78321,0.520964,-0.17497,-1.05752,1.60948,-1.4829,-2.21704,7,s104729_S_b013,13
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.599742,-0.356454,-0.768535,-0.107109,0.384152,0.223185,-0.637722,0.317749,0.29825,0.0165254,-0.226222,0.761297,0.351685,-0.2338,0.520004,-0.551202,60,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,1.7749,-0.908479,-1.03013,-0.198627,0.550765,1.45587,1.83337,-2.11999,-0.556965,1.718,-3.55313,0.893973,1.00824,0.305293,-0.0215182,0.354498,12,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-0.202452,-0.413367,0.180277,0.0723769,-0.846207,2.45784,0.992681,-1.6268,-1.31591,-0.407079,-1.64514,-0.801619,0.247539,0.944729,-1.00766,-0.21442,22,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-1.83715,2.54694,1.60706,0.510479,-0.751528,-0.337623,0.409633,-1.90384,-4.35034,1.65232,-3.30446,1.28221,-3.0213,-1.44412,-2.09334,0.327453,12,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-0.547176,-2.88673,1.24939,0.268844,-0.317829,0.368062,1.50439,-1.78726,-3.23784,-0.521941,-1.8708,-2.36001,-2.6674,-0.864456,1.64989,0.662026,24,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-0.96526,0.222827,0.43951,0.403682,-0.815858,1.19514,0.672587,-0.392694,-0.994221,-0.929135,-1.11769,-0.450731,-0.262515,0.724523,-1.23198,-0.19054,4,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-2.00171,2.76329,2.04419,0.299342,-0.775625,0.0412567,0.146054,-2.36043,-4.71495,1.40656,-3.07795,1.00544,-3.47625,-1.05812,-2.42758,0.0722036,12,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,0.342535,-0.676976,-0.022864,0.356795,-0.524116,1.99892,1.24574,-1.58739,-0.926599,0.0279808,-2.01707,-0.1977,1.00733,0.599752,-0.717468,-0.303098,24,s104729_S_b013,13
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-0.743294,-0.147343,0.402656,0.237549,-0.722907,2.47763,-0.284864,-1.16869,-1.91133,-0.586604,-0.647167,-0.868124,0.667576,0.69611,-1.02832,-0.013884,10,s104729_S_b013,13
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,-0.292225,0.0425631,0.317366,-0.626468,-1.11756,1.14565,-1.33774,-2.65875,-1.09586,1.30947,1.08065,-0.528596,-0.259734,0.430159,0.684329,2.65149,22,s104729_S_b013,13
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,0.341955,-0.59936,0.152794,0.0303216,-0.316934,1.43437,2.14714,-2.01842,-0.898408,0.396039,-2.2686,0.439009,1.45173,0.159464,-0.0830812,0.168494,28,s104729_S_b013,13
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,0.312202,-0.0283378,0.350963,0.626785,-0.264718,2.49164,2.28545,-0.179643,-0.942875,0.05436,-2.26071,-0.30693,0.835606,0.538374,-0.96022,0.107153,30,s104729_S_b013,13
CCCC(=O)N(CC(C)C)CC(C)C,-0.459961,0.42747,0.45702,-0.0290991,-0.501877,0.954426,-0.233287,1.08856,0.0752034,-1.1852,-0.105607,0.136886,-0.768201,1.00201,-1.04864,-1.46999,9,s104729_S_b013,13
CCCCC(CC)C(=O)N(CCCC)CCCC,-1.14704,0.876428,0.888587,0.656439,-1.3381,0.621568,0.890858,1.17908,-0.738481,-1.47999,0.409061,-0.309828,-0.981256,1.49953,-1.41229,-1.5067,61,s104729_S_b013,13
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.179345,-0.656544,-1.13021,-0.280394,0.25573,-0.588913,-0.0388857,0.253479,0.719086,0.0504811,-0.0984735,0.620565,0.955626,-0.321954,0.253699,0.338166,14,s104729_S_b013,13
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.502775,0.298061,0.396904,-1.49891,-1.8759,-0.485754,2.43662,-0.850329,-1.40664,-0.603497,0.846473,2.55406,0.986092,1.3894,-0.401415,-0.840952,63,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-0.806826,0.698654,0.560815,0.84944,-1.52848,0.801188,1.30996,0.259729,-0.383947,-1.75909,0.491265,-0.710385,-0.420259,1.6045,-1.70691,-1.67606,90,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-0.832095,0.87616,0.932458,0.613263,-1.26118,0.824375,1.41034,-0.0184146,-0.447039,-1.71362,0.476995,-0.287489,-0.512183,1.54578,-1.5845,-2.00441,451,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-0.965695,0.73934,0.691232,-0.017745,-0.985541,1.00175,0.681447,0.590804,-0.204316,-1.72612,0.227598,-0.520935,-0.80647,1.47395,-1.49738,-0.868411,25,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-0.873102,0.469952,0.455037,0.606189,-1.18734,0.543106,0.328197,0.0329483,-0.190224,-1.68091,0.749958,-0.882642,-0.348611,1.12948,-1.23107,-1.56824,29,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-0.965019,0.954743,0.638077,0.309109,-0.976453,0.579676,0.921614,0.383039,-0.247815,-1.30081,0.0811104,-0.242213,-0.511076,1.43909,-1.68643,-1.25057,447,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-2.49221,1.33786,0.47209,-2.52235,-0.959895,0.982817,0.814867,-2.10826,-0.398764,-3.22114,0.529721,-0.45603,0.586651,1.8392,0.291861,-0.361863,4,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.724229,0.493203,0.101292,-1.57866,-1.9392,-0.335734,2.76512,-0.208797,-1.45791,-0.965522,1.11785,1.94366,0.86941,1.29236,-0.389604,-0.339558,24,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.217071,-0.146146,-0.961763,-0.072864,-0.228154,-0.6396,0.586679,-0.104681,0.323917,-0.677217,0.428297,-0.224213,1.25708,-0.0441337,0.142324,0.102393,520,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-0.562741,0.332825,0.506572,-0.203829,-0.801843,0.911612,0.476698,0.495446,-0.131404,-1.6133,0.0983888,-0.106505,-0.803601,1.29746,-1.14831,-0.890798,27,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.626236,-0.229821,-0.067062,1.5025,-1.6212,1.93321,-0.542366,-0.0709876,0.492685,1.55489,-0.546634,-2.36407,-1.27497,-0.548979,0.0980336,3.49409,4,s104729_S_b013,13
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.432517,0.628316,1.25133,1.69274,-2.05226,-1.16941,1.08681,0.889223,0.703559,-1.23431,0.991502,1.82228,-0.644186,-1.19062,-1.48188,0.693554,6,s104729_S_b013,13
