extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1.23475,-4.77748,-2.64855,-1.12249,3.03684,0.605673,-1.4771,-2.28221,3.12922,0.465045,-1.32172,1.17399,0.928192,1.89956,-0.642952,-4.46648,5,s104729_S_b023,23
C1COCCOCCOCCOCCOCCO1,0.158628,-4.00261,-2.77832,-1.65211,3.1928,0.451705,-1.76618,-2.00101,3.08009,0.985747,-1.29343,1.14322,-0.0277309,2.50324,-1.145,-4.8837,5,s104729_S_b023,23
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,1.77814,-0.792405,-1.31042,-1.85387,1.08579,-1.22947,0.247905,-3.78012,-0.162188,0.0490126,0.573972,-0.644127,1.7818,0.807824,-0.721554,0.32943,7,s104729_S_b023,23
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,2.20031,-1.21514,-2.47633,1.04164,-0.455182,0.173664,1.055,-1.37219,0.399865,-0.898237,0.372804,0.84957,2.7589,1.94436,-1.59251,-0.186065,46,s104729_S_b023,23
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,1.98309,0.375893,-3.6118,3.14577,2.34559,-1.51945,-2.56141,-0.842733,1.46468,0.00830528,-2.06514,1.65851,2.66587,-0.964023,-1.34652,3.62131,6,s104729_S_b023,23
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,0.690809,0.130289,-0.479878,-0.10465,0.561642,0.355683,-0.313497,-0.752048,0.671273,-1.03339,-0.851591,-0.414168,1.6229,-0.84778,-0.919182,1.63789,2,s104729_S_b023,23
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,3.89033,2.88929,-3.01076,2.08242,2.81081,-0.886347,-4.28765,0.333255,0.510112,2.00948,-2.68252,0.783044,4.12612,1.77066,0.544037,2.54877,2,s104729_S_b023,23
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.0303015,-0.690088,0.604538,0.0773626,0.100207,-0.706752,-0.0552004,0.737506,-0.413161,-0.65439,-0.697582,-0.0643114,0.128204,-0.185832,1.25647,-1.23201,14,s104729_S_b023,23
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.344366,-0.663132,2.81267,-0.348776,-0.898174,-0.141994,-0.198912,-0.989534,1.6455,-1.18453,-2.92563,-0.151677,0.226892,0.335358,1.58876,-2.88319,6,s104729_S_b023,23
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.183536,-0.589336,0.621614,0.315742,-0.554043,-0.672147,0.093029,1.19811,-0.393743,-0.276778,-1.06494,0.159876,0.342248,-0.158807,0.754997,-1.451,52,s104729_S_b023,23
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-1.08491,-1.37119,0.601852,0.365099,-0.75964,-0.053565,0.742328,0.620573,0.30162,-0.51714,-0.900342,0.24197,-0.20497,0.148206,1.82765,-1.21918,2,s104729_S_b023,23
CC(C)CN(CC(C)C)C(=O)C(C)C,0.237034,0.918185,0.185887,0.892941,0.726131,-0.368657,-1.36381,-0.839499,0.936794,-0.875714,-1.47258,-2.00556,1.0677,-2.00895,0.150569,0.256373,7,s104729_S_b023,23
