extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0.842911,3.51759,1.27323,0.525948,-0.81746,3.32135,0.95798,1.08003,5,s104729_S_b008,8
C1COCCOCCOCCOCCOCCO1,1.12231,3.23847,1.22813,1.04095,-0.468021,3.29688,1.14905,0.412772,5,s104729_S_b008,8
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-0.261643,-0.697438,-0.140116,2.41823,-0.0419069,0.175057,1.52181,1.94055,7,s104729_S_b008,8
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.654705,-0.0581908,0.145997,0.258135,-1.18017,0.497072,2.54968,0.608508,46,s104729_S_b008,8
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,1.017,-1.77756,3.80375,1.71242,0.379373,1.9419,2.36125,0.470192,6,s104729_S_b008,8
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-0.703889,-1.51536,0.870034,-0.207049,1.1406,0.154346,1.40766,0.205799,2,s104729_S_b008,8
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,3.47839,-3.74789,3.85042,3.09107,-0.436598,1.57905,3.42971,0.688673,2,s104729_S_b008,8
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.0930014,1.17709,-0.200523,-0.209179,-0.621251,-0.0142659,-0.837852,0.0426923,14,s104729_S_b008,8
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.087756,0.481889,-1.30647,3.29376,1.0404,0.385835,0.992205,0.710683,6,s104729_S_b008,8
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.165312,0.999217,0.0312893,-0.0492191,-0.720008,-0.110227,-0.64993,0.21339,52,s104729_S_b008,8
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.398581,2.00857,-0.559579,-0.0549421,-0.100834,0.320633,-0.579554,-0.670007,2,s104729_S_b008,8
CC(C)CN(CC(C)C)C(=O)C(C)C,-1.95405,-1.72366,0.9642,1.76653,1.67083,0.477814,0.46028,1.45533,7,s104729_S_b008,8
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.155883,0.987364,-0.122733,-0.269063,-0.704281,-0.500122,-0.501556,-0.00891796,60,s104729_S_b008,8
