extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0.645664,1.18715,1.28095,2.10356,3.07288,-0.75222,3.11204,-0.712527,-1.49588,0.358294,0.350954,0.100119,1.22242,2.0928,5.27918,-2.8255,5,s104729_S_b022,22
C1COCCOCCOCCOCCOCCO1,0.682171,1.19335,2.85796,1.63588,3.7829,-0.72689,2.89843,-1.44203,-0.960052,0.74089,0.469597,0.586596,0.625305,2.02079,5.27052,-2.64389,5,s104729_S_b022,22
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-1.07595,0.376185,2.10854,0.091864,-1.10197,0.268528,-0.601003,1.77438,-1.19479,0.212261,-1.18167,-0.645813,-0.649501,-0.82929,3.02611,-0.703803,7,s104729_S_b022,22
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.273674,-0.848113,-1.7083,1.60089,-3.09503,1.34111,0.575765,1.02606,-3.10201,-1.97464,-0.749884,0.180473,0.751789,0.188189,3.12136,-0.293762,46,s104729_S_b022,22
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,1.07563,-3.11492,2.11121,0.0968085,0.555024,0.900517,-1.52182,1.14035,-2.96374,-2.5434,0.707851,0.382277,-0.0525515,0.894985,1.1839,-0.515806,6,s104729_S_b022,22
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-0.151043,-0.540332,0.676696,0.0340434,0.895299,1.85719,-1.2399,1.98495,-1.4566,-1.20275,-0.112857,0.552424,-0.115895,-0.657547,-0.894842,-1.58836,2,s104729_S_b022,22
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-0.263476,-3.56322,0.500417,-1.29542,1.35535,1.92116,-1.80221,3.87794,-5.30532,-1.23549,-0.817477,-0.244825,0.887293,0.450172,1.47794,2.39983,2,s104729_S_b022,22
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.611502,0.00489403,-1.29612,-0.312636,0.367988,-0.364126,0.369349,-0.445527,0.990561,-0.030115,-0.0824537,-0.094729,-0.729544,0.223597,0.876992,0.133322,14,s104729_S_b022,22
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-1.04127,-0.878527,-0.196824,-0.82509,0.00394681,-0.358017,-2.14901,0.580246,0.850138,0.969462,-0.881568,-0.461008,1.49934,-2.28786,1.93711,1.06163,6,s104729_S_b022,22
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.757526,-0.0382857,-0.817429,0.0877082,0.274247,-0.0608749,0.361632,-0.483485,1.17777,-0.0296491,-0.104245,0.241349,-0.665305,0.583002,0.749405,0.412498,52,s104729_S_b022,22
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-0.660004,-0.880989,-0.913652,-0.589386,0.657123,-1.67219,0.716799,-1.13953,1.68003,0.354513,-0.129311,1.11855,0.0830734,1.15941,0.383392,-0.51511,2,s104729_S_b022,22
CC(C)CN(CC(C)C)C(=O)C(C)C,1.14491,-0.297627,1.66119,0.777566,2.13131,2.39895,-2.46706,1.32955,-0.730262,-0.224701,0.662143,0.338158,-0.876457,-0.556662,-0.670273,-1.11674,7,s104729_S_b022,22
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.782732,-0.690635,-0.574148,-0.0818699,0.588924,-0.240266,0.130717,-0.40574,1.4833,-0.451407,-0.15243,-0.333861,-0.58872,0.827191,0.796824,0.359783,60,s104729_S_b022,22
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-0.991415,-1.63884,-3.02375,0.52687,-2.76349,1.44556,2.96118,0.268365,-1.5942,-2.22755,-1.57717,-0.808804,0.792355,2.08379,3.80787,1.39661,12,s104729_S_b022,22
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,0.516132,-0.00948042,-1.6125,2.38646,-1.8723,1.98813,1.40953,0.750738,-3.88592,-1.77601,0.28371,1.32404,0.602766,1.47191,2.92158,-0.203783,22,s104729_S_b022,22
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,0.39462,1.05177,0.592043,1.52783,0.161961,0.282817,-0.00584978,1.79303,-2.12571,-0.237144,0.162997,-1.25481,-0.578593,-5.2703,1.57227,-2.11659,12,s104729_S_b022,22
