g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Lu(III),0.521972,-0.472542,-0.343103,0.836481,0.517056,-0.426836,-0.613234,-1.50341,0.111999,0.700237,-0.0332573,-0.117909,0.710307,-0.300837,1.00173,0.367322,247,s104729_S_b022,22
Nd(III),-0.592488,-0.506453,1.05559,-1.21979,-0.00991762,0.0508317,-1.15705,-0.10082,1.13183,-0.478594,-0.00893729,0.618271,0.679202,0.539483,-0.130906,0.683142,433,s104729_S_b022,22
Np(IV),0.454057,0.118043,0.7839,-0.282434,-0.195472,-0.0397291,0.60823,1.09455,-0.632596,0.262295,-0.721688,-0.866404,-0.782634,-0.535696,0.0482583,-0.337945,216,s104729_S_b022,22
Np(V),-0.169895,2.27562,0.508942,-1.63791,-1.02204,1.62764,1.33353,0.430443,0.470285,-0.193144,0.985781,0.00717856,-2.24804,1.2659,-1.05228,1.43678,187,s104729_S_b022,22
Np(VI),0.677572,1.01648,1.65764,-0.756112,-0.0382316,0.447705,2.21181,-0.859207,-0.800477,-0.430213,1.04489,-0.904345,-1.11495,0.671311,-1.20544,0.637528,67,s104729_S_b022,22
Pa(V),-0.772518,1.6185,-0.243382,0.79631,-1.98146,-0.472906,1.01893,0.385221,-1.57334,0.0498562,1.19117,-1.2339,-1.38945,-0.822036,-0.10065,2.35046,43,s104729_S_b022,22
Pb(II),0.439736,-3.66076,-2.08946,-3.85202,-2.97834,1.29903,-1.57947,1.07495,2.36063,4.42402,1.06504,0.244439,-2.44046,-0.398948,-4.69462,-0.0828427,10,s104729_S_b022,22
Pd(II),-5.22025,0.946402,0.267059,2.62397,1.86963,-3.48536,0.333809,-0.399122,-0.769664,2.52265,-2.6318,0.638403,-1.07725,0.646669,-3.52887,1.17956,18,s104729_S_b022,22
Pd(IV),-2.33179,3.0511,-3.63014,1.26352,-1.17908,-5.38438,1.38401,-2.04183,-1.95649,4.13652,1.27886,-0.607127,0.928853,1.00578,-3.94059,0.510463,5,s104729_S_b022,22
Pm(III),-0.244162,-0.542093,0.384446,-0.562471,0.124968,-0.0439608,-1.41674,-0.72682,0.486754,0.00934213,0.46638,-0.276831,0.386164,-0.0402124,0.174579,-0.0513058,1,s104729_S_b022,22
Pr(III),-0.764888,-0.341289,0.543082,-1.5272,-0.0166211,0.115515,-1.11909,-0.0610528,1.16491,-0.311237,0.150301,0.9495,0.760553,0.64723,-0.0667663,0.279542,348,s104729_S_b022,22
Pu(III),0.289767,0.184741,-0.389869,-1.25905,0.379076,-1.28547,0.97807,0.754663,-0.100793,0.13833,-0.534796,0.22312,-0.118971,0.341481,-0.143325,0.0951087,118,s104729_S_b022,22
Pu(IV),0.586443,-0.637736,0.301768,0.0681786,0.706105,-0.93293,0.267911,0.894766,-0.569563,-0.106975,-1.71132,-0.580303,-0.372613,-0.911581,0.0496794,-0.113175,567,s104729_S_b022,22
Pu(VI),0.840044,0.335464,1.09268,-0.470126,0.819003,-0.366543,1.87651,-1.14124,-0.633607,-0.751787,0.0502781,-0.542246,-0.678203,0.370858,-1.20629,0.917063,107,s104729_S_b022,22
Sm(III),-0.317529,-0.806493,1.04188,-0.499604,-0.0302063,0.0736383,-0.989741,-0.455722,0.708188,-0.00403985,-0.0600663,0.605584,0.517179,-0.200989,0.21581,0.499849,301,s104729_S_b022,22
Sr(II),-1.61892,0.982791,-1.26896,-0.202031,-2.45038,-0.339852,-1.61313,0.416617,1.11915,0.139323,-0.190152,0.0281755,-1.17292,0.658334,-2.8703,-1.03277,94,s104729_S_b022,22
Sr(III),-1.88388,2.299,-1.62989,3.61396,-2.59531,-0.638243,-0.877604,-0.471581,-0.219534,0.799244,0.601532,-0.772944,-2.85472,0.296372,-2.63662,0.628281,38,s104729_S_b022,22
Tb(III),0.159619,-0.268493,0.308396,-0.0567479,0.190838,0.00196114,-1.02532,-0.8052,0.141662,0.121632,0.0053598,-0.278082,0.0856523,-0.584714,0.662592,0.163203,269,s104729_S_b022,22
Tc(VII),-0.721218,0.469631,0.0503013,1.29586,1.44278,-2.61912,-0.707998,-3.48967,-3.01849,3.96687,0.166582,-0.313946,2.12271,-1.45809,-2.19254,-0.256472,21,s104729_S_b022,22
Th(IV),-0.110819,0.257432,0.0908504,-1.3658,-0.916879,-1.15502,0.32541,0.774796,-0.0904865,0.606584,-0.582966,0.619488,0.220913,-0.38927,0.662238,-0.18135,773,s104729_S_b022,22
Tm(III),0.413598,-0.229741,-0.246623,0.562219,0.576753,-0.147593,-0.665654,-1.35132,0.0980365,0.620787,0.0827524,-0.240473,0.722728,-0.471065,0.923368,0.431804,201,s104729_S_b022,22
U(IV),-0.471303,1.08191,-0.814076,-0.965153,-1.53366,-0.638014,0.26429,1.09043,-0.305129,-0.386891,0.413122,-0.175803,-0.863134,-0.333592,-0.555876,1.34346,15,s104729_S_b022,22
U(VI),-0.411696,0.0940285,0.711119,0.41815,-0.20216,0.0205827,0.671003,0.442213,-1.22609,-1.20261,1.05245,-1.56715,-1.55509,-0.510805,-1.72342,1.06934,1036,s104729_S_b022,22
Y(III),1.59725,1.77814,-0.420659,-0.815187,-0.68454,-1.09419,-2.85726,1.15373,-0.563725,1.00055,-0.00675589,0.00102967,1.57825,-2.77149,-1.41828,-0.330253,28,s104729_S_b022,22
Yb(III),0.729842,-0.579665,-0.339923,0.543887,0.570073,-0.439524,-0.66848,-1.56385,0.0723677,0.505745,-0.11213,-0.0950388,0.155922,-0.675229,0.918519,0.4317,231,s104729_S_b022,22
Zr(IV),-0.541419,0.647943,0.421438,1.14175,0.528561,-2.88643,-0.531768,-2.17318,-2.4506,2.40697,-0.535864,2.57247,1.73549,-2.8607,-1.35299,0.00792515,13,s104729_S_b022,22
