g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Am(III),0.0950624,0.255582,-1.34125,-0.397391,-0.330911,0.266868,0.0618085,0.538278,0.487433,0.601516,-0.239574,0.368642,-0.53159,-0.223071,0.249269,-0.194846,1733,s104729_S_b022,22
Am(VI),-0.00842855,0.917446,0.525385,-0.224921,0.0705527,-0.602066,1.92026,0.476882,-1.31633,0.00925411,1.30284,0.23012,-1.24993,0.792774,-0.658387,0.0428033,27,s104729_S_b022,22
Ba(II),-2.16597,1.39704,-3.36675,-1.10911,-2.49685,0.870792,-1.89643,1.79106,2.81243,0.577559,0.0863776,0.973447,-1.00251,3.07249,-3.19591,-1.91634,3,s104729_S_b022,22
Bi(III),2.21652,-3.54138,-1.97561,-1.64571,-2.55306,-0.177472,-1.47183,-1.18769,0.432975,5.84092,0.788705,-1.1634,-2.28075,-2.74522,-3.7935,0.262643,17,s104729_S_b022,22
Ca(II),-1.0438,1.02012,-0.482461,0.90294,-2.24022,-0.682224,-2.06306,-0.42951,0.139257,0.781267,-0.461595,-0.513565,-0.951774,-0.684898,-2.18237,-1.23275,22,s104729_S_b022,22
Cd(II),-2.78929,-2.26289,1.35666,1.8374,-0.94554,-0.232896,-0.356273,0.322068,1.70457,-0.665231,-2.71256,3.68022,-6.5673,-0.657555,-4.65305,2.66379,4,s104729_S_b022,22
Ce(III),-0.987715,-0.431971,-0.037682,-1.62212,0.0273056,-0.092182,-1.22098,-0.066859,1.51048,-0.210427,0.268648,0.901379,1.00263,0.961461,-0.4728,0.394296,293,s104729_S_b022,22
Cf(III),0.793757,-0.105605,-1.2054,-0.433453,0.540243,-0.356198,0.887801,-0.724005,0.200156,0.694745,-0.130473,1.06669,-0.274941,0.256621,0.475679,-0.526969,9,s104729_S_b022,22
Cm(III),0.698852,0.381164,-0.920851,-0.673608,0.130324,0.0840207,0.201991,-0.0467781,0.466971,1.12819,0.305543,0.397047,-0.815772,0.304854,0.281183,-0.315384,135,s104729_S_b022,22
Dy(III),0.252143,-0.345603,-0.0475058,0.165363,0.278897,-0.0408317,-0.860982,-0.867242,0.173026,0.21101,-0.242047,-0.435086,0.456806,-0.485637,0.590115,0.295647,377,s104729_S_b022,22
Er(III),0.420528,-0.318856,-0.396602,0.434163,0.519443,-0.279791,-0.83414,-1.25484,0.113288,0.279446,-0.134872,-0.32958,0.701418,-0.622535,0.791827,0.0955195,284,s104729_S_b022,22
Eu(III),-0.38818,-0.530833,-0.338768,-0.415194,-0.0281312,-0.26048,-1.45453,-0.906602,0.292118,0.0781374,0.67915,-0.0801453,0.0870402,-0.41029,0.311792,-0.32129,1692,s104729_S_b022,22
Gd(III),-0.176204,-0.639329,0.786695,-0.269981,0.0867638,0.121792,-1.22,-0.42742,0.531595,-0.00490973,0.00157878,-0.154001,0.491103,-0.108227,0.582264,0.310932,375,s104729_S_b022,22
Hf(IV),-0.726292,-0.127865,-1.39398,1.57554,1.87835,-2.71356,-0.630475,-1.39757,-0.955823,2.19899,-0.854983,1.67922,0.377893,-1.25314,-2.08681,-1.01718,5,s104729_S_b022,22
Ho(III),0.441078,-0.364111,-0.200168,0.413362,0.505265,-0.0741673,-0.803555,-1.00201,0.171077,0.507531,-0.171142,-0.392295,0.598383,-0.519375,0.774856,0.179074,264,s104729_S_b022,22
In(III),0.399855,-1.30874,-2.14541,0.115697,-2.96495,-2.62538,-0.127393,-0.631021,0.470156,1.16032,0.668034,2.96705,-4.10534,-1.15764,-4.77097,0.0357399,5,s104729_S_b022,22
La(III),-0.989158,-0.151057,0.0892795,-1.65702,0.0760559,0.100381,-1.33922,0.33365,1.85555,-0.25757,-0.107333,1.15183,0.758548,1.45036,-0.595208,0.751844,344,s104729_S_b022,22
