extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1.45482,0.417923,2.34024,0.94643,0.889651,0.775391,3.16148,-0.703074,1.0932,3.14982,0.511188,1.11597,0.188858,-0.435405,-2.24337,-3.78394,5,s104729_S_b001,1
C1COCCOCCOCCOCCOCCO1,1.29857,0.93904,3.19034,1.01086,1.95248,0.337806,3.33327,-1.2268,0.918625,3.52086,-0.275753,0.908519,-0.390609,-0.299292,-1.67534,-3.55552,5,s104729_S_b001,1
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,1.16389,2.26745,1.17003,1.28788,1.08616,2.56326,-0.180473,-0.625676,-0.27496,0.00100224,1.39972,-1.05527,-0.813172,0.738704,-2.38743,-0.397092,7,s104729_S_b001,1
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.373533,-0.662471,0.114804,1.41352,-0.759004,0.832165,2.33427,-1.0227,-0.386036,1.14503,2.72883,0.683895,0.319204,-1.83253,-3.78926,0.148848,46,s104729_S_b001,1
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,2.18122,-0.189355,0.764799,1.35238,-0.866106,3.54308,3.24251,0.843777,0.902943,-0.463125,1.38272,0.920016,-2.58398,-1.19771,-0.39862,1.56647,6,s104729_S_b001,1
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,1.35423,-0.302801,1.29266,0.124412,0.962599,1.34925,0.198852,0.987522,0.169134,-0.769408,0.0157093,1.26422,-1.8545,-0.148348,-1.68823,0.684854,2,s104729_S_b001,1
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,1.54882,-0.520913,0.445917,1.2202,-1.59073,4.29165,2.04495,1.15754,2.12959,0.698977,0.816623,0.842471,-2.90952,-0.853555,-1.08524,-0.611976,2,s104729_S_b001,1
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.63208,0.649252,-0.914335,-0.0222734,-0.229389,-0.571632,-0.909333,0.869429,0.0485454,1.24916,0.661586,0.291274,0.126302,0.518567,0.861878,-0.24939,14,s104729_S_b001,1
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,1.74918,2.48643,-0.94008,1.12102,-0.845814,-1.05484,1.4105,-1.29296,0.925702,0.230717,-0.808292,-0.491223,-0.467428,-0.719235,-0.259957,-0.572767,6,s104729_S_b001,1
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.705074,0.692125,-1.01867,-0.229902,-0.196273,-0.1674,-0.574616,0.386438,-0.155733,1.68214,1.03087,0.410294,-0.0889784,0.626862,0.782573,-0.942814,52,s104729_S_b001,1
