extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,4.36611,2.01708,-1.55354,0.163455,5,s104729_S_b019,19
C1COCCOCCOCCOCCOCCO1,3.9548,1.82503,-1.18346,-0.149382,5,s104729_S_b019,19
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,1.90955,0.838235,-0.896093,-2.8617,7,s104729_S_b019,19
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,1.64862,-0.0012044,-1.91404,0.0229549,46,s104729_S_b019,19
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-1.07899,3.69725,0.0164787,0.99945,6,s104729_S_b019,19
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-0.644353,1.61986,-0.72159,-0.662116,2,s104729_S_b019,19
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,0.256814,3.79019,-0.341457,0.382936,2,s104729_S_b019,19
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.582557,-0.871449,0.811477,0.132101,14,s104729_S_b019,19
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-2.68565,-2.90926,0.801796,-1.81334,6,s104729_S_b019,19
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.297509,-0.95744,0.422983,-0.0355154,52,s104729_S_b019,19
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.107753,-1.98945,0.77103,0.0220787,2,s104729_S_b019,19
CC(C)CN(CC(C)C)C(=O)C(C)C,-2.26979,1.03357,-2.25375,-2.07022,7,s104729_S_b019,19
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.330583,-1.01363,0.610982,-0.106321,60,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,3.37442,-2.17265,-1.67098,2.41399,12,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,1.25523,1.13168,-1.82935,0.480549,22,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-0.697724,1.34373,-3.00537,-2.34146,12,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,1.55045,0.306399,-1.30925,0.48108,24,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,0.1606,1.58487,-0.894826,-0.796256,4,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-0.556322,1.52911,-3.04838,-1.12255,12,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,2.19396,0.0446243,-2.14309,-0.183947,24,s104729_S_b019,19
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,0.506384,0.925267,-1.60162,-0.845334,10,s104729_S_b019,19
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0.814341,0.949545,-1.75942,-0.026631,22,s104729_S_b019,19
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,1.97691,-0.572595,-2.81711,1.74313,28,s104729_S_b019,19
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,1.88945,-0.0852566,-2.98996,0.978287,30,s104729_S_b019,19
CCCC(=O)N(CC(C)C)CC(C)C,-1.85695,0.260957,-2.12015,-1.385,9,s104729_S_b019,19
CCCCC(CC)C(=O)N(CCCC)CCCC,-1.77342,1.09456,-2.16993,-1.6337,61,s104729_S_b019,19
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.56047,-0.778539,1.19307,0.247527,14,s104729_S_b019,19
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,2.56983,0.920793,-0.811751,-2.94528,63,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-1.90112,0.536423,-1.37903,-2.30802,90,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-1.59507,0.362955,-1.40314,-2.69295,451,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-1.01839,0.679502,-2.06115,-1.94213,25,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-1.66019,0.44786,-0.873794,-1.79298,29,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-1.18897,0.710172,-1.78284,-1.71996,447,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-2.45423,2.27867,-0.313483,1.24317,4,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.70906,0.342019,-1.53768,-0.938179,24,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.283548,-0.761232,0.28376,-0.0814065,520,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-0.768162,0.127069,-2.66278,-1.47209,27,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.286545,0.828676,-0.200461,1.42027,4,s104729_S_b019,19
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-2.97102,-2.56468,0.0811544,-1.56559,6,s104729_S_b019,19
CCCCCC(=O)N(C(C)CC)C(C)CC,-0.842428,0.429655,-1.98478,-1.58858,5,s104729_S_b019,19
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.092,0.619457,-1.96865,-1.76683,17,s104729_S_b019,19
CCCCCC(=O)N(CCCC)CCCC,-1.26572,0.631834,-1.86543,-1.60907,2,s104729_S_b019,19
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,-0.359931,-1.93217,0.725633,0.256168,2,s104729_S_b019,19
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,-1.12932,0.749137,-1.62806,-2.52682,14,s104729_S_b019,19
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0.58569,-0.900108,1.51769,0.32968,134,s104729_S_b019,19
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.42543,-0.601182,0.481501,0.697021,14,s104729_S_b019,19
CCCCCCCC(=O)N(CCCCCC)CCCCCC,-1.24314,0.975829,-2.2143,-1.09274,446,s104729_S_b019,19
CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.365139,0.611284,0.126486,1.70199,77,s104729_S_b019,19
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,-0.780424,2.05726,-1.79149,-2.88143,6,s104729_S_b019,19
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,-1.31245,2.46316,-1.66524,-2.06926,6,s104729_S_b019,19
CCCCCCCCC(Br)C(=O)O|c1cc(-n2cccn2)nc(-n2cccn2)c1,-1.33159,2.35626,-1.7372,-2.49905,6,s104729_S_b019,19
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,1.29638,-0.272099,1.23417,0.56296,14,s104729_S_b019,19
CCCCCCCCCC(=O)N(C)C,-0.746054,0.189288,-2.07334,-0.794642,5,s104729_S_b019,19
CCCCCCCCCC(=O)N(CC)CC,-0.712118,0.249131,-2.10342,-1.01493,5,s104729_S_b019,19
CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,-0.89716,0.963959,-1.82986,-1.30945,63,s104729_S_b019,19
CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.0542,0.531594,-1.73236,-2.32739,11,s104729_S_b019,19
CCCCCCCCCCCC(=O)N(CC)CC,-1.18627,0.881819,-2.35377,-1.47516,47,s104729_S_b019,19
CCCCCCCCCCCCCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,-1.00939,-0.591235,-0.796671,-0.441322,12,s104729_S_b019,19
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,1.64127,-0.595145,0.508573,1.14846,105,s104729_S_b019,19
CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,0.475129,-0.302885,0.924212,1.9672,22,s104729_S_b019,19
CCCCCCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCCCCCC,0.351627,-0.62732,0.928644,0.374216,26,s104729_S_b019,19
CCCCCCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCCCCCC,0.866103,-0.384832,0.520951,0.120417,26,s104729_S_b019,19
CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,0.391009,-0.476327,0.633848,-0.0468842,22,s104729_S_b019,19
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,0.440836,-0.391412,0.682782,1.40255,13,s104729_S_b019,19
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,0.120264,0.0160012,-0.52509,0.887612,14,s104729_S_b019,19
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1.17381,-0.151193,0.392426,-0.541412,39,s104729_S_b019,19
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.34668,-0.0590641,0.814547,0.782619,368,s104729_S_b019,19
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,2.80676,0.867773,0.282502,-0.428399,208,s104729_S_b019,19
CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,-2.94382,3.27435,-0.502411,0.929134,6,s104729_S_b019,19
CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,-2.52965,1.41293,-1.05082,-0.238717,4,s104729_S_b019,19
CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,1.99089,8.94979,-1.30378,-1.90434,2,s104729_S_b019,19
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,0.793834,0.856529,-0.851368,-1.4994,4,s104729_S_b019,19
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,-1.38041,2.82589,-1.97455,-2.17573,8,s104729_S_b019,19
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,-0.160546,0.993345,-1.29451,-2.99818,12,s104729_S_b019,19
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,-0.317118,1.79986,-3.05876,-3.1642,12,s104729_S_b019,19
CCCCCCCCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,-0.497745,-1.89808,0.794399,-0.0985308,2,s104729_S_b019,19
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,-0.61136,-0.0858306,-0.105339,0.231875,82,s104729_S_b019,19
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,1.09441,0.0222655,1.17388,-0.211667,216,s104729_S_b019,19
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.371124,0.0396317,0.742492,0.844811,184,s104729_S_b019,19
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,-2.0341,0.642302,-0.0568919,-0.467132,11,s104729_S_b019,19
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,-1.23476,0.196926,-0.316387,-0.267129,34,s104729_S_b019,19
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,-1.17035,0.540044,-1.55021,-0.39981,27,s104729_S_b019,19
