g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Am(III),0.0263287,-0.516721,0.0554641,-0.39611,-0.265129,0.494047,0.577288,1.52296,-0.494504,0.0401465,-0.470447,0.497167,-0.303023,0.108644,-0.123768,-0.128223,1715,s104729_S_b009,9
Am(VI),-0.197067,0.259643,-0.225198,0.280072,0.435531,-1.19857,0.204041,-0.824723,-0.371281,-0.448326,0.502497,-0.287783,-0.830811,-1.1829,-1.60702,1.28469,27,s104729_S_b009,9
Ba(II),0.139207,1.90993,-0.140939,-0.643549,0.561191,1.37892,1.98594,4.85466,-2.59054,3.16102,2.65285,-2.00599,-0.572863,-0.254884,0.823363,0.279354,25,s104729_S_b009,9
Bi(III),1.36856,-0.640138,-2.90938,-2.85366,1.12697,-0.218669,-0.305525,0.0150266,-0.886401,1.37087,3.2919,2.29406,1.32015,3.44389,1.04859,-1.18686,17,s104729_S_b009,9
Ca(II),0.867612,0.678616,0.0207351,-0.287644,-0.142509,-1.07527,2.2726,1.71936,-0.654526,1.20387,1.89165,-0.154245,1.28351,-0.764517,-0.0536382,-1.42105,22,s104729_S_b009,9
Cd(II),6.5561,-0.801578,-2.85675,4.28213,-3.65435,-3.52953,1.04482,6.74019,-5.61517,-1.65665,3.4631,-2.55226,-0.800459,-1.3141,2.12052,0.46142,4,s104729_S_b009,9
Ce(III),0.224051,0.391303,-0.100202,-0.0764272,0.110511,-0.484254,0.486378,0.54717,0.0773958,0.173736,0.991681,-1.38177,-0.278591,0.160442,2.6088,1.39214,293,s104729_S_b009,9
Cf(III),-0.369496,-0.0524646,-0.365095,-1.00883,-0.939324,1.06151,-0.304696,0.549138,-0.255031,-0.614472,-0.779964,1.52669,-0.0310219,0.218947,0.173842,0.885844,9,s104729_S_b009,9
Cm(III),-0.41171,-0.225543,0.161473,-0.885827,-0.210564,-0.0846777,1.03517,0.689076,-0.398422,-0.303676,-0.214537,0.815294,0.121451,-0.254004,0.0954081,0.817097,135,s104729_S_b009,9
Dy(III),0.150776,-0.606621,-0.27659,-0.300538,-0.42104,0.18464,-0.038186,-0.341011,0.471587,-0.200826,-0.239247,0.787596,1.20512,0.301788,1.03605,-0.337827,377,s104729_S_b009,9
Er(III),0.383696,-0.4853,-0.191336,-0.513568,-0.696965,0.438998,-0.045382,-0.576987,0.620668,-0.483951,-0.456657,1.01358,1.35275,0.452067,0.687147,-0.169455,300,s104729_S_b009,9
Eu(III),0.257818,0.0675577,0.321104,0.142807,-0.321878,0.806353,0.357539,-0.372657,-0.624595,-0.663254,-0.0686517,-0.296151,0.336089,0.941459,1.10928,-0.748829,1692,s104729_S_b009,9
Gd(III),-0.516342,-0.424709,-0.0299005,-0.160581,-0.507063,0.32627,0.206427,-0.294886,0.45991,-0.0758844,0.0585582,0.24809,0.408343,0.879727,1.50488,-0.330328,375,s104729_S_b009,9
Hf(IV),0.742586,1.83151,-1.34977,2.42478,-0.589219,1.0636,-0.197967,-0.812597,2.52741,-1.62437,1.09334,0.782365,2.31347,-1.6465,-0.967078,-1.1806,5,s104729_S_b009,9
Ho(III),0.32019,-0.50083,-0.352291,-0.454917,-0.741992,0.506268,-0.00901185,-0.642677,0.409947,-0.352454,-0.534821,1.02186,1.12014,0.459473,0.798454,-0.151018,264,s104729_S_b009,9
In(III),2.93297,0.247125,0.238392,1.01774,-0.280618,-1.08617,-0.824898,1.16109,-4.32561,1.00238,5.30531,0.0094623,0.746006,-1.71835,-0.538859,-2.65783,5,s104729_S_b009,9
La(III),-0.0850764,0.303801,0.106583,0.182334,0.177622,-0.379454,0.669962,0.802345,-0.163049,0.593176,1.129,-1.58144,-0.608604,0.261159,2.99622,1.14902,334,s104729_S_b009,9
Lu(III),0.653776,-0.41725,-0.131994,-0.510752,-1.3629,0.690893,0.0494984,-0.638065,0.803839,-0.686022,-0.558205,1.46797,1.28846,0.294665,0.411539,0.249382,247,s104729_S_b009,9
Nd(III),-1.03741,0.0323993,-0.00565244,0.502514,-0.381871,-0.564887,0.235175,-0.176391,0.0786003,0.547311,0.505897,-0.552944,-0.0996812,0.664403,2.14418,0.601142,433,s104729_S_b009,9
Np(IV),-1.11808,0.338679,-0.882675,-0.599051,0.673252,-0.074312,-0.553279,0.0693224,0.353404,-0.467952,0.398567,1.22508,-0.18126,-1.28003,-0.853979,-1.36582,216,s104729_S_b009,9
Np(V),-2.58481,1.45198,0.712942,-1.53151,0.234331,-0.251073,0.397888,0.052045,-0.89268,1.0817,1.73512,1.03299,-1.03151,-2.16693,-1.1942,0.679057,187,s104729_S_b009,9
Np(VI),-0.75978,0.909089,-0.326754,-0.133603,0.227077,-0.394942,-0.767628,-1.38875,0.198471,-0.155649,1.32295,-0.00573069,-0.157083,-2.08589,-1.65423,1.57738,67,s104729_S_b009,9
Pa(V),0.85506,0.220809,0.598528,-0.0971613,0.0295973,0.241107,0.0397244,-0.567795,-0.0093744,-0.0960172,1.21058,-0.574686,-1.24689,-2.23039,-1.67958,-0.227373,43,s104729_S_b009,9
Pb(II),0.13302,0.738327,-2.5754,-2.06586,2.46329,0.854079,1.5834,1.56953,-2.76554,2.88098,4.30255,0.170318,0.103764,3.67271,2.1485,0.85761,10,s104729_S_b009,9
Pd(II),2.2649,1.18769,-4.63043,8.44407,-3.19413,-1.14425,-0.149042,2.13341,0.65218,-4.82814,2.35007,-3.35752,-2.069,-3.4423,0.42543,-1.04708,18,s104729_S_b009,9
Pd(IV),-1.45654,2.94193,-0.573834,5.11223,-0.281868,2.74721,-2.76181,-2.54319,1.09813,-0.823652,4.97526,-1.60444,-1.79882,-4.76765,-3.21017,-2.83487,5,s104729_S_b009,9
Pm(III),0.166683,0.0299148,0.0917722,0.267607,-0.661201,0.598346,0.147057,-0.385491,-0.344519,-0.418507,-0.000227898,-0.539605,0.0521124,0.954876,1.59047,-0.302863,1,s104729_S_b009,9
Pr(III),-0.664237,-0.260159,0.161626,0.314388,0.220923,-0.188175,0.523141,0.0929995,-0.0188161,0.465983,0.512251,-1.08898,-0.0825362,0.651167,2.13466,0.794579,348,s104729_S_b009,9
Pu(III),-0.0478864,0.63369,-0.286049,-0.605469,0.328377,-2.09267,0.30398,0.686114,0.107928,-0.455013,-0.253796,0.561211,-0.532387,-0.0718832,-0.205913,-0.170562,118,s104729_S_b009,9
Pu(IV),0.8741,0.408907,-1.46465,-0.593984,0.178962,-0.644291,-1.13171,0.539177,0.672606,-0.466952,0.214575,0.976625,0.0379613,-0.552144,-0.475889,-1.80453,580,s104729_S_b009,9
Pu(VI),1.24812,0.952529,-0.83329,-0.17062,-0.367428,-0.951363,-1.28917,-0.817378,0.485302,-0.0953133,1.11182,-0.290043,0.00183969,-1.29257,-1.23499,1.21387,107,s104729_S_b009,9
Sm(III),-0.157358,-0.450441,0.0769944,0.762407,-0.386468,-0.288453,0.489932,-0.254289,0.085471,0.218662,0.483287,-0.0710277,0.742597,0.781038,1.46923,-0.0977172,323,s104729_S_b009,9
Sr(II),1.04234,1.01395,-0.347444,0.768846,-0.270268,0.762445,1.76074,2.81033,-1.28652,2.09741,1.96642,-1.1028,0.765959,-0.218677,0.0402118,-0.284554,94,s104729_S_b009,9
Sr(III),1.52717,0.345063,-0.811322,0.76385,-1.16827,1.40665,1.53816,1.52633,-1.71414,2.68661,2.32222,-0.157639,1.75709,-1.54735,-2.88988,-0.565256,38,s104729_S_b009,9
Tb(III),-0.0136733,-0.335737,-0.264769,0.0708822,-0.506884,0.679514,0.278975,-0.611283,-0.0772114,-0.482588,-0.233641,0.474998,0.747631,0.638976,0.924795,-0.429453,248,s104729_S_b009,9
Tc(VII),1.5611,0.629845,-0.570821,3.66008,-1.08719,1.34571,-1.54481,-3.60783,2.61856,-1.6912,2.12095,-1.6788,0.47434,-2.31368,-1.34598,0.348366,21,s104729_S_b009,9
Th(IV),1.22266,-0.394677,0.354332,-0.291112,-0.203961,-2.31572,0.281724,0.546923,0.365524,-0.198066,-0.852009,-0.613095,-1.0051,0.463981,-0.0121101,-0.469446,773,s104729_S_b009,9
Tm(III),0.322345,-0.416899,-0.109827,-0.0989815,-1.00328,0.803682,-0.000867873,-0.73009,0.463657,-0.508753,-0.641509,1.11206,1.36371,0.509841,0.561189,-0.0118573,201,s104729_S_b009,9
U(IV),0.140381,0.316108,0.788738,-0.164714,0.0844567,-0.162193,0.12008,0.891473,-0.21627,0.433739,1.31348,-0.572708,-1.33333,-1.08194,-0.469187,-0.541253,15,s104729_S_b009,9
