extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-4.02776,0.191717,-1.19253,2.04184,-1.15611,-5.34341,0.743589,-2.03132,-0.44121,-2.50129,6.82042,1.98754,0.385205,1.00978,2.19279,-3.82886,5,s104729_S_b009,9
C1COCCOCCOCCOCCOCCO1,-3.41662,-0.153186,-1.15145,2.71712,-1.64115,-5.12574,0.545442,-1.07907,0.0326953,-2.51277,6.18489,3.07495,0.667016,1.21193,1.75034,-3.34603,5,s104729_S_b009,9
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.134372,0.316546,-1.212,-1.51746,-0.867192,1.0659,1.45595,-0.878924,1.02381,-0.35541,1.65312,-0.723389,-0.592696,-2.29338,0.178788,-1.34514,7,s104729_S_b009,9
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-2.335,0.830876,0.0433927,-2.90334,-1.31207,-0.854961,0.867006,-3.06611,1.32071,1.35844,0.348026,0.0384114,-0.334973,1.3455,-0.642745,-2.7167,46,s104729_S_b009,9
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-0.702858,-2.37832,-1.74276,-2.18812,3.2021,-3.71504,2.12336,0.700601,3.87137,-0.490088,-1.7743,-0.994698,-3.55721,-0.745183,1.87962,2.2031,6,s104729_S_b009,9
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-0.412527,-0.358172,-0.899722,-2.16237,-0.0873804,-0.0366115,0.573897,-1.48441,1.70949,1.34438,-1.08432,0.871735,-0.484188,0.496516,-0.233412,1.71126,2,s104729_S_b009,9
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-1.39099,-1.87449,0.437018,-3.24028,2.84623,-4.32973,4.77466,2.09063,6.36054,-2.66745,-1.15107,0.114578,-4.42601,-2.44133,3.29605,1.70983,2,s104729_S_b009,9
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.207505,-0.633478,1.1472,0.82076,0.445952,0.00770921,-0.536408,1.00241,0.136312,-0.518559,0.989949,-0.0194837,0.567598,0.716648,0.0410872,0.0883179,14,s104729_S_b009,9
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.347094,1.39289,0.242814,1.90474,1.39082,-0.725914,-1.84835,-1.89622,3.60484,-0.753208,1.00049,3.53901,0.869255,1.63575,0.612331,0.794922,6,s104729_S_b009,9
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.0972327,-0.873661,1.06193,1.10708,0.23345,0.200027,-0.535144,1.2256,0.389085,-0.429442,0.387856,-0.1645,0.925253,0.773714,-0.674783,-0.167659,52,s104729_S_b009,9
