extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-3.8295,-4.58914,0.82691,0.444078,1.48727,2.56826,3.30586,-1.87134,-2.778,-0.308608,0.961518,3.70078,0.0137218,-1.97191,-1.47233,1.17465,5,s104729_S_b011,11
C1COCCOCCOCCOCCOCCO1,-4.14321,-4.94425,2.06966,0.171643,2.0188,2.53142,3.30218,-1.73594,-3.29246,-0.476753,1.99731,3.23385,-0.469898,-1.60741,-1.56826,0.781707,5,s104729_S_b011,11
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.4023,-0.599203,-0.783603,0.886576,0.338524,1.41205,0.613454,-0.292955,-0.386424,0.0533957,1.88016,1.36008,0.33992,-0.766278,0.89689,0.323599,7,s104729_S_b011,11
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-0.178231,0.496539,-0.503129,1.21858,0.75746,0.282648,2.04921,-0.337315,-1.67133,-1.39172,-1.71291,0.678284,3.76616,1.0292,0.534611,-0.61627,46,s104729_S_b011,11
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,0.822153,-1.86222,0.00758645,5.44939,-0.571958,4.38988,3.77914,0.192242,-1.32241,-1.22852,0.169653,-1.57257,2.32452,1.95163,0.788103,-2.40241,6,s104729_S_b011,11
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,0.856012,0.231429,-1.20489,0.549931,0.100952,0.850929,0.446246,-0.478396,-0.918181,1.36518,0.334377,-0.649151,-0.0493796,-1.04727,-1.39623,-1.22632,2,s104729_S_b011,11
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,0.883068,-0.648058,-2.75241,4.52076,-1.61393,4.91067,1.85996,-1.48605,-0.543843,0.0234936,0.920881,-2.66566,1.86119,1.83323,1.91295,-2.7718,2,s104729_S_b011,11
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.480667,0.799674,0.722817,-0.484453,-0.826998,0.0771123,-0.185903,0.399539,0.636986,-0.318356,-0.125307,1.42152,-0.518528,0.605941,0.807039,0.0411538,14,s104729_S_b011,11
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-1.57872,4.31086,-0.310319,1.95226,-2.34749,2.89563,-2.49821,1.12155,0.426915,-0.293094,-0.987613,2.97138,-2.75575,1.09702,-0.488943,-0.0889671,6,s104729_S_b011,11
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.953169,0.290873,0.820593,-0.275119,-0.634934,-0.052777,0.348316,-0.170159,0.561654,-0.119588,-0.0613991,0.784492,-0.525435,0.764012,0.750452,-0.407551,52,s104729_S_b011,11
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-0.830603,0.507833,0.962008,-0.866244,-1.03197,-0.0449939,0.925788,1.04061,1.53552,-0.921103,-0.00784979,1.43818,-0.333615,0.872442,0.344033,-0.0894708,2,s104729_S_b011,11
CC(C)CN(CC(C)C)C(=O)C(C)C,0.657663,0.677796,-1.10991,0.930771,0.480954,0.678198,-0.489614,-1.54098,-1.50476,1.10355,-0.804472,0.205333,-2.5357,-0.493467,-1.22164,-2.27326,7,s104729_S_b011,11
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-1.14314,0.221051,0.924098,-0.440175,-0.930103,-0.0280933,0.122835,0.0186557,0.36997,-0.0457982,-0.0252773,0.730054,-0.553966,1.13931,0.715284,-0.592382,60,s104729_S_b011,11
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-2.86302,0.576828,0.165913,0.136765,0.284153,0.441338,0.468599,-1.44931,-0.0306004,-0.517718,-1.86853,0.393589,4.69204,1.20346,2.74223,1.84907,12,s104729_S_b011,11
