extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-0.0229469,4.18359,-1.21507,-1.4934,0.46072,-3.26219,-1.63503,0.659913,-0.247039,1.05675,1.10395,0.123428,0.663464,1.6335,-2.70925,1.63895,5,s104729_S_b021,21
C1COCCOCCOCCOCCOCCO1,-0.684122,3.89183,-2.42062,-1.33077,0.661936,-3.4458,-2.32268,0.567581,0.0952514,0.750075,0.536567,0.341255,0.262453,1.60133,-2.08151,1.68722,5,s104729_S_b021,21
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-1.82441,1.95018,-0.188384,-0.362349,-0.422986,-0.685408,-2.04014,1.131,-0.141571,0.404457,0.18041,0.372972,-0.654548,-2.40856,-0.435169,0.95767,7,s104729_S_b021,21
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-1.43777,1.78349,0.541567,-1.72514,-0.266712,-1.79832,0.732324,-0.399545,0.0596222,-2.27876,0.185959,0.124097,-0.766227,-0.235359,-1.50584,-0.180464,46,s104729_S_b021,21
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-3.00617,1.58181,0.881377,-1.5242,-1.15292,-4.8678,2.12306,-0.101105,-1.45388,0.617118,1.10214,-0.533276,-2.10059,-2.87485,-0.611901,3.30331,6,s104729_S_b021,21
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-1.05117,0.351952,0.287115,1.56264,1.29169,0.374011,0.315714,-0.125083,-0.0642202,-0.477094,0.618458,0.761421,-1.06774,-0.218688,-0.385211,1.10884,2,s104729_S_b021,21
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-5.18782,1.75576,0.762909,0.762705,-1.87352,-5.21953,2.39766,-1.20003,-0.952969,1.06109,0.422144,-1.02322,-0.0455498,-2.40152,-0.130214,2.25345,2,s104729_S_b021,21
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1.5106,0.0791647,-0.714607,-0.263276,-0.566673,0.133496,-0.539079,-0.268595,0.773131,-0.16982,-0.230955,-0.237282,0.444505,0.16853,-0.0495735,-0.136894,14,s104729_S_b021,21
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.330391,1.37457,-1.65447,1.55097,-0.510293,0.18072,-2.00163,-1.47005,-1.0743,0.319337,-0.266678,-0.00499103,1.50291,0.58298,-0.561832,-1.25489,6,s104729_S_b021,21
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,1.23565,0.0136345,-1.22033,-0.389705,-0.287575,0.0811444,-0.219771,-0.514097,0.735085,-0.42011,0.317352,-0.0580869,0.300968,-0.850835,-0.128737,0.177628,52,s104729_S_b021,21
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,1.76835,-0.629644,-1.91789,-0.815141,-1.29765,0.861908,-1.2162,0.0860918,0.65683,-1.38828,0.116183,-0.871639,0.927394,-0.69363,0.534947,-0.187175,2,s104729_S_b021,21
CC(C)CN(CC(C)C)C(=O)C(C)C,-0.276012,-1.01611,-0.076768,2.35493,1.44124,0.736519,-0.166016,-0.606976,-0.925609,1.83506,1.25286,1.41062,-1.15835,0.687922,-0.539218,0.572439,7,s104729_S_b021,21
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,1.05667,-0.0925928,-1.29517,-0.278263,-0.618417,0.108796,0.132753,-0.521145,0.531527,-0.225939,0.504599,-0.415589,0.283769,-0.547167,0.0398477,-0.210435,60,s104729_S_b021,21
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,0.189495,2.94277,0.933577,-3.1787,-1.72176,-2.40988,0.6857,0.102879,1.42003,-2.61481,0.895749,0.461378,1.60763,-0.563963,-0.813608,-0.873253,12,s104729_S_b021,21
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-1.65228,1.46058,1.03245,-1.69616,-0.325611,-2.88235,-0.731929,-1.11237,0.638548,-1.31374,0.248195,0.779644,-0.442531,-2.20878,-2.31831,-0.22119,22,s104729_S_b021,21
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-3.27326,1.48443,3.17249,1.65409,0.437671,-1.05093,-0.557603,0.605523,-1.74747,-1.50706,-1.5465,2.27046,0.174094,-2.2229,-0.916525,-0.811191,12,s104729_S_b021,21
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-0.663106,0.492145,2.69975,1.03367,2.37687,-1.70457,-1.25465,0.635311,-0.474747,-3.48142,0.147406,1.31924,0.619208,-2.73048,0.250345,-0.206224,24,s104729_S_b021,21
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-2.03629,0.911781,0.392222,-0.652351,-0.106072,-1.27996,-0.859339,-0.372596,-0.138247,0.0372387,0.189989,0.873327,-0.919063,-2.20558,-1.70785,0.106344,4,s104729_S_b021,21
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-3.42406,1.29013,3.35584,1.55189,0.76387,-2.22875,0.353524,-0.0373743,-2.13014,-1.88667,-1.45533,1.96506,0.154475,-2.28604,-1.36883,-0.401864,12,s104729_S_b021,21
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,-1.05115,1.9662,1.04773,-1.82155,-0.63447,-1.57984,-1.14796,-1.16235,0.333641,-2.29194,-0.0442639,0.769568,-0.0514892,-0.610259,-1.60478,-0.751125,24,s104729_S_b021,21
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-1.51832,0.526704,0.457012,-1.27529,0.297237,-1.88297,-1.75851,-1.04417,0.219029,-0.972441,-0.197141,0.897797,-0.896724,-1.9155,-1.81851,-0.359691,10,s104729_S_b021,21
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,-2.06886,0.176485,-0.914777,-1.35875,0.645614,-1.84929,-1.67573,-1.55658,-1.85585,-2.2251,-0.999314,2.65873,1.53488,-1.55834,-1.39789,-0.759028,22,s104729_S_b021,21
