extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-2.68487,-1.82329,-0.684188,2.85856,-1.04754,-4.13738,-2.80479,-1.87758,5,s104729_S_b017,17
C1COCCOCCOCCOCCOCCO1,-2.74469,-1.57849,-0.252735,2.51182,-0.861799,-4.35246,-2.45914,-1.44406,5,s104729_S_b017,17
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,2.04459,1.36377,-0.152847,-0.455301,0.920823,-0.238524,-3.88225,1.41426,7,s104729_S_b017,17
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.282114,1.08852,-1.34093,1.39127,-0.209956,0.745755,-2.68352,-2.26362,46,s104729_S_b017,17
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-1.48668,3.22626,-1.18916,1.77354,-3.25822,1.53022,-7.65451,2.44294,6,s104729_S_b017,17
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-1.49628,-0.887027,2.06258,0.0452266,-0.965008,1.83504,-2.3386,-0.192672,2,s104729_S_b017,17
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-0.0193209,0.975677,-0.316224,1.76162,-3.673,-0.613917,-8.19097,2.00699,2,s104729_S_b017,17
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.0395053,-0.31247,-0.50384,-0.452388,0.349489,-1.99041,0.211555,-0.291196,14,s104729_S_b017,17
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-1.61036,0.203069,0.360676,2.88253,0.515348,-3.51379,-0.15788,0.545871,6,s104729_S_b017,17
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.165059,-0.709329,-1.11102,-0.804641,0.180688,-1.84177,0.747176,-0.20448,52,s104729_S_b017,17
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-0.450067,0.761484,-0.494385,-0.898749,-0.0387099,-2.52096,0.683869,-1.07095,2,s104729_S_b017,17
CC(C)CN(CC(C)C)C(=O)C(C)C,-1.51412,-2.24007,1.91261,0.883221,-0.0965062,0.940504,0.0242654,2.60644,7,s104729_S_b017,17
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.0448457,-0.512057,-0.639367,-0.360209,0.434716,-1.52785,0.968175,-0.288579,60,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,2.49906,0.0856419,-3.10069,-0.548158,-0.087502,-0.562303,-1.38619,-5.12343,12,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-0.222742,-1.49065,-0.933221,-0.0871527,-1.53169,-0.261935,-3.50035,-2.62507,22,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,1.50668,-2.98936,-0.443245,-1.47708,1.17576,5.85565,-6.64327,0.788711,12,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,2.36014,0.224012,-0.634945,-0.789392,-3.30669,0.820339,-2.69748,-0.673899,24,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,0.0394423,-0.805244,0.704581,-0.524252,-1.1046,0.707164,-2.86634,-0.276394,4,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,1.15167,-3.60146,-0.33227,-1.49013,0.145446,5.39391,-6.71644,0.407116,12,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,0.844971,-0.38139,-1.61853,0.34204,-0.901277,-0.400494,-2.89934,-3.3529,24,s104729_S_b017,17
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-0.312298,-1.21042,0.00883377,-0.0546299,-1.78934,-0.0640513,-2.64703,-1.53774,10,s104729_S_b017,17
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0.252411,-1.2601,-1.84086,-1.4351,-3.22068,0.0438798,-2.57637,-2.62986,22,s104729_S_b017,17
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,1.21722,-0.664755,-1.64391,0.442966,0.161083,-0.218089,-2.49168,-5.43424,28,s104729_S_b017,17
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,0.610267,-0.448441,-0.936645,0.8044,1.48688,0.948593,-2.13776,-3.80372,30,s104729_S_b017,17
CCCC(=O)N(CC(C)C)CC(C)C,-0.623527,-1.23835,1.29663,0.730481,0.65007,0.555072,0.0617508,2.43956,9,s104729_S_b017,17
CCCCC(CC)C(=O)N(CCCC)CCCC,-1.44857,-0.808187,1.72833,1.01621,0.135756,1.93767,0.0678324,2.74443,61,s104729_S_b017,17
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.604737,0.804643,-0.333944,-0.2498,0.764582,-1.09935,0.718179,0.0923041,14,s104729_S_b017,17
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.227815,0.972653,-2.02437,4.55031,-0.69802,1.59551,-2.22357,4.32216,63,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-1.46828,-0.914925,1.86444,2.89309,0.450607,1.63736,-0.214788,2.00699,90,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-2.09294,-2.02309,1.62997,2.47711,0.692664,1.15247,-1.18904,1.6739,451,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-1.58331,-0.352526,1.41361,0.307363,0.569335,0.803965,-0.300043,2.26798,25,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-1.50562,-0.67359,1.69234,1.60021,0.247143,1.45384,-0.185246,2.15058,29,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-0.971739,-0.782504,1.40429,2.07039,0.598857,1.53143,-0.653308,1.90896,447,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-2.02764,1.64813,0.0770782,1.76915,-2.25262,2.50633,-4.46796,1.36709,4,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.544824,1.62014,-3.26252,5.35632,0.831346,1.56058,-3.92349,3.42598,24,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.0655231,1.27417,0.111748,1.22319,-0.0950385,-0.416773,0.819503,-0.0609081,520,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-1.19254,-0.569403,0.471547,1.0454,0.309935,0.169158,-0.141799,2.13378,27,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-0.266543,1.92734,-1.5043,0.24923,-0.540373,1.67926,-0.271664,0.309108,4,s104729_S_b017,17
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-1.9123,0.227857,0.681646,3.50315,0.172701,-2.77753,-0.463081,0.321608,6,s104729_S_b017,17
CCCCCC(=O)N(C(C)CC)C(C)CC,-0.904718,-1.30963,1.15465,1.8122,0.314487,0.754495,-0.479582,1.85757,5,s104729_S_b017,17
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.15209,-0.795348,1.63927,1.38559,0.718834,1.22589,-0.513613,2.17101,17,s104729_S_b017,17
CCCCCC(=O)N(CCCC)CCCC,-0.958977,-0.883956,1.28943,0.877301,0.512664,1.51828,-0.188177,2.04822,2,s104729_S_b017,17
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.0696838,2.93293,0.159961,-0.350594,-0.245342,-1.20452,0.309942,-0.649394,2,s104729_S_b017,17
