extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-0.532577,1.84462,1.53685,1.83115,-1.84447,2.13374,-1.18792,0.318929,5,s104729_S_b004,4
C1COCCOCCOCCOCCOCCO1,-0.311417,2.04214,1.56407,1.74854,-1.4782,2.24109,-1.04078,0.928203,5,s104729_S_b004,4
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,1.43334,1.20977,-0.290684,2.12096,-0.123687,-0.165128,-1.95084,-0.099272,7,s104729_S_b004,4
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-0.57568,-0.566496,-0.743616,2.43656,-0.269406,-0.948315,-1.29011,0.362641,46,s104729_S_b004,4
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,1.69922,-0.783537,0.307862,1.19937,0.994478,-2.15129,-2.19779,-1.14976,6,s104729_S_b004,4
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,0.741442,-0.214532,0.942995,1.27858,0.294755,-1.45739,-2.24371,-0.405387,2,s104729_S_b004,4
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,1.3279,-0.0253161,1.59917,2.44021,2.00755,-1.18876,-3.86922,-0.620412,2,s104729_S_b004,4
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.0877046,0.837589,0.00378047,-0.495846,0.215793,0.41036,1.30918,0.256739,14,s104729_S_b004,4
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.844398,1.84725,0.128629,1.08775,-0.87397,-1.30468,0.536084,-0.452904,6,s104729_S_b004,4
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.0779257,-0.0377988,0.0679598,-0.193371,-0.291053,0.749836,1.0843,0.423142,52,s104729_S_b004,4
