extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,2.26877,-1.97791,-4.26216,-2.59438,5,s104729_S_b002,2
C1COCCOCCOCCOCCOCCO1,2.93928,-2.37152,-3.63107,-2.63589,5,s104729_S_b002,2
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.924511,-2.18831,-4.97508,1.14076,7,s104729_S_b002,2
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-0.931434,-1.12939,-1.97286,-1.58619,46,s104729_S_b002,2
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-1.00464,4.27051,-2.0874,-0.231048,6,s104729_S_b002,2
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-2.14306,1.10888,-2.31085,0.210283,2,s104729_S_b002,2
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-0.195157,4.46946,-3.21869,-0.166916,2,s104729_S_b002,2
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1.06073,-1.1961,0.695725,0.214901,14,s104729_S_b002,2
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6.30362,-1.71217,-0.285578,0.0438812,6,s104729_S_b002,2
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.797177,-0.804564,0.536531,1.08502,52,s104729_S_b002,2
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,1.63168,-0.430934,0.564212,0.827526,2,s104729_S_b002,2
CC(C)CN(CC(C)C)C(=O)C(C)C,-3.24844,1.93362,-2.96668,0.154447,7,s104729_S_b002,2
