extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0.193369,-5.06369,-0.498604,0.94757,5,s104729_S_b027,27
C1COCCOCCOCCOCCOCCO1,0.0490367,-4.95327,-0.337544,0.350861,5,s104729_S_b027,27
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.122942,-3.98648,0.937401,1.07501,7,s104729_S_b027,27
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-0.50465,-1.57552,-1.25501,1.82422,46,s104729_S_b027,27
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-0.360519,-2.09422,-1.87429,-0.853256,6,s104729_S_b027,27
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,1.06609,-1.18176,-0.83776,-1.4708,2,s104729_S_b027,27
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-0.884467,-2.39496,-1.81757,-0.342972,2,s104729_S_b027,27
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.187752,0.564561,0.577305,0.58264,14,s104729_S_b027,27
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.794267,-1.63092,1.80693,1.56929,6,s104729_S_b027,27
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.625792,0.812084,0.300177,0.320608,52,s104729_S_b027,27
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-0.656228,0.279679,0.676282,0.907714,2,s104729_S_b027,27
CC(C)CN(CC(C)C)C(=O)C(C)C,0.884051,-1.30892,-1.5744,-2.40934,7,s104729_S_b027,27
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.475622,0.783324,0.263266,0.407234,60,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-0.773896,-0.182385,-0.151919,4.52821,12,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-1.29954,-2.48468,-1.62672,1.93747,22,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,0.797137,-6.46654,-0.14312,0.0455872,12,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,0.0149363,-0.925813,-0.0921577,1.1527,24,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-0.377626,-2.98171,-0.802798,0.182225,4,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,0.0260615,-6.51478,-0.850744,0.311159,12,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,-0.440137,-2.19944,-0.322859,2.63425,24,s104729_S_b027,27
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-0.689797,-2.62838,-1.23817,0.992309,10,s104729_S_b027,27
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,-0.436047,-2.05011,-1.5098,1.07239,22,s104729_S_b027,27
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,-0.654049,-1.57175,-1.24113,4.03369,28,s104729_S_b027,27
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,-1.51373,-2.15629,-1.48164,3.08912,30,s104729_S_b027,27
CCCC(=O)N(CC(C)C)CC(C)C,-0.110456,-0.997628,-1.11475,-1.69418,9,s104729_S_b027,27
CCCCC(CC)C(=O)N(CCCC)CCCC,0.312966,-1.57234,-0.0483076,-2.05453,61,s104729_S_b027,27
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,-0.253739,0.887393,0.762063,0.572928,14,s104729_S_b027,27
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.65954,-2.38284,0.758204,-0.5548,63,s104729_S_b027,27
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,1.14259,-1.1446,-0.921461,-1.82478,90,s104729_S_b027,27
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,1.31656,-1.72732,-0.460893,-1.33151,451,s104729_S_b027,27
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-0.100347,-1.09175,-0.0554844,-1.99008,25,s104729_S_b027,27
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,1.11199,-1.07397,-0.769161,-1.80831,29,s104729_S_b027,27
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,0.755473,-1.43173,-0.910953,-1.16161,447,s104729_S_b027,27
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.125759,-1.50549,-1.81985,-0.93993,4,s104729_S_b027,27
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.774292,-1.69164,0.0804012,0.595309,24,s104729_S_b027,27
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.231168,0.470475,0.00756085,0.00350516,520,s104729_S_b027,27
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-0.45024,-0.535879,-0.240289,-1.71978,27,s104729_S_b027,27
