extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0.473573,-1.41806,-1.64622,0.958229,5,s104729_S_b006,6
C1COCCOCCOCCOCCOCCO1,0.338431,-1.18582,-1.52313,1.07915,5,s104729_S_b006,6
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,1.2173,1.29858,0.932495,-1.14982,7,s104729_S_b006,6
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-0.103633,0.246481,0.504561,-2.08539,46,s104729_S_b006,6
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,0.989199,-1.23935,-0.328487,0.897719,6,s104729_S_b006,6
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,0.964393,-0.67454,0.8471,-0.105097,2,s104729_S_b006,6
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,1.04966,-1.04181,-0.188529,0.164493,2,s104729_S_b006,6
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.623106,0.38651,-0.675371,1.2542,14,s104729_S_b006,6
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.482395,1.34499,2.49766,-0.598264,6,s104729_S_b006,6
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.786304,0.476181,-0.445897,0.321875,52,s104729_S_b006,6
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-1.94717,-0.656552,-0.497754,0.365465,2,s104729_S_b006,6
CC(C)CN(CC(C)C)C(=O)C(C)C,2.20259,-1.053,2.3115,-1.65178,7,s104729_S_b006,6
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.658834,0.492439,-0.68369,0.436565,60,s104729_S_b006,6
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-0.287341,1.99256,-1.79504,-3.65462,12,s104729_S_b006,6
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,0.861649,0.260487,-0.478315,-1.6938,22,s104729_S_b006,6
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,2.64576,-0.613236,1.29988,-1.24399,12,s104729_S_b006,6
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-1.89798,-0.738342,0.978911,-2.01662,24,s104729_S_b006,6
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,1.05985,-0.205678,0.724718,-0.280584,4,s104729_S_b006,6
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,2.52847,-1.06165,0.912629,-0.949018,12,s104729_S_b006,6
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,0.791243,0.573674,0.313896,-1.5346,24,s104729_S_b006,6
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,1.11953,-0.679943,0.631926,-0.0550295,10,s104729_S_b006,6
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,1.35857,-0.529195,-3.26075,0.140615,22,s104729_S_b006,6
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,0.232923,0.77212,-0.598584,-4.211,28,s104729_S_b006,6
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,0.50394,0.544905,0.165754,-3.41075,30,s104729_S_b006,6
CCCC(=O)N(CC(C)C)CC(C)C,1.61233,-0.421722,1.73231,-2.13597,9,s104729_S_b006,6
CCCCC(CC)C(=O)N(CCCC)CCCC,1.93305,-1.03036,2.3954,-2.36308,61,s104729_S_b006,6
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,-0.76083,1.01367,-0.345249,1.0274,14,s104729_S_b006,6
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.41163,0.796492,2.45231,0.102378,63,s104729_S_b006,6
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,2.21626,-0.533981,2.9651,-2.40955,46,s104729_S_b006,6
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,1.8499,-0.466603,3.17707,-1.2303,451,s104729_S_b006,6
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,1.54869,-0.555684,2.15367,-1.72245,25,s104729_S_b006,6
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,1.41558,-0.892879,2.55825,-1.03302,29,s104729_S_b006,6
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,1.78316,-0.548586,2.09939,-1.78269,447,s104729_S_b006,6
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.752607,-1.78633,1.17038,0.488068,4,s104729_S_b006,6
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.06275,0.546684,2.54706,-1.7156,24,s104729_S_b006,6
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.82773,0.385859,0.81753,0.295721,381,s104729_S_b006,6
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,1.13881,-0.0980008,2.09263,-1.76127,27,s104729_S_b006,6
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-0.31389,0.438222,-0.0940897,-0.444096,4,s104729_S_b006,6
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.433423,1.18606,2.61485,-0.989574,6,s104729_S_b006,6
CCCCCC(=O)N(C(C)CC)C(C)CC,1.54333,-0.0823407,1.67971,-1.66914,5,s104729_S_b006,6
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.55959,-0.695629,2.25836,-1.45036,17,s104729_S_b006,6
CCCCCC(=O)N(CCCC)CCCC,1.66472,-0.639445,2.03537,-1.84717,2,s104729_S_b006,6
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,-2.70337,-0.822198,-0.0320399,-0.0487033,2,s104729_S_b006,6
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,1.98874,-0.56638,2.48228,-1.85526,14,s104729_S_b006,6
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,-0.98714,0.892972,-0.540414,0.978146,134,s104729_S_b006,6
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,-0.671908,0.493767,-0.632772,0.581427,14,s104729_S_b006,6
CCCCCCCC(=O)N(CCCCCC)CCCCCC,1.75919,-0.966417,1.39625,-2.3296,446,s104729_S_b006,6
CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-0.585993,0.563606,-0.298617,-0.333807,77,s104729_S_b006,6
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,2.3956,-0.821606,1.15679,0.107107,6,s104729_S_b006,6
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,1.9083,-0.247071,-0.0109265,0.0377081,6,s104729_S_b006,6
CCCCCCCCC(Br)C(=O)O|c1cc(-n2cccn2)nc(-n2cccn2)c1,1.84906,-0.65668,0.92066,0.121307,6,s104729_S_b006,6
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,-0.352138,-0.404862,-2.70579,1.37391,14,s104729_S_b006,6
CCCCCCCCCC(=O)N(C)C,1.16951,0.197045,0.898506,-1.83286,5,s104729_S_b006,6
CCCCCCCCCC(=O)N(CC)CC,1.38456,0.129432,1.09952,-1.87962,5,s104729_S_b006,6
CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,1.68776,-0.631959,1.43004,-1.86691,63,s104729_S_b006,6
CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.814,-0.613996,2.23485,-1.28362,11,s104729_S_b006,6
CCCCCCCCCCCC(=O)N(CC)CC,1.8319,-0.325392,1.45655,-1.90493,47,s104729_S_b006,6
CCCCCCCCCCCCCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,-0.560806,-0.327194,-0.165271,0.513642,12,s104729_S_b006,6
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,-0.874938,1.31519,-0.530054,-0.481257,105,s104729_S_b006,6
CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,-0.0647721,0.847825,-1.38497,0.35812,22,s104729_S_b006,6
CCCCCCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCCCCCC,-0.48183,0.61456,-1.30045,0.593047,26,s104729_S_b006,6
CCCCCCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCCCCCC,-0.565925,0.635339,-0.715603,0.796269,26,s104729_S_b006,6
CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,-0.6379,0.430188,-0.707201,0.710331,22,s104729_S_b006,6
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,-0.68684,0.544432,-1.21499,0.0672691,13,s104729_S_b006,6
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,-0.31209,0.305735,-0.189324,-0.889824,14,s104729_S_b006,6
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.163512,0.158281,-0.385291,0.504476,39,s104729_S_b006,6
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,-0.407661,0.377637,-0.968662,0.719227,368,s104729_S_b006,6
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.255989,-0.533702,0.179554,1.15015,208,s104729_S_b006,6
CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,1.54601,-2.187,0.250674,0.693275,6,s104729_S_b006,6
CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,0.80292,-1.42053,1.04549,0.110819,4,s104729_S_b006,6
CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,0.500228,-1.61555,3.96006,-0.424074,2,s104729_S_b006,6
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,0.387223,0.141748,1.68483,-0.632955,4,s104729_S_b006,6
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,2.6942,-0.506797,1.15476,0.125836,8,s104729_S_b006,6
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,1.10541,-0.383953,2.78729,-0.534105,12,s104729_S_b006,6
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,2.86577,-0.0934812,0.777489,-0.994894,12,s104729_S_b006,6
CCCCCCCCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,-2.56611,-0.855894,0.0484642,0.327471,2,s104729_S_b006,6
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,-0.27596,-0.486995,0.49631,0.261983,82,s104729_S_b006,6
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,-0.204055,0.75041,-0.551402,1.49887,216,s104729_S_b006,6
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,-0.408823,0.429068,-0.824575,0.658092,184,s104729_S_b006,6
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.43114,-1.36774,1.07264,0.341416,11,s104729_S_b006,6
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.131783,-0.858536,0.840476,-0.107559,34,s104729_S_b006,6
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.522276,-1.22771,1.09103,-1.0128,27,s104729_S_b006,6
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.729733,-1.40032,1.26179,-0.384713,25,s104729_S_b006,6
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.723248,-0.591191,-1.59453,0.311592,14,s104729_S_b006,6
CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-1.34729,0.609368,1.49173,1.35036,137,s104729_S_b006,6
CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,-0.587489,0.0849786,-0.672314,1.79878,9,s104729_S_b006,6
CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,0.0455286,-1.35497,0.00656042,1.43211,96,s104729_S_b006,6
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,-0.0501376,-0.0944441,-0.422962,1.77351,9,s104729_S_b006,6
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,-0.409016,0.740266,-1.41998,0.4716,428,s104729_S_b006,6
CCCCCCCCN(C)C(=O)COCC(=O)N(C)Cc1cccc(CN(C)C(=O)COCC(=O)N(C)CCCCCCCC)c1,-1.47737,0.0916349,-1.88131,0.185782,2,s104729_S_b006,6
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-0.549521,0.72321,-0.983034,0.598403,14,s104729_S_b006,6
CCCCCCCCN(C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(C)CCCCCCCC)c1,-1.40825,-0.456286,-0.99592,0.626735,2,s104729_S_b006,6
CCCCCCCCN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,1.38434,0.352749,0.218804,-0.225068,4,s104729_S_b006,6
CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,-0.466121,0.397664,-0.455893,0.515367,8,s104729_S_b006,6
CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,-0.517721,0.230827,-0.0318858,0.3406,8,s104729_S_b006,6
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,-0.578707,0.928253,-0.941902,0.718698,14,s104729_S_b006,6
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,-0.568989,0.506711,-0.546366,0.487831,14,s104729_S_b006,6
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,-0.690349,0.783163,-0.915372,0.611527,14,s104729_S_b006,6
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,-0.954927,-0.174876,-0.822864,0.198768,14,s104729_S_b006,6
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,-0.99477,0.140891,-0.901741,0.498027,14,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,1.98595,-0.688144,1.7031,-1.24805,12,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,-0.602693,-0.957374,0.665546,-0.212295,24,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,-0.250537,-0.937154,0.426496,0.592148,64,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,1.83386,-0.368434,1.84155,-1.93182,35,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1,-0.181921,0.0395467,-0.110415,-0.293491,10,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,-0.541947,-0.223943,-0.810576,1.79695,9,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CCC,1.0254,-0.291114,1.08433,-1.33697,10,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CCCCCCC,1.78488,-0.232001,1.13986,-1.70946,34,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CCOCCC(=O)N(CCCCCCCC)CCCCCCCC,1.52449,-1.41907,0.225381,0.920249,4,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CN(C)CC(=O)N(CCCCCCCC)CCCCCCCC,0.843156,1.82512,-0.394888,-1.55375,25,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,1.38046,-0.509394,0.278153,-0.364352,4,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,1.95957,1.3043,0.673023,-1.79186,58,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,0.889345,-0.022429,0.536296,-1.12952,4,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,0.828174,-0.296155,1.00286,-0.38168,4,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CNCC(=O)N(CCCCCCCC)CCCCCCCC,0.451856,0.181659,1.94572,-0.760188,4,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,2.50032,1.03663,1.40459,-0.719361,12,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC,1.91519,1.15183,1.98535,-0.635446,12,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)CO,0.789587,0.406202,0.454607,-0.317061,20,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,-0.614195,-1.03832,0.313736,-0.173053,24,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,-0.593075,-0.274434,-0.285485,0.163965,24,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,-0.848464,1.12334,-1.19194,0.894372,7,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-1.76928,0.13234,-1.73082,0.567123,6,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-0.543323,0.286742,-1.00345,0.715914,3066,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|CCCCOP(=O)(OCCCC)OCCCC,-1.8919,0.50816,-0.103224,-0.71383,94,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCO)CCO)N(CCO)CCO,-0.35001,-0.334848,-1.07287,0.0184344,24,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCOCCO)CCOCCO)N(CCOCCO)CCOCCO,-0.535821,-0.336556,-1.50803,0.108047,8,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCOCCOCCO)CCOCCOCCO)N(CCOCCOCCO)CCOCCOCCO,-0.970793,0.295299,-1.72961,0.102043,10,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=P(O)(O)c1cccc(P(=O)(O)O)n1,0.271799,-0.938142,-0.104757,1.04029,2,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=P(O)(O)c1ccccn1,-0.678696,0.0913875,-1.13699,0.57522,2,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)C(C)C)C(C)C,-1.90758,0.00651203,-1.62209,0.626211,6,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,-0.869827,1.57895,-0.406684,0.893583,16,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,-1.27672,0.851859,-0.854429,1.43496,12,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,-1.32264,0.684334,-0.351088,0.983578,12,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-1.43583,-0.500985,-1.08386,0.382291,22,s104729_S_b006,6
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-1.41266,-0.593687,-0.985537,0.927163,2,s104729_S_b006,6
