arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_curve_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_extractants,n_seeds
C_DIRECT_ROW,0.49199781542316573,,0.5500925142496802,0.2004098784818824,0.6484471042432944,0.6945076289812738,0.4594046420869624,0.502871646950921,0.1916839079770278,0.7585889934286608,0.8299344951180324,90,1
M_PHYSICS_radius+radius_sq,0.5033346628369301,,0.5507330915346453,0.21322661453668154,0.6659214087237907,0.755795683780556,0.4316108579328512,0.5110189773179833,0.20298441230311767,0.7613427000255494,0.8193054010629094,90,1
M_LOWRANK_K2,0.5164313398935055,,0.5602037428997775,0.21670428241102793,0.6911316591818766,0.6680357841475689,0.36700271933942136,0.5341235066088053,0.20315178913178444,0.8091675286555761,0.7046100605611173,90,1
B3_NN_TANIMOTO,0.5490152682312609,,0.5419558797320471,0.220706711641892,0.7430246626492226,0.5734141924839096,0.1780911108691656,0.64588144300294,0.22796497637240654,0.9990870933997266,0.4600173031763688,90,1
B0_ZERO,0.5885062528901843,,0.6092005776059211,0.23417933050607578,0.8071706996999869,0.0,,0.6499911278057761,0.22264129894218948,1.0118291621647846,0.0,90,1
B1_MEAN_CURVE,0.61367075825828,,0.6665408846057067,0.2357471502040773,0.8342989802031376,0.6081834804453075,0.2680278547884309,0.6120012591763164,0.2148267823295181,0.9467047921696652,0.7795080954146583,90,1
B2_PAIRMEAN,0.6147270721188328,,0.6713054468907529,0.23086123380832063,0.8407518382793205,0.6202045081492444,0.2903845749474282,0.5998997342268568,0.20442469810007796,0.9331950746713948,0.8094178717093067,90,1
