split_seed,extractant,chemotype,n_pairs,n_cells,n_adjacent,n_far,y_abs_mean,arm,mae_all,mae_adjacent,mae_far,sign_acc_strong,n_strong,curve_spearman,n_cells_spearman
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,3,6,0.34647875220000035,B0_ZERO,0.34647875220000035,0.17018166999999998,0.45539896033333377,0.0,5,,0
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,3,6,0.34647875220000035,B1_MEAN_CURVE,0.5741540831374567,0.2756912650263718,0.7462891616236021,0.0,5,-0.9393939393939393,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,3,6,0.34647875220000035,B2_PAIRMEAN,0.5841970991556285,0.2993768782263913,0.7438899606748847,0.0,5,-0.8666666666666665,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,3,6,0.34647875220000035,B3_NN_TANIMOTO,0.18772612197127314,0.1034471351673489,0.25530215113278304,1.0,5,0.8666666666666665,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,3,6,0.34647875220000035,C_DIRECT_ROW,0.3548743021442468,0.127179885284886,0.481091247439594,0.2,5,-0.24848484848484845,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,3,6,0.34647875220000035,M_LOWRANK_K2,0.38455196554438686,0.19388988324664178,0.4963440259925686,0.0,5,-0.709090909090909,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,3,6,0.34647875220000035,M_PHYSICS_radius+radius_sq,0.25627587994639534,0.12090039910998564,0.34300880564593145,1.0,5,0.9393939393939393,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,3,6,0.4034118878000001,B0_ZERO,0.4034118878000001,0.22162563999999996,0.5113686603333335,0.0,7,,0
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,3,6,0.4034118878000001,B1_MEAN_CURVE,0.8282151716649668,0.37891522774822056,1.0655074777453575,0.0,7,-0.9393939393939393,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,3,6,0.4034118878000001,B2_PAIRMEAN,0.8385627048073772,0.38584918254005074,1.0867909391644983,0.0,7,-0.9272727272727272,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,3,6,0.4034118878000001,B3_NN_TANIMOTO,0.26202488488879133,0.16410269042403824,0.3307432987674885,1.0,7,0.9393939393939393,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,3,6,0.4034118878000001,C_DIRECT_ROW,0.4488899661123402,0.18856251545337088,0.5895334742787348,0.14285714285714285,7,-0.5272727272727272,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,3,6,0.4034118878000001,M_LOWRANK_K2,0.3532739213530532,0.20607749644163575,0.44320481271553197,1.0,7,0.8787878787878788,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,3,6,0.4034118878000001,M_PHYSICS_radius+radius_sq,0.3308723602729958,0.2015577394250617,0.40974783733977355,1.0,7,0.8787878787878788,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,23,49,0.5615598713855251,B0_ZERO,0.5615598713855251,0.1259437203054726,0.8602440489171217,0.0,49,,0
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,23,49,0.5615598713855251,B1_MEAN_CURVE,0.43456933830290395,0.10459502115312075,0.6591785574241688,0.9591836734693877,49,0.850358337314859,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,23,49,0.5615598713855251,B2_PAIRMEAN,0.39350341840696335,0.08894316550113422,0.6023310225018639,1.0,49,0.9113393852524287,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,23,49,0.5615598713855251,B3_NN_TANIMOTO,0.3784982367717222,0.08085767535364727,0.5821721764023856,1.0,49,0.9855390985825769,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,23,49,0.5615598713855251,C_DIRECT_ROW,0.07480276998140577,0.038870868299864615,0.09255352038419686,1.0,49,0.9893772893772894,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,23,49,0.5615598713855251,M_LOWRANK_K2,0.5023274802022715,0.10948276394125371,0.7703579454659778,1.0,49,0.9673196368848543,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,23,49,0.5615598713855251,M_PHYSICS_radius+radius_sq,0.3990612018753502,0.08221774263251433,0.6116083991669828,1.0,49,0.9623347666825929,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,7,3,0.2243023744352886,B0_ZERO,0.2243023744352886,0.15842438812564005,0.43113558515426137,0.0,5,,0
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,7,3,0.2243023744352886,B1_MEAN_CURVE,0.11997354486072911,0.08682640893112212,0.10603441571096565,1.0,5,0.6487496868730518,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,7,3,0.2243023744352886,B2_PAIRMEAN,0.13110934946575567,0.09491564652968347,0.13818641985856425,1.0,5,0.6756315799755263,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,7,3,0.2243023744352886,B3_NN_TANIMOTO,0.14699792725774158,0.1250756160707742,0.27962355270078476,1.0,5,0.5914016482544395,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,7,3,0.2243023744352886,C_DIRECT_ROW,0.07812882931439455,0.07239929030598721,0.14085334547406675,1.0,5,0.9354898799661134,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,7,3,0.2243023744352886,M_LOWRANK_K2,0.16508898466848948,0.13208202740689653,0.31756273523183315,1.0,5,0.5914016482544395,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,7,3,0.2243023744352886,M_PHYSICS_radius+radius_sq,0.1250787258559911,0.10364765331265548,0.2395248455173804,1.0,5,0.9014394820363122,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,6,15,0.37727662638130105,B0_ZERO,0.37727662638130105,0.14502464473009577,0.5348298913169593,0.0,14,,0
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,6,15,0.37727662638130105,B1_MEAN_CURVE,0.22760106752792192,0.12817600353968803,0.3098126152325694,1.0,14,0.7668308702791461,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,6,15,0.37727662638130105,B2_PAIRMEAN,0.17925521870651104,0.08908859842648036,0.24113642125124252,1.0,14,0.8264915161466886,1
