arm,macro,pooled,n_rows
X_ENS_DIRECT+LOWRANK_K2,0.48098083670010805,0.49167836200368936,70750
X_ENS_DIRECT+PHYSICS,0.4847046673896068,0.49507310704263835,70750
C_DIRECT_ROW,0.49532081290529495,0.5245128768639454,70750
M_SELECTED,0.5014269541262518,0.5028568024785267,70750
B1_MEAN_CURVE,0.6032535776161898,0.5914108306051475,70750
B4_HEAVIER_ALWAYS,0.6742486431120029,0.5313560423344641,70750
