k_groups,n,ss_between,ss_within,pct_ss_between,pct_ss_within,sd_between,sd_within,icc,quantity
21,228,49.90552651695117,63.51305036053694,44.001192653702454,55.99880734629754,0.4669901575560098,0.5539190647054313,0.4154643881543147,amplitude
21,228,11.351791072427798,35.343914367012204,24.31013937063231,75.68986062936769,0.19886136691355372,0.4132112627539642,0.18805439056243417,curvature
21,228,11.845497982046307,11.267869991126338,51.24955391959842,48.75044608040159,0.23150813862840977,0.2333112825100922,0.49612082312928163,curve_sd
