extractant,target,cell_mean_of_donor_means,cell_pairpooled,n_donors,n_pairs
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,5b0255daf759f446,0.4659559460983104,0.5143361624407379,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,61603b00599eb0d5,0.44513602851636885,0.6337303422888992,355.0,6834.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,63d11bbb7d28eb4c,0.5060326626278783,0.578693808004018,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,73b19eb785eed129,0.4871771343386091,0.5407201937126935,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,80c76967ecfe2dc2,0.4735171239582606,0.524198015112593,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,830861fddf3571ee,0.5208678914185484,0.5800498435892055,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,a00500e26347bc0e,0.44036506169644357,0.4772237691106563,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,c03f1b0e1f75ae1a,0.573216982118997,0.6442451247914535,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,cb4273c993344634,0.5105145856247706,0.5699716324354174,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,d2ff63c7d43f2890,0.6151449459435803,0.697440268804867,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,d4c1e23a091d0960,0.6799842873088949,0.7985983425158188,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,e4ee526bda3920c2,0.559926889230696,0.6436344270825111,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,e4ff4ed289f6bac3,0.5439062520576399,0.6092792526288887,214.0,1278.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,05a73c87538dea60,0.4759811405526015,0.4759811405526015,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,121733ad19650ea3,0.4302223066907325,0.4302223066907325,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,259e68bb986bb484,0.48584947081047486,0.5394452454091624,281.0,2701.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,3036e4501bafe469,0.3785565524025435,0.3785565524025435,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,441f7ec26db26341,0.4122530285866054,0.4122530285866054,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,7116690484a80f02,0.5224041434547182,0.5224041434547182,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,7a1bd3c43d402b71,0.5197991039856805,0.5197991039856805,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,7eb305c480cbd81c,0.4987688523416489,0.4987688523416489,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,86b7dbca3f1859b3,0.48723152409883747,0.48723152409883747,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,933a525b1e59cce1,0.5391241063913431,0.5391241063913431,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,aecd3ccb7d054807,0.5044761528567229,0.5044761528567229,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,d03955e5b6e2a037,0.4830156002478216,0.4830156002478216,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,f05bea29ca56cbf9,0.3373774756628808,0.3373774756628808,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,f12454cc3399cc0a,0.33298139802333115,0.33298139802333115,132.0,132.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,1ae01662fc857c0c,0.24792254456512086,0.24588146487055626,9.0,491.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,303084e36adee19e,0.230769684184665,0.230769684184665,1.0,78.0
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,8cb0deef770e3ca0,0.4161217201202678,0.3838074402614676,3.0,218.0
CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,39e5721af352391f,0.18887664957407405,0.145137346425,3.0,40.0
CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,e50fafc498d71881,0.32510905624074077,0.16352872132500001,3.0,40.0
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,67f2cc5a43a622c3,0.348406666388889,0.38745580416279074,4.0,43.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,03d73939b53041d6,0.19127738300951297,0.20850384676091818,124.0,472.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,05c3538c00451781,0.08653318116461617,0.08653318116461617,72.0,72.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,070747aae4dc989c,0.5493464464858748,0.5883291756209822,163.0,1141.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,070f43b8e6fa53cc,0.11723316867647077,0.11723316867647077,89.0,89.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0711104e8af2bd43,0.15775376092739446,0.15775376092739446,71.0,71.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0973c72a8ec4d510,0.2624088360873016,0.2624088360873016,103.0,103.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,099cafc95a99e1db,0.8876487249427644,0.8876487249427644,62.0,62.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0abbcf420e23e3c7,0.507333042714076,0.615653848912918,301.0,5928.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0cf584c973b138fa,0.09284768389242819,0.10267292510581857,94.0,236.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0e0915921cb03b61,0.0858545157521252,0.0858545157521252,77.0,77.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0f586242f57f20f6,0.24873009005479277,0.27220969305011905,124.0,238.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,1052c7804a84fd4c,0.6172228274235395,0.6226342548390816,111.0,233.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,10ca3ef9ac6e7fb0,0.3601028920102504,0.3950188115979861,92.0,425.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,1651b0a3bd1a4142,0.6584548201694157,0.6794296328500453,134.0,326.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2a41f3ebef788345,0.8547992045897008,0.8547992045897008,86.0,86.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2a8b4d6487a26c27,0.6685166676421627,0.6903841680448858,134.0,326.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2ac1b0d9b7b83726,0.5326003513463561,0.5326003513463561,91.0,91.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2b9cc1a4fc46c0df,0.11487073382654356,0.11824689690660524,97.0,241.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2e7197a7efd242c9,0.8389395935463216,0.7913391178267364,160.0,407.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,30c8114cc055d4b0,0.7623483673241875,0.6464079627138428,142.0,475.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,37d3f22ee01322f7,0.45424972320845997,0.45424972320845997,78.0,78.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,3d131164e9134388,0.6602846103628621,0.6602846103628621,120.0,120.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4315ec27cd357b25,0.27262893086620255,0.27262893086620255,103.0,103.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,44012938119033a5,0.5664405967969702,0.6767345376375916,301.0,5928.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4481c5627928131d,0.34235030391722643,0.34235030391722643,108.0,108.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,459b90da32d12340,0.4965604748844923,0.5092701257250993,246.0,2781.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,472fc6d9059f3c8e,0.07764833220102378,0.08151695923045144,106.0,238.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4abc313a070a9a28,0.42793404149233805,0.4662539886470175,237.0,2286.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4ae2a0e0a04e22fc,0.4815383828577837,0.5503919302155399,174.0,894.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4cb2ffb4332ca124,0.5455616755283631,0.6460754762334517,275.0,3605.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4e816bdc993aa716,0.3213596806685495,0.3237250655158212,187.0,768.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5169c377777d282b,0.5628768036658593,0.6800197700689369,301.0,5928.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5add2b02243710d8,0.17151763632559613,0.17151763632559613,71.0,71.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,61f97ff8feb9afab,0.37772963989260067,0.398415422035667,219.0,2284.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,652810ec40425074,0.5470053891981086,0.6616197971515076,301.0,5928.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,658588ea845cbbcd,0.26544393684386797,0.3612063724041562,76.0,160.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,6b4bf3c0659fff4c,0.46102054844960993,0.4680814871552042,285.0,5065.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,74533b00ce755709,0.422445998261918,0.4773641999056092,163.0,1141.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,76711e79e2ec01ef,0.5285233699658322,0.6311516656428294,273.0,3731.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,7a8033cd695a09db,0.45783317323818784,0.4427266608032745,124.0,278.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,7aec532eedbe347b,0.4806168320435372,0.4806168320435372,108.0,108.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,8226bcd57b08d4d8,0.6046883404096779,0.7032232384543674,259.0,3127.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,82698a4f2e790a6d,0.1032602359293794,0.1032602359293794,89.0,89.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,85fadbeefe51dede,0.4126765070975108,0.4080947968894606,187.0,768.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,86753032d9fa008d,0.8265232915656229,0.7051371993547324,130.0,428.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9171eebe4dc639c6,0.3909558413764659,0.4081702624937506,187.0,768.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,929b2959e4085af9,0.6045048494530211,0.6153865346460984,198.0,1210.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,953982f25eb9e94b,0.6059349206747762,0.7599480947609686,229.0,2081.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9c591c4879c888e6,1.1671204839148137,1.1671204839148137,120.0,120.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9dc40db146f97226,0.6895977963576866,0.592328456075314,142.0,475.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9f969f90406c97a4,0.44724189493634225,0.502384734448624,301.0,5928.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,af971a0b699f29ae,0.5358681759977897,0.6297645198853278,301.0,5928.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,b05b2b6bc2a58cde,0.17151763632559613,0.17151763632559613,71.0,71.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,b7bc69fc789d9b76,0.5725860045054544,0.661578897450833,223.0,1414.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,b88c40d83066f30e,0.67929684863075,0.67929684863075,84.0,84.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,baac03fd9286c92d,0.60191383696956,0.6465140329825402,163.0,1141.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,babf32ba697c93fe,0.1445380484216106,0.1445380484216106,74.0,74.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,c10ed3995524f655,0.23928508194169737,0.23928508194169737,103.0,103.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,c76f680dd1db3efb,0.36322854795964515,0.36322854795964515,59.0,59.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,ca38ba3a8898a577,0.7035479726419537,0.6682653386443593,160.0,407.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,cfb0cf901791360b,0.09668147905369823,0.09668147905369823,89.0,89.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,d4654555019558c8,0.42573657270245185,0.5270699365690742,203.0,1224.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,e29c1cf41e785a94,0.5327450871636176,0.587270344123892,165.0,646.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,e492acad0936b2a0,0.3668584999371703,0.3613286658412061,187.0,768.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,e72207fd3b60a738,0.4643853284748422,0.4169418881903849,124.0,238.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,e7db5fe739b82aaa,0.24798476564329386,0.24798476564329386,103.0,103.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,eca00c5272e79ac3,0.1172326624703511,0.1172326624703511,89.0,89.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,ee5f0a21fa37baaf,0.27268739077228027,0.27268739077228027,103.0,103.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,ef0fb6c09176b30a,0.2675767209766334,0.2675767209766334,54.0,54.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,ef98d769b40a6680,0.2958926799093812,0.3361483240788232,134.0,576.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,f1cc02a92c08ce5a,0.6003305559374769,0.6061722259950968,111.0,233.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,f76d16dc48d41e27,0.3995869404033279,0.4812949469472273,301.0,5928.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,fb395fc20ad441b8,0.1065244030453854,0.11334640896746184,102.0,465.0
