context,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,2d_ensemble_weight,delta3d_weight,simplicial_weight,inner_group_balanced_r2,raw_selected,selected_after_gate
outer_1:simplicial_weight,,,,,,0.13627617767028283,0.10702381691919549,,,,,0.25,0.0404952860115495,True,True
outer_1:simplicial_weight,,,,,,0.13759360615960342,0.10102018215537312,,,,,0.5,0.03734041679909128,False,False
outer_1:simplicial_weight,,,,,,0.1432686775230409,0.024004352674800944,,,,,0.75,-0.006232301612353552,False,False
outer_1:simplicial_weight,,,,,,0.1530484302341343,-0.12402367152252092,,,,,1.0,-0.09022286922278466,False,False
outer_2:baseline,0.0,3.0,124743.0,0.35,2.0,0.14082649441276784,0.012884917469220936,0.13205050428280354,True,,,,,,
outer_2:baseline,1.0,3.0,124743.0,0.7,2.0,0.14766345714827525,-0.11766198866288402,0.14158660857838598,False,,,,,,
outer_2:baseline,2.0,3.0,124743.0,1.0,4.0,0.1451854640582427,-0.045522351359901236,0.13678010463199303,False,,,,,,
outer_2:2d_second_unshrunk,0.0,3.0,124743.0,0.35,2.0,0.14180009694781573,0.009859267333800936,0.13247542612629173,True,,,,,,
outer_2:2d_second_unshrunk,1.0,3.0,124743.0,0.7,2.0,0.14897643136826844,-0.12888280572326716,0.1426768888718365,False,,,,,,
outer_2:2d_second_unshrunk,2.0,3.0,124743.0,1.0,4.0,0.14481755182057332,-0.04634317609552485,0.13733571962525185,False,,,,,,
outer_2:delta3d_unshrunk,0.0,3.0,124743.0,0.35,2.0,0.14715009791806713,0.0827646594556255,0.12840139355199545,True,,,,,,
outer_2:delta3d_unshrunk,1.0,3.0,124743.0,0.7,2.0,0.15405208404688958,0.053864154646410034,0.13029259909477856,False,,,,,,
outer_2:delta3d_unshrunk,2.0,3.0,124743.0,1.0,4.0,0.1577361640541763,0.021888251952641213,0.13156349002079004,False,,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14082649441276784,0.012884917469220936,0.13205050428280354,True,0.0,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14103210952802736,0.012674898899302844,0.1321229196686225,False,0.25,,,,,
outer_2:2d_ensemble_weight,,,,,,0.1412443299796239,0.012100617686760184,0.13221145883997273,False,0.5,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14150999188143046,0.011162073831592845,0.1323291840211064,False,0.75,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14180009694781573,0.009859267333800936,0.13247542612629173,False,1.0,,,,,
outer_2:delta3d_weight,,,,,,0.14082649441276784,0.012884917469220936,0.13205050428280354,False,,0.0,,,,
outer_2:delta3d_weight,,,,,,0.14022159309808713,0.04591829725047569,0.12972629051408263,True,,0.25,,,,
outer_2:delta3d_weight,,,,,,0.14136150528282473,0.06857604750862811,0.12851644268807955,False,,0.5,,,,
outer_2:delta3d_weight,,,,,,0.143889855927749,0.08085816824367809,0.128157242367344,False,,0.75,,,,
outer_2:delta3d_weight,,,,,,0.14715009791806713,0.0827646594556255,0.12840139355199545,False,,1.0,,,,
outer_2:simplicial_weight,,,,,,0.14022159309808713,0.04591829725047569,,,,,0.0,0.07930645152336957,True,True
outer_2:simplicial_weight,,,,,,0.14258131950373046,0.0676505100207786,,,,,0.25,0.059844683936794874,False,False
outer_2:simplicial_weight,,,,,,0.15070281180165782,0.015306820864718795,,,,,0.5,-0.005124268140422439,False,False
outer_2:simplicial_weight,,,,,,0.16229979244741288,-0.1111127702177026,,,,,0.75,-0.1156004047082817,False,False
outer_2:simplicial_weight,,,,,,0.17565668771723617,-0.31160826322648627,,,,,1.0,-0.27158372576678325,False,False
outer_3:baseline,0.0,3.0,134750.0,0.35,2.0,0.14288147500929202,-0.009015458158517786,0.12984433991833902,True,,,,,,
outer_3:baseline,1.0,3.0,134750.0,0.7,2.0,0.14879373937450593,-0.08104157434441861,0.13260835384059677,False,,,,,,
outer_3:baseline,2.0,3.0,134750.0,1.0,4.0,0.15244359514054437,-0.14682993529043387,0.13608500687792663,False,,,,,,
outer_3:2d_second_unshrunk,0.0,3.0,134750.0,0.35,2.0,0.14387525616821709,-0.0257940827050136,0.13192361711298833,True,,,,,,
outer_3:2d_second_unshrunk,1.0,3.0,134750.0,0.7,2.0,0.1493933955216949,-0.08197700478832948,0.13241007096561372,False,,,,,,
outer_3:2d_second_unshrunk,2.0,3.0,134750.0,1.0,4.0,0.15283853733091518,-0.15704805136405264,0.13793672727935005,False,,,,,,
outer_3:delta3d_unshrunk,0.0,3.0,134750.0,0.35,2.0,0.14154786535418812,0.03449859142739309,0.12736396339331515,True,,,,,,
outer_3:delta3d_unshrunk,1.0,3.0,134750.0,0.7,2.0,0.14529693756536408,-0.040048135940444096,0.1340439424156044,False,,,,,,
outer_3:delta3d_unshrunk,2.0,3.0,134750.0,1.0,4.0,0.14953315148666213,-0.1395281339115484,0.14364978880885115,False,,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14288147500929202,-0.009015458158517786,0.12984433991833902,True,0.0,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14308552245836195,-0.01216063571473014,0.13021401886987538,False,0.25,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14330933581561886,-0.016005465657883633,0.13072315170804338,False,0.5,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14357843913552948,-0.020549947987978268,0.13129819212795055,False,0.75,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14387525616821709,-0.0257940827050136,0.13192361711298833,False,1.0,,,,,
outer_3:delta3d_weight,,,,,,0.14288147500929202,-0.009015458158517786,0.12984433991833902,False,,0.0,,,,
outer_3:delta3d_weight,,,,,,0.14103128381776697,0.014497868688620241,0.12792862798526372,False,,0.25,,,,
outer_3:delta3d_weight,,,,,,0.13986203004154535,0.02958798590198486,0.1268054134164986,True,,0.5,,,,
outer_3:delta3d_weight,,,,,,0.14036638709525784,0.036254893481575845,0.12665321972648672,False,,0.75,,,,
outer_3:delta3d_weight,,,,,,0.14154786535418812,0.03449859142739309,0.12736396339331515,False,,1.0,,,,
outer_3:simplicial_weight,,,,,,0.13986203004154535,0.02958798590198486,,,,,0.0,0.055250725553426805,True,True
outer_3:simplicial_weight,,,,,,0.1446038209007935,0.08929475042011092,,,,,0.25,0.05725915557282457,False,False
outer_3:simplicial_weight,,,,,,0.15212999091540635,0.08647944931853069,,,,,0.5,0.022517505054930664,False,False
outer_3:simplicial_weight,,,,,,0.16150991760973882,0.021142082597243927,,,,,0.75,-0.048974226000254806,False,False
outer_3:simplicial_weight,,,,,,0.17194324820567095,-0.1067173497437488,,,,,1.0,-0.15721603759273162,False,False
outer_4:baseline,0.0,3.0,144757.0,0.35,2.0,0.12330171904305705,-0.031706782222540086,0.12683709440706473,True,,,,,,
outer_4:baseline,1.0,3.0,144757.0,0.7,2.0,0.1337995779571193,-0.18171438753119595,0.1409084910801466,False,,,,,,
outer_4:baseline,2.0,3.0,144757.0,1.0,4.0,0.1448716394201861,-0.10578070171365939,0.13874445879759092,False,,,,,,
outer_4:2d_second_unshrunk,0.0,3.0,144757.0,0.35,2.0,0.12304125514325168,-0.03568904007197471,0.1275652422916553,True,,,,,,
outer_4:2d_second_unshrunk,1.0,3.0,144757.0,0.7,2.0,0.13418651682557525,-0.14332770271640016,0.13794417977116252,False,,,,,,
outer_4:2d_second_unshrunk,2.0,3.0,144757.0,1.0,4.0,0.1445676496393961,-0.10687452639649786,0.1388477492639675,False,,,,,,
outer_4:delta3d_unshrunk,0.0,3.0,144757.0,0.35,2.0,0.11726401560886736,0.09676191952951141,0.11857307617450392,True,,,,,,
outer_4:delta3d_unshrunk,1.0,3.0,144757.0,0.7,2.0,0.1236431938800522,0.07349228375834904,0.12089793049265886,False,,,,,,
outer_4:delta3d_unshrunk,2.0,3.0,144757.0,1.0,4.0,0.1318150722893635,0.09744300805300976,0.12010891252083676,False,,,,,,
outer_4:2d_ensemble_weight,,,,,,0.12330171904305705,-0.031706782222540086,0.12683709440706473,False,0.0,,,,,
outer_4:2d_ensemble_weight,,,,,,0.12321200571981905,-0.032054439551190805,0.12700189738630438,False,0.25,,,,,
outer_4:2d_ensemble_weight,,,,,,0.12312688837137653,-0.032834034968980186,0.12717592953759513,False,0.5,,,,,
outer_4:2d_ensemble_weight,,,,,,0.12304915210770828,-0.03404556847590823,0.12735625264708947,False,0.75,,,,,
outer_4:2d_ensemble_weight,,,,,,0.12304125514325168,-0.03568904007197471,0.1275652422916553,True,1.0,,,,,
outer_4:delta3d_weight,,,,,,0.12330171904305705,-0.031706782222540086,0.12683709440706473,False,,0.0,,,,
outer_4:delta3d_weight,,,,,,0.11947025993717132,0.01477520590532988,0.12340842350048926,False,,0.25,,,,
outer_4:delta3d_weight,,,,,,0.11720465299454481,0.051680652239961766,0.12093593162853164,False,,0.5,,,,
outer_4:delta3d_weight,,,,,,0.11674861881759004,0.07900955678135568,0.11936590097744769,True,,0.75,,,,
outer_4:delta3d_weight,,,,,,0.11726401560886736,0.09676191952951141,0.11857307617450392,False,,1.0,,,,
outer_4:simplicial_weight,,,,,,0.11674861881759004,0.07900955678135568,,,,,0.0,0.15597378738535628,True,True
outer_4:simplicial_weight,,,,,,0.12196919178348459,0.09809358352067299,,,,,0.25,0.10625360462534206,False,False
outer_4:simplicial_weight,,,,,,0.13186475710393564,0.06608672901502333,,,,,0.5,-0.0017606864746173567,False,False
outer_4:simplicial_weight,,,,,,0.14485136801977241,-0.017011006735593748,,,,,0.75,-0.16806908591452197,False,False
outer_4:simplicial_weight,,,,,,0.1593838429299003,-0.15119962373117746,,,,,1.0,-0.3926715936943721,False,False
