grouping,extractant,n_rows,baseline_mae,baseline_sign_accuracy,2d_ensemble_mae,2d_ensemble_sign_accuracy,delta3d_unshrunk_mae,delta3d_unshrunk_sign_accuracy,delta3d_mae,delta3d_sign_accuracy,simplicial_unshrunk_mae,simplicial_unshrunk_sign_accuracy,simplicial_mae,simplicial_sign_accuracy,mae_reduction_simplicial_vs_delta3d
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.1175497243011331,0.7983014861995754,0.1175497243011331,0.7983014861995754,0.11579639086754322,0.8089171974522293,0.11592704540460103,0.8004246284501062,0.1383531461812331,0.5753715498938429,0.11592704540460103,0.8004246284501062,0.0
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.14958885417689896,0.7052631578947368,0.14958885417689896,0.7052631578947368,0.1461442659780711,0.8421052631578947,0.14958885417689896,0.7052631578947368,0.16544741938922145,0.7578947368421053,0.15018867456184146,0.7368421052631579,-0.0005998203849424955
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.06911773770591213,0.5909090909090909,0.06911773770591213,0.5909090909090909,0.08219694839032159,0.45454545454545453,0.07445819396201546,0.45454545454545453,0.08913137960823053,0.5303030303030303,0.07445819396201546,0.45454545454545453,0.0
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.14001272399992412,0.2631578947368421,0.14001272399992412,0.2631578947368421,0.11062125969645105,0.42105263157894735,0.1326409949007647,0.2631578947368421,0.10018412404722958,0.5614035087719298,0.1326409949007647,0.2631578947368421,0.0
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.11397853958735749,0.65,0.11397853958735749,0.65,0.08865714487782293,0.725,0.10704625328584112,0.725,0.1013235189322946,0.4,0.10704625328584112,0.725,0.0
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.066367364599712,0.717948717948718,0.06606418016700347,0.717948717948718,0.07773429744958625,0.6153846153846154,0.07447372663298668,0.6410256410256411,0.08263678379762594,0.5897435897435898,0.07447372663298668,0.6410256410256411,0.0
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.10250570724042349,0.8333333333333334,0.10250570724042349,0.8333333333333334,0.1057210897281544,0.7666666666666667,0.10325549071940479,0.8333333333333334,0.09602684088481848,0.8333333333333334,0.10325549071940479,0.8333333333333334,0.0
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.058848666225370175,0.6538461538461539,0.05900432529325044,0.6538461538461539,0.0650667271690775,0.6538461538461539,0.06338642996932796,0.6538461538461539,0.14163576442728362,0.5384615384615384,0.06338642996932796,0.6538461538461539,0.0
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.14308547237125754,0.52,0.14308547237125754,0.52,0.12812837030259921,0.52,0.13560692133692837,0.52,0.1496367734521905,0.52,0.13560692133692837,0.52,0.0
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.23307577824666376,0.8181818181818182,0.23315021073787828,0.8181818181818182,0.22648239609782997,0.8181818181818182,0.22813074163503835,0.8181818181818182,0.29022260734314603,0.45454545454545453,0.22813074163503835,0.8181818181818182,0.0
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,20,0.30566684659142174,0.25,0.3098003383933416,0.25,0.29274686454439036,0.15,0.2959768600561482,0.15,0.2448917143517099,0.45,0.2959768600561482,0.15,0.0
extractant,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,12,0.1104745845761766,0.9166666666666666,0.1104745845761766,0.9166666666666666,0.13497210276142066,0.75,0.12233566018792474,0.9166666666666666,0.13824782322886556,0.9166666666666666,0.12233566018792474,0.9166666666666666,0.0
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,12,0.13274597034999766,0.9166666666666666,0.13274597034999766,0.9166666666666666,0.15415278104078953,0.75,0.14199283482248432,0.8333333333333334,0.1566329584861875,0.75,0.14199283482248432,0.8333333333333334,0.0
extractant,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,12,0.054748610861349196,0.9166666666666666,0.054748610861349196,0.9166666666666666,0.06202756654878996,0.9166666666666666,0.054748610861349196,0.9166666666666666,0.1022748774287023,0.8333333333333334,0.0645429811359853,0.8333333333333334,-0.00979437027463611
extractant,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,12,0.09780944864227026,0.75,0.099638031818307,0.75,0.10372510996291423,0.75,0.10142222685005188,0.75,0.12628291532880434,0.9166666666666666,0.10142222685005188,0.75,0.0
extractant,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,12,0.11580178351786095,0.8333333333333334,0.11580178351786095,0.8333333333333334,0.12210786350818809,0.8333333333333334,0.11580178351786095,0.8333333333333334,0.11010885163512325,0.6666666666666666,0.11343658594680502,0.8333333333333334,0.002365197571055938
extractant,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,12,0.08299821929443012,0.9166666666666666,0.08326474980755322,1.0,0.13409907199959703,0.8333333333333334,0.12084452803827063,0.8333333333333334,0.1180401045989697,0.9166666666666666,0.12084452803827063,0.8333333333333334,0.0
extractant,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,12,0.056697585429986964,0.3333333333333333,0.056697585429986964,0.3333333333333333,0.06769005264911848,0.4166666666666667,0.059379633309947395,0.3333333333333333,0.15594739636794355,0.4166666666666667,0.059379633309947395,0.3333333333333333,0.0
extractant,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,12,0.126222780469443,0.75,0.126222780469443,0.75,0.11968486718250865,0.9166666666666666,0.12396862912821967,1.0,0.11178063341085677,1.0,0.12396862912821967,1.0,0.0
extractant,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,12,0.05453029100116019,0.75,0.05453029100116019,0.75,0.05554739308383691,0.75,0.05422220182168717,0.9166666666666666,0.07433242215304324,0.75,0.05422220182168717,0.9166666666666666,0.0
extractant,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,12,0.16049478764986122,0.6666666666666666,0.16049478764986122,0.6666666666666666,0.18733023751868863,0.75,0.16049478764986122,0.6666666666666666,0.2207526537570248,0.6666666666666666,0.17203633264487436,0.6666666666666666,-0.011541544995013142
extractant,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,12,0.04828406832911213,1.0,0.04828406832911213,1.0,0.055003944079645435,1.0,0.049860861126778004,1.0,0.0990264775674498,0.5833333333333334,0.049860861126778004,1.0,0.0
extractant,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,12,0.09783022477784348,0.75,0.09783022477784348,0.75,0.07690123526077679,0.8333333333333334,0.08118683204709377,0.8333333333333334,0.08625957427315255,0.75,0.08118683204709377,0.8333333333333334,0.0
extractant,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,11,0.09413463282289163,0.2727272727272727,0.09413463282289163,0.2727272727272727,0.08585811642955642,0.18181818181818182,0.09413463282289163,0.2727272727272727,0.06319947681333304,0.5454545454545454,0.08612896818966358,0.2727272727272727,0.008005664633228049
extractant,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,11,0.07913683480798428,1.0,0.07913683480798428,1.0,0.12178910923127004,0.8181818181818182,0.09745696313530415,0.8181818181818182,0.12071218717998461,0.9090909090909091,0.09745696313530415,0.8181818181818182,0.0
extractant,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,10,0.3862826445003612,0.8,0.3862826445003612,0.8,0.42069756100309164,0.7,0.39488637362604384,0.8,0.4237602589263691,0.6,0.39488637362604384,0.8,0.0
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,4,0.28890006012425407,0.75,0.294881278976172,0.75,0.29792996300695024,0.75,0.2956724872862762,0.75,0.32362597725511555,0.75,0.2956724872862762,0.75,0.0
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,2,0.21198098773073462,1.0,0.21198098773073462,1.0,0.2118683520846868,1.0,0.21195282881922267,1.0,0.22044242346207377,1.0,0.21195282881922267,1.0,0.0
extractant,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,2,0.12183570817948891,0.5,0.12464491523443225,0.5,0.21522322932809707,0.5,0.19187634904094503,0.5,0.10823526675869766,0.5,0.19187634904094503,0.5,0.0
extractant,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,2,0.1235571328736419,0.5,0.1235571328736419,0.5,0.20080749241617782,0.5,0.16218231264490984,0.5,0.13846372660944306,0.5,0.16218231264490984,0.5,0.0
extractant,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,2,0.09044769468903828,0.5,0.09085887003995438,0.5,0.07710524111340726,0.5,0.080440854507315,0.5,0.16819413356814916,0.5,0.080440854507315,0.5,0.0
extractant,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,2,0.09863321252781664,0.5,0.09863321252781664,0.5,0.06747934956317106,0.5,0.09084474678665524,0.5,0.08777800814112831,1.0,0.09084474678665524,0.5,0.0
