context,outer_fold,inner_fold,initialization,epoch,model_seed,train_loss,validation_macro_group_mae,validation_r2,validation_group_balanced_r2
inner_fixed_fit,0,0,0,1,42,0.5259418984254202,,,
inner_fixed_fit,0,0,0,2,42,0.5174736380577087,,,
inner_fixed_fit,0,0,0,3,42,0.5077946682771047,,,
inner_fixed_fit,0,0,0,4,42,0.49627189338207245,,,
inner_fixed_fit,0,0,0,5,42,0.49309633672237396,,,
inner_fixed_fit,0,0,0,6,42,0.4577937424182892,,,
inner_fixed_fit,0,0,0,7,42,0.45659175515174866,,,
inner_fixed_fit,0,0,0,8,42,0.44157100717226666,,,
inner_fixed_fit,0,0,0,9,42,0.4287266780932744,,,
inner_fixed_fit,0,0,0,10,42,0.43812479078769684,,,
inner_fixed_fit,0,0,0,11,42,0.38224494953950244,,,
inner_fixed_fit,0,0,0,12,42,0.37131842970848083,,,
inner_fixed_fit,0,0,0,13,42,0.38701943059762317,,,
inner_fixed_fit,0,0,0,14,42,0.40612201889355976,,,
inner_fixed_fit,0,0,0,15,42,0.38863638540108997,,,
inner_fixed_fit,0,0,0,16,42,0.3683595781524976,,,
inner_fixed_fit,0,0,0,17,42,0.38359816124041873,,,
inner_fixed_fit,0,0,0,18,42,0.4083424160877864,,,
inner_fixed_fit,0,0,0,19,42,0.3859148795406024,,,
inner_fixed_fit,0,0,0,20,42,0.35565052429835003,,,
inner_fixed_fit,0,0,0,21,42,0.3603293349345525,,,
inner_fixed_fit,0,0,0,22,42,0.3382575064897537,,,
inner_fixed_fit,0,0,0,23,42,0.3441441133618355,,,
inner_fixed_fit,0,0,0,24,42,0.34728048990170163,,,
inner_fixed_fit,0,0,0,25,42,0.32698799669742584,,,
inner_fixed_fit,0,0,0,26,42,0.3515605876843135,,,
inner_fixed_fit,0,0,0,27,42,0.34331462780634564,,,
inner_fixed_fit,0,0,0,28,42,0.34591537217299145,,,
inner_fixed_fit,0,0,0,29,42,0.34042094151179,,,
inner_fixed_fit,0,0,0,30,42,0.330889751513799,,,
inner_fixed_fit,0,0,0,31,42,0.31218403577804565,,,
inner_fixed_fit,0,0,0,32,42,0.3199794913331668,,,
inner_fixed_fit,0,0,0,33,42,0.3076121111710866,,,
inner_fixed_fit,0,0,0,34,42,0.3081028734644254,,,
inner_fixed_fit,0,0,0,35,42,0.2788931205868721,,,
inner_fixed_fit,0,0,0,36,42,0.2866320163011551,,,
inner_fixed_fit,0,0,0,37,42,0.27533304194609326,,,
inner_fixed_fit,0,0,0,38,42,0.3044780070583026,,,
inner_fixed_fit,0,0,0,39,42,0.3121357262134552,,,
inner_fixed_fit,0,0,0,40,42,0.27960113684336346,,,
inner_fixed_fit,0,0,0,41,42,0.27946721762418747,,,
inner_fixed_fit,0,0,0,42,42,0.27503039439519245,,,
inner_fixed_fit,0,0,0,43,42,0.29064013560612995,,,
inner_fixed_fit,0,0,0,44,42,0.2643699695666631,,,
inner_fixed_fit,0,0,0,45,42,0.258150115609169,,,
inner_fixed_fit,0,0,0,46,42,0.2632821587224801,,,
inner_fixed_fit,0,0,0,47,42,0.26450640708208084,,,
inner_fixed_fit,0,0,0,48,42,0.27399007479349774,,,
inner_fixed_fit,0,0,0,49,42,0.2531725379327933,,,
inner_fixed_fit,0,0,0,50,42,0.24777449915806452,,,
inner_fixed_fit,0,0,0,51,42,0.2453124225139618,,,
inner_fixed_fit,0,0,0,52,42,0.25253234803676605,,,
inner_fixed_fit,0,0,0,53,42,0.26682263364394504,,,
inner_fixed_fit,0,0,0,54,42,0.2336683509250482,,,
inner_fixed_fit,0,0,0,55,42,0.24662606169780096,,,
inner_fixed_fit,0,0,0,56,42,0.2361655905842781,,,
inner_fixed_fit,0,0,0,57,42,0.22237861653168997,,,
inner_fixed_fit,0,0,0,58,42,0.2377003182967504,,,
inner_fixed_fit,0,0,0,59,42,0.2188266267379125,,,
inner_fixed_fit,0,0,0,60,42,0.21767340352137884,,,
inner_fixed_fit,0,0,0,61,42,0.22610308229923248,,,
inner_fixed_fit,0,0,0,62,42,0.22553317497173944,,,
inner_fixed_fit,0,0,0,63,42,0.22097491721312204,,,
inner_fixed_fit,0,0,0,64,42,0.24350706239541373,,,
inner_fixed_fit,0,0,0,65,42,0.23709176232417425,,,
inner_fixed_fit,0,0,0,66,42,0.24762247502803802,,,
inner_fixed_fit,0,0,0,67,42,0.2307887151837349,,,
inner_fixed_fit,0,0,0,68,42,0.23708389947811762,,,
inner_fixed_fit,0,0,0,69,42,0.22597143054008484,,,
inner_fixed_fit,0,0,0,70,42,0.21143649518489838,,,
inner_fixed_fit,0,0,0,71,42,0.22387376924355826,,,
inner_fixed_fit,0,0,0,72,42,0.21065864091118178,,,
inner_fixed_fit,0,0,0,73,42,0.20583298554023108,,,
inner_fixed_fit,0,0,0,74,42,0.20447055995464325,,,
inner_fixed_fit,0,0,0,75,42,0.20482585579156876,,,
inner_fixed_fit,0,0,0,76,42,0.2151215374469757,,,
inner_fixed_fit,0,0,0,77,42,0.19945547233025232,,,
inner_fixed_fit,0,0,0,78,42,0.18671464174985886,,,
inner_fixed_fit,0,0,0,79,42,0.1877587934335073,,,
inner_fixed_fit,0,0,0,80,42,0.19266782204310098,,,
inner_fixed_fit,0,0,0,81,42,0.18033677960435548,,,
inner_fixed_fit,0,0,0,82,42,0.1855427548289299,,,
inner_fixed_fit,0,0,0,83,42,0.18862913300593695,,,
inner_fixed_fit,0,0,0,84,42,0.18071386714776358,,,
inner_fixed_fit,0,0,0,85,42,0.179757850865523,,,
inner_fixed_fit,0,0,0,86,42,0.18216973667343458,,,
inner_fixed_fit,0,0,0,87,42,0.17362446089585623,,,
inner_fixed_fit,0,0,0,88,42,0.18246009449164072,,,
inner_fixed_fit,0,0,0,89,42,0.1819913238286972,,,
inner_fixed_fit,0,0,0,90,42,0.20079933106899261,,,
inner_fixed_fit,0,0,0,91,42,0.19160850842793783,,,
inner_fixed_fit,0,0,0,92,42,0.1847288173933824,,,
inner_fixed_fit,0,0,0,93,42,0.18052641799052557,,,
inner_fixed_fit,0,0,0,94,42,0.17265193785230318,,,
inner_fixed_fit,0,0,0,95,42,0.1723577802379926,,,
inner_fixed_fit,0,0,0,96,42,0.16733655706048012,,,
inner_fixed_fit,0,0,0,97,42,0.16589727252721786,,,
inner_fixed_fit,0,0,0,98,42,0.1607761929432551,,,
inner_fixed_fit,0,0,0,99,42,0.1564792146285375,,,
inner_fixed_fit,0,0,0,100,42,0.15846142545342445,,,
inner_fixed_fit,0,0,0,101,42,0.14893913020690283,,,
inner_fixed_fit,0,0,0,102,42,0.15141770740350088,,,
inner_fixed_fit,0,0,0,103,42,0.16718382388353348,,,
inner_fixed_fit,0,0,0,104,42,0.172334556778272,,,
inner_fixed_fit,0,0,0,105,42,0.16027226050694784,,,
inner_fixed_fit,0,0,0,106,42,0.1616058312356472,,,
inner_fixed_fit,0,0,0,107,42,0.16187204917271933,,,
inner_fixed_fit,0,0,0,108,42,0.15592974921067557,,,
inner_fixed_fit,0,0,0,109,42,0.16177013143897057,,,
inner_fixed_fit,0,0,0,110,42,0.141786007831494,,,
inner_fixed_fit,0,0,0,111,42,0.13799926017721495,,,
inner_fixed_fit,0,0,0,112,42,0.13447532306114832,,,
inner_fixed_fit,0,0,0,113,42,0.13269688685735068,,,
inner_fixed_fit,0,0,0,114,42,0.14085172985990843,,,
inner_fixed_fit,0,0,0,115,42,0.13546588271856308,,,
inner_fixed_fit,0,0,0,116,42,0.1312069185078144,,,
inner_fixed_fit,0,0,0,117,42,0.13400549938281378,,,
inner_fixed_fit,0,0,0,118,42,0.1279033087193966,,,
inner_fixed_fit,0,0,0,119,42,0.1424401526649793,,,
inner_fixed_fit,0,0,0,120,42,0.13004338492949805,,,
inner_fixed_fit,0,0,0,121,42,0.1452294923365116,,,
inner_fixed_fit,0,0,0,122,42,0.12167499835292499,,,
inner_fixed_fit,0,0,0,123,42,0.13556372250119844,,,
inner_fixed_fit,0,0,0,124,42,0.1261845330397288,,,
inner_fixed_fit,0,0,0,125,42,0.1142050214111805,,,
inner_fixed_fit,0,0,0,126,42,0.12393210393687089,,,
inner_fixed_fit,0,0,0,127,42,0.12256427481770515,,,
inner_fixed_fit,0,0,0,128,42,0.11115831757585208,,,
inner_fixed_fit,0,0,0,129,42,0.11445667346318562,,,
inner_fixed_fit,0,0,0,130,42,0.12422966584563255,,,
inner_fixed_fit,0,0,0,131,42,0.11474029844005902,,,
inner_fixed_fit,0,0,0,132,42,0.12213577205936114,,,
inner_fixed_fit,0,0,0,133,42,0.1108764757712682,,,
inner_fixed_fit,0,0,0,134,42,0.1082679716249307,,,
inner_fixed_fit,0,0,0,135,42,0.11238897033035755,,,
inner_fixed_fit,0,0,0,136,42,0.10180828347802162,,,
inner_fixed_fit,0,0,0,137,42,0.09400761748353641,,,
inner_fixed_fit,0,0,0,138,42,0.10159828141331673,,,
inner_fixed_fit,0,0,0,139,42,0.10647151991724968,,,
inner_fixed_fit,0,0,0,140,42,0.11886197949449222,,,
inner_fixed_fit,0,0,0,141,42,0.1184529277185599,,,
inner_fixed_fit,0,0,0,142,42,0.10016717513402303,,,
inner_fixed_fit,0,0,0,143,42,0.1074273989846309,,,
inner_fixed_fit,0,0,0,144,42,0.10303699783980846,,,
inner_fixed_fit,0,0,0,145,42,0.10701185216506322,,,
inner_fixed_fit,0,0,0,146,42,0.10527546765903632,,,
inner_fixed_fit,0,0,0,147,42,0.09713828812042873,,,
inner_fixed_fit,0,0,0,148,42,0.1005118985970815,,,
inner_fixed_fit,0,0,0,149,42,0.09942581628759702,,,
inner_fixed_fit,0,0,0,150,42,0.09279035901029904,,,
