regime,split_seed,arm,n_rows,n_groups,macro_mae,pooled_mae,pooled_r2,within_ligand_r2,within_ligand_r2_shape,pooled_rmse,prediction_dispersion_ratio,median_abs_error,frac_within_0_5_log,frac_within_1_log,delta_macro_vs_baseline
unseen_chemotype,104729,A_metal,4881,74,1.3565258445609334,1.4165151858175955,-0.12832426668752106,-1.1299244352882103,-0.0043558129548360025,1.744610478386749,0.18959671219146673,1.235625057848791,0.22741241548862937,0.422659291128867,-0.33462557932083303
unseen_chemotype,104729,A_cond,4881,74,1.2261245349269698,1.3126397882394796,0.016126884718744794,-0.8572456972965468,0.00250578399807333,1.629112436452446,0.49111310350479737,1.1550659265527543,0.25322679778733864,0.4513419381274329,-0.20422426968686946
unseen_chemotype,104729,A_physchem,4881,74,1.2327100716955643,1.2907708437717074,0.06069842026247363,-0.7731085343587969,0.0,1.5917836468810282,0.4864151238202885,1.1511674777812984,0.23560745748821962,0.43720549067813974,-0.210809806455464
unseen_chemotype,104729,A_ecfp,4881,74,1.1715421060151576,1.181802510353451,0.24182022810845738,-0.4312070299027435,0.0,1.4301039592109293,0.4729064230400862,1.074374577687502,0.2450317557877484,0.4626101208768695,-0.14964184077505727
unseen_chemotype,104729,A_lig2d_ext,4881,74,1.161959520317317,1.187716986898796,0.21813018271315177,-0.4759264497098532,0.0,1.4522745824423728,0.41842073342847286,1.05828153794428,0.26019258348699037,0.4753124359762344,-0.14005925507721662
unseen_chemotype,104729,A_donors,4881,74,1.160330838019778,1.1858035694723243,0.1997337050520237,-0.5106532640224641,0.02927005542019856,1.469260406068277,0.3701628257672119,1.0512152210802324,0.26654374103667283,0.4830977258758451,-0.13843057277967774
unseen_chemotype,104729,A_complex_phys,4881,74,1.181317088830942,1.2738670087248487,0.06501713177101953,-0.7649561534851526,-0.09699883230479567,1.588120087409953,0.3874412043110775,1.0904053363412236,0.2614218397869289,0.46978078262651096,-0.15941682359084175
unseen_chemotype,104729,A_polyhedron,4881,74,1.1914288536190234,1.2895557059482377,0.05590176056845053,-0.7821631323956317,-0.06790974092258395,1.595842791385043,0.3085516485168864,1.0886979500544427,0.24564638393771768,0.46568326162671586,-0.16952858837892304
unseen_chemotype,104729,MC,4881,74,1.1801960853059459,1.2772202976156743,0.06023428194739178,-0.7739846827922157,0.057511396604259524,1.5921768733757466,0.5068466365421533,1.1141353179165696,0.26510960868674455,0.45728334357713585,-0.15829582006584553
unseen_chemotype,104729,MC_physchem,4881,74,1.1292396350049692,1.1307982694233063,0.26294128030753283,-0.3913370683092763,0.1954720747880725,1.410043648158582,0.5040870775745324,0.9823211574946092,0.2810899405859455,0.5074779758246261,-0.1073393697648688
