regime,split_seed,arm,extractant,ecfp_cluster,draw,n_query,form,k,n_free,n_series_free,mae,mae_free,mae_series_free,fit_rejected
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,affine,2,4,4,0.3326609160665567,0.2598626458447165,0.2598626458447165,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,none_at_k,3,4,4,0.37900436750517796,0.23367239024892725,0.23367239024892725,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,NULL_kmean,3,4,4,0.5036646520165251,0.5367425301411697,0.5367425301411697,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,offset,3,4,4,0.35293745992916914,0.24653120062063136,0.24653120062063136,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,scale,3,4,4,0.29453321369600866,0.32064704173745817,0.32064704173745817,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,affine,3,4,4,0.24896523350622937,0.2847777212138567,0.2847777212138567,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,none_at_k,5,4,0,0.37900436750517796,0.23367239024892725,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,NULL_kmean,5,4,0,0.507022217255234,0.5426182693089102,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,offset,5,4,0,0.4154868264348442,0.2336723902489273,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,scale,5,4,0,0.3259283160189622,0.246166400091822,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,affine,5,4,0,0.3082203628140667,0.29358741895134366,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,none,0,14,14,0.4393821924743332,0.4393821924743332,0.4393821924743332,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,none_at_k,1,3,3,0.4393821924743332,0.3651227027245425,0.3651227027245425,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,NULL_kmean,1,3,3,0.4661170125887932,0.22161694041436597,0.22161694041436597,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,offset,1,3,3,0.6219287039181156,0.14091516730933829,0.14091516730933829,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,scale,1,3,3,0.9349812164201767,0.3208162179476242,0.3208162179476242,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,affine,1,3,3,0.9531842188205321,0.44346679628852154,0.44346679628852154,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,none_at_k,2,3,3,0.4393821924743332,0.3651227027245425,0.3651227027245425,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,NULL_kmean,2,3,3,0.4661170125887932,0.22161694041436597,0.22161694041436597,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,offset,2,3,3,0.46876778885451553,0.1837752844492544,0.1837752844492544,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,scale,2,3,3,0.4154353849219972,0.41543294446741225,0.41543294446741225,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,affine,2,3,3,0.36478932811561066,0.2608541581291676,0.2608541581291676,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,none_at_k,3,3,0,0.4393821924743332,0.3651227027245425,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,NULL_kmean,3,3,0,0.3894042668788688,0.29863504008159425,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,offset,3,3,0,0.45557229288337403,0.25179199986125833,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,scale,3,3,0,0.4108940087570089,0.42497399632605876,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,affine,3,3,0,0.3451710315923161,0.32819378995946996,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,none_at_k,5,3,0,0.4393821924743332,0.3651227027245425,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,NULL_kmean,5,3,0,0.40400113026080403,0.4298328044215826,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,offset,5,3,0,0.4558842180937049,0.2496085233889418,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,scale,5,3,0,0.4238183057739403,0.3978211282096138,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,affine,5,3,0,0.3329982573402562,0.34573866005481424,,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,6,14,none,0,14,14,0.46396716482718287,0.46396716482718287,0.46396716482718287,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,6,14,none_at_k,1,14,11,0.46396716482718287,0.46396716482718287,0.5003274166926677,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,6,14,NULL_kmean,1,14,11,0.6722504908147672,0.6722504908147672,0.6551526487574516,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,6,14,offset,1,14,11,0.44016298212359245,0.44016298212359245,0.46245712602786493,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,6,14,scale,1,14,11,0.3974740254518248,0.3974740254518248,0.40141415883964626,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,6,14,affine,1,14,11,0.41006454923236696,0.41006454923236696,0.41302657834359024,0
